상가업소번호,period_score,5bin_review_score,review_score,rating_score,floor_score,parking_score
MA010120220800206206,5,2,0.0184577522559474,4.3,1.0,0.0
MA010120220800206497,5,1,0.0082034454470877,4.0,1.0,0.0
MA010120220800207236,5,5,0.9598031173092698,4.57,1.0,0.0
MA010120220800207375,5,5,2.35233798195242,4.48,1.0,0.0
MA010120220800207870,5,0,0.0,0.0,1.0,0.0
MA010120220800207966,5,3,0.0799835931091058,4.005,1.0,0.0
MA010120220800207989,5,0,0.0,0.0,1.0,0.0
MA010120220800208023,4,5,1.5750615258408531,4.365,1.0,0.0
MA010120220800208123,5,5,0.9495488105004102,4.225,1.0,0.0
MA010120220800208608,5,5,0.4901558654634946,4.5,1.0,0.0
MA010120220800209217,5,4,0.182526661197703,3.2,1.0,1.0
MA010120220800209650,5,0,0.0,4.44,1.0,0.0
MA010120220800209837,5,0,0.0,4.44,1.0,0.0
MA010120220800209884,5,4,0.1538146021328958,4.37,1.0,0.0
MA010120220800210197,5,5,0.4737489745693191,4.54,1.0,0.0
MA010120220800210240,5,5,0.4983593109105824,4.625,1.0,1.0
MA010120220800210383,4,3,0.0738310090237899,5.0,1.0,0.0
MA010120220800210803,5,5,0.3096800656275635,4.65,1.0,0.0
MA010120220800211146,5,5,1.1997538966365875,0.0,1.0,0.0
