상가업소번호,상권_코드,연매출,연임대료,매출_임대료_비율,추정_순이익
MA010120220812811930,3110139,,73856660.9153434,,
MA010120220804367110,3110429,24211813.74045333,139819839.8493935,0.17316436346493205,-115608026.10894015
MA010120220808500959,3120239,95485415.18290628,236521286.54481918,0.4037074893937927,-141035871.3619129
MA0101202305A0009289,3120072,7213146.736437419,30280793.23071563,0.23820863751059382,-23067646.494278207
MA010120220805043461,3110499,1820478.428571428,182551894.5400433,0.00997238852648397,-180731416.11147186
MA010120220810093509,3111040,8504720.269230768,57107497.30028931,0.1489247563342778,-48602777.03105854
MA010120220805453046,3110842,652464262.2925442,58222906.75384588,11.206315305498395,594241355.5386983
MA010120220806942071,3110188,66752310.11645963,55864913.10899903,1.1948879038141544,10887397.007460602
MA010120220805349008,3110151,30478198.71428572,88015264.95170666,0.3462830951508899,-57537066.23742095
MA010120220800035777,3120006,95250188.52716243,76462596.20081383,1.2457095627684045,18787592.326348603
MA010120220800787417,3110008,281305560.1318681,57113344.58947545,4.925391031263727,224192215.54239267
MA010120220811734521,3110191,139706784.85459945,,,
MA010120220810801259,3110630,172218253.81964886,16632351.387347335,10.354413483366297,155585902.43230152
MA010120220809863709,3120159,54424835.42390232,948362047.978206,0.057388246906907844,-893937212.5543038
MA0101202409A0024893,3120159,96414437.4252932,627078741.1811837,0.1537517235713213,-530664303.7558905
MA010120220812494110,3120189,229476837.58516484,613415685.8867688,0.37409678704145083,-383938848.301604
MA0101202310A0075472,3120179,0.0,,,
MA010120220810897422,3120186,40955522.165934056,73058904.17146774,0.5605822051372422,-32103382.00553368
MA0101202306A0070198,3120186,40955522.165934056,62363774.02129107,0.6567197407782289,-21408251.855357014
MA010120220807083496,3110308,37039542.97959183,,,
MA0101202209A0040113,3130073,3695094.4285714286,124389943.29818353,0.029705732641166462,-120694848.8696121
MA010120220803460271,3130024,296474938.75034547,124527011.17466046,2.380808256561335,171947927.57568502
MA010120220813034129,3110690,23293761.236641224,206315923.22896647,0.1129033608224547,-183022161.99232525
MA0101202406A0368223,3110062,66139432.1371237,54697535.770997085,1.2091848379577046,11441896.366126612
MA010120220806947081,3110313,121573429.67856768,12404129.05942966,9.801044417955547,109169300.61913802
MA010120220808209821,3110850,89079655.4927246,61759172.49612017,1.442371237340486,27320482.996604428
MA010120220800099171,3130137,10366346.684405671,68496596.98186868,0.15134104451654204,-58130250.297463015
MA010120220803774150,3110179,1955073095.3084607,127403903.23608786,15.345472393731209,1827669192.072373
MA010120220812754367,3120029,1130992335.3141656,50876401.08639652,22.230194922069256,1080115934.2277691
MA010120220810242008,3120192,13425281.003386172,,,
MA010120220804760035,3120123,135823245.7239279,173609734.6799503,0.7823480935096759,-37786488.95602241
MA0101202411A0091132,3130163,0.0,87177781.80823788,0.0,-87177781.80823788
MA010120220806546177,3120181,36339927.10714286,32743627.72967529,1.1098320044842274,3596299.377467569
MA010120220812529673,3120067,67103284.36200921,221985900.33478418,0.3022862441196595,-154882615.97277498
MA010120220813555145,3111031,1888391.669421488,58749273.79497644,0.03214323369967728,-56860882.12555496
MA0101202306A0018709,3110943,35790054.61305063,95609493.01579277,0.3743357809961721,-59819438.40274214
MA010120220809823394,3110749,42504653.74434293,71026759.05604468,0.5984315448262602,-28522105.311701752
MA010120220813538425,3110255,15502517.262324844,29661571.2357835,0.5226465117591684,-14159053.973458655
MA0106202406A2464769,3120185,509327525.3297984,484292091.5829676,1.0516949029939857,25035433.74683082
MA0101202306A0037077,3110564,0.0,40152412.4898923,0.0,-40152412.4898923
MA010120220806556935,3120190,57208584.55913067,63858989.97956372,0.8958579470420801,-6650405.420433052
MA010120220804381151,3130290,103597058.35714284,114823676.00026368,0.9022273198663107,-11226617.64312084
MA010120220805605927,3120205,263646756.5340611,52730049.81924238,4.999933670419496,210916706.71481872
MA010120220800590609,3130179,350292267.23569006,140233957.5116145,2.4979132797330115,210058309.72407556
MA010120220805371852,3130179,7015761.615548497,131248413.0020364,0.05345406776069419,-124232651.3864879
MA010120220812618294,3130179,25881466.878560536,177860925.1454729,0.1455151923441128,-151979458.26691237
MA0101202310A0025182,3110795,,70159883.83210678,,
MA010120220810173208,3110225,431409590.85714287,86462102.4211735,4.989580102575853,344947488.43596935
MA010120220812927984,3110068,200664629.97287437,35442283.27110158,5.661729600664859,165222346.7017728
MA010120220811716616,3120198,91187308.24924012,200770747.74963507,0.45418622392524133,-109583439.50039496
MA010120220810012503,3110544,108166601.61923662,55857076.798502065,1.9364887294934243,52309524.82073455
MA0101202409A0138572,3110140,8014477.355984555,93710475.23044133,0.08552381418141909,-85695997.87445678
MA0106202201A0153084,3120197,312268457.0542547,282306356.75655085,1.1061332785269467,29962100.297703862
MA010120220806910560,3110544,0.0,41431905.97291172,0.0,-41431905.97291172
MA0101202307A0003884,3110783,1862420.678571428,49071349.06157479,0.037953320547212586,-47208928.38300336
MA010120220810179741,3120108,51832329.46938775,93608932.81799711,0.5537113537706221,-41776603.348609366
MA010120220802989115,3120077,51357016.07157505,,,
MA010120220811758402,3120032,0.0,190879251.75979295,0.0,-190879251.75979295
MA0101202406A0395886,3111028,43808551.09517945,138620266.6910342,0.31603279826888503,-94811715.59585474
MA010120220807406198,3110550,53451202.38700207,82125490.71677431,0.6508478825471014,-28674288.32977224
MA0101202409A0228248,3130179,28558860.003928863,17791914.44973634,1.60515938177708,10766945.55419252
MA0101202210A0056846,3110724,,58572005.47288677,,
MA010120220808537838,3120005,295084107.2960065,62106058.872784846,4.751293318243711,232978048.42322165
MA010120220806118174,3110823,43042695.20892702,85269010.9080522,0.504787076169489,-42226315.699125186
MA010120220800014174,3110016,45540215.571428575,165024819.7567794,0.2759597941848256,-119484604.18535084
MA010120220814301350,3110738,20468708.44897959,83791093.87304872,0.24428262311157983,-63322385.42406914
MA010120220810284037,3120165,101062240.19387752,,,
MA0101202310A0015667,3120161,27501964.8434493,97082610.87208384,0.2832841464925348,-69580646.02863455
MA010120220801305837,3111053,38188949.75510203,116378902.69951522,0.3281432333621571,-78189952.94441319
MA010120220813277356,3120072,496470585.3736499,16364902.462895483,30.337519955391667,480105682.91075444
MA0101202406A0225554,3110836,245163926.96374148,171021583.20196384,1.4335262306670076,74142343.76177764
MA0101202309A0072967,3110850,28549693.90062112,64223527.7876627,0.4445363629116795,-35673833.88704158
MA010120220808550653,3130054,,46495319.45522152,,
MA0101202210A0099929,3130132,237744570.50769237,59111718.48339296,4.0219532198599826,178632852.0242994
MA0101202306A0034979,3111010,27445447.528408226,42196636.62005208,0.6504178786834427,-14751189.091643851
MA010120220801049024,3120005,1234636913.4261909,53378142.43724654,23.130008537626995,1181258770.9889443
MA010120220807490783,3120102,235926762.8626534,95484980.2569243,2.470825880227574,140441782.6057291
MA0101202306A0110790,3120233,6012551.828307389,,,
MA0101202406A0459664,3110079,85368739.57661562,344457235.15027446,0.24783552388306415,-259088495.57365882
MA0106202406A2465100,3120157,169649459.22280693,774361460.6930022,0.2190830350104186,-604712001.4701953
MA0101202411A0127542,3110612,59889777.19466249,49915386.815025836,1.1998259417837098,9974390.379636653
MA010120220811900014,3111052,10984270.93308769,119304721.0966422,0.09206903750372877,-108320450.1635545
MA010120220809843872,3120081,194103377.1818182,280985316.74883664,0.6907954434662693,-86881939.56701845
MA010120220807363311,3120062,121711621.08704656,114507062.23933013,1.0629180213333937,7204558.847716436
MA0101202409A0234493,3110569,72341714.37499999,50461384.09653836,1.4336054041442199,21880330.278461628
MA010120220814302419,3120094,94415850.02593644,76552634.591622,1.2333455183647448,17863215.434314445
MA010120220810271549,3110481,0.0,54090405.00211995,0.0,-54090405.00211995
MA0106202208A0036997,3120104,203019009.643497,64379132.2980739,3.1534908788461573,138639877.3454231
MA0101202310A0049171,3110566,57161134.25281578,29004951.444033265,1.9707370444103123,28156182.808782518
MA0101202406A0097848,3120161,139641124.02627683,75923924.16250244,1.8392242462095894,63717199.86377439
MA0101202406A0459708,3130285,462347336.1042752,69753027.70595919,6.628347824913525,392594308.398316
MA010120220805218359,3110791,48651901.57142857,289813154.34126306,0.16787333726841902,-241161252.7698345
MA010120220811217749,3110473,0.0,183073268.74125794,0.0,-183073268.74125794
MA010120220812747846,3110142,5404430.193277311,92565622.97675024,0.05838485132055875,-87161192.78347293
MA0101202406A0593142,3120182,1814099480.5635395,82989432.21612965,21.859403182560296,1731110048.34741
MA0101202406A0028040,3130097,,43225764.95335026,,
MA010120220810274481,3130111,50569589.5,19604479.92981719,2.5794913765396776,30965109.57018281
MA0101202406A0327486,3120154,76052067.75610535,106513333.65122092,0.7140145222674577,-30461265.89511557
MA010120220814126921,3110176,42664546.6756514,51831485.49561334,0.8231395539709677,-9166938.819961935
MA010120220800809631,3110139,,44697393.21030756,,
MA010120220803375181,3130265,155565743.02175623,36827063.65862393,4.224223257101944,118738679.3631323
MA0101202305A0004653,3110580,7831353.428571428,97251728.749862,0.08052662352344989,-89420375.32129057
MA0101202406A0280042,3120235,23888672.779591423,,,
MA010120220806959023,3120235,601653287.2917097,,,
MA010120220811703173,3110548,66633618.13664597,54720610.92476603,1.2177060122839787,11913007.211879946
MA010120220809827569,3110122,89651345.71428572,162054159.86137527,0.5532184131388979,-72402814.14708956
MA010120220808293702,3110476,,68759596.40719947,,
MA0101202406A0293278,3110165,48594904.61538461,110001299.89750427,0.4417666356570074,-61406395.28211966
MA0101202406A0159679,3120033,6252380.812329787,,,
MA010120220811285973,3120033,0.0,,,
MA010120220807378342,3120033,15845430.79049898,,,
MA010120220806442400,3120033,0.0,,,
MA010120220809363840,3120033,1442857.1105376433,,,
MA010120220813384187,3120033,0.0,,,
MA010120220806816916,3120033,1442857.1105376433,,,
MA0101202406A0116060,3120033,0.0,,,
MA0106202406A2465544,3120033,60627108.69267464,,,
MA010120220803547619,3110408,20967689.04098361,74208503.0262186,0.2825510272188686,-53240813.98523498
MA0101202406A0319338,3110525,53121666.49659863,38392075.93576587,1.3836622224287831,14729590.560832761
MA010120220812935762,3130225,130254783.2181007,194346593.48890784,0.6702190154689583,-64091810.27080715
MA010120220805843955,3120186,81911044.33186811,102918207.29911199,0.7958848651329938,-21007162.96724388
MA010120220801317270,3120052,0.0,,,
MA0101202409A0182041,3120044,82754375.77341235,62248854.23689021,1.329412010204648,20505521.536522135
MA010120220812534137,3120044,12756857.096273288,70459731.44909629,0.18105173909778174,-57702874.352823004
MA010120220809656812,3130002,118505324.68219528,,,
MA010120220804113212,3110132,313617899.8017125,32078552.80962438,9.77655980574845,281539346.99208814
MA010120220800136644,3130024,0.0,222492942.3015707,0.0,-222492942.3015707
MA010120220811880721,3111078,14676638.128874028,1090561653.0274808,0.013457871065494289,-1075885014.8986068
MA010120220804112942,3111078,11017127.696428567,962630848.140009,0.0114448105483748,-951613720.4435805
MA010120220805298900,3120007,399922927.0357143,27276556.696378767,14.661781427383268,372646370.33933556
MA010120220803777792,3130069,92404807.72894455,70034817.05162162,1.3194124051387461,22369990.67732294
MA0106202406A2464828,3120056,224652784.01462963,280887265.24829376,0.7997969684252081,-56234481.233664125
MA010120220806394682,3120042,138877525.33066097,470412907.5377113,0.29522473301671237,-331535382.2070503
MA010120220812104416,3110344,13687283.428571427,29725781.275423273,0.46045158044125956,-16038497.846851846
MA0101202307A0001427,3110081,29629475.63492064,66530451.25872581,0.4453520850827312,-36900975.623805165
MA0106202406A2466380,3120072,490151007.9545045,,,
MA0101202409A0149085,3120224,517084908.9738472,87366692.6923022,5.9185587449946855,429718216.28154504
MA010120220804768065,3130145,,48001057.00282514,,
MA0101202409A0202047,3120242,56391921.22378143,133226471.321914,0.4232786490624934,-76834550.09813258
MA010120220804078989,3110984,35049308.85714286,68012572.24018541,0.5153357267246269,-32963263.38304255
MA010120220807774652,3110721,25738831.354679804,54191077.24246034,0.4749643703253104,-28452245.887780536
MA0101202211A0008974,3110774,10070031.41736277,151362918.14869887,0.06652905132907734,-141292886.7313361
MA0106202406A2464838,3001492,1419215461.2517593,128843303.84056798,11.015050126259265,1290372157.4111912
MA010120220810480945,3120097,0.0,,,
MA0101202307A0027224,3110509,125496044.03571428,233272905.0848166,0.5379795113886252,-107776861.04910232
MA010120220803558545,3120064,583503289.492236,,,
MA010120220805082588,3110986,3209068.0,72987116.44341913,0.04396759472639435,-69778048.44341913
MA010120220806847362,3120044,594931080.7679499,106749155.77608155,5.573168901145377,488181924.9918684
MA010120220812041665,3110762,24656585.64553019,452187748.9215099,0.054527318906383564,-427531163.27597976
MA010120220812946573,3120008,21893193.50880752,,,
MA010120220813438374,3120211,60112458.46428571,172783421.11768273,0.34790640055353883,-112670962.65339702
MA0101202406A0125078,3110292,65462.28,,,
MA010120220806387933,3111078,66863258.190314,80945247.78963943,0.8260306712266496,-14081989.599325426
MA0106202406A2466081,3120220,464851241.55931824,592761109.4026628,0.7842134603660903,-127909867.84334451
MA010120220808337836,3110590,,13431873.04301779,,
MA010120220804369815,3120081,646512132.4795306,296471472.159522,2.1806891758913434,350040660.3200086
MA010120220804462200,3110954,744877661.1257297,64821041.502279244,11.491294067039082,680056619.6234504
MA010120220809759851,3120232,111871940.24096386,87361675.18526942,1.2805608262794215,24510265.055694446
MA010120220811129924,3120230,223493259.7013716,71020069.61479427,3.146902808835218,152473190.08657736
MA010120220804546382,3110938,922050980.0522984,78762619.56704833,11.706707743013492,843288360.4852501
MA0101202406A0215947,3120103,118123843.03074698,67710399.5145559,1.7445450349293614,50413443.51619108
MA010120220800285931,3110077,244719454.2827044,71988390.8483173,3.399429380202562,172731063.43438712
MA0101202411A0034335,3120012,163331670.37012982,51043722.34380629,3.199838484939769,112287948.02632353
MA010120220808548404,3120039,0.0,57552143.10851363,0.0,-57552143.10851363
MA0101202305A0137535,3120039,0.0,65515915.123529196,0.0,-65515915.123529196
MA010120220803775609,3110144,5772927.666482101,56420309.802312255,0.1023200259691854,-50647382.13583016
MA0101202406A0262644,3110877,204320246.9971437,65388324.33182252,3.1247205974505543,138931922.66532117
MA010120220808588994,3110855,51130090.62253714,69963886.41601914,0.7308068849649175,-18833795.793482
MA0101202301A0090102,3110564,111308175.50758734,18356673.981257163,6.063634924148141,92951501.52633017
MA010120220808053346,3120242,53189602.60368663,173183941.06891614,0.30712779700164444,-119994338.46522951
MA0101202406A0036314,3120163,18744752.267134037,77301887.53637612,0.24248763674529475,-58557135.26924208
MA010120220803311745,3110252,,52276220.091518745,,
MA010120220814160942,3110569,72341714.37499999,48221338.179677375,1.5002012720021682,24120376.19532261
MA0101202209A0044806,3110285,189711866.57433507,42535086.86086355,4.460126359557577,147176779.71347153
MA0101202306A0042718,3110072,,37573601.69894761,,
MA010120220803905385,3110301,13622990.44312705,42587689.37360461,0.3198809403284859,-28964698.93047756
MA0106202406A2465574,3120143,425122179.74532855,256814026.2741543,1.6553697796713487,168308153.47117424
MA0101202307A0089360,3110303,1070021.352258604,131112087.99924172,0.008161118935911336,-130042066.64698312
MA010120220810431199,3120097,151719138.21428567,37450470.54876146,4.051194335877548,114268667.66552421
MA0106202301A0514074,3120037,0.0,22288032.54915696,0.0,-22288032.54915696
MA010120220804233933,3130179,0.0,42811047.72515183,0.0,-42811047.72515183
MA0106202406A2466097,3120011,371784753.6007845,,,
MA010120220806508884,3130069,43428314.80250466,73410500.24439944,0.5915817773525671,-29982185.441894785
MA010120220808335863,3130069,59937937.42861146,78436338.67039408,0.7641603073330961,-18498401.24178262
MA010120220806631441,3130195,887602658.1186707,104764750.71469013,8.47234058775716,782837907.4039806
MA010120220805966996,3120094,155715839.8272921,186174199.061851,0.836398597526188,-30458359.23455888
MA010120220803752615,3120057,158422733.0463915,239514186.25003764,0.6614336080267688,-81091453.20364615
MA010120220804473390,3120119,0.0,,,
MA010120220807278698,3120119,41062633.71969642,,,
MA010120220803529263,3120119,109072620.8179436,,,
MA010120220812134739,3120119,4252196.7516107205,,,
MA010120220806546395,3120119,9410186.894097095,,,
MA010120220811932556,3120119,29941503.753945302,,,
MA010120220811627951,3110632,79665886.65321806,133114372.0308287,0.5984769701373104,-53448485.37761064
MA010120220806765135,3110492,433184142.15510815,94956948.11531328,4.5619003789713215,338227194.03979486
MA010120220804240243,3110958,210822955.12337664,54914247.943651706,3.839130265438121,155908707.17972493
MA0101202309A0009329,3130066,16805187.730136268,190974184.74106237,0.08799716917197409,-174168997.0109261
MA010120220810210534,3120116,298776834.6652222,793333482.4263735,0.3766093842085397,-494556647.76115125
MA010120220808076301,3110566,55400297.46973364,59427000.337642424,0.9322411735865566,-4026702.8679087833
MA010120220808440914,3110120,0.0,57855898.65014268,0.0,-57855898.65014268
MA0101202406A0286493,3130190,254917656.78593424,37861960.75559079,6.732816921413019,217055696.03034344
MA0101202411A0143024,3120072,347202918.2258486,21037316.879761856,16.50414374162506,326165601.34608674
MA0101202309A0056864,3130190,472391761.708832,40818361.66168563,11.573020839276461,431573400.0471464
MA0101202308A0048280,3110069,67499892.72180448,128192114.7388983,0.5265526068645927,-60692222.01709382
MA010120220806609849,3110020,9388439.4,41081758.16895332,0.22853060798562677,-31693318.768953323
MA0101202305A0012411,3110020,90715048.21528664,75068677.97351784,1.2084273954959086,15646370.241768807
MA010120220800356802,3120149,1213539902.8736746,623006558.8335342,1.9478766053409284,590533344.0401404
MA010120220802740174,3120149,209588407.68956044,539126640.4489965,0.3887554269739948,-329538232.75943613
MA010120220814143828,3120228,201643105.6318681,80143822.87973976,2.5160155314581036,121499282.75212833
MA0101202411A0029887,3120246,210725487.06574985,420663479.55460674,0.5009360137179661,-209937992.48885688
MA0101202406A0303041,3120246,111626773.5777848,296655303.19686425,0.3762844351628645,-185028529.61907944
MA010120220811200737,3120246,206596374.0037513,455429755.46390563,0.45362950284107045,-248833381.46015432
MA0101202307A0077441,3110413,,302488190.32080555,,
MA010120220805402387,3110413,,186310341.2331846,,
MA0101202409A0208474,3110785,3149940.9681227864,47765021.03581316,0.06594660347400301,-44615080.06769037
MA010120220814361072,3110072,,72425372.4805747,,
MA0101202409A0039368,3110434,24502327.7969406,47642967.58873301,0.5142905348415906,-23140639.79179241
MA010120220811705333,3130069,284781238.4289717,81068536.90837234,3.5128453747475437,203712701.52059937
MA0101202305A0130235,3110943,20250934.017857146,66149339.03254297,0.3061396229787698,-45898405.014685825
MA010120220814204047,3110826,11521654.77885733,31292092.214145813,0.3681969978808859,-19770437.43528848
MA010120220813588147,3110082,129936118.79464288,24586455.75669076,5.284865569711793,105349663.03795213
MA0106202406A2464789,3120242,154107765.75605816,211140651.43850303,0.7298820192901682,-57032885.68244487
MA010120220814056614,3110317,485949951.8928572,58910194.198382884,8.248995785133586,427039757.69447434
MA010120220808120964,3120150,40395664.67857143,921954371.3156805,0.04381525365198855,-881558706.637109
MA0106202201A1299846,3120150,40395664.67857143,1320910137.8717601,0.0305816902223757,-1280514473.1931887
MA0101202406A0087924,3120150,40395664.67857143,921954371.3156805,0.04381525365198855,-881558706.637109
MA010120220814365491,3120150,40395664.67857143,1210413733.8189445,0.033373435476270336,-1170018069.140373
MA010120220813620246,3110877,232015352.43848932,23756918.433960527,9.76622213513185,208258434.0045288
MA0101202406A0081062,3111063,9535654.5,46438068.693466775,0.20534131937317673,-36902414.193466775
MA0106202201A0153599,3120210,318155797.790543,505735925.8182424,0.6290947131088154,-187580128.02769935
MA010120220810799255,3110492,72076016.9300096,121846784.36490066,0.5915299013770445,-49770767.43489106
MA010120220804607629,3110569,72341714.37499999,27596139.603833612,2.621443172562702,44745574.77116637
MA010120220805014465,3120093,341114984.5310434,84876361.18818876,4.018963298341176,256238623.34285465
MA0101202406A0163195,3120028,320822509.8214284,1900159292.832801,0.16883979720158043,-1579336783.0113726
MA0106202201A0026121,3120028,320822509.8214284,1237715200.5877848,0.2592054370907507,-916892690.7663563
MA010120220813255900,3110711,46477897.74421769,24218973.215866752,1.9190696240870633,22258924.528350934
MA010120220800017772,3120045,105379572.57983191,96589601.96426107,1.0910032689421365,8789970.615570843
MA010120220803931403,3110129,4625886.357190129,,,
MA010120220812104002,3120239,61568741.59821429,462009213.6618163,0.13326301650342987,-400440472.06360203
MA010120220809852442,3110450,31382571.21959184,98439665.06662235,0.3188000576754561,-67057093.847030506
MA010120220808671702,3120070,28896449.19346131,86355797.24790794,0.334620833571663,-57459348.05444662
MA0101202406A0282654,3110376,14343534.857142854,87790394.99752524,0.16338387239473426,-73446860.1403824
MA010120220814198616,3120165,443173201.0337608,131929714.36404791,3.359161352018877,311243486.6697129
MA0101202307A0099095,3120071,3723375.2375366576,86121806.37319608,0.043233826032028834,-82398431.13565943
MA010120220803377617,3110890,165557663.7325448,143641617.03607842,1.1525744836079592,21916046.696466386
MA0101202306A0085662,3120093,165430663.61135212,121042566.83718619,1.3667147563646547,44388096.77416593
MA0101202310A0040195,3120248,6354826.836629857,234057703.9101064,0.027150684225800345,-227702877.07347652
MA0101202406A0388133,3120248,0.0,234057703.9101064,0.0,-234057703.9101064
MA0106202201A0153128,3120213,48021723.62285066,,,
MA0101202301A0057417,3110512,,70306062.50995813,,
MA010120220803323230,3110512,,35984187.76587565,,
MA0106202403A1102511,3110489,,52255800.834119685,,
MA0101202311A0085038,3120005,136342491.81993702,32613440.177317474,4.180561354401409,103729051.64261955
MA010120220806167899,3120005,0.0,25150244.580197502,0.0,-25150244.580197502
MA0101202303A0066690,3110589,,28932230.93645007,,
MA010120220803911605,3110309,193543046.80277187,110655740.19224216,1.7490556270960187,82887306.6105297
MA010120220810244544,3110409,71166223.4642857,922749313.9943492,0.07712411410971518,-851583090.5300635
MA0101202406A0276931,3120096,49470105.37202746,,,
MA0106202201A0153318,3120096,0.0,,,
MA0101202411A0099254,3120248,39807532.95000001,97695670.74689841,0.4074646526115298,-57888137.7968984
MA010120220803346234,3130274,255333969.37500003,62087794.547504775,4.112466340983845,193246174.82749525
MA010120220806375757,3110774,7141118.625000001,95778548.9570434,0.07455864207803091,-88637430.3320434
MA010120220814383131,3110456,8398735.147239836,75042715.86817558,0.11191939068508866,-66643980.72093575
MA010120220809265458,3110383,64845714.07634373,116497286.13269468,0.5566285333535886,-51651572.05635095
MA010120220800178626,3130190,240836599.6326531,62923722.2890607,3.827437205619436,177912877.3435924
MA0101202211A0079423,3110663,94063774.6530612,93979193.63024458,1.0008999866741717,84581.02281661332
MA0101202406A0162306,3130066,171925221.53662428,93970441.10786843,1.8295670178849617,77954780.42875585
MA010120220800603636,3130171,0.0,60472852.99804745,0.0,-60472852.99804745
MA0101202409A0018802,3120076,75903519.40427081,76602386.50813326,0.9908766798712606,-698867.1038624495
MA010120220810107857,3120195,0.0,,,
MA010120220807879190,3110174,49459373.450108826,66622542.15941844,0.7423819491813672,-17163168.709309615
MA0101202406A0151940,3110852,131493605.97745337,32320394.196460582,4.068440536638404,99173211.78099278
MA010120220812469809,3110095,34602432.508928575,85395959.20871249,0.4051998762512688,-50793526.699783914
MA0101202307A0017208,3110972,42409099.33129909,74985405.42356032,0.5655647059075511,-32576306.092261232
MA0101202305A0029528,3120055,125680171.33015266,,,
MA0106202406A2465423,3120190,183058045.66070276,272179407.6494876,0.6725639039669042,-89121361.98878485
MA010120220802981189,3130024,0.0,121451205.08373249,0.0,-121451205.08373249
MA010120220800511498,3110679,,569328053.7935082,,
MA010120220804151367,3110262,19495002.214285716,42097376.90220365,0.46309302825402865,-22602374.687917933
MA0106202406A2465565,3120233,183323079.85280344,315617642.3532332,0.5808391378413271,-132294562.50042978
MA0101202406A0326157,3130153,105973327.48729536,208786948.52395448,0.5075668174132544,-102813621.03665912
MA010120220803509296,3110666,,67908043.52079599,,
MA010120220803485488,3120028,0.0,73002275.29821953,0.0,-73002275.29821953
MA0101202409A0232700,3110738,20468708.44897959,310544943.14493114,0.06591222570162616,-290076234.6959515
MA0101202310A0061837,3120127,78172646.0582177,,,
MA010120220813737439,3110916,37382910.514285706,59991795.71597726,0.6231337042841015,-22608885.201691553
MA0101202305A0091731,3111004,54803804.14285713,130798746.00410657,0.4189933420473554,-75994941.86124945
MA0106202406A2465409,3120178,286633346.1144843,184880185.99129552,1.5503735190833592,101753160.1231888
MA0101202311A0056340,3120235,0.0,,,
MA0101202406A0523408,3130325,5747788.647887324,72319485.38851628,0.07947773048344027,-66571696.74062895
MA0101202303A0072345,3120045,105379572.57983191,71372387.73009132,1.4764753492887204,34007184.849740595
MA0101202301A0032836,3110559,674117194.5898049,17436280.02616475,38.661753247623714,656680914.5636401
MA010120220803623593,3110278,31550633.36785249,54994303.41899264,0.5737072902581576,-23443670.05114015
MA010120220810379872,3111016,22284361.352968387,74653893.59876163,0.2985023282809152,-52369532.245793246
MA0101202209A0057758,3110617,1610793.4285714286,93118398.73999634,0.017298336666749636,-91507605.31142491
MA010120220813166495,3130059,78784010.30823949,14778427.594992522,5.331014038592332,64005582.71324697
MA010120220813950557,3110564,73497958.54866949,32309406.748420637,2.2748160263712123,41188551.80024885
MA010120220800023619,3110024,0.0,54758990.27846544,0.0,-54758990.27846544
MA0101202311A0013667,3120123,76061163.85684098,46648865.93324814,1.6305039941415975,29412297.923592843
MA010120220800839835,3120008,368881116.8619713,121031172.56238939,3.047819053591344,247849944.29958194
MA010120220812183873,3111014,34369782.28571428,98430122.26829194,0.349179510748272,-64060339.98257765
MA010120220809408894,3120191,97148753.1214286,305082552.9122906,0.31843431187926363,-207933799.79086196
MA010120220800796213,3120164,178345646.99332425,90262701.89537239,1.9758509469858532,88082945.09795186
MA0101202305A0155854,3130279,,69436437.365582,,
MA010120220812164995,3120030,235775152.3243125,75682247.69802547,3.11532963647873,160092904.62628704
MA0101202302A0078899,3110417,2230729.628571429,21554596.153132062,0.10349205845618345,-19323866.524560634
MA010120220803586246,3110979,,49361198.47774012,,
MA0101202308A0038487,3110441,16044597.034438772,35804488.962664664,0.44811689961704154,-19759891.92822589
MA010120220812358866,3110441,8833542.187499998,39850708.46389602,0.22166587010208735,-31017166.27639602
MA010120220807105538,3120232,87056709.86024097,88188953.66286862,0.9871611495231344,-1132243.8026276529
MA010120220800988779,3110732,46107172.85714286,240135792.43220618,0.19200458289929853,-194028619.57506332
MA010120220805524387,3111039,103203212.05104265,54421564.30284954,1.8963661092202888,48781647.74819311
MA0101202406A0293262,3110766,,53858922.13273294,,
MA010120220808259326,3110110,62410841.39419796,120564846.86316,0.5176537149952173,-58154005.468962036
MA010120220812546376,3120008,30313652.55065657,,,
MA0101202411A0073456,3130303,13198221.254043523,121031904.73124525,0.10904745467158507,-107833683.47720173
MA010120220809937893,3120175,237131146.4115816,116509439.50550713,2.0352955553020013,120621706.90607448
MA010120220803063953,3130183,72320271.31893687,56479672.281333365,1.28046546867754,15840599.037603505
MA0101202306A0029525,3110144,2254019.81632653,30827006.530627068,0.07311834643979405,-28572986.71430054
MA010120220803594004,3110439,1072349308.126984,30938149.072284028,34.661067504732586,1041411159.0547
MA010120220800781024,3130225,69873601.36791594,209386020.96862984,0.33370709616129196,-139512419.6007139
MA010120220800980142,3110871,88553356.0089087,28731214.727769274,3.082130489985503,59822141.28113943
MA010120220803946706,3120076,45510042.83005568,166630117.50533623,0.2731201492159909,-121120074.67528054
MA010120220813267981,3120076,54261739.08343703,149914279.17769492,0.36195177016572433,-95652540.09425789
MA010120220809579404,3110556,,73657746.49637216,,
MA010120220811933121,3120202,72997277.75238095,102218575.35406001,0.7141292743066224,-29221297.601679057
MA010120220800033275,3120008,380669759.52056,236663824.05079237,1.6084830854012495,144005935.46976766
MA010120220803700981,3110951,18995837.4,27807376.54681519,0.6831222170454406,-8811539.146815192
MA010120220805334794,3120243,0.0,,,
MA0106202406A2465142,3001492,3561297211.883337,268010404.65239063,13.28790650204208,3293286807.2309465
MA010120220813368909,3130311,0.0,60544642.18431516,0.0,-60544642.18431516
MA010120220806403310,3120138,98608137.5952381,62204116.96815833,1.5852348818082211,36404020.62707978
