상가업소번호,TRDAR_CD,period_score,parking_score,floor_score,sales_score_grouped,rating_score,5bin_review_score,profit_score_grouped,총점,성공_여부
MA010120220806481047,3110992,5,0.0,1.0,1.0,3.75,2,1.0,3.1250000000000004,0
MA010120220806481596,3120192,5,1.0,1.0,3.0,4.625,5,5.0,5.0875,1
MA010120220806482341,3120190,5,0.0,1.0,3.0,4.95,5,5.0,4.985,1
MA010120220806483762,3120050,5,0.0,1.0,2.0,3.0,0,1.0,2.4000000000000004,0
MA010120220806483902,3110513,5,0.0,1.0,3.0,3.25,5,1.0,4.075,1
MA010120220806484579,3120225,5,0.0,1.0,3.0,3.755,4,2.0,4.0265,1
MA010120220806484982,3110695,5,0.0,1.0,3.0,3.15,1,2.0,2.9450000000000003,0
MA010120220806486938,3120055,5,0.0,1.0,4.0,4.07,4,2.0,4.221,1
MA010120220806487015,3120186,4,0.0,1.0,3.0,4.74,5,5.0,4.722,1
MA010120220806488446,3130067,5,0.0,1.0,4.0,3.05,4,4.0,4.115,1
MA010120220806488507,3120212,5,0.0,1.0,4.0,3.55,3,3.0,3.865,0
MA010120220806490419,3110989,5,1.0,1.0,3.0,4.775,4,4.0,4.732500000000001,1
MA010120220806491198,3111035,5,0.0,1.0,1.0,3.9,2,1.0,3.1700000000000004,0
MA010120220806491658,3120173,5,0.0,1.0,1.0,3.0,0,4.0,2.6,0
MA010120220806493996,3120197,1,0.0,1.0,1.0,3.0,0,1.0,1.5,0
MA010120220806494940,3130248,5,0.0,1.0,3.0,4.135,3,5.0,4.1405,1
MA010120220806496281,3120113,5,1.0,1.0,3.0,3.85,4,5.0,4.555000000000001,1
MA010120220806496535,3110558,5,0.0,1.0,4.0,4.92,4,3.0,4.5760000000000005,1
MA010120220806497132,3120104,5,0.0,1.0,3.0,3.0,1,3.0,3.0,0
MA010120220806497802,3120005,5,0.0,1.0,3.0,3.8,4,4.0,4.24,1
MA010120220806499003,3110595,5,0.0,1.0,3.0,3.0,0,4.0,2.8000000000000003,0
MA010120220806499041,3120103,5,0.0,1.0,3.0,3.8,4,1.0,3.94,1
MA010120220806501009,3130235,5,0.0,1.0,3.0,3.04,3,4.0,3.712,0
MA010120220806503435,3001496,5,1.0,0.0,3.0,3.0,4,5.0,4.1,1
MA010120220806504035,3120197,1,0.0,1.0,2.0,3.79,0,2.0,1.9369999999999998,0
MA010120220806508673,3130086,5,0.0,1.0,3.0,3.75,1,1.0,3.025,0
MA010120220806508678,3120185,5,0.0,1.0,4.0,4.1850000000000005,4,1.0,4.1555,1
MA010120220806508884,3130069,5,0.0,1.0,2.0,3.25,2,1.0,3.0750000000000006,0
MA010120220806508976,3120245,5,0.0,1.0,5.0,4.68,3,2.0,4.204,1
MA010120220806510023,3001492,5,0.0,1.0,2.0,4.23,4,3.0,4.1690000000000005,1
MA010120220806511033,3110470,5,1.0,1.0,4.0,4.0,2,5.0,4.1000000000000005,1
MA010120220806511446,3120003,4,0.0,1.0,2.0,4.87,2,3.0,3.561000000000001,0
MA010120220806512632,3110399,5,0.0,1.0,3.0,4.0,1,4.0,3.4,0
MA010120220806512948,3120128,5,1.0,1.0,3.0,3.0,3,2.0,3.6999999999999997,0
MA010120220806515018,3111005,5,0.0,1.0,4.0,4.585,3,1.0,3.9755,1
MA010120220806517072,3120041,5,0.0,1.0,5.0,3.8,5,5.0,4.84,1
MA010120220806517801,3120131,5,0.0,1.0,1.0,3.745,0,5.0,2.9235,0
MA010120220806518915,3120023,1,0.0,1.0,4.0,3.5,4,5.0,3.5500000000000003,0
MA010120220806519013,3110646,5,1.0,1.0,3.0,4.0,3,5.0,4.300000000000001,1
MA010120220806519551,3110675,5,0.0,1.0,3.0,4.705,2,5.0,4.011500000000001,1
MA010120220806520430,3110695,5,0.0,1.0,3.0,3.6,4,5.0,4.28,1
MA010120220806520491,3120189,4,0.0,1.0,1.0,3.05,3,1.0,3.015,0
MA010120220806520787,3130195,5,0.0,1.0,3.0,4.18,4,5.0,4.454,1
MA010120220806521390,3111067,5,1.0,1.0,3.0,3.84,1,3.0,3.4519999999999995,0
MA010120220806523323,3120106,5,1.0,1.0,3.0,3.65,3,1.0,3.795,0
MA010120220806523787,3120046,5,0.0,1.0,3.0,3.3,5,5.0,4.49,1
MA010120220806523856,3130179,5,0.0,0.0,4.0,2.85,4,3.0,3.755,0
MA010120220806524201,3120210,5,0.0,1.0,2.0,3.75,0,2.0,2.7250000000000005,0
MA010120220806524395,3120242,5,0.0,1.0,1.0,3.0,0,2.0,2.4000000000000004,0
MA010120220806524405,3120094,5,0.0,0.0,1.0,3.95,1,3.0,2.885,0
MA010120220806525068,3130033,4,0.0,1.0,1.0,3.64,5,1.0,3.7920000000000007,0
MA010120220806526616,3120131,5,0.0,1.0,3.0,4.665,3,1.0,3.8995,0
MA010120220806528090,3110096,5,0.0,1.0,3.0,4.67,4,4.0,4.501,1
MA010120220806528179,3111053,5,0.0,1.0,4.0,3.8,4,1.0,4.04,1
MA010120220806528761,3111064,5,0.0,1.0,3.0,3.72,2,1.0,3.3160000000000003,0
MA010120220806528870,3110912,5,1.0,1.0,3.0,3.0,0,1.0,2.7,0
MA010120220806530810,3110358,5,0.0,1.0,3.0,3.0,1,3.0,3.0,0
MA010120220806531017,3110475,5,0.0,1.0,5.0,3.65,5,5.0,4.795,1
MA010120220806531973,3110082,5,1.0,1.0,3.0,3.755,5,2.0,4.5265,1
MA010120220806532046,3110136,5,0.0,1.0,2.0,3.0,0,4.0,2.7,0
MA010120220806532593,3110850,5,0.0,1.0,2.0,4.04,3,1.0,3.612,0
MA010120220806533035,3110946,5,0.0,0.0,0.0,3.0,1,3.0,2.5,0
MA010120220806533112,3110124,5,0.0,1.0,1.0,3.45,5,3.0,4.135000000000001,1
MA010120220806535984,3120149,5,0.0,1.0,3.0,2.7,3,3.0,3.51,0
MA010120220806537630,3120124,5,0.0,1.0,3.0,3.66,1,1.0,2.9979999999999998,0
MA010120220806539489,3120129,5,0.0,1.0,5.0,4.33,5,2.0,4.699,1
MA010120220806539580,3110762,5,0.0,1.0,5.0,3.0,5,5.0,4.6000000000000005,1
MA010120220806539843,3110205,5,0.0,0.0,4.0,2.9,1,5.0,3.07,0
MA010120220806543290,3110136,1,0.0,1.0,0.0,3.0,0,2.0,1.4999999999999998,0
MA010120220806545197,3110275,5,0.0,1.0,3.0,3.0,1,1.0,2.8000000000000003,0
MA010120220806546177,3120181,5,0.0,1.0,3.0,3.855,2,4.0,3.6565,0
MA010120220806546988,3120112,5,1.0,1.0,1.0,3.865,1,4.0,3.3594999999999997,0
MA010120220806547649,3110254,5,0.0,1.0,3.0,3.35,2,5.0,3.6050000000000004,0
MA010120220806547930,3120166,5,0.0,1.0,1.0,3.0,2,2.0,3.0000000000000004,0
MA010120220806548225,3110632,5,0.0,1.0,2.0,3.3,2,1.0,3.0900000000000003,0
MA010120220806549195,3110301,5,0.0,1.0,3.0,3.35,1,2.0,3.005,0
MA010120220806549778,3110632,5,0.0,1.0,4.0,3.65,4,5.0,4.3950000000000005,1
MA010120220806550179,3110562,5,0.0,1.0,4.0,4.0,4,4.0,4.4,1
MA010120220806550332,3110067,1,0.0,1.0,1.0,3.0,0,3.0,1.7,0
MA010120220806551019,3120148,5,1.0,1.0,4.0,4.605,4,3.0,4.681500000000001,1
MA010120220806552705,3120049,5,0.0,1.0,5.0,3.45,4,5.0,4.4350000000000005,1
MA010120220806555345,3120071,5,0.0,1.0,5.0,3.65,5,5.0,4.795,1
MA010120220806555986,3120091,5,0.0,1.0,0.0,3.0,0,3.0,2.4000000000000004,0
MA010120220806556594,3110127,1,0.0,1.0,1.0,3.0,0,2.0,1.5999999999999999,0
MA010120220806556818,3120131,5,0.0,1.0,1.0,3.0,0,4.0,2.6,0
MA010120220806556935,3120190,5,0.0,1.0,3.0,4.484999999999999,3,4.0,4.145499999999999,1
MA010120220806557197,3120206,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220806560285,3120081,5,0.0,0.0,5.0,3.9,3,5.0,4.07,1
MA010120220806561006,3110984,5,0.0,1.0,3.0,3.675,1,1.0,3.0025,0
MA010120220806561764,3110517,1,0.0,0.0,3.0,3.85,5,3.0,3.455,0
MA010120220806561948,3120055,5,1.0,0.0,5.0,4.109999999999999,4,5.0,4.633,1
MA010120220806562910,3120053,5,0.0,0.0,1.0,3.35,4,1.0,3.4050000000000002,0
MA010120220806562962,3110840,5,0.0,1.0,2.0,3.5,1,1.0,2.85,0
MA010120220806563092,3120208,5,1.0,1.0,4.0,4.425,3,4.0,4.4275,1
MA010120220806564701,3120177,5,0.0,1.0,3.0,3.72,1,3.0,3.216,0
MA010120220806565435,3110578,4,0.0,1.0,3.0,3.645,2,4.0,3.3935,0
MA010120220806565517,3130051,5,0.0,1.0,0.0,3.0,1,2.0,2.6,0
MA010120220806567768,3120006,5,0.0,1.0,5.0,3.69,5,5.0,4.807,1
MA010120220806567817,3120212,5,0.0,1.0,5.0,3.835,5,5.0,4.8505,1
MA010120220806567953,3110441,5,0.0,1.0,3.0,4.805,2,5.0,4.0415,1
MA010120220806568028,3110744,5,0.0,1.0,4.0,4.234999999999999,1,3.0,3.4704999999999995,0
MA010120220806570357,3120212,1,0.0,1.0,3.0,3.0,2,4.0,2.6,0
MA010120220806570363,3120151,5,0.0,0.0,5.0,3.815,5,4.0,4.5445,1
MA010120220806570629,3120189,5,1.0,1.0,4.0,3.4,3,5.0,4.22,1
MA010120220806571178,3120055,5,1.0,1.0,4.0,3.4,3,2.0,3.92,1
MA010120220806571240,3120169,5,0.0,1.0,2.0,2.4,1,3.0,2.7200000000000006,0
MA010120220806571356,3110814,5,0.0,1.0,3.0,4.73,2,1.0,3.619,0
MA010120220806574754,3120225,5,0.0,1.0,3.0,3.0,0,4.0,2.8000000000000003,0
MA010120220806575480,3110558,5,0.0,1.0,1.0,3.0,0,2.0,2.4000000000000004,0
MA010120220806576192,3120237,5,0.0,1.0,4.0,4.59,2,5.0,4.077,1
MA010120220806576575,3130148,5,0.0,1.0,3.0,3.0,0,1.0,2.5000000000000004,0
MA010120220806576685,3120187,5,0.0,1.0,3.0,4.0,2,2.0,3.500000000000001,0
MA010120220806578629,3120026,5,0.0,1.0,3.0,4.015000000000001,2,1.0,3.404500000000001,0
MA010120220806579234,3120197,5,0.0,1.0,2.0,3.665,1,1.0,2.8995,0
MA010120220806580984,3110852,1,0.0,1.0,3.0,3.85,5,1.0,3.4550000000000005,0
MA010120220806581079,3120122,4,0.0,1.0,4.0,3.55,2,1.0,3.165,0
MA010120220806582851,3110620,5,0.0,1.0,3.0,4.0,1,2.0,3.2,0
MA010120220806585618,3120226,5,0.0,1.0,3.0,3.615,5,4.0,4.484500000000001,1
MA010120220806586409,3110062,5,1.0,1.0,3.0,3.65,4,1.0,4.095,1
MA010120220806588060,3120179,5,0.0,1.0,4.0,4.57,3,4.0,4.271,1
MA010120220806590555,3110881,5,0.0,1.0,4.0,3.65,4,5.0,4.3950000000000005,1
MA010120220806590955,3130183,5,0.0,1.0,5.0,3.75,5,5.0,4.825,1
MA010120220806591351,3120131,5,1.0,1.0,2.0,3.77,2,2.0,3.5310000000000006,0
MA010120220806592526,3120131,5,0.0,1.0,4.0,4.845000000000001,2,2.0,3.8535000000000004,0
MA010120220806592924,3120043,5,0.0,1.0,1.0,4.73,3,4.0,4.019,1
MA010120220806593976,3120189,1,0.0,1.0,2.0,3.0,0,4.0,1.8999999999999997,0
MA010120220806594570,3110892,5,0.0,0.0,2.0,3.0,0,2.0,2.3000000000000003,0
MA010120220806595864,3120197,5,0.0,1.0,2.0,3.725,0,4.0,2.9175,0
MA010120220806600385,3130117,1,0.0,1.0,0.0,3.0,0,2.0,1.4999999999999998,0
MA010120220806601223,3130170,5,0.0,0.0,1.0,4.585,1,5.0,3.2754999999999996,0
MA010120220806601581,3120072,5,0.0,1.0,4.0,4.685,3,5.0,4.4055,1
MA010120220806601695,3120167,5,0.0,1.0,5.0,3.0,1,1.0,3.0,0
MA010120220806606014,3110485,5,0.0,1.0,3.0,4.745,2,5.0,4.0235,1
MA010120220806606656,3120212,5,0.0,1.0,2.0,4.529999999999999,3,3.0,3.9590000000000005,1
MA010120220806606877,3110331,5,1.0,1.0,4.0,4.199999999999999,4,4.0,4.66,1
MA010120220806607813,3120190,5,0.0,1.0,3.0,3.0,1,2.0,2.9000000000000004,0
MA010120220806607849,3001495,5,1.0,1.0,3.0,3.0,5,4.0,4.500000000000001,1
MA010120220806608411,3120003,5,0.0,0.0,4.0,4.73,5,5.0,4.819,1
MA010120220806608586,3120135,5,0.0,1.0,3.0,3.755,1,1.0,3.0265,0
MA010120220806609849,3110020,5,1.0,1.0,2.0,3.0,0,2.0,2.7,0
MA010120220806612106,3120204,1,0.0,0.0,2.0,3.0,0,3.0,1.5999999999999999,0
MA010120220806615852,3110232,5,0.0,1.0,1.0,3.8,2,2.0,3.24,0
MA010120220806616215,3110572,5,0.0,1.0,1.0,3.85,2,1.0,3.1550000000000007,0
MA010120220806619094,3110728,5,0.0,1.0,3.0,4.875,2,3.0,3.8625,0
MA010120220806619534,3110542,5,0.0,1.0,3.0,3.0,0,1.0,2.5000000000000004,0
MA010120220806619618,3110636,5,0.0,1.0,3.0,3.675,2,2.0,3.4025000000000007,0
MA010120220806620046,3120228,5,0.0,1.0,2.0,3.0,0,3.0,2.6000000000000005,0
MA010120220806620084,3130070,5,0.0,1.0,1.0,4.0,1,1.0,2.9000000000000004,0
MA010120220806621087,3120131,5,1.0,1.0,4.0,4.365,3,4.0,4.4095,1
MA010120220806621113,3110456,5,0.0,1.0,1.0,2.45,2,5.0,3.1350000000000002,0
MA010120220806621226,3120129,1,0.0,1.0,3.0,3.685,3,5.0,3.2055,0
MA010120220806624599,3120189,5,0.0,1.0,1.0,3.0,0,1.0,2.3000000000000003,0
MA010120220806625884,3120153,5,0.0,1.0,5.0,2.95,5,5.0,4.585,1
MA010120220806627269,3110162,5,0.0,1.0,4.0,3.8,4,4.0,4.34,1
MA010120220806628745,3110598,5,1.0,1.0,3.0,4.9350000000000005,2,2.0,3.9805000000000006,1
MA010120220806629164,3110350,5,0.0,1.0,3.0,3.0,0,3.0,2.7,0
MA010120220806629356,3110892,5,0.0,1.0,2.0,3.875,5,4.0,4.4625,1
MA010120220806631441,3130195,5,0.0,0.0,3.0,3.74,5,5.0,4.422,1
MA010120220806633495,3130072,5,0.0,1.0,1.0,4.705,1,3.0,3.3115000000000006,0
MA010120220806635801,3111089,5,1.0,1.0,3.0,3.0,5,1.0,4.2,1
MA010120220806635834,3111008,5,0.0,1.0,0.0,3.0,0,2.0,2.3000000000000003,0
MA010120220806636263,3120207,5,0.0,1.0,3.0,4.745,3,1.0,3.9235,1
MA010120220806636749,3110544,5,1.0,0.0,3.0,3.0,0,4.0,2.8000000000000003,0
MA010120220806637970,3110146,5,0.0,1.0,3.0,3.95,4,5.0,4.385,1
MA010120220806638387,3110090,5,0.0,1.0,3.0,3.0,2,3.0,3.3,0
MA010120220806639513,3110161,5,0.0,1.0,3.0,3.86,5,3.0,4.458,1
MA010120220806640027,3110545,5,0.0,1.0,4.0,3.3,4,2.0,3.9899999999999998,1
MA010120220806641022,3111088,5,1.0,1.0,5.0,3.4,4,1.0,4.22,1
MA010120220806642145,3120110,5,0.0,1.0,3.0,3.76,3,1.0,3.6280000000000006,0
MA010120220806643628,3120037,5,0.0,1.0,0.0,3.0,0,2.0,2.3000000000000003,0
MA010120220806645026,3110438,1,0.0,0.0,0.0,3.0,0,3.0,1.4,0
MA010120220806647746,3130271,5,1.0,1.0,3.0,4.65,4,3.0,4.595,1
MA010120220806648544,3110294,5,0.0,1.0,1.0,3.35,1,2.0,2.805,0
MA010120220806649041,3111073,5,1.0,1.0,3.0,3.6,4,5.0,4.48,1
MA010120220806649064,3120139,5,0.0,1.0,3.0,4.720000000000001,3,5.0,4.316000000000001,1
MA010120220806649551,3110996,5,0.0,1.0,3.0,3.95,3,3.0,3.885,0
MA010120220806650824,3120131,5,0.0,1.0,3.0,4.025,2,3.0,3.6075,0
MA010120220806652344,3120067,5,0.0,1.0,4.0,3.35,4,5.0,4.305000000000001,1
MA010120220806653613,3110908,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220806653727,3120191,5,0.0,1.0,3.0,3.75,1,3.0,3.2249999999999996,0
MA010120220806653993,3120041,5,0.0,0.0,2.0,4.265000000000001,4,3.0,3.9795,1
MA010120220806657703,3110136,5,0.0,1.0,2.0,3.0,0,5.0,2.8000000000000003,0
MA010120220806657975,3120068,5,0.0,1.0,3.0,4.025,3,4.0,4.007499999999999,1
MA010120220806658531,3120173,5,0.0,1.0,4.0,2.8,3,4.0,3.7399999999999998,0
MA010120220806658687,3110166,5,0.0,1.0,3.0,4.0,2,1.0,3.400000000000001,0
MA010120220806660511,3120243,5,0.0,1.0,4.0,4.675,4,4.0,4.602500000000001,1
MA010120220806660520,3120103,5,0.0,1.0,3.0,3.8,5,5.0,4.64,1
MA010120220806661615,3120075,5,0.0,1.0,4.0,4.225,3,5.0,4.2675,1
MA010120220806663630,3110079,5,0.0,1.0,3.0,4.75,1,4.0,3.6249999999999996,0
MA010120220806664407,3120149,1,0.0,1.0,2.0,3.0,0,3.0,1.7999999999999998,0
MA010120220806664965,3120094,5,0.0,1.0,2.0,3.0,0,3.0,2.6000000000000005,0
MA010120220806664986,3110007,1,0.0,1.0,1.0,2.75,1,2.0,1.825,0
MA010120220806666210,3120038,5,0.0,1.0,2.0,3.745,5,3.0,4.3235,1
MA010120220806666628,3120101,5,0.0,1.0,3.0,2.9,3,3.0,3.5700000000000003,0
MA010120220806668593,3110264,5,0.0,1.0,3.0,4.27,4,4.0,4.381,1
MA010120220806669026,3130324,5,0.0,1.0,3.0,3.585,0,3.0,2.8754999999999997,0
MA010120220806669200,3110794,5,0.0,1.0,3.0,3.0,0,1.0,2.5000000000000004,0
MA010120220806669514,3110095,5,0.0,1.0,3.0,3.45,5,5.0,4.535,1
MA010120220806669878,3110566,1,0.0,1.0,3.0,3.845,4,3.0,3.3534999999999995,0
MA010120220806671099,3120103,5,0.0,1.0,3.0,3.875,5,1.0,4.262499999999999,1
MA010120220806671357,3120051,5,0.0,1.0,1.0,3.0,0,2.0,2.4000000000000004,0
MA010120220806672464,3120103,5,0.0,0.0,3.0,3.55,5,5.0,4.365,1
MA010120220806672651,3120224,5,0.0,1.0,2.0,3.5,2,1.0,3.1500000000000004,0
MA010120220806673079,3120055,5,0.0,1.0,3.0,4.73,2,3.0,3.819,0
MA010120220806674276,3120104,5,0.0,1.0,3.0,4.785,5,5.0,4.9355,1
MA010120220806674731,3130229,5,0.0,1.0,3.0,4.0,1,3.0,3.3,0
MA010120220806678318,3120176,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220806678997,3110713,5,0.0,1.0,3.0,3.74,3,1.0,3.6220000000000003,0
MA010120220806679646,3120041,5,0.0,1.0,5.0,3.4,5,5.0,4.72,1
MA010120220806679871,3120138,5,0.0,1.0,3.0,4.0,3,5.0,4.1000000000000005,1
MA010120220806681654,-1,5,1.0,0.0,4.0,3.7,5,5.0,4.710000000000001,1
MA010120220806681991,3110618,5,1.0,1.0,5.0,3.915,5,4.0,4.974500000000001,1
MA010120220806682799,3120001,5,0.0,1.0,0.0,3.0,5,2.0,3.8000000000000003,0
MA010120220806684473,3110455,5,0.0,1.0,4.0,3.2,2,1.0,3.2600000000000002,0
MA010120220806684938,3110323,5,0.0,1.0,2.0,3.75,3,1.0,3.5250000000000004,0
MA010120220806685535,3120007,1,0.0,1.0,4.0,3.25,5,4.0,3.675,0
MA010120220806686608,3110057,5,0.0,1.0,3.0,4.815,3,3.0,4.1445,1
MA010120220806688207,3120002,5,0.0,1.0,4.0,4.529999999999999,5,4.0,4.859000000000001,1
MA010120220806688309,3120031,5,0.0,1.0,2.0,4.705,3,3.0,4.011500000000001,1
MA010120220806689162,3110286,5,1.0,1.0,3.0,4.695,4,4.0,4.708500000000001,1
MA010120220806689213,3130273,5,0.0,1.0,0.0,3.0,3,2.0,3.2,0
MA010120220806690131,3130052,5,0.0,1.0,3.0,3.85,5,3.0,4.455,1
MA010120220806690968,3120153,5,0.0,1.0,1.0,3.94,2,1.0,3.1820000000000004,0
MA010120220806696567,3120093,5,0.0,0.0,3.0,4.865,1,2.0,3.2595,0
MA010120220806700247,3120068,5,0.0,0.0,3.0,2.955,3,5.0,3.5865,0
MA010120220806701112,3111042,5,0.0,1.0,3.0,4.3100000000000005,4,5.0,4.493,1
MA010120220806701232,3130214,5,0.0,1.0,3.0,3.65,1,1.0,2.9949999999999997,0
MA010120220806702133,3110587,5,0.0,1.0,1.0,4.63,2,1.0,3.3890000000000007,0
MA010120220806703224,3110423,5,1.0,1.0,3.0,3.0,1,2.0,3.1,0
MA010120220806703912,3120242,5,0.0,1.0,2.0,3.73,4,3.0,4.019,1
MA010120220806706279,3120006,5,0.0,1.0,2.0,3.0,0,1.0,2.4000000000000004,0
MA010120220806706747,3120062,5,0.0,1.0,1.0,4.48,2,3.0,3.5440000000000005,0
MA010120220806709791,3110566,5,0.0,1.0,3.0,3.65,4,5.0,4.295,1
MA010120220806710107,3120070,5,0.0,0.0,4.0,4.425,4,5.0,4.4275,1
MA010120220806710419,3111013,5,0.0,0.0,1.0,3.8,5,3.0,4.04,1
MA010120220806711542,3120208,5,1.0,1.0,5.0,4.205,5,5.0,5.1615,1
MA010120220806714640,3110286,5,0.0,1.0,1.0,3.0,0,1.0,2.3000000000000003,0
MA010120220806714864,3120222,5,1.0,1.0,3.0,3.6,1,2.0,3.28,0
MA010120220806717846,3110833,5,0.0,1.0,4.0,4.825,3,3.0,4.2475,1
MA010120220806719604,3120211,5,0.0,1.0,3.0,3.43,3,4.0,3.829,0
MA010120220806721045,3120185,5,0.0,1.0,4.0,4.390000000000001,3,2.0,4.017,1
MA010120220806723927,3111001,5,0.0,1.0,3.0,3.75,4,3.0,4.125,1
MA010120220806724152,3111052,5,0.0,1.0,3.0,3.0,0,1.0,2.5000000000000004,0
MA010120220806724354,3110009,5,0.0,1.0,1.0,3.0,1,1.0,2.6,0
MA010120220806724832,3110893,5,0.0,0.0,3.0,3.0,0,3.0,2.5,0
MA010120220806724841,3120026,5,0.0,1.0,2.0,3.0,0,1.0,2.4000000000000004,0
MA010120220806724927,3120003,5,0.0,1.0,3.0,3.71,0,1.0,2.7130000000000005,0
MA010120220806725185,3120192,1,0.0,1.0,3.0,3.0,3,1.0,2.6,0
MA010120220806726258,3120149,5,0.0,1.0,2.0,3.92,3,3.0,3.7760000000000007,0
MA010120220806726600,3130112,5,1.0,1.0,3.0,3.35,3,5.0,4.105,1
MA010120220806726719,3120106,5,1.0,1.0,4.0,3.0,2,3.0,3.6,0
MA010120220806726902,3110595,5,0.0,1.0,3.0,3.0,0,5.0,2.9000000000000004,0
MA010120220806727161,3120094,5,0.0,1.0,2.0,3.8,4,3.0,4.04,1
MA010120220806730551,3120002,5,0.0,0.0,5.0,4.045,5,5.0,4.7135,1
MA010120220806731495,3120053,5,0.0,1.0,5.0,4.59,5,5.0,5.077,1
MA010120220806732805,3120031,5,0.0,1.0,4.0,3.0,0,1.0,2.6,0
MA010120220806733233,3120144,5,0.0,1.0,3.0,4.734999999999999,2,5.0,4.0205,1
MA010120220806734542,3120018,5,0.0,1.0,2.0,4.0,4,4.0,4.200000000000001,1
MA010120220806738200,3120178,5,0.0,1.0,1.0,3.0,0,3.0,2.5,0
MA010120220806738397,3110850,5,0.0,1.0,3.0,4.355,3,2.0,3.9065000000000003,1
MA010120220806738859,3111021,5,1.0,1.0,1.0,3.1,4,3.0,3.93,1
MA010120220806740945,3120131,5,0.0,1.0,3.0,3.95,5,5.0,4.6850000000000005,1
MA010120220806741717,3120012,5,0.0,0.0,0.0,3.825,4,2.0,3.5475000000000003,0
MA010120220806742062,3120004,5,0.0,1.0,4.0,3.67,5,3.0,4.501,1
MA010120220806743112,3110091,5,0.0,1.0,4.0,4.075,5,4.0,4.722500000000001,1
MA010120220806743842,3120236,5,0.0,1.0,4.0,3.405,3,3.0,3.8214999999999995,0
MA010120220806743878,3120044,5,0.0,1.0,0.0,3.0,1,1.0,2.5,0
MA010120220806748022,3120186,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220806748138,3110360,4,0.0,1.0,3.0,2.935,2,2.0,2.9805,0
MA010120220806748737,3110616,5,1.0,1.0,3.0,4.695,4,3.0,4.6085,1
MA010120220806748768,3120242,5,1.0,1.0,5.0,4.765000000000001,5,1.0,4.9295,1
MA010120220806748810,3110396,5,0.0,1.0,2.0,3.45,3,3.0,3.6350000000000007,0
MA010120220806750334,3110576,5,0.0,1.0,3.0,4.1,5,5.0,4.7299999999999995,1
MA010120220806750844,3001491,5,0.0,0.0,0.0,3.79,5,1.0,3.737,0
MA010120220806753638,3110544,4,0.0,1.0,3.0,3.5,4,4.0,3.9499999999999997,1
MA010120220806754141,3120229,5,0.0,1.0,2.0,4.505000000000001,5,4.0,4.6515,1
MA010120220806758465,3120052,1,1.0,1.0,4.0,3.9,4,2.0,3.57,0
MA010120220806760160,3120120,5,0.0,1.0,3.0,3.845,2,2.0,3.453500000000001,0
MA010120220806760264,3110980,5,1.0,1.0,3.0,4.695,1,3.0,3.7084999999999995,0
MA010120220806760422,3120229,5,0.0,1.0,3.0,2.8,4,4.0,3.94,1
MA010120220806760736,3120052,5,0.0,0.0,0.0,3.79,0,3.0,2.4370000000000003,0
MA010120220806762267,3120004,5,0.0,1.0,1.0,4.515000000000001,3,5.0,4.0545,1
MA010120220806764276,3110069,5,0.0,1.0,1.0,3.0,0,1.0,2.3000000000000003,0
MA010120220806764390,3110369,5,0.0,1.0,3.0,4.75,5,3.0,4.725,1
MA010120220806765135,3110492,5,1.0,1.0,5.0,3.965,5,5.0,5.0895,1
MA010120220806765649,3120215,5,0.0,0.0,2.0,2.0,1,3.0,2.4000000000000004,0
MA010120220806767393,3110008,5,0.0,0.0,2.0,3.785,5,3.0,4.1355,1
MA010120220806767813,3120013,5,0.0,1.0,5.0,3.75,2,5.0,3.9250000000000003,1
MA010120220806768485,3130225,4,0.0,0.0,5.0,4.625,4,5.0,4.3875,1
MA010120220806772685,3110294,5,0.0,1.0,5.0,3.95,3,5.0,4.285,1
MA010120220806775282,3110237,5,1.0,0.0,1.0,3.71,5,1.0,4.013,1
MA010120220806777617,3120240,5,0.0,1.0,1.0,4.455,3,2.0,3.7365000000000004,0
MA010120220806781828,3120153,4,0.0,0.0,4.0,4.33,3,3.0,3.699,0
MA010120220806782515,3110021,5,0.0,0.0,2.0,3.15,1,3.0,2.745,0
MA010120220806783531,3120037,1,0.0,1.0,2.0,3.4,3,4.0,2.9200000000000004,0
MA010120220806784052,3120044,5,0.0,1.0,5.0,3.3,4,4.0,4.29,1
MA010120220806784913,3110760,5,0.0,1.0,3.0,3.0,0,2.0,2.6000000000000005,0
MA010120220806785155,3110220,5,0.0,1.0,2.0,3.6,4,3.0,3.9800000000000004,1
MA010120220806785274,3120009,5,0.0,1.0,2.0,3.0,0,1.0,2.4000000000000004,0
MA010120220806786599,3130318,5,0.0,0.0,1.0,3.0,0,3.0,2.3,0
MA010120220806787242,3120180,5,1.0,1.0,3.0,3.0,1,2.0,3.1,0
MA010120220806787800,3110081,5,0.0,1.0,3.0,3.7,1,2.0,3.1100000000000003,0
MA010120220806788305,3120207,5,0.0,1.0,3.0,4.42,3,3.0,4.026,1
MA010120220806788572,3110544,1,0.0,1.0,3.0,3.87,5,2.0,3.561,0
MA010120220806788776,3120132,5,0.0,1.0,4.0,4.135,4,2.0,4.2405,1
