상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,전용면적,리뷰수,별점,카페_추정매출
MA0101202409A0139823,1159010800,345.0,1.0,라운지카페,,3110824,,0.0,,47957138.14285714
MA0101202305A0040579,1153010200,797.0,46.0,카페게이트,남구로점,3110717,,28.857142857142858,4.3428571428571425,44331601.257812135
MA0101202308A0093139,1159010200,361.0,19.0,두댓커피,,3110826,,116.0,5.0,21375728.551717725
MA0101202311A0049075,1150010300,341.0,65.0,더벤티까치산역점,,3130219,,51.0,4.4350000000000005,103590279.39641893
MA010120220812253136,1123010500,70.0,21.0,오슬로우커피,답십리점,3130100,,81.0,4.583333333333333,55400437.948872186
MA010120220812090086,1156013200,466.0,13.0,카페신길동,,3110815,,0.0,4.65,29155241.142857138
MA010120220809763653,1120011400,13.0,413.0,릴레이션RELATION,,3130070,,0.0,4.68,0.0
MA010120220803699998,1144012300,470.0,20.0,운여,,3110542,,0.0,,26653676.067226887
MA0101202311A0017483,1117012800,40.0,301.0,부클레,,3110062,,114.0,3.7,78237506.55372466
MA0101202308A0076246,1154510100,145.0,4.0,원투데이커피,,3110729,,6.0,5.0,11265713.57142857
MA010120220803358582,1132010700,5.0,,요고요고,,3130153,,0.0,4.45,29145234.178571433
MA010120220813905166,1132010700,5.0,,두바이커피,,3130153,,0.0,,29145234.178571433
MA0101202305A0143621,1153010600,185.0,34.0,오피니언,,3110701,,193.0,4.895,100062406.20638299
MA010120220805540995,1120011200,1202.0,,메가엠지씨커피금호역점,,3120048,,0.0,3.8,0.0
MA010120220804037283,1129012500,12.0,82.0,해모타,,3110312,,6.0,4.535,31033454.48371282
MA010120220800205512,1144010900,172.0,1.0,일야,,3110581,,69.0,4.3,
MA010120220805033645,1144011100,32.0,2.0,컴포즈커피마포신수점,,3110574,,0.0,,
MA010120220800021663,1111012800,196.0,5.0,인사동,,3120008,,354.0,2.4,119233700.03258249
MA010120220800021661,1111012800,196.0,5.0,옛찻집,,3120008,,312.0,3.365,105087328.84227608
MA010120220807821518,1123010500,1.0,98.0,커피이야기,,3110227,,8.0,4.4,37377437.49308755
MA0101202409A0058002,1144011500,336.0,12.0,시멘트룸,,3110561,,13.0,4.0,89972663.21522695
MA010120220814383830,1135010300,120.0,4.0,메가엠지씨커피서울여대점,,3110442,,0.0,,17640171.535714284
MA0101202209A0000721,1111012800,44.0,,쌈지안,,3120008,,26.0,5.0,372249300.478711
MA0101202409A0053373,1129011600,85.0,80.0,안다미로팬케이크,성신여대점,3120072,,0.0,,0.0
MA0101202406A0211677,1156012700,13.0,,컴포즈커피양평역이노플렉스점,,3120135,,2.0,5.0,57961734.79086782
MA0101202406A0020227,1156012700,13.0,,해쉬커피영등포이노플렉스지식산업,센터점,3120135,,0.0,,43112393.67857143
MA010120220811983608,1129013600,27.0,24.0,모모양과,,3120075,,103.0,4.8,138332663.06928793
MA010120220814228456,1129012500,102.0,55.0,공차고대,안암역점,3120074,,56.0,3.425,187648495.71959117
MA010120220809819599,1129012500,102.0,55.0,카페게이트고대안암점,,3120074,,11.0,3.29,90746422.1183891
MA010120220805434517,1150010300,1167.0,,이디야까치산로점,,3110669,,29.0,4.705,
MA010120220806789789,1162010200,1459.0,1.0,김류정카페,,3110869,,0.0,,21162504.30952381
MA010120220805728024,1132010800,611.0,19.0,식껍도봉점,,3130151,,0.0,,
MA010120220810315239,1168010500,38.0,29.0,해머스미스커피삼성선정릉역점,,3120207,,145.0,3.965,178287056.4267563
MA010120220814289425,1117011000,71.0,23.0,베브릿지숙명여대점,,3110069,,95.0,4.135,161634438.28321114
MA010120220813214286,1171010800,105.0,9.0,어썸데이,,3111031,,54.0,5.0,76904750.73719007
MA0101202406A0097422,1156011100,387.0,,소르커피,,3110770,,46.0,4.7,8845003.213146301
MA010120220803922334,1129010100,125.0,18.0,소마,,3110283,,170.0,3.7,73632171.74285716
MA010120220809626735,1147010100,1026.0,5.0,컴포즈커피신정,중앙점,3120109,,12.0,3.8,71088313.60176054
MA0101202308A0043097,1144011500,146.0,19.0,매머드익스프레스,상수역점,3120105,,7.861111111111111,3.8583333333333334,100759126.34767339
MA0101202210A0041819,1159010500,9.0,89.0,이디야커피흑석역점,,3110842,,20.0,3.6,96578031.92714855
MA0101202308A0058997,1114012700,54.0,11.0,청림무역,명동점,3120028,,0.0,,0.0
MA010120220800596556,1138010300,272.0,51.0,카페라또,,3110487,,32.0,4.545,85419570.94099598
MA010120220800280526,1117012900,301.0,27.0,배재란의커피클래스,이촌점,3130058,,106.0,3.96,43351239.79984418
MA0101202409A0195031,1117012900,301.0,27.0,이디야커피,,3130058,,19.217391304347824,3.804509803921569,15743103.834625443
MA010120220805023530,1144012700,1605.0,,브레인오프,,3120098,,0.0,2.0,17540392.04936254
MA0101202311A0032707,1144012700,1605.0,,메가엠지씨커피상암누리꿈점,,3120098,,0.0,1.0,17540392.04936254
MA010120220808632438,1144012700,1605.0,,거상앤리치,,3120098,,0.0,,17540392.04936254
MA010120220803244315,1144012700,1605.0,,이디야커피,전문점,3120098,,19.217391304347824,3.804509803921569,41479324.455309644
MA010120220807014061,1144012700,1605.0,,공차,상암DMC점,3120098,,23.03448275862069,3.863548387096774,46234241.12760964
MA0101202310A0028358,1144012700,1605.0,,디저트39,상암DMC점,3120098,,16.0,3.4359999999999995,37471448.89413299
MA010120220809334523,1144012700,1605.0,,전통찻집담소,,3120098,,19.0,4.82,41208522.05252744
MA0101202305A0136901,1144012700,1605.0,,필아웃상암,,3120098,,89.0,4.3,128406895.74839813
MA010120220800191416,1144012700,1605.0,,컵앤컵,,3120098,,12.0,4.665,32488684.682940368
MA010120220811880875,1144012700,1605.0,,배일리,,3120098,,0.0,4.33,17540392.04936254
MA0101202302A0063579,1144012700,1605.0,,텐퍼센트커피,상암DMC점,3120098,,22.818181818181817,4.381818181818182,45964796.981393114
MA010120220810215355,1144012700,1605.0,,커피사피엔스누리꿈스퀘어,,3120098,,33.0,4.665,58648196.79170157
MA010120220805686883,1144012700,1605.0,,페이퍼커피,,3120098,,27.0,4.33,51174050.47491266
MA010120220813573846,1144012700,1605.0,,예;그리다,,3120098,,60.0,4.46,92281855.21725169
MA0101202309A0028351,1144012700,1605.0,,셀렉토커피상암누리꿈,스퀘어점,3120098,,0.0,,17540392.04936254
MA0101202302A0073133,1144012700,1605.0,,로리엔,,3120098,,0.0,4.53,17540392.04936254
MA010120220805834755,1144012700,1605.0,,타셋커피로스터스,,3120098,,33.0,4.359999999999999,58648196.79170157
MA0101202406A0389486,1174011000,675.0,3.0,이디야강일점,,3111090,,3.0,5.0,136273242.07048872
MA010120220809809151,1174011000,675.0,3.0,한방애차,,3111090,,0.0,,50768462.73214285
MA0101202406A0289381,1141010700,103.0,,루터커피,,3110535,,56.0,4.8100000000000005,
MA010120220811736725,1123010300,997.0,1.0,상생장,,3130090,,0.0,,0.0
MA010120220814123006,1150010100,261.0,13.0,고양이후추,,3110679,,0.0,,
MA010120220812214019,1114012300,9.0,1.0,부스터커피,,3120027,,8.0,4.265000000000001,109898967.69612323
MA0101202308A0030596,1165010300,66.0,2.0,메가엠지씨커피서초우면,중앙점,3110934,,6.0,3.0,7604949.769540391
MA0101202308A0001833,1144010900,180.0,15.0,콘시드서울,,3110576,,270.0,4.7725,114125608.14958999
MA010120220806305026,1117013600,265.0,984.0,아크페브,,3110093,,0.0,,30393536.999999996
MA010120220813924281,1132010800,625.0,8.0,롱맥,,3110411,,0.0,4.5,6173015.714285714
MA010120220800588625,1138010200,79.0,33.0,커피가지고,,3110486,,26.0,4.74,68873723.05617979
MA010120220800363609,1156011300,396.0,,곰식，s카페,,3110763,,0.0,3.3,96658282.71428573
MA010120220804773103,1114016200,775.0,,카페앤원,,3130327,,0.0,4.38,
MA010120220813339513,1144011100,448.0,6.0,커피볶는집시다모,,3110570,,125.0,4.635,1053616546.8985169
MA010120220804495330,1144011100,448.0,6.0,이비에스미디어,,3110570,,0.0,4.0,88324245.57142855
MA010120220800407923,1144011100,448.0,6.0,시다모,,3110570,,58.0,4.425,536219873.38719755
MA010120220810233276,1156011600,104.0,13.0,가배5225,,3110786,,83.0,4.4,
MA010120220802200259,1129013600,27.0,90.0,리틀빈스,,3120075,,26.0,4.3149999999999995,104472859.2909199
MA0101202406A0260973,1171011100,207.0,5.0,펠어커피초코방이역점,,3120238,,73.0,4.9,719616449.1232526
MA0101202305A0051546,1121510500,772.0,16.0,무무그릭요거트,,3110155,,94.0,4.654999999999999,51508241.13712224
MA0101202406A0204934,1120010600,210.0,1.0,히어카페,,3110125,,6.0,5.0,11409675.829313545
MA010120220806888941,1130510100,304.0,25.0,하루당,,3120077,,0.0,,36784094.24489795
MA0101202305A0071343,1162010200,751.0,7.0,커피인더문,,3110857,,13.0,5.0,
MA0101202305A0036504,1123010400,295.0,320.0,공차전농동,사거리점,3130099,,34.0,4.0,91675090.78458051
MA010120220800916280,1114011200,50.0,6.0,본커피,,3130024,,0.0,,0.0
MA010120220805173609,1144012000,485.0,1.0,커피디지,합정점,3130187,,7.0,4.670000000000001,
MA010120220805174189,1174010700,421.0,23.0,까페브레이크타임,,3111074,,10.0,5.0,29998209.855843086
MA010120220806701232,1150010600,723.0,,컴포즈커피우,장산역점,3130214,,0.0,4.3,47188803.42857143
MA0101202406A0011908,1111010800,48.0,2.0,스펙터,,3130001,,0.0,,0.0
MA010120220806847778,1121510700,7.0,3.0,이디야커피건대역점,,3120053,,53.0,3.245,238269118.30215767
MA0101202302A0032832,1123010600,444.0,2.0,하이어그라운드,,3110229,,55.0,5.0,17763012.087912086
MA010120220808829667,1123010600,444.0,2.0,찰스앤다이애나,,3110229,,0.0,,0.0
MA0101202310A0034487,1132010500,422.0,84.0,볼,,3110383,,0.0,4.41,30954136.09090909
MA0101202305A0084976,1153010800,56.0,39.0,오류동역4번출구,,3120123,,63.0,4.5,142463477.04249313
MA0101202406A0489305,1168010800,253.0,11.0,워터베리,,3110968,,0.0,,19627906.178571425
MA010120220800346352,1156011000,61.0,3.0,이디야라이프점,,3120150,,3.0,4.73,161582658.71428573
MA010120220812137493,1156011000,61.0,3.0,카페보스코,,3120150,,0.0,,32316531.742857136
MA010120220810028992,1156011000,61.0,3.0,애플블러썸여의도,2호점,3120150,,0.0,3.96,32316531.742857136
MA010120220800838120,1156011000,61.0,3.0,컴포즈커피여의도라이프점,,3120150,,3.0,3.685,161582658.71428573
MA010120220803274383,1156011000,61.0,3.0,매머드익스프레스여의도라이프점,,3120150,,4.0,3.775,204671367.70476192
MA010120220811558106,1135010500,651.0,,메가엠지씨커피마들역점,,3120080,,18.0,3.31,536544321.2706767
MA0101202411A0141438,1111017100,138.0,1.0,수·차Soo·茶,,3110021,,0.0,,120941010.30612247
MA0101202309A0088028,1120011500,333.0,126.0,커피냅로스터스성수,,3110131,,324.0,4.1,259945595.1489796
MA0101202307A0007699,1153010200,87.0,,백스트릿나인,,3110716,,174.0,4.7,470347643.5428572
MA0101202406A0435591,1114014400,187.0,22.0,컴포즈커피동대입구역점,,3120036,,10.0,3.7,63571871.799540155
MA010120220812468779,1132010700,3.0,3.0,더벤티창동역점,,3130153,,17.0,4.025,125841185.45819224
MA010120220804576474,1132010500,709.0,23.0,나우커피쌍문점,,3110402,,8.0,4.5,
MA010120220808106133,1153010600,76.0,14.0,디저트39구로혜리움점,,3110705,,0.0,4.3,
MA010120220803777496,1120011000,438.0,,이디야커피점신금호역점,,3130063,,0.0,3.0,0.0
MA0101202411A0101015,1121510900,300.0,,카페더헤븐,,3110149,,0.0,,
MA010120220804386922,1117013100,788.0,6.0,골든트리개발,,3110096,,0.0,,75444146.75510205
MA010120220800031016,1111016400,289.0,57.0,커피팩토리,동대문,3130012,,197.5,4.433333333333334,
MA010120220804657580,1111016400,289.0,57.0,커피홀,,3130012,,0.0,,
MA010120220813322420,1123010200,233.0,22.0,지니크,,3110183,,0.0,,26837157.21428571
MA010120220810259487,1120010700,19.0,9.0,공차,,3130069,,23.03448275862069,3.863548387096774,13189269.979158072
MA010120220812342740,1120010700,19.0,9.0,빽다방,한양대점,3130069,,13.869565217391305,3.652173913043478,7941547.551236091
MA010120220810312403,1159010200,289.0,22.0,마이달량,,3110825,,0.0,,8259693.000000001
MA010120220804759905,1123011000,305.0,74.0,필요[FEELYO],,3110220,,104.0,4.6,627890222.8077404
MA010120220808914062,1168010100,700.0,26.0,아야커피,,3130306,,313.0,4.29,269575966.8070098
MA0101202311A0006612,1165010200,367.0,3.0,카페더문,,3110942,,31.0,5.0,59063726.44609656
MA0101202305A0192787,1153010700,276.0,47.0,쿠킴COOKEEM,,3110702,,15.0,5.0,9476865.74025974
MA010120220809861999,1147010200,625.0,20.0,히우,,3110617,,0.0,,1610793.4285714286
MA010120220812627493,1171010700,174.0,27.0,초이스1,,3120240,,0.0,,0.0
MA010120220809228204,1144010200,111.0,207.0,어송포유,,3110587,,25.0,4.82,11461250.173469387
MA010120220810295825,1129013700,57.0,23.0,카페샘,,3110323,,26.0,4.720000000000001,75002981.64170772
MA0106202205A1072911,1171011300,37.0,6.0,바나프레소거여역점,,3120241,,29.0,3.0,32385955.44027172
MA010120220802865877,1141011000,126.0,10.0,카페마리,,3130181,,4.5,4.15,4367970.35552795
MA0106202201A0153580,1165010200,326.0,8.0,커피빈매헌역,코리아,3120182,,12.0,3.84,128806104.53013778
MA0106202201A0655318,1111017500,56.0,53.0,맹그로브숭인,1호점,3110033,,0.0,,0.0
MA010120220809696773,1132010800,625.0,,폼폼커피베이비,,3110411,,0.0,4.54,0.0
MA0101202303A0105787,1138010600,203.0,14.0,프룻팜,,3110472,,1.0,5.0,17523121.05483871
MA010120220808912054,1138010600,203.0,14.0,다온,,3110472,,0.0,,14421683.7
MA010120220804463705,1168011800,180.0,12.0,나인틴먼스,,3110975,,54.0,4.705,
MA010120220813032194,1150010900,134.0,5.0,배냇,,3110642,,9.0,4.0,
MA0101202210A0001101,1144010400,555.0,,메가엠지씨커피마포오벨리스크점,,3120106,,0.0,,13024356.155416014
MA010120220800842361,1144010400,555.0,,카페쟈스,,3120106,,44.0,4.505,101257831.85687667
MA010120220804396841,1144010400,555.0,,이디야마포오벨리스크점,,3120106,,0.0,4.38,13024356.155416014
MA010120220805306384,1144010400,555.0,,공차,,3120106,,23.03448275862069,3.863548387096774,59215548.76401767
MA010120220804436640,1144010400,555.0,,아미람주,,3120106,,0.0,,13024356.155416014
MA010120220800622236,1144010400,555.0,,수보,,3120106,,0.0,,13024356.155416014
MA010120220809268098,1144010400,555.0,,오페라빈,,3120106,,95.66666666666667,4.3,204865322.26389486
MA0106202406A2465794,1141011700,188.0,2.0,스타벅스,연희동,3120093,,126.05636743215031,4.132901878914405,236143019.3764751
MA010120220800856732,1147010200,405.0,285.0,마스타,,3120113,,8.0,4.9399999999999995,73472457.47599792
MA0101202409A0100121,1117011200,43.0,25.0,원오브카인드,,3110072,,19.0,5.0,
MA0101202309A0019288,1159010900,588.0,9.0,메가엠지씨커피대림,성모점,3130260,,11.5,4.1899999999999995,190174517.09246576
MA0101202307A0090384,1120011500,269.0,202.0,호우주의보크로아상,,3110136,,0.0,,22172419.814285714
MA0106202401A1327815,1120011500,269.0,202.0,유키모찌,성수점,3110136,,0.0,,22172419.814285714
MA010120220807833463,1153010700,367.0,32.0,편한커피,,3110697,,0.0,4.44,12505201.799999999
MA0101202409A0184981,1111010100,97.0,,뮤통,,3110014,,352.0,4.305,13911866.897778897
MA0101202210A0028076,1111016400,150.0,3.0,사미커피,동대문점,3120015,,107.0,4.1,78449827.92015634
MA0106202209A1177728,1171010500,174.0,10.0,투썸석촌역점,,3120228,,65.0,3.6,305918784.88887835
MA010120220813395706,1114017100,473.0,5.0,드로우에스프레소바,,3120018,,649.0,4.83,709299811.1831285
MA010120220809775939,1114017100,473.0,5.0,피프틴;스위티,,3120018,,0.0,,0.0
MA010120220814150471,1174010200,186.0,6.0,스탁,,3111088,,226.0,4.82,125907661.2111307
MA010120220809542196,1111016500,25.0,1.0,플러스카페,,3110028,,37.0,4.3,56870537.20596755
MA010120220811842155,1111016400,129.0,1.0,카페포코,,3120015,,38.0,4.6850000000000005,27860686.55108356
MA0101202211A0090541,1156010700,35.0,1.0,킹콩커피,,3110782,,34.0,4.715,1222794.6980616513
MA010120220813830844,1165010200,299.0,13.0,익스테리어라운지,,3110943,,21.0,4.9,40646029.7990486
MA0101202301A0071068,1144012300,378.0,6.0,커넥츠커피,망원점,3120100,,234.0,4.3,220123272.97621432
MA010120220812272518,1130510100,775.0,42.0,메가엠지씨삼양,시장점,3130132,,0.0,,42338074.199999996
MA010120220813292922,1147010300,428.0,7.0,메가커피신월경창,시장점,3130204,,10.0,4.115,104655335.23809525
MA0101202409A0191092,1114011300,13.0,2.0,르서울카페,,3120022,,0.0,,0.0
MA010120220805190912,1165010200,204.0,6.0,세영컴퍼니주,,3110936,,0.0,,96394466.14285713
MA010120220804600869,1165010200,204.0,6.0,오페라빈,,3110936,,95.66666666666667,4.3,216457770.8225886
MA0101202406A0354969,1162010100,44.0,14.0,쏘댓,,3130293,,11.0,4.9,125369993.16071428
MA010120220811223038,1168010500,25.0,4.0,누메아커피바,,3110982,,26.0,4.755,
MA010120220812861323,1130510300,229.0,35.0,공차수유역점,,3120076,,52.0,4.34,105341043.1656445
MA010120220803434483,1117012800,65.0,425.0,플래터스,,3110070,,0.0,,
MA010120220804809347,1120011400,656.0,1141.0,리커버리커피바,,3110124,,193.0,4.4725,307608211.67842567
MA010120220813006194,1159010100,119.0,143.0,미스터힐링노량진점,,3130265,,0.0,3.3,67199468.91428572
MA010120220800600409,1141011200,56.0,104.0,아마스빈,이대점,3130179,,36.0,4.349166666666667,32128717.504419975
MA0101202406A0165477,1144012100,147.0,30.0,프롬커피바동교점,,3110564,,8.0,5.0,57337763.57031808
MA010120220811812417,1123010900,319.0,55.0,언차일드,,3120065,,0.0,,0.0
MA0101202411A0095118,1129013400,542.0,1.0,온로스트,,3110307,,12.0,5.0,
MA010120220800969046,1162010200,1516.0,10.0,차연,,3120158,,62.0,5.0,211204324.54735386
MA010120220800690111,1117013200,9.0,6.0,카페트리,,3110088,,20.0,4.2,
MA0101202406A0185780,1144011400,333.0,,일라일라,,3110567,,15.0,5.0,21458829.36554622
MA010120220813726153,1153010200,40.0,7.0,카페루407,,3110718,,34.0,4.055,53943206.55836341
MA010120220812293265,1171011200,125.0,3.0,성내천커피,,3111037,,4.0,5.0,262171788.0
MA0101202310A0064700,1132010600,667.0,,닻별커피,,3110390,,0.0,,12714270.714285713
MA0101202307A0015445,1114016200,304.0,515.0,이끼,,3110053,,173.0,4.7,
MA0101202409A0163227,1171010400,182.0,7.0,카페로에르츠,,3111016,,21.0,5.0,4445230.00154202
MA0101202406A0423244,1111017300,82.0,3.0,팔공티,성균관대점,3110021,,29.11111111111111,4.435555555555556,136868035.50964245
MA010120220812289126,1168010100,756.0,18.0,더니즈,데일리,3130307,,0.0,,
MA010120220804317357,1120010500,518.0,14.0,플래이스308,,3110119,,39.0,4.515,
MA0101202211A0100558,1130510300,54.0,5.0,매머드익스프레스수유,시장점,3130137,,19.0,4.82,6071898.716248636
MA0101202305A0101845,1130510300,54.0,5.0,컴포즈커피수유,시장점,3130137,,2.0,3.0,1755232.613740458
MA0101202310A0073426,1168010700,545.0,6.0,고디바,,3120186,,463.0,4.005,337756945.3940427
MA0101202409A0173867,1171010800,83.0,4.0,온더테이블,,3111028,,0.0,,0.0
MA0101202302A0088674,1171010400,135.0,5.0,욤카페,,3120232,,0.0,,0.0
MA0101202406A0541577,1130510300,49.0,47.0,스트렝스,,3110360,,0.0,,3961466.6428571427
MA010120220803195744,1129011600,3.0,2.0,투썸플레이스,성신여대점,3120072,,32.945945945945944,3.016216216216216,279070709.0520243
MA0101202308A0090424,1171010600,133.0,,공리로스팅팩토리,,3120226,,27.0,4.654999999999999,78146552.96442747
MA0101202305A0098074,1174010700,502.0,13.0,라모카,,3120244,,0.0,,40837197.08571429
MA010120220805961685,1168011800,517.0,8.0,올디너리모먼트,,3120205,,217.0,4.545,869302193.0100662
MA0101202406A0065515,1159010700,1003.0,44.0,베이크가든,,3110852,,345.0,3.7,22873915.289823774
MA0101202309A0040935,1111010900,55.0,,갤러리통,,3110008,,0.0,4.5,0.0
MA010120220801044394,1168010500,108.0,9.0,세이프토피아,,3120221,,1.0,4.545,67374274.59459373
MA0101202406A0438396,1117011200,43.0,8.0,빈스미스커피로스터스,,3110072,,181.0,4.5,
MA0101202406A0295438,1120010500,566.0,43.0,비터해피니스,,3110117,,6.0,5.0,
MA010120220813329962,1121510500,664.0,5.0,라이크,,3110163,,55.0,5.0,256452405.929627
MA0101202409A0124218,1121510500,625.0,13.0,롱하우스,,3110159,,0.0,,14534732.479591835
MA010120220805483683,1153010800,13.0,11.0,에그카페,,3110689,,0.0,,1951262.285714286
MA0106202309A1271125,1165010100,32.0,1.0,벨가우프라,,3110912,,0.0,,0.0
MA0101202305A0104562,1168010700,636.0,2.0,투고,,3120195,,0.0,4.54,54301466.92207791
MA0101202406A0486624,1129012500,103.0,93.0,과일에반하다;프루타고대점,,3110313,,9.0,4.8,14558069.978569176
MA0101202406A0394001,1156012200,23.0,28.0,아트스뉴욕,문래점,3110759,,2026.0,4.095,547480536.6105609
MA0101202411A0107862,1130510300,555.0,,텅,,3110343,,0.0,,1997405.4857142856
MA010120220808259705,1174010700,502.0,20.0,커먼코믹플렉스,,3120244,,0.0,4.59,40837197.08571429
MA010120220813230155,1132010500,422.0,62.0,신고서점휴게실,,3110383,,0.0,4.8,30954136.09090909
MA0101202307A0082238,1132010700,5.0,1.0,셀렉토커피창동역점,,3130153,,0.0,,58290468.35714285
MA010120220813963939,1120011400,13.0,309.0,에그마카슈성수,,3130070,,0.0,,0.0
MA010120220809615865,1129013300,260.0,29.0,고종의뜰-굼터/더듀얼로스터즈,,3130118,,0.0,5.0,11723322.5
MA0101202409A0072793,1159010700,128.0,5.0,그란데,,3130273,,107.0,5.0,656758275.8312659
MA010120220800678781,1111016900,26.0,57.0,커피랩35,,3110024,,0.0,,0.0
MA0101202406A0031920,1150010200,667.0,7.0,이디야등촌3동성당점,,3130218,,5.0,4.0,
MA0101202406A0010092,1126010200,91.0,4.0,하루시작,,3120069,,0.0,,0.0
MA0101202305A0132928,1165010100,914.0,1.0,너쳐커피,,3110918,,29.0,4.9,
MA010120220808165139,1144010900,9.0,54.0,머스타드,,3110582,,169.0,4.825,325308264.73386717
MA0106202406A2465155,1162010100,729.0,21.0,스타벅스,보라매대교,3120151,,126.05636743215031,4.132901878914405,726334969.3809392
MA010120220808506593,1123010800,16.0,53.0,아마스빈경희대점,,3120064,,50.0,4.705,137015384.20358458
MA0101202305A0111298,1147010300,205.0,15.0,로지플라워케이크,,3110596,,0.0,,13959183.673469385
MA0101202406A0433643,1162010200,1490.0,4.0,우주카페,,3110856,,93.0,5.0,75591633.0945946
MA010120220808271574,1114012100,150.0,1.0,서울도시재생사회적협동조합,,3120024,,0.0,,144568992.94285712
MA010120220812886167,1114012100,76.0,5.0,젤라떼리아랄베로디징코,,3110039,,0.0,4.5,
MA0101202406A0493341,1171010400,17.0,17.0,빵데까사PANDECASA,,3120228,,0.0,5.0,201643105.63186812
MA010120220804111327,1174010800,551.0,3.0,카페인,,3120242,,16.666666666666668,5.0,66532596.85408162
MA010120220810536948,1165010800,1553.0,15.0,앨리커피앤와인,,3120169,,0.0,,151699950.62548262
MA0106202307A1180657,1147010200,405.0,112.0,투썸플레이스오목교역점,,3120113,,62.0,3.4,176128788.7502085
MA0101202309A0036378,1135010500,1117.0,40.0,만월경수락늘푸른점,,3110419,,3.0,5.0,37081442.80783223
MA0101202409A0101614,1129012700,71.0,,로이커피,,3110302,,33.0,5.0,29366978.402267575
MA010120220811222741,1156010300,94.0,129.0,양지,,3120146,,0.0,4.27,7206592.714285715
MA010120220807094104,1156010300,94.0,129.0,오곰커피,,3120146,,17.0,3.8,28100125.079734214
MA010120220812610395,1156010300,94.0,129.0,아리스타커피한강성심,병원점,3120146,,16.0,4.37,26871093.7641196
MA0101202301A0092818,1156010300,94.0,129.0,매머드익스프레스한강성심,병원점,3120146,,14.0,3.0,24413031.132890366
MA0101202308A0083175,1156011100,158.0,10.0,젠마릴,,3130246,,10.0,3.7,39990522.226821184
MA010120220812681396,1141010200,278.0,2.0,공간;공감,,3110538,,82.0,5.0,85958831.78694157
MA010120220800755031,1171010500,155.0,,테이트커피,,3111010,,0.0,,29529744.178571425
MA0106202406A2465512,1120010700,31.0,11.0,스타벅스,한양대,3110121,,126.05636743215031,4.132901878914405,301842336.1456452
MA010120220804272524,1171010800,29.0,,폴리;커피엔쿠키,,3130315,,11.0,4.745,1453922.573611222
MA010120220813073840,1144012000,364.0,20.0,카페꼬모,,3120103,,80.0,4.4399999999999995,187956596.95287827
MA010120220805414555,1150010300,894.0,18.0,지지보드게임카페,,3120121,,0.0,4.6,67674275.65714286
MA010120220806619618,1150010900,452.0,2.0,애프터커피aftercoffee,,3110636,,0.0,4.35,19799140.92857143
MA010120220803719658,1114016200,292.0,72.0,컴포즈커피신당점,,3130049,,0.0,3.4,
MA0101202409A0147597,1120010900,1764.0,2.0,위윌커피,,3110109,,71.0,4.5,4731746.853438613
MA010120220808102276,1120010900,1764.0,2.0,써드웨이브커피,,3110109,,0.0,,0.0
MA010120220804940725,1168010800,241.0,3.0,봉커피,,3120203,,0.0,4.39,37064086.19081633
MA010120220804928410,1168010800,241.0,3.0,공차,강남구청역점,3120203,,23.03448275862069,3.863548387096774,57290658.35945621
MA010120220814321717,1168010800,241.0,3.0,에잇티,,3120203,,0.0,,37064086.19081633
MA0101202409A0216132,1168010800,241.0,3.0,메가엠지씨커피,강남구청역점,3120203,,29.9375,3.8875,63352195.65887178
MA0101202305A0037173,1174010100,47.0,10.0,메가엠지씨커피고덕역점,,3120249,,14.0,4.0,199501282.46388745
MA010120220808603912,1120011400,13.0,214.0,레스카페RE'SCAFE,,3110129,,0.0,5.0,0.0
MA0101202305A0033901,1156012600,1.0,1.0,드리즐러,,3110756,,16.0,4.6,3726353.205980066
MA010120220808261112,1156012600,1.0,1.0,유노이아,,3110756,,0.0,4.68,1497506.4285714284
MA010120220805279692,1156012600,1.0,1.0,일구구이,,3110756,,70.0,4.595,11248711.07973422
MA010120220803145252,1117013100,745.0,10.0,오아시스,,3110091,,108.33333333333333,4.133333333333333,155507659.56012884
MA0101202210A0007203,1129012500,104.0,121.0,마시그래이고대점,,3110313,,0.0,,97309979.71428572
MA010120220813646402,1132010500,672.0,,루트비커피쌍문점,,3110398,,21.0,4.79,103689127.79220779
MA0101202310A0070634,1121510900,361.0,23.0,매머드익스프레스,세종대점,3120054,,7.861111111111111,3.8583333333333334,57288586.779899456
MA0101202210A0010958,1153010200,103.0,8.0,이디야커피구로,구청점,3120127,,33.0,4.17,149096823.1270939
MA010120220806381895,1138010900,23.0,3.0,할리스가맹,응암점,3120087,,0.0,,0.0
MA010120220803308449,1150010300,102.0,46.0,차콜로스터커피,,3110659,,7.0,4.79,50661822.905155234
MA010120220806338737,1165010800,1445.0,3.0,아띠,,3120175,,0.0,4.44,21246717.642857138
MA0101202302A0078339,1165010800,1445.0,3.0,101커피컨테이너국제전자,센터점,3120175,,8.0,1.8,46787704.60818317
MA010120220810072596,1165010800,1445.0,3.0,보통커피,,3120175,,5.0,5.0,37209834.49618591
MA010120220808614735,1165010800,1445.0,3.0,종로강남한의원식품사업부더쌍화,서초점,3120175,,0.0,,21246717.642857138
MA0101202406A0583645,1165010800,1445.0,3.0,플리즈체크인,,3120175,,0.0,1.0,21246717.642857138
MA0101202305A0059899,1168010300,186.0,15.0,아마스빈개포동역점,,3130310,,4.0,5.0,98195897.2542373
