상가업소번호,상호명,도로명주소,지점명,시군구명,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
MA010120220804363243,카페정색,서울특별시 노원구 덕릉로115다길 40,,노원구,집합,상계동,기타,1560.2697021947165,471.9794610063272,114.744318,54156.961363178605
MA0101202406A0449067,건영커피,서울특별시 노원구 섬밭로 258,,,,,,,,,
MA010120220806949150,탐엔탐스하계점,서울특별시 노원구 섬밭로 258,,,,,,,,,
MA0106202201A0026215,CGV하계투썸커피,서울특별시 노원구 섬밭로 258,,,,,,,,,
MA0101202406A0542039,아덴블랑제리서울지사,서울특별시 노원구 동일로 1083,,노원구,소규모,공릉동,기타,167.80073822418368,50.75949489508853,123.273282,6257.289528379809
MA0101202307A0095308,요굿트,서울특별시 송파구 백제고분로42길 19,석촌점,송파구,소규모,송파동,기타,199.5367237991752,60.3595873311075,177.984272,10743.057209347591
MA010120220814105356,멜팅피피,서울특별시 송파구 백제고분로42길 19,,송파구,소규모,송파동,기타,199.5367237991752,60.3595873311075,140.33121,8470.333925274987
MA0101202211A0036621,9램,서울특별시 마포구 포은로 105,,마포구,소규모,망원동,기타,64.59871931033258,19.54102465676465,115.934406,2265.477086213364
MA0106202404A0769138,커피브라더이수역점,서울특별시 서초구 청두곶13길 22,,서초구,소규모,방배동,기타,150.96098305139412,45.66549187833327,101.256654,4623.934910864202
MA010120220812280047,더벤티,서울특별시 관악구 신림로 356,,관악구,소규모,신림동,기타,263.4274093634229,79.6864327434881,115.107956,9172.542394034388
MA010120220800386757,개봉15길커피,서울특별시 구로구 개봉로15길 28,,구로구,소규모,개봉동,기타,93.51396091430485,28.287845881270744,177.984272,5034.791655626172
MA0101202406A0348392,스윗글로우,서울특별시 중랑구 동일로102길 2,,중랑구,소규모,면목동,기타,70.31140024937528,21.269102864473133,208.033994,4424.696417693187
MA010120220812337397,카페기억,서울특별시 종로구 율곡로 102,,종로구,소규모,와룡동,기타,145.81054908868873,44.10749261561157,131.33943399999998,5793.053115293603
MA010120220800333956,엘리스,서울특별시 영등포구 영중로4길 1,,영등포구,소규모,영등포동3가,기타,74.87181023676108,22.64862067782717,123.273282,2791.9698037288204
MA0101202210A0023308,카페드래더,서울특별시 강남구 헌릉로569길 21-40,,,,,,,,,
MA010120220802958097,이디야서소문점,서울특별시 중구 서소문로11길 8,,중구,소규모,서소문동,기타,187.2914348036589,56.65540407878845,208.033994,11786.249992194253
MA0101202305A0114596,오:레이,서울특별시 용산구 청파로71길 16,,용산구,소규모,청파동1가,기타,140.9254263821685,42.62974964673256,115.934406,4942.254703222649
MA010120220808034520,로스톤,서울특별시 서초구 방배천로22길 4,,서초구,소규모,방배동,기타,274.4296343802998,83.01459083438192,139.60393399999998,11589.163459880056
MA010120220800416084,수정,서울특별시 관악구 조원중앙로1길 12,,관악구,소규모,신림동,기타,144.48880172934247,43.70766583862982,148.794058,6503.440965837704
MA010120220801438597,카페모호방배,서울특별시 서초구 효령로33길 39,,서초구,소규모,방배동,기타,152.13923875891237,46.02191262596418,148.794058,6847.787136538646
MA0106202312A1068695,바나프레소당산SK점,서울특별시 영등포구 당산로41길 11,,영등포구,집합,당산동4가,기타,5720.193256003749,1730.350673363104,131.33943399999998,227263.27806102892
MA0101202211A0015554,컴포즈커피정훈단지점,서울특별시 금천구 독산로 200,,금천구,소규모,독산동,기타,229.15882500338736,69.32023262247787,115.107956,7979.310286617948
MA0101202406A0252803,메가엠지씨커피장한평역점,서울특별시 동대문구 천호대로85길 10,,,,,,,,,
MA010120220807879030,카페위드,서울특별시 마포구 잔다리로 121,,마포구,소규모,서교동,기타,156.65175797926162,47.38694354748068,148.794058,7050.895626646566
MA0106202406A2465162,스타벅스,서울특별시 송파구 올림픽로 96,잠실새내역,송파구,집합,잠실동,기타,483.8040107579825,146.35005467904364,225.257212,32966.40529304893
MA0101202411A0076952,안커피Ancoffee,서울특별시 구로구 고척로22길 74,,구로구,집합,개봉동,기타,336.4614327884984,101.7791254124564,115.107956,11715.587089695517
MA010120220814071300,파스쿠찌청담역점,서울특별시 강남구 영동대로 646,,강남구,집합,삼성동,기타,491.42147195217393,148.65432632106416,140.33121,20860.841484369783
MA0101202302A0014430,컴포즈커피은평응암,서울특별시 은평구 가좌로 231,오거리점,은평구,소규모,응암동,기타,173.9962215183482,52.63362015800961,114.744318,6039.408848901866
MA010120220812274644,명장지가,서울특별시 종로구 삼일대로 453,,종로구,소규모,경운동,기타,180.47663382646545,54.59393605979353,136.463424,7450.075444356494
MA0101202406A0459545,스트렝스커피,서울특별시 마포구 망원로 55,망원점,마포구,소규모,망원동,기타,113.69365404132814,34.392175582711644,123.273282,4239.636359201127
MA010120220808069721,알리바바앤일설차사,서울특별시 영등포구 도림로 129,,영등포구,집합,대림동,기타,389.4499226048469,117.80807145164464,149.785798,17645.975993225613
MA010120220814254317,콜로라도프로젝트,서울특별시 마포구 대흥로20안길 20,,,,,,,,,
MA0101202406A0132263,09커피,서울특별시 강서구 강서로45가길 54,,강서구,소규모,화곡동,기타,102.4437688030109,30.98910061195804,148.794058,4610.99403382352
MA010120220810046581,부스터서울,서울특별시 광진구 뚝섬로52길 41,,광진구,소규모,자양동,기타,82.20567420513613,24.867104545083222,101.256654,2517.95980090332
MA0101202308A0068041,청담커피,서울특별시 광진구 뚝섬로52길 41,자양점,광진구,소규모,자양동,기타,82.20567420513613,24.867104545083222,208.033994,5173.203077729217
MA0106202302A0595825,에그서울,서울특별시 강남구 학동로55길 22,,강남구,소규모,청담동,기타,138.86334338139528,42.00597234599652,131.33943399999998,5517.040632542834
MA0101202305A0133719,카페아쥬르,서울특별시 강동구 성내로5길 15,,강동구,소규모,성내동,기타,87.55462915135736,26.485156135082992,208.033994,5509.812812494919
MA0101202309A0084935,메가엠지씨커피은평구청,서울특별시 은평구 은평로 166,사거리점,은평구,소규모,응암동,기타,164.09990384741067,49.63999753385283,140.33121,6966.040918322583
MA010120220813351872,미닝풀,서울특별시 은평구 은평로 166,,은평구,소규모,응암동,기타,164.09990384741067,49.63999753385283,140.33121,6966.040918322583
MA0101202406A0243232,이이오,서울특별시 송파구 백제고분로32길 15,,송파구,소규모,삼전동,기타,223.65067761553465,67.65402553558432,136.463424,9232.29997196927
MA010120220813032439,생텀,서울특별시 용산구 한남대로21길 20,,용산구,소규모,한남동,기타,110.6037227407616,33.45747557044032,145.984128,4884.260396232033
MA010120220814055710,아이엠케익,서울특별시 강동구 천호대로168가길 23,,,,,,,,,
MA010120220803138529,커피신념,서울특별시 은평구 갈현로11길 27,,은평구,소규모,역촌동,기타,48.03630357437553,14.530916442124608,139.60393399999998,2028.5730999458783
MA010120220813571292,브알라,서울특별시 종로구 대학로12길 21,,,,,,,,,
MA010120220801622443,숲속마을사회적협동조합,서울특별시 도봉구 시루봉로15다길 2,,도봉구,소규모,방학동,기타,136.09324789640422,41.16802223256223,136.463424,5617.929273163566
MA010120220808299239,공감상회,서울특별시 도봉구 덕릉로60가길 59,,도봉구,소규모,창동,기타,87.1783027844923,26.371317921378274,123.273282,3250.878910833718
MA010120220803776123,팔롬비니카페테리아,서울특별시 성동구 아차산로15길 19,,,,,,,,,
MA010120220813006074,이디야성수우리W타워,서울특별시 성동구 아차산로15길 19,,,,,,,,,
MA0106202406A2465073,스타벅스,서울특별시 성동구 성수이로 94,성수역,성동구,집합,성수동2가,기타,450.79359792523593,136.36444973236007,226.84399600000003,30933.456689629693
MA010120220800103931,플레이스원,서울특별시 성북구 오패산로 79-4,,성북구,소규모,하월곡동,기타,123.76496827284667,37.43873442823119,139.60393399999998,5226.594610162315
MA0101202305A0017251,커피나인테헤란로,서울특별시 강남구 강남대로94길 87,,강남구,소규모,역삼동,기타,157.29738961487922,47.58224623839289,90.975616,4328.824162201477
MA0101202210A0015540,베어링,서울특별시 강북구 오현로 175,,강북구,소규모,번동,기타,125.18243823077768,37.86751716098303,101.256654,3834.338083008721
MA010120220803109557,고래다방,서울특별시 양천구 목동중앙북로8길 138,,양천구,집합,목동,기타,443.7122518342243,134.22235217926803,139.60393399999998,18737.968394959287
MA010120220806336870,커스텀커피봉천e편한세상점,서울특별시 관악구 참숯1길 14,,관악구,소규모,봉천동,기타,108.932822167196,32.95203042143989,102.97567,3393.2574105081558
MA010120220803289929,복전가,서울특별시 노원구 동일로 1352,,노원구,소규모,상계동,기타,270.5904354901628,81.85323839620146,148.794058,12179.275501412229
MA0101202303A0015350,하티시에,서울특별시 관악구 남현길 76,,관악구,소규모,남현동,기타,125.71934989675574,38.02993220907367,208.033994,7911.518689002839
MA010120220800057808,모타운커피,서울특별시 송파구 백제고분로45길 34-6,,,,,,,,,
MA0101202302A0080343,이플베이커리&카페,서울특별시 송파구 백제고분로 266,,송파구,소규모,삼전동,기타,291.7057006769228,88.24057737217096,90.975616,8027.740882628915
MA010120220808249787,또;카페,서울특별시 양천구 등촌로 56-1,,양천구,소규모,목동,기타,97.75538644608268,29.570871331019017,90.975616,2690.228234996195
MA0101202305A0011364,그라운드타임,서울특별시 양천구 목동중앙북로8가길 4,,양천구,소규모,목동,기타,135.21462493234046,40.902239981953066,115.934406,4741.976896377179
MA010120220800146099,커피스테이션,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,164.397434,82757.80084150827
MA010120220802886709,쥬씨에이스하이테크시티점,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,114.744318,57762.38220809878
MA010120220812137134,이디야커피영등포,서울특별시 영등포구 경인로 775,에이스점,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,225.257212,113394.66216248488
MA010120220814056703,커피사피엔스문래에이스하이테크시티점,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,123.273282,62055.86956323835
MA010120220813680679,흑형커피,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,101.256654,50972.68127438967
MA010120220809326106,다래지앤씨,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,115.107956,57945.4378705272
MA010120220813522197,메가엠지씨커피문래에이스하이테크점,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,101.256654,50972.68127438967
MA010120220811667973,매머드익스프레스에이스하이테크시티점,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,145.984128,73488.52775308678
MA010120220800368237,아리스타커피,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,174.083428,87633.7380316474
MA0101202406A0279281,사과당문래하이테크시티점,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,115.107956,57945.4378705272
MA0101202411A0014750,파머스빈문래에이스하이테크점,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,225.257212,113394.66216248488
MA010120220803801972,에스에이치기획주,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,102.97567,51838.035314960434
MA0106202201A1646428,초심커피,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,139.60393399999998,70276.73294866065
MA010120220810156482,도담한방찻집,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,148.794058,74903.04878094285
MA0101202409A0101582,컴포즈커피문래에이스하이테크점,서울특별시 영등포구 경인로 775,,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,149.785798,75402.29149665673
MA010120220803705841,만랩커피,서울특별시 영등포구 경인로 775,문래점,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,145.984128,73488.52775308678
MA0106202406A2466102,스타벅스,서울특별시 영등포구 경인로 775,하이테크시티,영등포구,집합,문래동3가,기타,1664.1423857130158,503.40080637455856,90.975616,45797.1984548222
MA0101202305A0060700,프레스커피바,서울특별시 중구 충무로2길 8,,중구,소규모,충무로4가,기타,184.9869712843787,55.958307001143055,140.33121,7852.696931021876
MA0101202406A0441480,쉼표,서울특별시 동작구 사당로 295,,동작구,소규모,사당동,기타,282.37665217010147,85.41855289796766,145.984128,12469.75295983168
MA010120220806825161,난곡창업실험소,서울특별시 관악구 난곡로24길 56,,관악구,소규모,신림동,기타,92.886432599873,28.098019420374197,145.984128,4101.864863610392
MA010120220806758465,성수시루,서울특별시 성동구 성수일로8길 42,,성동구,집합,성수동2가,기타,902.50081597723,273.0052683094047,90.975616,24836.82245569337
MA0101202406A0118504,올루,서울특별시 마포구 성미산로29안길 11,,마포구,소규모,연남동,기타,103.08322500348652,31.18253524214608,226.84399600000003,7073.570899739246
MA010120220813060347,커피가버먼트,서울특별시 동대문구 서울시립대로 90,,동대문구,소규모,전농동,기타,70.78579130174323,21.41260551205252,139.60393399999998,2989.2839666726163
MA0101202212A0014964,도서관가는길,서울특별시 구로구 중앙로15길 103,,구로구,소규모,고척동,기타,97.568233238176,29.51425774038841,208.033994,6139.968917678416
MA0101202311A0041897,씨엘로,서울특별시 마포구 희우정로12길 17,,마포구,소규모,망원동,기타,92.48571462262991,27.97680277773305,131.33943399999998,3674.457441957086
MA010120220800091091,카페인중독종로2가점,서울특별시 종로구 종로 69,,종로구,집합,종로2가,기타,1556.8090242117676,470.9326106273119,90.975616,42843.384346307845
MA0101202406A0215846,컴포즈커피종로YMCA점,서울특별시 종로구 종로 69,,종로구,집합,종로2가,기타,1556.8090242117676,470.9326106273119,115.107956,54208.09022305375
MA010120220805241590,클라쓰,서울특별시 강서구 공항대로53가길 4,,강서구,소규모,등촌동,기타,85.28569392718192,25.7988063183441,136.463424,3520.59344531407
MA010120220806491658,르빗,서울특별시 서초구 서초중앙로 121,,서초구,소규모,서초동,기타,133.13817751531522,40.27411746485426,140.33121,5651.715635525131
MA010120220811669279,커피마마,서울특별시 광진구 뚝섬로56길 38,,광진구,소규모,자양동,기타,91.9193953064347,27.80549195548269,140.33121,3901.978330758152
MA010120220807774832,이로울리,서울특별시 영등포구 양산로 96,,영등포구,집합,당산동2가,기타,3025.761788261895,915.2888221495236,164.397434,150471.13373026406
MA0101202406A0319663,바이러닉랩,서울특별시 영등포구 양산로 96,,영등포구,집합,당산동2가,기타,3025.761788261895,915.2888221495236,114.744318,105024.1916705704
MA010120220802911817,커피와이,서울특별시 강남구 봉은사로63길 8,,강남구,소규모,삼성동,기타,91.87028778218576,27.790636996244707,226.84399600000003,6304.139147613588
MA010120220813116230,커피식당,서울특별시 도봉구 방학로5길 38,,도봉구,소규모,쌍문동,기타,117.10121435573652,35.42295793929957,90.975616,3222.625419069869
MA010120220800988336,공차신림역점,서울특별시 관악구 남부순환로 1601,,관악구,소규모,신림동,기타,205.72901011763685,62.232745513230334,136.463424,8492.49353765605
MA010120220812927378,와이커피로스터스,서울특별시 서초구 방배중앙로15길 3,,서초구,소규모,방배동,기타,226.22475024573984,68.43267900228079,115.934406,7933.701991118097
MA010120220803194786,그;커피가게,서울특별시 금천구 독산로36길 13,,금천구,소규모,시흥동,기타,118.76251853812732,35.92550019303264,102.97567,3699.4524524626654
MA010120220803822192,디저트바이제이,서울특별시 서초구 청두곶15길 25,,서초구,소규모,방배동,기타,98.38455601509936,29.761194269193343,285.224424,8488.619492982772
MA0101202212A0020329,오프타임,서울특별시 관악구 행운1길 30,,관악구,소규모,봉천동,기타,82.20538855330555,24.86701813579332,102.97567,2560.697853435468
MA010120220803227283,놀숲외대,서울특별시 동대문구 천장산로7길 4,후문점,동대문구,소규모,이문동,기타,158.61684932591024,47.98138100487333,226.84399600000003,10884.288200743962
MA0106202406A2464911,스타벅스,서울특별시 강남구 압구정로30길 17,압구정,강남구,집합,신사동,기타,1368.0902694557644,413.8454442058698,90.975616,37649.84421542264
MA0101202305A0149505,매머드익스프레스종로창경궁로점,서울특별시 종로구 창경궁로 113,,종로구,소규모,인의동,기타,60.07455866718672,18.17247222069899,136.463424,2479.8777817814675
MA0101202305A0059829,옐로우크레마,서울특별시 강동구 풍성로54길 18,,강동구,소규모,성내동,기타,128.23482458635985,38.7908598785044,114.744318,4451.030761392551
MA0101202406A0423388,커피로드463,서울특별시 강동구 성내로6가길 38,,강동구,소규모,성내동,기타,255.4038843680478,77.25932735436136,90.975616,7028.714897808675
MA0101202211A0018560,십일월십사일,서울특별시 송파구 동남로6길 35-15,,송파구,소규모,문정동,기타,144.74089301151608,43.78392310832962,285.224424,12488.244249033609
MA0101202311A0034560,홍하곡커피호프,서울특별시 구로구 디지털로27길 123,,구로구,소규모,가리봉동,기타,119.22333047421196,36.064895176420826,148.794058,5366.2421046442805
MA010120220805282577,샌디앤샐리,서울특별시 동대문구 안암로 140,,,,,,,,,
MA010120220811659670,컴포즈커피,서울특별시 강북구 도봉로 175,미아점,강북구,소규모,미아동,기타,254.55175579593063,77.00155962125072,164.397434,12658.85881573163
MA0101202409A0032298,빽다방서울JD,서울특별시 중구 동호로 347,타워점,중구,소규모,오장동,기타,293.54235975333734,88.79616424264545,136.463424,12117.428610617764
MA0101202307A0093697,와우330,서울특별시 중구 동호로 347,,중구,소규모,오장동,기타,293.54235975333734,88.79616424264545,148.794058,13212.341612497714
MA0101202211A0082270,클로버커피,서울특별시 은평구 수색로 260,,은평구,소규모,수색동,기타,184.52002104495452,55.8170551893504,90.975616,5077.990979157149
MA0101202411A0022957,강산로스터스,서울특별시 서대문구 연희로 174,,서대문구,소규모,연희동,기타,217.9494060841094,65.92939865814913,114.744318,7565.023885179437
MA010120220805079906,67소호,서울특별시 강남구 도산대로30길 21-3,,강남구,소규모,논현동,기타,99.35019659057237,30.05329922880161,226.84399600000003,6817.410490045076
MA010120220806982481,언제라도여행,서울특별시 마포구 잔다리로 65,,마포구,소규모,서교동,기타,125.87818084680433,38.0779783552557,174.083428,6628.745003392714
MA0101202406A0143536,마켓커피,서울특별시 영등포구 영등포로 237-1,,영등포구,소규모,영등포동5가,기타,195.34277646045263,59.09092397012906,136.463424,8063.749812287486
MA010120220800606969,이월로스터스,서울특별시 송파구 백제고분로45길 14,송파점,송파구,소규모,송파동,기타,173.2444973829986,52.40622463034624,115.107956,6032.373398876011
MA010120220800027631,통밀로만,서울특별시 종로구 종로 370,,종로구,소규모,숭인동,기타,73.54329416785764,22.246746375418248,102.97567,2290.8736133287653
MA010120220800952616,써니빈커피,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,208.033994,243520.94231729492
MA010120220800992072,커피스테이션,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,131.33943399999998,153743.63639386822
MA010120220805115110,더치앤빈가산롯데IT,서울특별시 금천구 가산디지털2로 98,캐슬점,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,226.84399600000003,265539.6005373078
MA010120220804917874,커피에반하다,서울특별시 금천구 가산디지털2로 98,가산디지털점,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,115.107956,134743.3531143844
MA010120220803144506,세미콜론;,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,114.744318,134317.68485354056
MA0101202406A0461773,타이거커피,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,102.97567,120541.5120480492
MA010120220810301118,스탠다드브루잉,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,131.33943399999998,153743.63639386822
MA0101202309A0037983,뮤리엘커피,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,140.33121,164269.25157109756
MA010120220812409400,보은하다,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,145.984128,170886.45817148808
MA010120220811382069,브이앤케이코퍼레이션,서울특별시 금천구 가산디지털2로 98,,금천구,집합,가산동,기타,3869.711462216668,1170.5824496995183,208.033994,243520.94231729492
MA010120220803058208,컴피,서울특별시 마포구 동교로 71-1,,마포구,소규모,망원동,기타,101.35509756431313,30.659779044199016,90.975616,2789.2922849698966
MA010120220812641083,카페팬시,서울특별시 강서구 화곡로64길 82,,강서구,소규모,등촌동,기타,103.14849287338345,31.202278683944414,145.984128,4555.037445288613
MA010120220806811588,푸링,서울특별시 마포구 손기정로 5,,마포구,소규모,아현동,기타,39.564149788678094,11.968101454618578,145.984128,1747.1528546680247
MA0101202310A0038901,틸,서울특별시 마포구 신촌로2길 5-14,,마포구,소규모,동교동,기타,83.63571733542206,25.299690645357263,136.463424,3452.4824116062223
MA010120220801895564,파스쿠찌뱅뱅,서울특별시 서초구 강남대로47길 12,사거리점,서초구,소규모,서초동,기타,91.2923367565068,27.61580759770912,140.33121,3875.359695313714
MA0101202406A0327617,알파카네,서울특별시 서초구 방배천로2안길 110,,서초구,소규모,방배동,기타,201.78331803853573,61.03917903035142,101.256654,6180.623031520349
MA010120220803555090,레빗홀,서울특별시 용산구 독서당로 73,,용산구,집합,한남동,기타,707.0991727368329,213.8965372184745,114.744318,24543.41228569547
MA010120220809736312,카페에그,서울특별시 중랑구 봉화산로56길 87,,중랑구,소규모,신내동,기타,246.6439796963273,74.6094681155325,208.033994,15521.30564228988
MA010120220812062288,우토포스,서울특별시 서초구 방배로39길 42-7,,서초구,소규모,방배동,기타,115.31953372242904,34.8840019730259,177.984272,6208.803695615579
MA0101202409A0205839,디크레센도,서울특별시 양천구 곰달래로14길 16-2,,양천구,소규모,신월동,기타,112.3409756529168,33.98299221154238,115.107956,3911.712772234563
MA010120220804115852,카페파이나무,서울특별시 강동구 동남로71길 32,,강동구,집합,명일동,기타,396.4136872987904,119.91460079218052,145.984128,17505.628431114583
MA0101202305A0103329,매머드익스프레스,서울특별시 강남구 압구정로30길 12,압구정역점,강남구,소규모,신사동,기타,245.1794409257907,74.16644713103959,174.083428,12911.149359152138
MA010120220800511680,까소엔더카페,서울특별시 강서구 방화대로6가길 1,,강서구,소규모,공항동,기타,119.93662456406028,36.280665667632725,115.934406,4206.177423461594
MA010120220812122728,팔라우,서울특별시 강남구 논현로102길 57,,강남구,소규모,역삼동,기타,152.88759430057627,46.24828915862311,149.785798,6927.336897759111
MA010120220800716259,까치다방,서울특별시 구로구 구로중앙로28길 59,,구로구,집합,구로동,기타,398.8332528811441,120.6465160872237,226.84399600000003,27367.937812704116
MA010120220808316604,아마스빈,서울특별시 서대문구 거북골로 33,,서대문구,소규모,남가좌동,기타,162.767061818468,49.23681463442071,101.256654,4985.555103499674
MA0101202409A0073191,보라카페,서울특별시 서대문구 충정로 29,,서대문구,집합,충정로3가,기타,1097.3719853597258,331.95353178042404,174.083428,57787.60874904316
MA010120220812087129,탐앤탐스커피,서울특별시 동대문구 장한로 20,,동대문구,집합,장안동,기타,336.72665369435344,101.85935437544724,177.984272,18129.36303490399
MA0101202209A0043564,고양이다락방,서울특별시 서대문구 연세로 25-1,,서대문구,소규모,창천동,기타,211.41977950267372,63.95419550567903,139.60393399999998,8928.25728839791
MA0101202307A0023645,만족커피신촌,서울특별시 서대문구 연세로 25-1,연세대점,서대문구,소규모,창천동,기타,211.41977950267372,63.95419550567903,149.785798,9579.430209266147
MA010120220806389735,다란채,서울특별시 강남구 개포로38길 18,,강남구,소규모,개포동,기타,84.53343454668769,25.571248879753067,140.33121,3588.4442965068924
MA0101202311A0039687,옐라보나,서울특별시 종로구 창경궁로 254,,종로구,집합,명륜2가,기타,661.270466636474,200.03341600716132,225.257212,45058.96959660934
MA0101202302A0094420,안리커피,서울특별시 도봉구 도봉산4가길 6-5,,도봉구,소규모,도봉동,기타,122.76136488125086,37.135145768422426,101.256654,3760.1806063127137
MA0106202201A0153267,커피빈도심공항점,서울특별시 강남구 테헤란로87길 22,코리아,강남구,집합,삼성동,기타,4841.291211896572,1464.4840014207068,225.257212,329885.5831786325
MA010120220802108513,할리스도심2,서울특별시 강남구 테헤란로87길 22,공항점,강남구,집합,삼성동,기타,4841.291211896572,1464.4840014207068,148.794058,217906.51744746475
MA0101202306A0101069,코리아케이푸드베르체도심공항,서울특별시 강남구 테헤란로87길 22,터미널점,강남구,집합,삼성동,기타,4841.291211896572,1464.4840014207068,164.397434,240757.41196761656
MA010120220811876496,앤레커피,서울특별시 강남구 테헤란로87길 22,코엑스점,강남구,집합,삼성동,기타,4841.291211896572,1464.4840014207068,177.984272,260655.11884851148
MA010120220801040732,할리스커피도심,서울특별시 강남구 테헤란로87길 22,공항점,강남구,집합,삼성동,기타,4841.291211896572,1464.4840014207068,131.33943399999998,192344.4998486508
MA010120220801067122,시애이,서울특별시 강남구 테헤란로87길 22,,강남구,집합,삼성동,기타,4841.291211896572,1464.4840014207068,123.273282,180531.7492916232
MA010120220803969480,카페로담,서울특별시 강북구 도봉로89길 9,,강북구,소규모,수유동,기타,86.61142058511062,26.19983682773024,208.033994,5450.456697421011
MA010120220800041237,다인스카페,서울특별시 종로구 율곡로 190,,,,,,,,,
MA0101202406A0509846,오늘의순이,서울특별시 강북구 노해로23길 50,,,,,,,,,
MA0101202411A0171635,명동브라더스-머슬걸즈888,서울특별시 중구 명동8길 37-9,,중구,소규모,명동2가,기타,107.68630892283808,32.57496186183014,150.645306,4907.265097613731
MA0101202411A0173999,케이엘형제-갤럭시케이팝,서울특별시 중구 명동8길 37-9,,중구,소규모,명동2가,기타,107.68630892283808,32.57496186183014,115.107956,3749.637276693222
MA010120220804033932,에스프레소웍스&브래드웍스,서울특별시 강남구 논현로113길 7,,,,,,,,,
MA010120220806512632,메가엠지씨커피창동대우점,서울특별시 도봉구 덕릉로63가길 17,,도봉구,소규모,창동,기타,146.04486079891382,44.17837158899928,102.97567,4549.297413886165
MA010120220808194824,공사공삼,서울특별시 중구 퇴계로44길 28,,중구,소규모,필동2가,기타,76.33684767063109,23.09179250729962,226.84399600000003,5238.234487158706
MA010120220811452618,더벤티중화,서울특별시 중랑구 동일로 774,중앙점,중랑구,소규모,중화동,기타,149.52928199758583,45.23240425845056,285.224424,12901.386450751708
MA010120220800600809,솔리드웍스,서울특별시 서대문구 이화여대길 88-3,,서대문구,소규모,대현동,기타,72.16886230149619,21.830982606780868,150.645306,3288.7350550791816
MA0106202201A0153537,커피빈논현역6번출구앞점,서울특별시 서초구 강남대로 563,,,,,,,,,
MA010120220800803200,커피빵앗간,서울특별시 도봉구 도봉로133길 20,,도봉구,소규모,쌍문동,기타,126.99417175751898,38.41556408661111,114.744318,4407.967701703485
MA0101202306A0074315,베러먼데이,서울특별시 성북구 보문로34길 63,,,,,,,,,
MA010120220805539262,홈이디저트,서울특별시 구로구 고척로52길 86,,구로구,소규모,개봉동,기타,111.80316019322504,33.82030376708362,102.97567,3482.66844001896
MA010120220813497528,카페오늘,서울특별시 중구 서소문로 38,,중구,집합,중림동,기타,1336.3279067672388,404.2373727289125,164.397434,66455.5868035348
MA010120220814009133,아재커피충정로점,서울특별시 중구 서소문로 38,,중구,집합,중림동,기타,1336.3279067672388,404.2373727289125,115.934406,46865.01969032707
MA0106202408A0426242,매머드익스프레스충정로역센트럴,서울특별시 중구 서소문로 38,타워점,중구,집합,중림동,기타,1336.3279067672388,404.2373727289125,177.984272,71947.89450034813
MA0101202311A0071966,플러스82충정로점,서울특별시 중구 서소문로 38,,중구,집합,중림동,기타,1336.3279067672388,404.2373727289125,123.273282,49831.66764335034
MA010120220805143488,올리커피,서울특별시 중구 서소문로 38,,중구,집합,중림동,기타,1336.3279067672388,404.2373727289125,139.60393399999998,56433.12750278049
