상권_코드,총_유동인구,상권_카페수,상권명,행정동,성공률,상권_면적_m2,인구_밀집도(명/500m2),카페_밀집도(개/500m2),성공률_표시,인구_밀집도_표시,카페_밀집도_표시,최대_월세,최대_보증금,최대_면적,평균_성공확률
3110307,0.0,12.0,길음역 7번,길음1동,56.7,55213.0,0.0,0.109,56.7%,0.0명/500m²,0.109개/500m² (총 12개),1500.0,120000.0,294.0,0.5673801102272061
3110308,759068.1,12.0,길음역 8번,길음2동,41.3,84969.0,4466.7,0.071,41.3%,4466.7명/500m²,0.071개/500m² (총 12개),1500.0,25000.0,478.0,0.4131659908211602
3110309,200675.0,6.0,대광초등학교,안암동,58.6,72678.0,1380.6,0.041,58.6%,1380.6명/500m²,0.041개/500m² (총 6개),450.0,4500.0,201.0,0.5859611037913041
3110312,388965.0,20.0,안암역 2번,안암동,61.9,85118.0,2284.9,0.117,61.9%,2284.9명/500m²,0.117개/500m² (총 20개),530.0,10000.0,237.0,0.6187213170107295
3110313,1320293.5714285716,23.0,안암역 3번,안암동,51.0,82289.0,8022.3,0.14,51.0%,8022.3명/500m²,0.14개/500m² (총 23개),1250.0,26000.0,281.0,0.5102805916961569
3110314,571144.0,9.0,종암경찰서,종암동,42.4,84094.0,3395.9,0.054,42.4%,3395.9명/500m²,0.054개/500m² (총 9개),1200.0,80000.0,631.0,0.4241892448230948
3110315,973534.6666666664,6.0,종암아이파크2차,종암동,42.9,92801.0,5245.3,0.032,42.9%,5245.3명/500m²,0.032개/500m² (총 6개),380.0,5000.0,231.0,0.4291181964335415
3110316,2308730.4000000004,15.0,숭곡초등학교,월곡1동,44.5,180619.0,6391.2,0.042,44.5%,6391.2명/500m²,0.042개/500m² (총 15개),1200.0,20000.0,409.0,0.445322580545817
3110317,605401.6,5.0,종암중학교,종암동,53.9,91409.0,3311.5,0.027,53.9%,3311.5명/500m²,0.027개/500m² (총 5개),250.0,210000.0,538.0,0.5390669477674962
3110318,0.0,2.0,KT월곡지사,월곡1동,47.1,76869.0,0.0,0.013,47.1%,0.0명/500m²,0.013개/500m² (총 2개),300.0,5000.0,136.0,0.4705180196041227
3110319,876900.6666666665,6.0,종암동주민센터,종암동,42.5,98376.0,4456.9,0.03,42.5%,4456.9명/500m²,0.03개/500m² (총 6개),500.0,6000.0,265.0,0.4254548370716766
3110322,0.0,2.0,장위1동주민센터,장위1동,44.0,84262.0,0.0,0.012,44.0%,0.0명/500m²,0.012개/500m² (총 2개),150.0,2000.0,221.0,0.4401581515332027
3110323,855987.6000000001,10.0,상월곡역 1번,월곡2동,53.4,83644.0,5116.8,0.06,53.4%,5116.8명/500m²,0.06개/500m² (총 10개),300.0,5000.0,158.0,0.5336078937087496
3110324,,,,,46.5,,,,46.5%,,,220.0,4000.0,99.0,0.4648953380825568
3110325,666328.0,7.0,장곡초등학교,장위1동,55.2,104685.0,3182.5,0.033,55.2%,3182.5명/500m²,0.033개/500m² (총 7개),400.0,7000.0,125.0,0.5520922375195602
3110326,0.0,2.0,장위동성당,장위1동,31.4,45509.0,0.0,0.022,31.4%,0.0명/500m²,0.022개/500m² (총 2개),120.0,1000.0,66.0,0.313536893586278
3110327,999922.8571428572,7.0,상월곡역 2번,월곡2동,58.5,117350.0,4260.4,0.03,58.5%,4260.4명/500m²,0.03개/500m² (총 7개),230.0,4000.0,174.0,0.5846589738226766
3110328,725240.25,4.0,상월곡역 3번,석관동,58.9,88297.0,4106.8,0.023,58.9%,4106.8명/500m²,0.023개/500m² (총 4개),135.0,15000.0,79.0,0.5888610653012551
3110329,0.0,3.0,우리은행체육관,장위3동,52.6,88610.0,0.0,0.017,52.6%,0.0명/500m²,0.017개/500m² (총 3개),450.0,5000.0,179.0,0.5261781019850593
3110330,0.0,4.0,돌곶이역 1번,장위2동,43.9,72476.0,0.0,0.028,43.9%,0.0명/500m²,0.028개/500m² (총 4개),1200.0,15000.0,431.0,0.4388634428294916
3110331,1078692.5454545454,11.0,돌곶이역 8번,석관동,37.9,105931.0,5091.5,0.052,37.9%,5091.5명/500m²,0.052개/500m² (총 11개),1300.0,15000.0,714.0,0.3790919260205132
3110332,,,,,37.2,,,,37.2%,,,500.0,10000.0,269.0,0.37245367757689685
3110333,229726.33333333337,6.0,돌곶이역 5번,석관동,46.0,67373.0,1704.9,0.045,46.0%,1704.9명/500m²,0.045개/500m² (총 6개),710.0,15000.0,376.0,0.4596319745511285
3110334,0.0,2.0,석관중앙교회,석관동,38.3,84276.0,0.0,0.012,38.3%,0.0명/500m²,0.012개/500m² (총 2개),150.0,3000.0,127.0,0.3830508845191865
3110335,1003002.0,11.0,석계역 7번,석관동,34.2,140761.0,3562.8,0.039,34.2%,3562.8명/500m²,0.039개/500m² (총 11개),450.0,6000.0,150.0,0.3424736753070352
3110336,0.0,1.0,석관고등학교,석관동,33.5,62554.0,0.0,0.008,33.5%,0.0명/500m²,0.008개/500m² (총 1개),70.0,1000.0,92.0,0.3353255328452345
3110337,477768.6666666667,17.0,아카데미하우스,우이동,50.1,120638.0,1980.2,0.07,50.1%,1980.2명/500m²,0.07개/500m² (총 17개),2400.0,100000.0,1174.0,0.5009644138836156
3110338,0.0,1.0,인수초등학교,인수동,42.6,99103.0,0.0,0.005,42.6%,0.0명/500m²,0.005개/500m² (총 1개),28.0,500.0,60.0,0.4256449923295978
3110339,0.0,1.0,국립4.19민주묘지,우이동,59.2,12372.0,0.0,0.04,59.2%,0.0명/500m²,0.04개/500m² (총 1개),300.0,5000.0,79.0,0.5918726523979123
3110340,0.0,2.0,인수중학교,인수동,52.5,50149.0,0.0,0.02,52.5%,0.0명/500m²,0.02개/500m² (총 2개),70.0,3000.0,40.0,0.5254366209409547
3110341,263605.0,8.0,북한산우이역 2번,우이동,57.3,140183.0,940.2,0.029,57.3%,940.2명/500m²,0.029개/500m² (총 8개),3500.0,160000.0,1545.0,0.5725428861775569
3110342,0.0,3.0,국립재활원,인수동,38.2,62499.0,0.0,0.024,38.2%,0.0명/500m²,0.024개/500m² (총 3개),120.0,2000.0,116.0,0.38167024228100094
3110343,692210.0,5.0,무너미어린이공원,우이동,55.3,105257.0,3288.2,0.024,55.3%,3288.2명/500m²,0.024개/500m² (총 5개),150.0,2000.0,132.0,0.5534004759140012
3110345,457612.4444444445,9.0,솔밭공원역 2번,우이동,40.5,103855.0,2203.1,0.043,40.5%,2203.1명/500m²,0.043개/500m² (총 9개),300.0,6000.0,143.0,0.4054565582832026
3110346,951406.0,8.0,4.19민주묘지역 2번,우이동,45.4,60794.0,7824.8,0.066,45.4%,7824.8명/500m²,0.066개/500m² (총 8개),500.0,690000.0,337.0,0.45377371776218
3110348,2167312.0,7.0,강북문화예술회관,인수동,35.1,122433.0,8851.0,0.029,35.1%,8851.0명/500m²,0.029개/500m² (총 7개),300.0,3000.0,313.0,0.35132152999175786
3110349,0.0,1.0,화계역 2번,수유1동,33.4,26807.0,0.0,0.019,33.4%,0.0명/500m²,0.019개/500m² (총 1개),130.0,3000.0,59.0,0.33373011861061047
3110350,664256.0,6.0,가오리역 2번,인수동,49.4,75348.0,4407.9,0.04,49.4%,4407.9명/500m²,0.04개/500m² (총 6개),190.0,29900.0,148.0,0.4940162478612949
3110351,0.0,4.0,수유북부시장옆,인수동,53.6,78839.0,0.0,0.025,53.6%,0.0명/500m²,0.025개/500m² (총 4개),150.0,3000.0,95.0,0.5361664864816541
3110352,0.0,4.0,수유1동주민센터,수유1동,37.5,134108.0,0.0,0.015,37.5%,0.0명/500m²,0.015개/500m² (총 4개),280.0,19000.0,250.0,0.37475712196722605
3110353,0.0,1.0,수유동우체국,수유2동,24.9,75187.0,0.0,0.007,24.9%,0.0명/500m²,0.007개/500m² (총 1개),1200.0,42000.0,774.0,0.24942780388859961
3110354,76477.0,2.0,삼각산119안전센터,삼각산동,49.8,17571.0,2176.2,0.057,49.8%,2176.2명/500m²,0.057개/500m² (총 2개),500.0,49000.0,124.0,0.49818328445306426
3110355,1274552.0,3.0,삼양사거리역 2번,삼양동,29.3,101492.0,6279.1,0.015,29.3%,6279.1명/500m²,0.015개/500m² (총 3개),240.0,4000.0,167.0,0.2933965685667651
3110356,0.0,3.0,덕수교,수유2동,51.3,102062.0,0.0,0.015,51.3%,0.0명/500m²,0.015개/500m² (총 3개),180.0,33000.0,79.0,0.51292163692719
3110357,1126259.0,2.0,가오리역 1번,수유2동,35.5,47879.0,11761.5,0.021,35.5%,11761.5명/500m²,0.021개/500m² (총 2개),200.0,3000.0,263.0,0.35453572741267675
3110358,769344.8571428572,8.0,인수동 우편취급국,인수동,51.7,111455.0,3451.4,0.036,51.7%,3451.4명/500m²,0.036개/500m² (총 8개),545.0,44000.0,284.0,0.5173806112175894
3110359,1275187.0,5.0,수유시장옆,수유3동,56.8,135413.0,4708.5,0.018,56.8%,4708.5명/500m²,0.018개/500m² (총 5개),320.0,32000.0,231.0,0.567911563731689
3110360,1170492.9999999998,6.0,수유초등학교,수유1동,43.5,106526.0,5493.9,0.028,43.5%,5493.9명/500m²,0.028개/500m² (총 6개),250.0,100000.0,264.0,0.43528277242026675
3110361,0.0,1.0,삼양사거리역 1번,송천동,28.9,74852.0,0.0,0.007,28.9%,0.0명/500m²,0.007개/500m² (총 1개),7500.0,100000.0,1646.0,0.289226724749205
3110362,767332.0,7.0,우이천 계성교,수유2동,45.7,142902.0,2684.8,0.024,45.7%,2684.8명/500m²,0.024개/500m² (총 7개),250.0,29500.0,149.0,0.4568452655823093
3110363,0.0,2.0,송천동주민센터,송천동,40.0,26098.0,0.0,0.038,40.0%,0.0명/500m²,0.038개/500m² (총 2개),220.0,5000.0,127.0,0.40033504938967024
3110364,1841763.0,3.0,미아역 8번,미아동,42.5,127150.0,7242.5,0.012,42.5%,7242.5명/500m²,0.012개/500m² (총 3개),500.0,33000.0,198.0,0.42506119702328654
3110365,0.0,3.0,미아역 5번,송천동,47.0,115228.0,0.0,0.013,47.0%,0.0명/500m²,0.013개/500m² (총 3개),260.0,4000.0,114.0,0.47037577664793057
3110366,0.0,5.0,광산사거리,수유2동,52.1,57563.0,0.0,0.043,52.1%,0.0명/500m²,0.043개/500m² (총 5개),500.0,50000.0,150.0,0.5208367364017272
3110367,1147535.0,7.0,강북구청,수유3동,48.1,63938.0,8973.8,0.055,48.1%,8973.8명/500m²,0.055개/500m² (총 7개),1000.0,10000.0,325.0,0.4805725426944613
3110368,,,,,31.2,,,,31.2%,,,300.0,5000.0,191.0,0.3120856519146617
3110369,1290942.0,10.0,성신여대운정그린캠퍼스,미아동,46.5,133932.0,4819.4,0.037,46.5%,4819.4명/500m²,0.037개/500m² (총 10개),1200.0,3500000.0,1742.0,0.4647746505078468
3110370,1493795.9999999995,7.0,도봉세무서,송천동,52.6,108984.0,6853.3,0.032,52.6%,6853.3명/500m²,0.032개/500m² (총 7개),220.0,22000.0,126.0,0.5259888726966915
3110371,587010.0,4.0,삼양입구사거리,송천동,53.3,62809.0,4673.0,0.032,53.3%,4673.0명/500m²,0.032개/500m² (총 4개),380.0,5000.0,231.0,0.5329513160328365
3110372,1492386.0,10.0,강북중학교,수유3동,57.3,82483.0,9046.6,0.061,57.3%,9046.6명/500m²,0.061개/500m² (총 10개),1500.0,115000.0,703.0,0.572813026538604
3110373,0.0,6.0,수유역 2번,번1동,58.9,84732.0,0.0,0.035,58.9%,0.0명/500m²,0.035개/500m² (총 6개),286.0,70000.0,239.0,0.5892766226365677
3110374,2444925.0,5.0,송중초등학교,송중동,33.2,204374.0,5981.5,0.012,33.2%,5981.5명/500m²,0.012개/500m² (총 5개),2500.0,170000.0,1397.0,0.3317711444357343
3110375,500551.0,3.0,서울북부고용노동지청,번2동,35.5,58262.0,4295.7,0.026,35.5%,4295.7명/500m²,0.026개/500m² (총 3개),180.0,2000.0,201.0,0.35545242464558247
3110376,2566492.0,12.0,수송초등학교,번1동,51.4,208928.0,6142.0,0.029,51.4%,6142.0명/500m²,0.029개/500m² (총 12개),1900.0,100000.0,810.0,0.5142489313360861
3110377,659275.0,4.0,미아사거리역 3번,송중동,45.7,35635.0,9250.4,0.056,45.7%,9250.4명/500m²,0.056개/500m² (총 4개),500.0,5000.0,169.0,0.45664733228886506
3110378,899986.0,5.0,송중동주민센터,송중동,47.8,53154.0,8465.8,0.047,47.8%,8465.8명/500m²,0.047개/500m² (총 5개),450.0,10000.0,461.0,0.47780495161396636
3110379,,,,,30.6,,,,30.6%,,,130.0,3000.0,57.0,0.3063278497177043
3110380,0.0,1.0,강북문화정보도서관,번2동,31.0,40504.0,0.0,0.012,31.0%,0.0명/500m²,0.012개/500m² (총 1개),200.0,2500.0,86.0,0.310348766906083
3110381,0.0,3.0,번동주공2단지,번3동,48.0,50484.0,0.0,0.03,48.0%,0.0명/500m²,0.03개/500m² (총 3개),300.0,55000.0,200.0,0.48045466669794257
3110382,0.0,2.0,솔밭공원역 1번,쌍문1동,45.9,40166.0,0.0,0.025,45.9%,0.0명/500m²,0.025개/500m² (총 2개),250.0,200000.0,288.0,0.45925719845261154
3110383,59086.5,14.0,덕성여대시반거리,쌍문1동,52.9,43039.0,686.4,0.163,52.9%,686.4명/500m²,0.163개/500m² (총 14개),1100.0,19000.0,555.0,0.529165328540049
3110384,0.0,1.0,문이교,쌍문1동,63.8,108209.0,0.0,0.005,63.8%,0.0명/500m²,0.005개/500m² (총 1개),400.0,10000.0,298.0,0.6381881685218392
3110387,1355370.0,4.0,쌍문초등학교,쌍문1동,47.5,143845.0,4711.2,0.014,47.5%,4711.2명/500m²,0.014개/500m² (총 4개),200.0,5000.0,153.0,0.4745306841835911
3110388,656205.0,4.0,도봉우체국,쌍문3동,50.9,55371.0,5925.5,0.036,50.9%,5925.5명/500m²,0.036개/500m² (총 4개),210.0,500000.0,518.0,0.5093508876230525
3110389,0.0,4.0,한일병원,쌍문3동,49.7,52890.0,0.0,0.038,49.7%,0.0명/500m²,0.038개/500m² (총 4개),500.0,85000.0,334.0,0.49650153360799176
3110390,558456.0,6.0,방학초등학교,방학2동,36.2,61821.0,4516.7,0.049,36.2%,4516.7명/500m²,0.049개/500m² (총 6개),450.0,10000.0,471.0,0.3620492732191616
3110391,0.0,3.0,샘말어린이공원,방학2동,45.3,245401.0,0.0,0.006,45.3%,0.0명/500m²,0.006개/500m² (총 3개),120.0,2000.0,128.0,0.4534961689707789
3110392,0.0,2.0,발바닥공원,쌍문4동,53.9,10355.0,0.0,0.097,53.9%,0.0명/500m²,0.097개/500m² (총 2개),257.0,35000.0,109.0,0.5391924344731951
3110393,36723.0,3.0,국민은행방학지점,방학3동,36.5,21358.0,859.7,0.07,36.5%,859.7명/500m²,0.07개/500m² (총 3개),500.0,15000.0,322.0,0.3654677281219412
3110394,782218.4,6.0,방학중학교,방학2동,45.1,157817.0,2478.2,0.019,45.1%,2478.2명/500m²,0.019개/500m² (총 6개),240.0,75000.0,200.0,0.4509293641522335
3110395,373404.0,3.0,신한은행 방학동지점,방학1동,42.1,52472.0,3558.1,0.029,42.1%,3558.1명/500m²,0.029개/500m² (총 3개),1560.0,31200.0,625.0,0.4205866046156897
3110396,644500.2857142857,8.0,쌍문역1번(쌍리단길),창1동,54.5,52971.0,6083.5,0.076,54.5%,6083.5명/500m²,0.076개/500m² (총 8개),2700.0,45000.0,306.0,0.5453960679445933
3110397,1139961.7500000002,12.0,도봉산입구,도봉1동,46.3,542024.0,1051.6,0.011,46.3%,1051.6명/500m²,0.011개/500m² (총 12개),650.0,160000.0,312.0,0.4631375604652188
3110398,914754.0,7.0,쌍문2동우체국,쌍문2동,40.6,102318.0,4470.2,0.034,40.6%,4470.2명/500m²,0.034개/500m² (총 7개),1030.0,400000.0,1354.0,0.40583533927805976
3110399,1592299.0,9.0,창2동주민센터,창2동,49.4,161205.0,4938.7,0.028,49.4%,4938.7명/500m²,0.028개/500m² (총 9개),900.0,24000.0,527.0,0.4944228308925304
3110400,0.0,11.0,도봉구보건소,쌍문2동,49.5,123299.0,0.0,0.045,49.5%,0.0명/500m²,0.045개/500m² (총 11개),2000.0,50000.0,1661.0,0.49542963254677885
3110401,,,,,26.1,,,,26.1%,,,280.0,5000.0,149.0,0.2611138506147508
3110402,0.0,12.0,도봉구 정병원,방학1동,43.5,118386.0,0.0,0.051,43.5%,0.0명/500m²,0.051개/500m² (총 12개),440.0,20000.0,462.0,0.43516366784364474
3110403,1441014.9999999998,6.0,방학1동주민센터,방학1동,41.5,153054.0,4707.5,0.02,41.5%,4707.5명/500m²,0.02개/500m² (총 6개),1200.0,20000.0,479.0,0.41501878636673445
3110404,2732657.2,16.0,신창초등학교,창3동,48.6,297142.0,4598.2,0.027,48.6%,4598.2명/500m²,0.027개/500m² (총 16개),250.0,130000.0,167.0,0.4857136741494927
3110405,1126057.0,7.0,방학역 1번,도봉1동,43.4,185625.0,3033.2,0.019,43.4%,3033.2명/500m²,0.019개/500m² (총 7개),300.0,5000.0,231.0,0.4335139504177792
3110406,251752.5,11.0,도봉산역 1번,도봉1동,51.3,247532.0,508.5,0.022,51.3%,508.5명/500m²,0.022개/500m² (총 11개),650.0,10000.0,286.0,0.5126588139094463
3110407,828504.8,11.0,도봉역 2번,도봉1동,46.4,454340.0,911.8,0.012,46.4%,911.8명/500m²,0.012개/500m² (총 11개),7800.0,280000.0,4694.0,0.463587232289178
3110408,211911.42857142855,7.0,가인초등학교,창5동,48.6,53197.0,1991.8,0.066,48.6%,1991.8명/500m²,0.066개/500m² (총 7개),3500.0,60000.0,3232.0,0.4863415791366431
3110409,496901.5384615385,13.0,창동역 2번,창5동,51.7,77642.0,3200.0,0.084,51.7%,3200.0명/500m²,0.084개/500m² (총 13개),650.0,105000.0,739.0,0.51726184400224
3110410,513529.625,9.0,방학역 2번,방학1동,47.8,130951.0,1960.8,0.034,47.8%,1960.8명/500m²,0.034개/500m² (총 9개),1650.0,180000.0,496.0,0.4784256380634066
3110411,498098.25,4.0,도봉역 3번,도봉2동,44.4,90321.0,2757.4,0.022,44.4%,2757.4명/500m²,0.022개/500m² (총 4개),700.0,300000.0,213.0,0.4435962139147204
3110412,,,,,33.8,,,,33.8%,,,500.0,10000.0,197.0,0.33794667959722213
3110413,0.0,6.0,누원고등학교,도봉2동,69.9,74353.0,0.0,0.04,69.9%,0.0명/500m²,0.04개/500m² (총 6개),850.0,110000.0,453.0,0.6988112637363971
3110414,,,,,39.6,,,,39.6%,,,160.0,4000.0,126.0,0.39601579148545585
3110415,1866463.0,16.0,수락산역 4번,상계1동,40.1,197508.0,4725.0,0.041,40.1%,4725.0명/500m²,0.041개/500m² (총 16개),1800.0,120000.0,950.0,0.40080732561996874
3110416,865914.0,5.0,노원초등학교,상계1동,39.8,92687.0,4671.2,0.027,39.8%,4671.2명/500m²,0.027개/500m² (총 5개),330.0,250000.0,493.0,0.3977708351254152
3110417,359888.0,5.0,월계역 3번,월계2동,60.8,29842.0,6029.9,0.084,60.8%,6029.9명/500m²,0.084개/500m² (총 5개),250.0,5000.0,199.0,0.60844965233983
3110418,944603.0,6.0,광운대학교 남단,월계1동,51.5,88266.0,5350.9,0.034,51.5%,5350.9명/500m²,0.034개/500m² (총 6개),230.0,3000.0,127.0,0.5150492453614456
3110419,736518.5882352941,20.0,수락산디자인거리,상계1동,36.2,125994.0,2922.8,0.079,36.2%,2922.8명/500m²,0.079개/500m² (총 20개),1900.0,550000.0,760.0,0.36221984211988123
3110420,466124.0,12.0,광운대역 1번,월계1동,56.2,50431.0,4621.4,0.119,56.2%,4621.4명/500m²,0.119개/500m² (총 12개),475.0,73000.0,275.0,0.5621222752827787
3110421,331861.25,9.0,석계역 1번,월계1동,46.1,69794.0,2377.4,0.064,46.1%,2377.4명/500m²,0.064개/500m² (총 9개),800.0,20000.0,300.0,0.4609224879536681
3110422,0.0,3.0,노원역 9번,상계2동,58.7,35324.0,0.0,0.042,58.7%,0.0명/500m²,0.042개/500m² (총 3개),260.0,35000.0,193.0,0.5865787368440281
3110423,240342.5,6.0,석계역 2번,월계1동,39.3,58165.0,2066.0,0.052,39.3%,2066.0명/500m²,0.052개/500m² (총 6개),370.0,450000.0,162.0,0.393452857692242
3110424,2052836.1,10.0,상계초등학교,상계2동,49.1,75911.0,13521.3,0.066,49.1%,13521.3명/500m²,0.066개/500m² (총 10개),2500.0,235000.0,1087.0,0.4907946724071396
3110425,567011.5,13.0,계상초등학교,상계5동,52.3,104277.0,2718.8,0.062,52.3%,2718.8명/500m²,0.062개/500m² (총 13개),240.0,43000.0,264.0,0.5234890192222704
3110426,1393832.0,9.0,상계2동주민센터,상계2동,43.3,130017.0,5360.2,0.035,43.3%,5360.2명/500m²,0.035개/500m² (총 9개),550.0,100000.0,430.0,0.433070017963815
3110427,0.0,1.0,노원 을지대학교병원,하계1동,49.8,30640.0,0.0,0.016,49.8%,0.0명/500m²,0.016개/500m² (총 1개),200.0,5000.0,171.0,0.4984598140930488
3110428,2774366.666666667,13.0,상계5동주민센터,상계5동,45.6,217725.0,6371.3,0.03,45.6%,6371.3명/500m²,0.03개/500m² (총 13개),650.0,45000.0,319.0,0.4559327402202428
3110429,1837384.0,13.0,공릉동 국수거리,공릉1동,46.1,160554.0,5722.0,0.04,46.1%,5722.0명/500m²,0.04개/500m² (총 13개),1500.0,130000.0,596.0,0.46088668320384335
3110430,0.0,3.0,중계초등학교,중계4동,52.4,11185.0,0.0,0.134,52.4%,0.0명/500m²,0.134개/500m² (총 3개),635.0,10000.0,536.0,0.5239950512416965
3110431,512309.0,11.0,상계역,중계4동,50.2,55707.0,4598.2,0.099,50.2%,4598.2명/500m²,0.099개/500m² (총 11개),420.0,80000.0,136.0,0.5016498319624959
3110432,276882.0,14.0,대진고등학교,하계1동,64.2,69099.0,2003.5,0.101,64.2%,2003.5명/500m²,0.101개/500m² (총 14개),200.0,3000.0,238.0,0.6420284656620603
3110433,1188219.25,21.0,공릉역 2번,공릉1동,65.8,95309.0,6233.5,0.11,65.8%,6233.5명/500m²,0.11개/500m² (총 21개),360.0,5000.0,162.0,0.6580677828859147
3110434,482876.0,8.0,태릉입구역 4번,공릉1동,57.2,38090.0,6338.6,0.105,57.2%,6338.6명/500m²,0.105개/500m² (총 8개),170.0,30000.0,100.0,0.5717947321763087
3110435,110104.75,10.0,서울과학기술대,공릉2동,60.6,17818.0,3089.7,0.281,60.6%,3089.7명/500m²,0.281개/500m² (총 10개),360.0,60000.0,215.0,0.6062364920494495
3110436,0.0,1.0,상계제일중학교,중계4동,40.5,41545.0,0.0,0.012,40.5%,0.0명/500m²,0.012개/500m² (총 1개),2200.0,300000.0,991.0,0.404586647929623
3110437,753584.5,5.0,당고개역 2번,상계3.4동,45.9,83701.0,4501.6,0.03,45.9%,4501.6명/500m²,0.03개/500m² (총 5개),150.0,320000.0,1098.0,0.45932306995716726
3110438,1415903.125,18.0,경춘선숲길 우측,공릉2동,43.0,100071.0,7074.5,0.09,43.0%,7074.5명/500m²,0.09개/500m² (총 18개),700.0,120000.0,309.0,0.4301555150853039
3110440,,,,,26.2,,,,26.2%,,,110.0,2000.0,169.0,0.26165837017006766
3110441,558848.0,10.0,영신여고,중계본동,45.4,54737.0,5104.8,0.091,45.4%,5104.8명/500m²,0.091개/500m² (총 10개),260.0,46000.0,228.0,0.45411018023456357
3110442,125445.0,5.0,화랑대철도공원,공릉2동,45.1,20050.0,3128.3,0.125,45.1%,3128.3명/500m²,0.125개/500m² (총 5개),220.0,74000.0,211.0,0.45073925361388706
3110443,0.0,3.0,수색역 1번,수색동,56.9,39392.0,0.0,0.038,56.9%,0.0명/500m²,0.038개/500m² (총 3개),560.0,53000.0,278.0,0.5687086086579177
3110444,0.0,2.0,수색성당,증산동,50.2,73705.0,0.0,0.014,50.2%,0.0명/500m²,0.014개/500m² (총 2개),80.0,37000.0,45.0,0.5015163621199433
3110445,,,,,26.4,,,,26.4%,,,60.0,1000.0,33.0,0.2639469054733279
3110446,87110.25,4.0,내를건너서숲으로도서관,신사2동,62.3,59764.0,728.8,0.033,62.3%,728.8명/500m²,0.033개/500m² (총 4개),130.0,3000.0,148.0,0.6226399903859345
3110448,0.0,1.0,상신초등학교입구,신사2동,31.0,61765.0,0.0,0.008,31.0%,0.0명/500m²,0.008개/500m² (총 1개),300.0,27000.0,204.0,0.3098549688254181
3110449,561884.7272727273,11.0,증산역 3번,증산동,53.7,154127.0,1822.8,0.036,53.7%,1822.8명/500m²,0.036개/500m² (총 11개),600.0,29000.0,410.0,0.5365545592546573
3110450,1280423.9,11.0,시립서북병원,역촌동,45.9,195983.0,3266.7,0.028,45.9%,3266.7명/500m²,0.028개/500m² (총 11개),500.0,73500.0,481.0,0.4587729434306307
3110451,0.0,3.0,증산역 4번,증산동,28.9,178167.0,0.0,0.008,28.9%,0.0명/500m²,0.008개/500m² (총 3개),195.0,125000.0,87.0,0.28865481912243485
3110452,593028.0,7.0,새절역 3번,신사2동,42.2,112690.0,2631.2,0.031,42.2%,2631.2명/500m²,0.031개/500m² (총 7개),500.0,6000.0,137.0,0.4217280834416198
3110453,613736.2000000001,11.0,신사1동주민센터,신사1동,39.8,209465.0,1465.0,0.026,39.8%,1465.0명/500m²,0.026개/500m² (총 11개),800.0,62000.0,300.0,0.3982293238969655
3110454,661988.0,2.0,선정중학교,갈현2동,47.2,117225.0,2823.6,0.009,47.2%,2823.6명/500m²,0.009개/500m² (총 2개),300.0,35000.0,321.0,0.47243161584276383
3110455,696720.0,13.0,역촌노인복지관,역촌동,45.3,155405.0,2241.6,0.042,45.3%,2241.6명/500m²,0.042개/500m² (총 13개),550.0,100000.0,299.0,0.4533156413056396
3110456,1127738.181818182,11.0,구산보건지소,구산동,44.9,170875.0,3299.9,0.032,44.9%,3299.9명/500m²,0.032개/500m² (총 11개),650.0,340000.0,861.0,0.44868251363614026
3110457,578231.25,4.0,예일여고,구산동,60.1,93412.0,3095.1,0.021,60.1%,3095.1명/500m²,0.021개/500m² (총 4개),300.0,33000.0,160.0,0.6014702495797155
3110458,517986.0,11.0,선일여고,갈현2동,57.5,118649.0,2182.9,0.046,57.5%,2182.9명/500m²,0.046개/500m² (총 11개),620.0,200000.0,330.0,0.5745731080117222
3110459,1128361.7142857143,7.0,응암역 2번,역촌동,54.8,104660.0,5390.6,0.033,54.8%,5390.6명/500m²,0.033개/500m² (총 7개),1610.0,190000.0,418.0,0.5479667846306389
3110460,686786.5,8.0,구산역 4번,갈현2동,47.6,149102.0,2303.1,0.027,47.6%,2303.1명/500m²,0.027개/500m² (총 8개),2000.0,185000.0,382.0,0.4759459050294078
3110461,165490.0,7.0,새절역 2번,응암3동,57.2,33922.0,2439.3,0.103,57.2%,2439.3명/500m²,0.103개/500m² (총 7개),500.0,10000.0,120.0,0.5719652217076553
3110462,266480.3333333333,3.0,갈현건영아파트,갈현1동,33.3,155714.0,855.7,0.01,33.3%,855.7명/500m²,0.01개/500m² (총 3개),160.0,3000.0,157.0,0.33280494471703437
3110463,447489.6,5.0,응암3동주민센터,응암3동,48.9,53976.0,4145.3,0.046,48.9%,4145.3명/500m²,0.046개/500m² (총 5개),4260.0,92870.0,768.0,0.48914174574402164
3110464,514528.18181818177,11.0,연신내역 5번,갈현2동,60.6,99182.0,2593.9,0.055,60.6%,2593.9명/500m²,0.055개/500m² (총 11개),550.0,32000.0,232.0,0.6055023277535713
3110465,503963.75,12.0,연신내역 7번,갈현1동,61.6,72295.0,3485.5,0.083,61.6%,3485.5명/500m²,0.083개/500m² (총 12개),400.0,52000.0,275.0,0.6162716809189739
3110466,0.0,5.0,구산역 2번,역촌동,42.6,102377.0,0.0,0.024,42.6%,0.0명/500m²,0.024개/500m² (총 5개),450.0,8500.0,167.0,0.4260921643161122
