상권_코드,총_유동인구,상권_카페수,상권명,행정동,성공률,상권_면적_m2,인구_밀집도(명/500m2),카페_밀집도(개/500m2),성공률_표시,인구_밀집도_표시,카페_밀집도_표시,최대_월세,최대_보증금,최대_면적,최대_성공확률
3110295,868172.0,8,정릉우체국,정릉2동,12.5,153101.0,2835.3,0.026,12.5%,2835.3명/500m²,0.026개/500m² (총 8개),680.0,400000.0,544.0,0.7215545591756038
3110296,806045.8333333333,7,성신여대입구역 4번,동선동,71.4,59460.0,6778.1,0.059,71.4%,6778.1명/500m²,0.059개/500m² (총 7개),400.0,90000.0,215.0,0.7145856854418998
3110297,2503108.0,9,경동고등학교,삼선동,33.3,167263.0,7482.6,0.027,33.3%,7482.6명/500m²,0.027개/500m² (총 9개),420.0,35000.0,188.0,0.7092734874985851
3110298,0.0,1,솔숲어린이공원,정릉1동,29.0,37902.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 1개),175.0,2000.0,148.0,0.3246913051220153
3110299,825207.0,7,정릉역 1번,정릉1동,42.9,140910.0,2928.1,0.025,42.9%,2928.1명/500m²,0.025개/500m² (총 7개),2300.0,33000.0,666.0,0.6576649822873605
3110300,2310877.1904761903,22,삼선동주민센터,안암동,36.4,155662.0,7422.7,0.071,36.4%,7422.7명/500m²,0.071개/500m² (총 22개),935.0,630000.0,250.0,0.7083655548569918
3110301,1183286.4,5,성신여대입구역 7번,동선동,60.0,107374.0,5510.1,0.023,60.0%,5510.1명/500m²,0.023개/500m² (총 5개),160.0,37000.0,104.0,0.6374715704551245
3110302,145016.57142857142,7,보문역 8번,보문동,42.9,67532.0,1073.7,0.052,42.9%,1073.7명/500m²,0.052개/500m² (총 7개),400.0,30000.0,159.0,0.6451244015303361
3110303,735807.9473684211,20,성신여대입구역 1번,동선동,40.0,109299.0,3366.0,0.091,40.0%,3366.0명/500m²,0.091개/500m² (총 20개),1000.0,50000.0,199.0,0.7178736865917719
3110304,726671.3333333333,9,보문역 4번,안암동,50.0,93288.0,3894.8,0.048,50.0%,3894.8명/500m²,0.048개/500m² (총 9개),550.0,10000.0,264.0,0.7333225265944754
3110305,1511441.7999999998,16,보문역 5번,안암동,46.7,147424.0,5126.2,0.054,46.7%,5126.2명/500m²,0.054개/500m² (총 16개),440.0,97000.0,231.0,0.6699478762412612
3110306,49874.25,4,미아초등학교,길음1동,33.3,32625.0,764.4,0.061,33.3%,764.4명/500m²,0.061개/500m² (총 4개),230.0,2500.0,99.0,0.5223320740830057
3110307,0.0,12,길음역 7번,길음1동,29.0,55213.0,0.0,0.109,29.0%,0.0명/500m²,0.109개/500m² (총 12개),1500.0,120000.0,294.0,0.7273603780240834
3110308,759068.1,12,길음역 8번,길음2동,33.3,84969.0,4466.7,0.071,33.3%,4466.7명/500m²,0.071개/500m² (총 12개),1500.0,25000.0,478.0,0.6849079449752062
3110309,200675.0,6,대광초등학교,안암동,16.7,72678.0,1380.6,0.041,16.7%,1380.6명/500m²,0.041개/500m² (총 6개),450.0,4500.0,201.0,0.6541553738140249
3110312,388965.0,20,안암역 2번,안암동,33.3,85118.0,2284.9,0.117,33.3%,2284.9명/500m²,0.117개/500m² (총 20개),530.0,10000.0,237.0,0.7147904297118707
3110313,1320293.5714285716,23,안암역 3번,안암동,30.4,82289.0,8022.3,0.14,30.4%,8022.3명/500m²,0.14개/500m² (총 23개),1250.0,26000.0,281.0,0.6848295616096924
3110314,571144.0,9,종암경찰서,종암동,12.5,84094.0,3395.9,0.054,12.5%,3395.9명/500m²,0.054개/500m² (총 9개),1200.0,80000.0,631.0,0.6139971887063476
3110315,973534.6666666665,6,종암아이파크2차,종암동,33.3,92801.0,5245.3,0.032,33.3%,5245.3명/500m²,0.032개/500m² (총 6개),380.0,5000.0,231.0,0.6381765501293969
3110316,2308730.4000000004,15,숭곡초등학교,월곡1동,35.7,180619.0,6391.2,0.042,35.7%,6391.2명/500m²,0.042개/500m² (총 15개),790.0,15000.0,337.0,0.6765253914204277
3110317,605401.6,5,종암중학교,종암동,40.0,91409.0,3311.5,0.027,40.0%,3311.5명/500m²,0.027개/500m² (총 5개),250.0,210000.0,538.0,0.627979939247499
3110318,0.0,2,KT월곡지사,월곡1동,29.0,76869.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 2개),300.0,5000.0,136.0,0.6635160766399558
3110319,876900.6666666665,6,종암동주민센터,종암동,40.0,98376.0,4456.9,0.03,40.0%,4456.9명/500m²,0.03개/500m² (총 6개),500.0,6000.0,265.0,0.6409837601547016
3110320,0.0,1,KB국민은행 종암동지점,종암동,29.0,52907.0,0.0,0.009,29.0%,0.0명/500m²,0.009개/500m² (총 1개),,,,
3110321,0.0,1,동덕여대,월곡1동,29.0,8750.0,0.0,0.057,29.0%,0.0명/500m²,0.057개/500m² (총 1개),,,,
3110322,0.0,2,장위1동주민센터,장위1동,29.0,84262.0,0.0,0.012,29.0%,0.0명/500m²,0.012개/500m² (총 2개),150.0,2000.0,221.0,0.6182583519691885
3110323,855987.6000000001,10,상월곡역 1번,월곡2동,40.0,83644.0,5116.8,0.06,40.0%,5116.8명/500m²,0.06개/500m² (총 10개),300.0,5000.0,158.0,0.658331606840468
3110325,666328.0,7,장곡초등학교,장위1동,0.0,104685.0,3182.5,0.033,0.0%,3182.5명/500m²,0.033개/500m² (총 7개),400.0,7000.0,125.0,0.7136661470924822
3110326,0.0,2,장위동성당,장위1동,29.0,45509.0,0.0,0.022,29.0%,0.0명/500m²,0.022개/500m² (총 2개),120.0,1000.0,66.0,0.313536893586278
3110327,999922.8571428573,7,상월곡역 2번,월곡2동,57.1,117350.0,4260.4,0.03,57.1%,4260.4명/500m²,0.03개/500m² (총 7개),230.0,4000.0,174.0,0.6751551779758551
3110328,725240.25,4,상월곡역 3번,석관동,25.0,88297.0,4106.8,0.023,25.0%,4106.8명/500m²,0.023개/500m² (총 4개),135.0,15000.0,79.0,0.760376789162662
3110329,0.0,3,우리은행체육관,장위3동,29.0,88610.0,0.0,0.017,29.0%,0.0명/500m²,0.017개/500m² (총 3개),450.0,5000.0,179.0,0.7416026568883889
3110330,0.0,4,돌곶이역 1번,장위2동,0.0,72476.0,0.0,0.028,0.0%,0.0명/500m²,0.028개/500m² (총 4개),1200.0,15000.0,431.0,0.5880374003274687
3110331,1078692.5454545454,11,돌곶이역 8번,석관동,45.5,105931.0,5091.5,0.052,45.5%,5091.5명/500m²,0.052개/500m² (총 11개),1300.0,15000.0,714.0,0.5150692147220581
3110333,229726.33333333337,6,돌곶이역 5번,석관동,50.0,67373.0,1704.9,0.045,50.0%,1704.9명/500m²,0.045개/500m² (총 6개),710.0,15000.0,376.0,0.689829497107386
3110334,0.0,2,석관중앙교회,석관동,29.0,84276.0,0.0,0.012,29.0%,0.0명/500m²,0.012개/500m² (총 2개),150.0,3000.0,127.0,0.574121450073121
3110335,1003002.0,11,석계역 7번,석관동,36.4,140761.0,3562.8,0.039,36.4%,3562.8명/500m²,0.039개/500m² (총 11개),450.0,6000.0,150.0,0.4487311832326347
3110336,0.0,1,석관고등학교,석관동,29.0,62554.0,0.0,0.008,29.0%,0.0명/500m²,0.008개/500m² (총 1개),70.0,1000.0,92.0,0.5111322341434605
3110337,477768.6666666667,17,아카데미하우스,우이동,47.1,120638.0,1980.2,0.07,47.1%,1980.2명/500m²,0.07개/500m² (총 17개),2400.0,100000.0,1174.0,0.7361143623115772
3110338,0.0,1,인수초등학교,인수동,29.0,99103.0,0.0,0.005,29.0%,0.0명/500m²,0.005개/500m² (총 1개),28.0,500.0,60.0,0.4256449923295978
3110339,0.0,1,국립4.19민주묘지,우이동,29.0,12372.0,0.0,0.04,29.0%,0.0명/500m²,0.04개/500m² (총 1개),300.0,5000.0,79.0,0.5918726523979123
3110340,0.0,2,인수중학교,인수동,29.0,50149.0,0.0,0.02,29.0%,0.0명/500m²,0.02개/500m² (총 2개),70.0,3000.0,40.0,0.5254366209409547
3110341,263605.0,8,북한산우이역 2번,우이동,37.5,140183.0,940.2,0.029,37.5%,940.2명/500m²,0.029개/500m² (총 8개),3500.0,160000.0,1545.0,0.6836094232902277
3110342,0.0,3,국립재활원,인수동,29.0,62499.0,0.0,0.024,29.0%,0.0명/500m²,0.024개/500m² (총 3개),120.0,2000.0,116.0,0.6445660513735759
3110343,692210.0,5,무너미어린이공원,우이동,20.0,105257.0,3288.2,0.024,20.0%,3288.2명/500m²,0.024개/500m² (총 5개),150.0,2000.0,132.0,0.7355359609996643
3110344,347889.0,3,화계중학교,수유1동,33.3,38830.0,4479.6,0.039,33.3%,4479.6명/500m²,0.039개/500m² (총 3개),,,,
3110345,457612.4444444445,9,솔밭공원역 2번,우이동,25.0,103855.0,2203.1,0.043,25.0%,2203.1명/500m²,0.043개/500m² (총 9개),300.0,6000.0,143.0,0.7108571288959409
3110346,951406.0000000001,8,4.19민주묘지역 2번,우이동,25.0,60794.0,7824.8,0.066,25.0%,7824.8명/500m²,0.066개/500m² (총 8개),500.0,690000.0,337.0,0.700031246187422
3110347,0.0,1,구세군강북종합사회복지관,삼양동,29.0,32980.0,0.0,0.015,29.0%,0.0명/500m²,0.015개/500m² (총 1개),,,,
3110348,2167312.0,7,강북문화예술회관,인수동,42.9,122433.0,8851.0,0.029,42.9%,8851.0명/500m²,0.029개/500m² (총 7개),300.0,3000.0,313.0,0.7065008377011269
3110349,0.0,1,화계역 2번,수유1동,29.0,26807.0,0.0,0.019,29.0%,0.0명/500m²,0.019개/500m² (총 1개),130.0,3000.0,59.0,0.3991251192292523
3110350,664256.0,6,가오리역 2번,인수동,16.7,75348.0,4407.9,0.04,16.7%,4407.9명/500m²,0.04개/500m² (총 6개),190.0,29900.0,148.0,0.7022734838262051
3110351,0.0,4,수유북부시장옆,인수동,29.0,78839.0,0.0,0.025,29.0%,0.0명/500m²,0.025개/500m² (총 4개),150.0,3000.0,95.0,0.6898181361105462
3110352,0.0,4,수유1동주민센터,수유1동,29.0,134108.0,0.0,0.015,29.0%,0.0명/500m²,0.015개/500m² (총 4개),280.0,19000.0,250.0,0.668084483885015
3110353,0.0,1,수유동우체국,수유2동,29.0,75187.0,0.0,0.007,29.0%,0.0명/500m²,0.007개/500m² (총 1개),1200.0,42000.0,774.0,0.4289533165452561
3110354,76477.0,2,삼각산119안전센터,삼각산동,0.0,17571.0,2176.2,0.057,0.0%,2176.2명/500m²,0.057개/500m² (총 2개),500.0,8000.0,124.0,0.4930339204477683
3110355,1274552.0,3,삼양사거리역 2번,삼양동,33.3,101492.0,6279.1,0.015,33.3%,6279.1명/500m²,0.015개/500m² (총 3개),240.0,4000.0,167.0,0.4895599409801194
3110356,0.0,3,덕수교,수유2동,29.0,102062.0,0.0,0.015,29.0%,0.0명/500m²,0.015개/500m² (총 3개),180.0,33000.0,79.0,0.6576515062308108
3110357,1126259.0,2,가오리역 1번,수유2동,50.0,47879.0,11761.5,0.021,50.0%,11761.5명/500m²,0.021개/500m² (총 2개),200.0,3000.0,263.0,0.6409943515695041
3110358,769344.8571428572,8,인수동 우편취급국,인수동,16.7,111455.0,3451.4,0.036,16.7%,3451.4명/500m²,0.036개/500m² (총 8개),545.0,44000.0,284.0,0.6628252414073194
3110359,1275187.0,5,수유시장옆,수유3동,20.0,135413.0,4708.5,0.018,20.0%,4708.5명/500m²,0.018개/500m² (총 5개),320.0,32000.0,231.0,0.7072302840291406
3110360,1170492.9999999998,6,수유초등학교,수유1동,16.7,106526.0,5493.9,0.028,16.7%,5493.9명/500m²,0.028개/500m² (총 6개),220.0,100000.0,264.0,0.6454283182798791
3110361,0.0,1,삼양사거리역 1번,송천동,29.0,74852.0,0.0,0.007,29.0%,0.0명/500m²,0.007개/500m² (총 1개),7500.0,100000.0,1646.0,0.586173414178009
3110362,767332.0,7,우이천 계성교,수유2동,16.7,142902.0,2684.8,0.024,16.7%,2684.8명/500m²,0.024개/500m² (총 7개),250.0,29500.0,149.0,0.6789518167000748
3110363,0.0,2,송천동주민센터,송천동,29.0,26098.0,0.0,0.038,29.0%,0.0명/500m²,0.038개/500m² (총 2개),220.0,5000.0,127.0,0.4991219564991736
3110364,1841763.0,3,미아역 8번,미아동,0.0,127150.0,7242.5,0.012,0.0%,7242.5명/500m²,0.012개/500m² (총 3개),500.0,33000.0,198.0,0.6179740157901964
3110365,0.0,3,미아역 5번,송천동,29.0,115228.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 3개),260.0,4000.0,114.0,0.6029011600733413
3110366,0.0,5,광산사거리,수유2동,29.0,57563.0,0.0,0.043,29.0%,0.0명/500m²,0.043개/500m² (총 5개),500.0,50000.0,150.0,0.6529511677006329
3110367,1147535.0,7,강북구청,수유3동,42.9,63938.0,8973.8,0.055,42.9%,8973.8명/500m²,0.055개/500m² (총 7개),1000.0,10000.0,325.0,0.7434743701017663
3110369,1290942.0,10,성신여대운정그린캠퍼스,미아동,30.0,133932.0,4819.4,0.037,30.0%,4819.4명/500m²,0.037개/500m² (총 10개),1200.0,3500000.0,1742.0,0.6956226244913681
3110370,1493795.9999999995,7,도봉세무서,송천동,28.6,108984.0,6853.3,0.032,28.6%,6853.3명/500m²,0.032개/500m² (총 7개),220.0,22000.0,126.0,0.6947633492749825
3110371,587010.0,4,삼양입구사거리,송천동,0.0,62809.0,4673.0,0.032,0.0%,4673.0명/500m²,0.032개/500m² (총 4개),380.0,5000.0,231.0,0.6928035367710805
3110372,1492386.0,10,강북중학교,수유3동,40.0,82483.0,9046.6,0.061,40.0%,9046.6명/500m²,0.061개/500m² (총 10개),1500.0,115000.0,703.0,0.7241165338596306
3110373,0.0,6,수유역 2번,번1동,29.0,84732.0,0.0,0.035,29.0%,0.0명/500m²,0.035개/500m² (총 6개),286.0,70000.0,239.0,0.699952096941687
3110374,2444925.0,5,송중초등학교,송중동,20.0,204374.0,5981.5,0.012,20.0%,5981.5명/500m²,0.012개/500m² (총 5개),2500.0,170000.0,1397.0,0.5768339997870607
3110375,500551.0,3,서울북부고용노동지청,번2동,0.0,58262.0,4295.7,0.026,0.0%,4295.7명/500m²,0.026개/500m² (총 3개),180.0,2000.0,201.0,0.4633013067404477
3110376,2566492.0,12,수송초등학교,번1동,27.3,208928.0,6142.0,0.029,27.3%,6142.0명/500m²,0.029개/500m² (총 12개),1900.0,100000.0,810.0,0.6656039035638937
3110377,659275.0,4,미아사거리역 3번,송중동,25.0,35635.0,9250.4,0.056,25.0%,9250.4명/500m²,0.056개/500m² (총 4개),500.0,5000.0,169.0,0.5436817470512338
3110378,899986.0,5,송중동주민센터,송중동,40.0,53154.0,8465.8,0.047,40.0%,8465.8명/500m²,0.047개/500m² (총 5개),450.0,10000.0,461.0,0.6662677372274376
3110380,0.0,1,강북문화정보도서관,번2동,29.0,40504.0,0.0,0.012,29.0%,0.0명/500m²,0.012개/500m² (총 1개),200.0,2500.0,86.0,0.4672074552552525
3110381,0.0,3,번동주공2단지,번3동,29.0,50484.0,0.0,0.03,29.0%,0.0명/500m²,0.03개/500m² (총 3개),300.0,55000.0,200.0,0.6098364043616563
3110382,0.0,2,솔밭공원역 1번,쌍문1동,29.0,40166.0,0.0,0.025,29.0%,0.0명/500m²,0.025개/500m² (총 2개),250.0,200000.0,288.0,0.5945715274232011
3110383,59086.5,14,덕성여대시반거리,쌍문1동,30.0,43039.0,686.4,0.163,30.0%,686.4명/500m²,0.163개/500m² (총 14개),1100.0,19000.0,555.0,0.6469148557708652
3110384,0.0,1,문이교,쌍문1동,29.0,108209.0,0.0,0.005,29.0%,0.0명/500m²,0.005개/500m² (총 1개),400.0,10000.0,298.0,0.6381881685218392
3110385,0.0,1,효문고등학교,쌍문1동,29.0,96072.0,0.0,0.005,29.0%,0.0명/500m²,0.005개/500m² (총 1개),,,,
3110386,0.0,1,연산군묘,방학3동,29.0,16363.0,0.0,0.031,29.0%,0.0명/500m²,0.031개/500m² (총 1개),,,,
3110387,1355370.0,4,쌍문초등학교,쌍문1동,50.0,143845.0,4711.2,0.014,50.0%,4711.2명/500m²,0.014개/500m² (총 4개),200.0,5000.0,153.0,0.6397181179470711
3110388,656205.0,4,도봉우체국,쌍문3동,25.0,55371.0,5925.5,0.036,25.0%,5925.5명/500m²,0.036개/500m² (총 4개),210.0,500000.0,518.0,0.6929177757303173
3110389,0.0,4,한일병원,쌍문3동,29.0,52890.0,0.0,0.038,29.0%,0.0명/500m²,0.038개/500m² (총 4개),500.0,85000.0,334.0,0.672537581926371
3110390,558456.0,6,방학초등학교,방학2동,0.0,61821.0,4516.7,0.049,0.0%,4516.7명/500m²,0.049개/500m² (총 6개),450.0,10000.0,471.0,0.6153479274537976
3110391,0.0,3,샘말어린이공원,방학2동,29.0,245401.0,0.0,0.006,29.0%,0.0명/500m²,0.006개/500m² (총 3개),120.0,2000.0,128.0,0.6445836351805998
3110392,0.0,2,발바닥공원,쌍문4동,29.0,10355.0,0.0,0.097,29.0%,0.0명/500m²,0.097개/500m² (총 2개),257.0,35000.0,109.0,0.682704612319241
3110393,36723.0,3,국민은행방학지점,방학3동,33.3,21358.0,859.7,0.07,33.3%,859.7명/500m²,0.07개/500m² (총 3개),500.0,15000.0,322.0,0.6885155881921842
3110394,782218.4,6,방학중학교,방학2동,40.0,157817.0,2478.2,0.019,40.0%,2478.2명/500m²,0.019개/500m² (총 6개),240.0,75000.0,200.0,0.6921772602272146
3110395,373404.0,3,신한은행 방학동지점,방학1동,0.0,52472.0,3558.1,0.029,0.0%,3558.1명/500m²,0.029개/500m² (총 3개),1560.0,31200.0,625.0,0.5488341321863587
3110396,644500.2857142857,8,쌍문역1번(쌍리단길),창1동,25.0,52971.0,6083.5,0.076,25.0%,6083.5명/500m²,0.076개/500m² (총 8개),2700.0,45000.0,306.0,0.6997722768094151
3110397,1139961.7500000002,12,도봉산입구,도봉1동,18.2,542024.0,1051.6,0.011,18.2%,1051.6명/500m²,0.011개/500m² (총 12개),650.0,160000.0,312.0,0.6526372849782526
3110398,914754.0,7,쌍문2동우체국,쌍문2동,57.1,102318.0,4470.2,0.034,57.1%,4470.2명/500m²,0.034개/500m² (총 7개),1030.0,400000.0,1354.0,0.693493891434951
3110399,1592299.0,9,창2동주민센터,창2동,33.3,161205.0,4938.7,0.028,33.3%,4938.7명/500m²,0.028개/500m² (총 9개),900.0,24000.0,527.0,0.6569593177649261
3110400,0.0,11,도봉구보건소,쌍문2동,29.0,123299.0,0.0,0.045,29.0%,0.0명/500m²,0.045개/500m² (총 11개),2000.0,50000.0,1661.0,0.7215634977836674
3110402,0.0,12,도봉구 정병원,방학1동,29.0,118386.0,0.0,0.051,29.0%,0.0명/500m²,0.051개/500m² (총 12개),440.0,20000.0,462.0,0.6228576190213092
3110403,1441014.9999999998,6,방학1동주민센터,방학1동,40.0,153054.0,4707.5,0.02,40.0%,4707.5명/500m²,0.02개/500m² (총 6개),1200.0,20000.0,479.0,0.6357335831788324
3110404,2732657.1999999997,16,신창초등학교,창3동,12.5,297142.0,4598.2,0.027,12.5%,4598.2명/500m²,0.027개/500m² (총 16개),250.0,130000.0,167.0,0.6853386850055568
3110405,1126057.0,7,방학역 1번,도봉1동,14.3,185625.0,3033.2,0.019,14.3%,3033.2명/500m²,0.019개/500m² (총 7개),300.0,5000.0,231.0,0.6166898889149977
3110406,251752.5,11,도봉산역 1번,도봉1동,30.0,247532.0,508.5,0.022,30.0%,508.5명/500m²,0.022개/500m² (총 11개),650.0,10000.0,286.0,0.7312001540985287
3110407,828504.8,11,도봉역 2번,도봉1동,20.0,454340.0,911.8,0.012,20.0%,911.8명/500m²,0.012개/500m² (총 11개),7800.0,280000.0,4694.0,0.6905850135092085
3110408,211911.42857142858,7,가인초등학교,창5동,0.0,53197.0,1991.8,0.066,0.0%,1991.8명/500m²,0.066개/500m² (총 7개),3500.0,60000.0,3232.0,0.6861434035864751
3110409,496901.5384615385,13,창동역 2번,창5동,27.3,77642.0,3200.0,0.084,27.3%,3200.0명/500m²,0.084개/500m² (총 13개),650.0,105000.0,739.0,0.6795857033636845
3110410,513529.625,9,방학역 2번,방학1동,28.6,130951.0,1960.8,0.034,28.6%,1960.8명/500m²,0.034개/500m² (총 9개),1650.0,180000.0,496.0,0.6681778333215082
3110411,498098.25,4,도봉역 3번,도봉2동,0.0,90321.0,2757.4,0.022,0.0%,2757.4명/500m²,0.022개/500m² (총 4개),700.0,300000.0,213.0,0.6282594505947707
3110413,0.0,6,누원고등학교,도봉2동,29.0,74353.0,0.0,0.04,29.0%,0.0명/500m²,0.04개/500m² (총 6개),850.0,110000.0,453.0,0.7174968423314264
3110415,1866463.0000000002,16,수락산역 4번,상계1동,37.5,197508.0,4725.0,0.041,37.5%,4725.0명/500m²,0.041개/500m² (총 16개),1800.0,120000.0,950.0,0.6701871522382228
3110416,865914.0,5,노원초등학교,상계1동,25.0,92687.0,4671.2,0.027,25.0%,4671.2명/500m²,0.027개/500m² (총 5개),330.0,250000.0,493.0,0.6787331188801893
3110417,359888.0,5,월계역 3번,월계2동,60.0,29842.0,6029.9,0.084,60.0%,6029.9명/500m²,0.084개/500m² (총 5개),250.0,5000.0,199.0,0.678646360091009
3110418,944603.0,6,광운대학교 남단,월계1동,33.3,88266.0,5350.9,0.034,33.3%,5350.9명/500m²,0.034개/500m² (총 6개),230.0,3000.0,127.0,0.5796643075307747
3110419,736518.5882352941,20,수락산디자인거리,상계1동,45.0,125994.0,2922.8,0.079,45.0%,2922.8명/500m²,0.079개/500m² (총 20개),1900.0,550000.0,760.0,0.6286875046536972
3110420,466124.0,12,광운대역 1번,월계1동,10.0,50431.0,4621.4,0.119,10.0%,4621.4명/500m²,0.119개/500m² (총 12개),475.0,73000.0,275.0,0.662059553882057
3110421,331861.25,9,석계역 1번,월계1동,22.2,69794.0,2377.4,0.064,22.2%,2377.4명/500m²,0.064개/500m² (총 9개),800.0,20000.0,300.0,0.7109992173130627
3110422,0.0,3,노원역 9번,상계2동,29.0,35324.0,0.0,0.042,29.0%,0.0명/500m²,0.042개/500m² (총 3개),260.0,35000.0,193.0,0.7194148504920709
3110423,240342.5,6,석계역 2번,월계1동,40.0,58165.0,2066.0,0.052,40.0%,2066.0명/500m²,0.052개/500m² (총 6개),370.0,450000.0,162.0,0.6772968503881184
3110424,2052836.0999999999,10,상계초등학교,상계2동,30.0,75911.0,13521.3,0.066,30.0%,13521.3명/500m²,0.066개/500m² (총 10개),2500.0,235000.0,1087.0,0.6724701037574277
3110425,567011.5,13,계상초등학교,상계5동,25.0,104277.0,2718.8,0.062,25.0%,2718.8명/500m²,0.062개/500m² (총 13개),240.0,43000.0,264.0,0.6719552277646177
3110426,1393832.0,9,상계2동주민센터,상계2동,37.5,130017.0,5360.2,0.035,37.5%,5360.2명/500m²,0.035개/500m² (총 9개),550.0,100000.0,430.0,0.5743188146064736
3110427,0.0,1,노원 을지대학교병원,하계1동,29.0,30640.0,0.0,0.016,29.0%,0.0명/500m²,0.016개/500m² (총 1개),200.0,5000.0,171.0,0.6759140796627217
3110428,2774366.666666667,13,상계5동주민센터,상계5동,7.7,217725.0,6371.3,0.03,7.7%,6371.3명/500m²,0.03개/500m² (총 13개),650.0,45000.0,319.0,0.6562972824109542
3110429,1837384.0,13,공릉동 국수거리,공릉1동,41.7,160554.0,5722.0,0.04,41.7%,5722.0명/500m²,0.04개/500m² (총 13개),1500.0,130000.0,596.0,0.6577043842216407
3110430,0.0,3,중계초등학교,중계4동,29.0,11185.0,0.0,0.134,29.0%,0.0명/500m²,0.134개/500m² (총 3개),635.0,10000.0,536.0,0.5769104560052631
3110431,512309.0,11,상계역,중계4동,40.0,55707.0,4598.2,0.099,40.0%,4598.2명/500m²,0.099개/500m² (총 11개),420.0,80000.0,136.0,0.6902799160655531
3110432,276882.0,14,대진고등학교,하계1동,0.0,69099.0,2003.5,0.101,0.0%,2003.5명/500m²,0.101개/500m² (총 14개),200.0,3000.0,238.0,0.7064816569795511
3110433,1188219.25,21,공릉역 2번,공릉1동,55.6,95309.0,6233.5,0.11,55.6%,6233.5명/500m²,0.11개/500m² (총 21개),360.0,5000.0,162.0,0.7235492061413545
3110434,482876.0,8,태릉입구역 4번,공릉1동,25.0,38090.0,6338.6,0.105,25.0%,6338.6명/500m²,0.105개/500m² (총 8개),170.0,30000.0,100.0,0.6734236276085929
3110435,110104.75,10,서울과학기술대,공릉2동,10.0,17818.0,3089.7,0.281,10.0%,3089.7명/500m²,0.281개/500m² (총 10개),360.0,60000.0,215.0,0.6620749339785774
3110436,0.0,1,상계제일중학교,중계4동,29.0,41545.0,0.0,0.012,29.0%,0.0명/500m²,0.012개/500m² (총 1개),2200.0,40000.0,991.0,0.6127148761447084
3110437,753584.5,5,당고개역 2번,상계3.4동,0.0,83701.0,4501.6,0.03,0.0%,4501.6명/500m²,0.03개/500m² (총 5개),150.0,320000.0,1098.0,0.7288944315946188
3110438,1415903.125,18,경춘선숲길 우측,공릉2동,33.3,100071.0,7074.5,0.09,33.3%,7074.5명/500m²,0.09개/500m² (총 18개),700.0,120000.0,309.0,0.6141929611186727
3110439,290804.0,3,당고개역 5번,상계3.4동,0.0,99026.0,1468.3,0.015,0.0%,1468.3명/500m²,0.015개/500m² (총 3개),,,,
3110441,558848.0,10,영신여고,중계본동,40.0,54737.0,5104.8,0.091,40.0%,5104.8명/500m²,0.091개/500m² (총 10개),260.0,46000.0,228.0,0.5974842216079191
3110442,125445.0,5,화랑대철도공원,공릉2동,20.0,20050.0,3128.3,0.125,20.0%,3128.3명/500m²,0.125개/500m² (총 5개),220.0,3000.0,117.0,0.7050104774814417
3110443,0.0,3,수색역 1번,수색동,29.0,39392.0,0.0,0.038,29.0%,0.0명/500m²,0.038개/500m² (총 3개),560.0,53000.0,278.0,0.7350774637301216
3110444,0.0,2,수색성당,증산동,29.0,73705.0,0.0,0.014,29.0%,0.0명/500m²,0.014개/500m² (총 2개),80.0,37000.0,45.0,0.5838943462128069
3110446,87110.25,4,내를건너서숲으로도서관,신사2동,25.0,59764.0,728.8,0.033,25.0%,728.8명/500m²,0.033개/500m² (총 4개),130.0,3000.0,148.0,0.699068536280627
3110447,0.0,2,구산초등학교,구산동,29.0,36415.0,0.0,0.027,29.0%,0.0명/500m²,0.027개/500m² (총 2개),,,,
3110448,0.0,1,상신초등학교입구,신사2동,29.0,61765.0,0.0,0.008,29.0%,0.0명/500m²,0.008개/500m² (총 1개),300.0,27000.0,204.0,0.5916281540142572
3110449,561884.7272727273,11,증산역 3번,증산동,30.0,154127.0,1822.8,0.036,30.0%,1822.8명/500m²,0.036개/500m² (총 11개),600.0,29000.0,410.0,0.707841515205072
3110450,1280423.9000000001,11,시립서북병원,역촌동,55.6,195983.0,3266.7,0.028,55.6%,3266.7명/500m²,0.028개/500m² (총 11개),500.0,73500.0,481.0,0.6890391184105853
3110451,0.0,3,증산역 4번,증산동,29.0,178167.0,0.0,0.008,29.0%,0.0명/500m²,0.008개/500m² (총 3개),195.0,125000.0,87.0,0.3133053508483045
3110452,593028.0,7,새절역 3번,신사2동,14.3,112690.0,2631.2,0.031,14.3%,2631.2명/500m²,0.031개/500m² (총 7개),500.0,6000.0,137.0,0.6015109018488626
3110453,613736.2000000001,11,신사1동주민센터,신사1동,27.3,209465.0,1465.0,0.026,27.3%,1465.0명/500m²,0.026개/500m² (총 11개),800.0,62000.0,300.0,0.6975740623082798
3110454,661988.0,2,선정중학교,갈현2동,0.0,117225.0,2823.6,0.009,0.0%,2823.6명/500m²,0.009개/500m² (총 2개),300.0,35000.0,321.0,0.6422880313346067
3110455,696720.0,13,역촌노인복지관,역촌동,15.4,155405.0,2241.6,0.042,15.4%,2241.6명/500m²,0.042개/500m² (총 13개),550.0,100000.0,299.0,0.6678392904677602
