상가업소번호,상호명,지점명,TRDAR_CD,법정동코드,지번본번지,지번부번지,건물관리번호,지번,고유번호,연면적,건축물면적(㎡),커버건축물면적,커버연면적
MA010120220806945882,달리셔스,,3120198,1168010100,790,1,1168010100107900001025183,790-1,1.1680101001079e+18,4208.34,474.08,474.08,4208.34
MA010120220808348147,카페;쉼표,,3120039,1114016300,118,0,1114016300101180000011284,118,1.11401630010118e+18,1141.8,177.52,177.52,1141.8
MA010120220812238767,키노겐,,3110579,1144010700,349,15,1144010700103490015022121,349-15,1.14401070010349e+18,153.36,59.42,59.42,153.36
MA0101202311A0100026,카이로스커피앤로또,,3110934,1165010300,67,0,1165010300100670000006025,67,1.16501030010067e+18,3788.96,542.56,542.56,3788.96
MA010120220804423749,쿠바프레소,,3110398,1132010500,668,12,1132010500106680012018673,668-12,1.13201050010668e+18,257.95,92.98,92.98,257.95
MA0101202409A0046525,카페에이치,,3130295,1162010100,1639,1,1162010100116390001024100,1639-1,1.16201010011639e+18,38.64,0.0,0.0,38.64
MA0101202302A0016588,화이트브릭야드,,3130051,1114016200,50,9,1114016200100500009003507,50-9,1.1140162001005e+18,829.45,138.9,138.9,829.45
MA0101202411A0141173,카페달망,,3110252,1126010100,152,59,1126010100101520059023489,152-59,1.12601010010152e+18,221.09,121.12,121.12,221.09
MA010120220809592492,카페오엑스오,,3120014,1111016200,329,2,1111016200103300000011740,329-2,1.11101620010329e+18,211.58,0.0,0.0,211.58
MA0101202305A0151202,커픽스,,3110879,1162010200,395,48,1162010200103950048010224,395-48,1.16201020010395e+18,295.54,0.0,0.0,295.54
MA010120220803322052,매머드익스프레스영등포구청역점,,3110763,1156011300,395,30,1156011300103950030028903,395-30,1.15601130010395e+18,389.42,112.66,112.66,389.42
MA010120220810497432,밀크팩토리,,3130191,1144012000,331,18,1144012000103310018009928,331-18,1.1440120001033101e+18,910.63,208.25,208.25,910.63
MA010120220809955410,요고요고,,3110220,1123011000,305,63,1123011000103050063003683,305-63,1.1230110001030501e+18,306.41,0.0,0.0,306.41
MA010120220800443943,투썸플레이스이수역점,,3130273,1159010700,130,20,1159010700101300020034009,130-20,1.1590107001013e+18,267.81,91.43,91.43,267.81
MA010120220806883318,유별커피,,3110843,1159010700,213,25,1159010700102130025005597,213-25,1.15901070010213e+18,635.03,173.88,173.88,635.03
MA0101202308A0034229,그루밍커피카페,,3130179,1141011200,37,25,1141011200100370025023930,37-25,1.14101120010037e+18,1424.71,131.44,131.44,1424.71
MA010120220810800940,슬래시위드,,3110774,1156011400,32,107,1156011400100320107028223,32-107,1.15601140010032e+18,994.13,161.45,161.45,994.13
MA010120220811429195,인얼스커피,,3120073,1129013400,20,1,1129013400100200001025204,20-1,1.1290134001002001e+18,88702.08,4850.12,970.024,17740.416
MA010120220809597699,디엔에이벤처스제삼호,,3120073,1129013400,20,1,1129013400100200001025204,20-1,1.1290134001002001e+18,88702.08,4850.12,970.024,17740.416
MA0101202406A0511702,하우스파티쉐리,,3120073,1129013400,20,1,1129013400100200001025204,20-1,1.1290134001002001e+18,88702.08,4850.12,970.024,17740.416
MA010120220803932739,밀탑주,미아점,3120073,1129013400,20,1,1129013400100200001025204,20-1,1.1290134001002001e+18,88702.08,4850.12,970.024,17740.416
MA0106202406A2466100,스타벅스,현대미아,3120073,1129013400,20,1,,20-1,1.1290134001002001e+18,88702.08,4850.12,970.024,17740.416
MA010120220805194022,그레이그리스트밀,,3110949,1168010700,522,0,1168010700105220000011451,522,1.16801070010522e+18,3571.2,456.21,456.21,3571.2
MA010120220807784761,매머드익스프레스경찰,병원점,3120237,1171010700,77,4,1171010700100770004000001,77-4,1.17101070010077e+18,17486.93,866.8,866.8,17486.93
MA010120220805156797,오랑제뜨,,3110544,1144012300,400,2,1144012300104000002000001,400-2,1.144012300104e+18,4267.06,585.49,585.49,4267.06
MA0101202302A0049998,레이지커피하우스,,3110220,1123011000,288,45,1123011000102880045000001,288-45,1.12301100010288e+18,260.02,0.0,0.0,260.02
MA010120220813835599,커피데스크,역삼점,3130306,1168010100,700,3,1168010100107000003000001,700-3,1.168010100107e+18,2659.5,188.93,188.93,2659.5
MA010120220813514852,리모트remote,,3110620,1147010200,717,14,1147010200107170014018610,717-14,1.14701020010717e+18,325.6,65.12,65.12,325.6
MA010120220804025344,할리스커피,,3110990,1168010400,73,3,1168010400100730003018778,73-3,1.16801040010073e+18,549.0,115.35,115.35,549.0
MA010120220804410521,밀크밤홍제,본점,3110521,1141011100,308,213,1141011100103080213017612,308-213,1.1410111001030802e+18,356.34,0.0,0.0,356.34
MA010120220805001588,휴카페,,3130094,1123010300,635,11,1123010300106350011034624,635-11,1.12301030010635e+18,74.38,0.0,0.0,74.38
MA0101202310A0062016,크레인디앤이,,3110938,1165010200,120,4,1165010200101200005005873,120-4,1.1650102001012001e+18,1348.13,246.66,246.66,1348.13
MA0101202406A0193891,묵묵카페,,3130268,1159010200,463,1,1159010200104630001020646,463-1,1.15901020010463e+18,654.68,130.19,130.19,654.68
MA0101202409A0015368,카페유니버스하트,,3110935,1165010800,1349,22,1165010800113490022022814,1349-22,1.16501080011349e+18,477.3,92.8,92.8,477.3
MA010120220806831822,쉼카페,,3110863,1162010200,588,1,1162010200105880001001763,588-1,1.16201020010588e+18,1067.78,251.35,251.35,1067.78
MA010120220813693736,하우신림역점,,3120157,1162010200,1467,10,1162010200114670010013534,1467-10,1.16201020011467e+18,0.0,0.0,0.0,0.0
MA010120220812052842,룰커피,,3120171,1165010800,1484,12,1165010800114840012021500,1484-12,1.16501080011484e+18,920.19,144.47,144.47,920.19
MA010120220804869089,메가엠지씨커피논골,사거리점,3110106,1120010900,168,65,1120010900101680065015733,168-65,1.1200109001016801e+18,175.3,0.0,0.0,175.3
MA0106202201A0636245,탐앤탐스고대점,,3110313,1129012500,104,117,1129012500101040117041429,104-117,1.1290125001010401e+18,390.98,101.39,101.39,390.98
MA010120220805153274,등선재,,3120009,1111015300,75,2,1111015300100750002013743,75-2,1.11101530010075e+18,95.01,95.01,95.01,95.01
MA0106202406A2465097,스타벅스,마포일진빌딩,3120106,1144010400,50,1,,50-1,1.1440104001005e+18,21612.57,980.04,980.04,21612.57
MA010120220801025061,커피마마퀸,,3120244,1174010700,503,10,1174010700105030010000001,503-10,1.17401070010503e+18,997.77,198.22,198.22,997.77
MA010120220812018485,쉬즈베이글신풍역점,,3110791,1156013200,428,11,1156013200104280011010875,428-11,1.15601320010428e+18,202.31,59.24,59.24,202.31
MA0101202409A0007720,커피썸,,3110139,1121510500,52,163,1121510500100520163015490,52-163,1.1215105001005202e+18,137.26,69.26,69.26,137.26
MA0101202306A0069962,커피사피엔스시청,태평로점,3120022,1114011400,69,20,1114011400100690023022568,69-20,1.11401140010069e+18,4579.6,0.0,0.0,4579.6
MA010120220803263317,모멘토브루어스,,3130070,1120011400,13,125,1120011400100130125007868,13-125,1.1200114001001302e+18,614.76,122.04,122.04,614.76
MA010120220813286843,공음,,3110487,1138010300,268,3,1138010300102680003039705,268-3,1.13801030010268e+18,339.44,0.0,0.0,339.44
MA010120220807488088,씨위드커피,,3110213,1123011000,341,60,1123011000103410060004062,341-60,1.12301100010341e+18,355.31,0.0,0.0,355.31
MA010120220813998605,오케이어맨션,,3120105,1144011500,93,113,1144011500100930113024655,93-113,1.1440115001009302e+18,329.76,75.69,75.69,329.76
MA010120220812480534,오지메이커,,3001495,1171011100,51,11,1171011100100510011015908,51-11,1.17101110010051e+18,10000.59,426.12,426.12,10000.59
MA0101202409A0129409,케이크팝,,3110839,1159010200,505,1,1159010200105050001019414,505-1,1.15901020010505e+18,1261.35,228.48,228.48,1261.35
MA010120220810037464,코오롱인더스트리FnC부문코오롱스포츠솟솟618점,,3110946,1165010400,419,17,1165010400104190017004075,419-17,1.16501040010419e+18,358.89,148.71,49.57,119.63
MA010120220810345134,코오롱스포츠솟솟618,,3110946,1165010400,419,17,1165010400104190017004075,419-17,1.16501040010419e+18,358.89,148.71,49.57,119.63
MA0101202302A0075037,컴포즈커피삼각지역점,,3110076,1117012600,1,2,1117012600100010002012992,1-2,1.11701260010001e+18,61.45,61.45,61.45,61.45
MA010120220800138159,카페길,,3120021,1114016600,120,35,1114016600101200035022628,120-35,1.1140166001012e+18,0.0,0.0,0.0,0.0
MA010120220800122205,이디야커피,,3120021,1114016600,120,35,1114016600101200035022628,120-35,1.1140166001012e+18,0.0,0.0,0.0,0.0
MA010120220806669026,두란노커피,,3130324,1174010500,355,6,1174010500103550006023017,355-6,1.17401050010355e+18,895.08,188.4,188.4,895.08
MA010120220804692550,퍼스트원광고,,3110955,1168010800,178,3,1168010800101780003008804,178-3,1.16801080010178e+18,631.67,131.97,131.97,631.67
MA010120220813917085,행복커피호프,,3110858,1162010200,517,3,1162010200105170003013882,517-3,1.16201020010517e+18,1717.55,219.78,219.78,1717.55
MA0101202406A0065039,커피대장,,3110826,1159010200,356,224,1159010200103560224025106,356-224,1.1590102001035602e+18,489.32,86.84,86.84,489.32
MA010120220808184646,지알레빗,,3120245,1174010800,428,2,1174010800104280002004678,428-2,1.17401080010428e+18,23909.9,1874.22,1874.22,23909.9
MA010120220809716059,레이지앤트,,3120217,1168010600,961,11,1168010600109610011012745,961-11,1.16801060010961e+18,970.5,192.0,192.0,970.5
MA0101202409A0219889,공차대치학원가점,,3120219,1168010600,941,16,1168010600109410016013787,941-16,1.16801060010941e+18,726.43,148.17,148.17,726.43
MA010120220811937960,바리스타,,3120105,1144011500,310,2,1144011500103100002009363,310-2,1.1440115001031e+18,96.92,83.7,83.7,96.92
MA010120220803032746,로펠로세라,,3120105,1144011500,145,13,1144011500101450013009228,145-13,1.14401150010145e+18,243.38,91.59,91.59,243.38
MA010120220805423889,을지소월,,3130035,1114015200,327,0,1114015200103270000012241,327,1.11401520010327e+18,466.27,0.0,0.0,466.27
MA0101202308A0018232,숨,,3110411,1132010800,625,10,1132010800106250010009727,625-10,1.13201080010625e+18,185.97,82.99,82.99,185.97
MA010120220808289825,이디야노량진역사,,3120153,1159010100,60,11,1159010100100240001000001,60-11,,,,,
MA010120220813066488,이디야상계역점,,3110436,1135010600,152,5,1135010600101520005010310,152-5,1.13501060010152e+18,1781.06,189.33,189.33,1781.06
MA010120220811748704,델리나인,,3120176,1165010700,718,0,1165010700107180000017926,718,1.16501070010718e+18,1025.04,178.2,178.2,1025.04
MA010120220810536437,빽다방,광운대점,3110420,1135010200,393,14,1135010200103930014018576,393-14,1.13501020010393e+18,505.51,84.32,84.32,505.51
MA0106202306A1052366,두란노커피,,3130311,1171010100,210,29,1171010100102100029000887,210-29,1.1710101001021e+18,542.79,0.0,0.0,542.79
MA010120220811479082,카페양귀비,,3110213,1123011000,345,7,1123011000103450007004030,345-7,1.12301100010345e+18,999.67,0.0,0.0,999.67
MA0101202409A0249040,공차대치역점,,3120220,1168010600,507,2,1168010600105070002000001,507-2,1.16801060010507e+18,18757.3,1681.71,560.57,6252.433333333333
MA0101202406A0361146,나래카페,,3130002,1111011400,21,1,1111011400100210001027641,21-1,1.11101140010021e+18,150.15,0.0,0.0,150.15
MA010120220812113527,모란커피,,3120003,1111011700,160,0,1111011700101600000027487,160,1.1110117001016e+18,13298.02,0.0,0.0,6649.01
MA010120220800984982,커피붕붕커피볶는집,,3120003,1111011700,160,0,1111011700101600000027487,160,1.1110117001016e+18,13298.02,0.0,0.0,6649.01
MA0101202406A0390572,와트커피,,3120125,1153010200,597,40,1153010200105970040018982,597-40,1.15301020010597e+18,29.75,29.75,29.75,29.75
MA010120220812991425,블링스타,,3110191,1123010300,136,152,1123010300101360152030109,136-152,1.1230103001013601e+18,231.82,58.62,58.62,231.82
MA010120220808314224,소낙,,3110146,1121510500,586,17,1121510500105860017024933,586-17,1.12151050010586e+18,341.16,131.24,131.24,341.16
MA0101202305A0019772,러프,,3110186,1123010300,148,20,1123010300101480020000001,148-20,1.1230103001014801e+18,826.98,153.36,153.36,826.98
MA010120220808276846,오버슬로우,,3110502,1141012000,64,44,1141012000100640044005615,64-44,1.14101200010064e+18,290.8,0.0,0.0,290.8
MA010120220804806892,커피마마퀸E편한세상,독산점,3130231,1154510200,1007,13,1154510200110070013013971,1007-13,1.15451020011007e+18,0.0,0.0,0.0,0.0
MA010120220812606359,공간A.B.C,,3130231,1154510200,1007,13,1154510200110070013013971,1007-13,1.15451020011007e+18,0.0,0.0,0.0,0.0
MA0101202306A0106711,컴포즈커피,이화여대점,3130179,1141011200,56,76,1141011200100560076023811,56-76,1.1410112001005601e+18,998.02,0.0,0.0,499.01
MA0101202209A0095543,리파인오후5시리화인,,3130179,1141011200,56,76,1141011200100560076023811,56-76,1.1410112001005601e+18,998.02,0.0,0.0,499.01
MA010120220807056135,하우,서울대입구역점,3120159,1162010100,979,2,1162010100109790002000001,979-2,1.16201010010979e+18,0.0,0.0,0.0,0.0
MA010120220807370517,더아담서울대입구역,,3120159,1162010100,979,1,1162010100109790002000001,979-1,,,,,
MA010120220806533112,프라이데이무브먼트,,3110124,1120011400,656,1766,1120011400106561766007750,656-1766,1.1200114001065618e+18,253.59,0.0,0.0,253.59
MA010120220808711620,스틸커피,,3110305,1129012300,1,0,1129012300100010000041121,1,1.12901230010001e+18,641.19,115.16,115.16,641.19
MA010120220809321967,달;꽃이피다,,3110190,1123010300,67,181,1123010300100670181030652,67-181,1.1230103001006702e+18,409.06,87.98,87.98,409.06
MA010120220807019110,로스팅카페,,3130262,1159010200,194,22,1159010200101940022021407,194-22,1.15901020010194e+18,151.77,110.08,110.08,151.77
MA0101202306A0037414,바버젤라또,,3110126,1120011400,656,1053,1120011400106561053009977,656-1053,1.120011400106561e+18,195.28,56.2,28.1,97.64
MA010120220812400933,샌프란시스코커피,,3110126,1120011400,656,1053,1120011400106561053009977,656-1053,1.120011400106561e+18,195.28,56.2,28.1,97.64
MA010120220811658843,시나본,,3110821,1159010900,360,17,1159010900103600017001770,360-17,1.1590109001036e+18,12161.82,762.5,762.5,12161.82
MA0101202306A0109599,매일,,3110453,1138010900,28,11,1138010900100280011014887,28-11,1.13801090010028e+18,421.24,90.48,90.48,421.24
MA0101202301A0072402,메가엠지씨커피까치산역점,,3120121,1150010300,343,61,1150010300103430061024685,343-61,1.15001030010343e+18,937.85,245.49,245.49,937.85
MA0101202409A0031359,퀸즈커피,,3120016,1111017400,467,1,1111017400104670001000001,467-1,,,,,
MA010120220807111449,미드나잇선,,3110252,1126010100,158,1,1126010100101580001023452,158-1,1.12601010010158e+18,123.15,63.61,63.61,123.15
MA0101202406A0445440,우디바운스,,3110873,1162010100,711,2,1162010100107110002000001,711-2,,,,,
MA010120220808578009,단백하다,,3130148,1132010600,632,54,1132010600106320054001911,632-54,1.13201060010632e+18,360.48,85.5,85.5,360.48
MA010120220805361807,고소운,,3110220,1123011000,288,40,1123011000102880040003577,288-40,1.12301100010288e+18,359.19,0.0,0.0,359.19
MA010120220803588777,파머스카페,,3110126,1120011400,656,1083,1120011400106561083008273,656-1083,1.120011400106561e+18,697.75,120.0,120.0,697.75
MA010120220800365037,렐란디,,3120149,1156011000,25,12,1156011000100250014031614,25-12,1.15601100010025e+18,33819.74,1090.3,1090.3,33819.74
MA0101202406A0387713,플랩핑커피,,3110542,1144012300,469,14,1144012300104690014015052,469-14,,,,,
MA0101202307A0037182,마우카,,3110080,1117010100,406,57,1117010100104060057027598,406-57,1.11701010010406e+18,84.58,43.95,43.95,84.58
MA010120220812461857,더블류피,,3120093,1141011700,188,85,1141011700101880085000001,188-85,1.14101170010188e+18,737.16,147.55,147.55,737.16
MA010120220800349229,팬더커피숍,,3110800,1156010300,28,156,1156010300100280156034035,28-156,1.15601030010028e+18,953.06,240.66,240.66,953.06
MA010120220804547769,구떼라이제,,3110162,1121510100,135,19,1121510100101350019000001,135-19,1.12151010010135e+18,347.86,103.49,103.49,347.86
MA0101202310A0004454,쓰리어클락,,3110513,1141011700,85,4,1141011700100850004019544,85-4,,,,,
MA0101202301A0095511,디어,,3130261,1159010200,324,41,1159010200103240041025081,324-41,1.15901020010324e+18,298.87,77.44,77.44,298.87
MA010120220812953872,카페마달,,3111013,1171010400,39,19,1171010400100390019012329,39-19,1.1710104001003901e+18,339.66,105.3,105.3,339.66
MA0101202411A0075326,앙코르,,3110976,1168010400,13,20,1168010400100130020000001,13-20,1.16801040010013e+18,658.5,150.5,150.5,658.5
MA0106202212A0036884,메가엠지씨커피신논현역점,,3120187,1168010800,199,5,1168010800101990005009372,199-5,,,,,
MA010120220810420590,카페헤이샌디,,3120242,1174010800,551,0,1174010800105510000006980,551,1.17401080010551e+18,3435.44,657.79,657.79,3435.44
MA0101202311A0076635,페트리코파트너스창경궁점,,3110025,1111016700,60,0,1111016700100600000012900,60,1.1110167001006e+18,8080.04,887.87,887.87,8080.04
MA0101202305A0016499,눈커피,,3110921,1165010700,107,100,1165010700101070100016675,107-100,1.16501070010107e+18,238.5,81.97,81.97,238.5
MA010120220808810840,101빌리지,,3110475,1138010700,101,78,1138010700101010078024872,101-78,1.13801070010101e+18,382.57,0.0,0.0,382.57
MA0101202411A0116813,매머드익스프레스대치학원가점,,3120219,1168010600,988,14,1168010600109880014000001,988-14,1.16801060010988e+18,7252.37,761.78,380.89,3626.185
MA0106202407A2424907,판다커피&디저트,,3120219,1168010600,988,14,1168010600109880014000001,988-14,1.16801060010988e+18,7252.37,761.78,380.89,3626.185
MA0101202406A0133671,카페띠앗,,3110566,1144012000,328,28,1144012000103280028000001,328-28,1.14401200010328e+18,391.47,85.69,85.69,391.47
MA0101202406A0111727,플러스82,상암점,3120098,1144012700,1605,0,1144012700102240003028899,1605,1.14401270011605e+18,152569.07,11438.94,497.34521739130435,6633.437826086957
MA0101202406A0348114,칸틴,상암점,3120098,1144012700,1605,0,1144012700102240003028899,1605,1.14401270011605e+18,152569.07,11438.94,497.34521739130435,6633.437826086957
MA0101202406A0145132,정,상암점,3120098,1144012700,1605,0,1144012700102240003028899,1605,1.14401270011605e+18,152569.07,11438.94,497.34521739130435,6633.437826086957
MA0101202409A0044518,블루샥상암누리꿈점,,3120098,1144012700,1605,0,1144012700102240003028899,1605,1.14401270011605e+18,152569.07,11438.94,497.34521739130435,6633.437826086957
MA0101202406A0167528,카페우드진상암,2호점,3120098,1144012700,1605,0,1144012700102240003028899,1605,1.14401270011605e+18,152569.07,11438.94,497.34521739130435,6633.437826086957
MA0101202406A0251067,폴라커피,,3120098,1144012700,1605,0,1144012700102240003028899,1605,1.14401270011605e+18,152569.07,11438.94,497.34521739130435,6633.437826086957
MA010120220806023097,더초이,,3110907,1165010100,862,13,1165010100108620013009693,862-13,1.16501010010862e+18,282.21,107.7,107.7,282.21
MA0101202406A0161547,디셈버텐,,3111088,1174010200,184,2,1174010200101840002017829,184-2,1.1740102001018401e+18,494.22,106.47,106.47,494.22
MA010120220807052283,아로이커피홍은벽산,,3110525,1141011800,48,68,1141011800100480068013179,48-68,1.1410118001004801e+18,299.24,59.62,59.62,299.24
MA0101202210A0001003,라프텔,,3130312,1171010500,275,5,1171010500102750005011279,275-5,1.17101050010275e+18,454.89,121.12,121.12,454.89
MA0101202406A0471430,카페이레,,3110371,1130510100,458,8,1130510100104580008025820,458-8,1.13051010010458e+18,4976.16,484.35,484.35,4976.16
MA010120220809960116,매머드익스프레스커피노원,롯데점,3120081,1135010500,716,0,1135010500107160000007871,716,1.13501050010716e+18,2897.53,282.93,282.93,2897.53
MA0101202301A0007621,컴포즈커피성동,구청점,3130067,1120010400,69,0,1120010400100690000000001,69,1.12001040010069e+18,37003.41,4347.65,2173.825,18501.705
MA010120220812163423,블랭킷Blanket,,3110961,1168010800,224,18,1168010800102240018027094,224-18,1.16801080010224e+18,911.55,167.82,83.91,455.775
MA0101202406A0483626,포트캔커피강남,논현점,3110961,1168010800,224,18,1168010800102240018027094,224-18,1.16801080010224e+18,911.55,167.82,83.91,455.775
MA010120220813608927,아더커피,,3120010,1111015900,278,0,1111015900102780000016103,278,1.11101590010278e+18,66.12,0.0,0.0,33.06
MA010120220809959827,커피타임,,3120010,1111015900,278,0,1111015900102780000016103,278,1.11101590010278e+18,66.12,0.0,0.0,33.06
MA010120220812910691,토비커피,,3110904,1165010100,421,23,1165010100104210023000001,421-23,1.16501010010421e+18,2555.22,264.28,264.28,2555.22
MA010120220812192019,카페람람,,3120070,1129010500,27,0,1129010500100270000050399,27,1.12901050010027e+18,190.92,0.0,0.0,190.92
MA010120220803473837,이리카페,,3110561,1144011500,337,4,1144011500103370004009526,337-4,1.14401150010337e+18,564.87,154.74,154.74,564.87
MA010120220812516149,커피집,,3110813,1156013200,651,0,1156013200106510000006874,651,1.15601320010651e+18,198.18,100.33,100.33,198.18
MA0106202309A0366882,텐퍼센트은평,구청점,3110486,1138010200,206,0,1138010200102060000044158,206,1.13801020010206e+18,1062.88,343.55,343.55,1062.88
MA010120220800035795,에코레카페앤그로서리,,3110008,1111011100,145,0,1111011100101450000000001,145,1.11101110010145e+18,452.31,123.83,123.83,452.31
MA0101202209A0076123,매머드익스프레스마포,구청점,3110545,1144012500,590,5,1144012500105900005027940,590-5,1.1440125001059e+18,16742.32,947.2,947.2,16742.32
MA010120220807750767,톨스위즈,,3110063,1117011300,78,25,1117011300100780025019175,78-25,1.11701130010078e+18,435.77,94.68,94.68,435.77
MA010120220806409001,유앤미,,3110221,1123011000,255,23,1123011000102550023000650,255-23,1.12301100010255e+18,93.82,93.82,93.82,93.82
MA010120220808435912,아르넬ARENEL,,3110949,1168010700,526,13,1168010700105260013011318,526-13,1.16801070010526e+18,488.16,137.28,137.28,488.16
MA0101202406A0039712,카페얼롱,,3110372,1130510300,167,74,1130510300101670074008649,167-74,1.13051030010167e+18,489.6,97.92,97.92,489.6
MA010120220806981591,궁전다방,,3110860,1162010200,1570,5,1162010200115700005003048,1570-5,1.1620102001157e+18,1735.02,211.14,211.14,1735.02
MA010120220800443752,오띠,,3130261,1159010200,324,2,1159010200103240002024614,324-2,1.15901020010324e+18,1132.08,283.02,283.02,1132.08
MA010120220806679871,만랩커피당산,중앙점,3120138,1156011400,47,0,1156011400100470000027151,47,1.15601140010047e+18,32.69,32.69,32.69,32.69
MA0106202406A2465782,스타벅스,동대입구역,3120036,1114014300,62,35,,62-35,1.11401430010062e+18,4591.94,558.36,558.36,4591.94
MA010120220813928637,아이엠,,3110960,1168011800,947,10,1168011800109470010000532,947-10,1.16801180010947e+18,954.09,239.55,119.775,477.045
MA010120220805278096,블렌디스튜디오,,3110960,1168011800,947,10,1168011800109470010000532,947-10,1.16801180010947e+18,954.09,239.55,119.775,477.045
MA0101202209A0051854,오'블루,,3110417,1135010200,270,19,1135010200102700019017442,270-19,1.1350102001027e+18,645.66,121.5,121.5,645.66
MA010120220803663478,브라질커피숍,,3130094,1123010700,766,0,1123010700107660000014091,766,1.12301070010766e+18,1166.22,277.14,277.14,1166.22
MA0101202302A0013665,투썸플레이스숙대입구역점,,3120045,1117010500,62,9,1117010500100620009000001,62-9,1.11701050010062e+18,1018.51,400.73,400.73,1018.51
MA0101202302A0064419,블루빈스커피,공릉점,3130159,1135010300,581,1,1135010300105810001016733,581-1,1.13501030010581e+18,8846.39,0.0,0.0,4423.195
MA010120220811082120,공릉볼링센타;공릉카페,,3130159,1135010300,581,1,1135010300105810001016733,581-1,1.13501030010581e+18,8846.39,0.0,0.0,4423.195
MA0101202306A0078258,바이러닉에스프레소바,,3120051,1120011400,14,35,1120011400100140035000001,14-35,1.12001140010014e+18,1370.1,271.8,271.8,1370.1
MA010120220804584775,지엠비,,3110605,1147010300,559,2,1147010300105590002009088,559-2,1.14701030010559e+18,1908.06,253.78,253.78,1908.06
MA010120220802915973,일상적,,3110259,1126010100,595,45,1126010100105950045025607,595-45,1.1260101001059501e+18,176.55,57.3,57.3,176.55
MA0101202305A0002748,자무쉬,,3110572,1144011100,81,64,1144011100100810064007761,81-64,1.1440111001008101e+18,41.92,41.92,41.92,41.92
MA010120220808303991,아르떼,,3110502,1141012000,73,287,1141012000100730287005902,73-287,1.1410120001007302e+18,155.94,53.06,53.06,155.94
MA010120220814255689,청운동108,,3110014,1111010100,108,5,1111010100101080005031038,108-5,1.11101010010108e+18,207.64,0.0,0.0,103.82
MA010120220804124416,동감,,3110014,1111010100,108,5,1111010100101080005031038,108-5,1.11101010010108e+18,207.64,0.0,0.0,103.82
MA010120220805131718,후문,,3120057,1121510200,256,13,1121510200102560013006437,256-13,1.12151020010256e+18,311.4,143.8,143.8,311.4
MA0101202406A0345050,컴포즈커피장한평역사점,,3120066,1123010600,472,3,1123010600104720003000001,472-3,1.12301060010472e+18,0.0,0.0,0.0,0.0
MA0101202406A0119080,그로브,,3120170,1165010700,54,11,1165010700100540011016626,54-11,1.16501070010054e+18,1086.71,188.89,188.89,1086.71
MA010120220813918857,이디야은평,구청점,3110486,1138010200,212,0,1138010200100740005000207,212,1.13801020010212e+18,1022.47,0.0,0.0,1022.47
MA0101202406A0051320,컴포즈커피서울외대점,,3110220,1123011000,305,59,1123011000103050059003610,305-59,1.1230110001030501e+18,0.0,0.0,0.0,0.0
MA010120220800299662,이디야,,3120238,1171011100,208,6,1171011100102080006017209,208-6,1.17101110010208e+18,978.78,179.38,179.38,978.78
MA0101202303A0048750,메가엠지씨커피올림픽대교북단점,,3120061,1121510300,200,20,1121510300102000020008048,200-20,1.121510300102e+18,996.63,180.89,180.89,996.63
MA010120220800066254,컨퍼런스하우스달개비,,3120003,1111011700,3,1,1111011700100030001028734,3-1,1.11101170010003e+18,478.21,0.0,0.0,478.21
MA010120220802780015,까페오,,3110581,1144010900,173,14,1144010900101730014006644,173-14,1.14401090010173e+18,344.15,97.22,97.22,344.15
MA010120220804147074,더감성,,3120205,1168011800,414,15,1168011800104140015001079,414-15,1.16801180010414e+18,951.2,140.8,140.8,951.2
MA0101202305A0172562,빽다방도봉구민회관점,,3110398,1132010500,694,0,1132010500106940001006384,694,1.13201050010694e+18,1905.77,293.26,293.26,1905.77
MA0101202308A0035688,매머드익스프레스성대,중문점,3110020,1111017300,1,181,1111017300100010181006394,1-181,1.1110173001000102e+18,85.05,28.35,28.35,85.05
MA0101202406A0075336,공차정동점,,3110038,1114017000,58,3,1114017000100580003023454,58-3,1.11401700010058e+18,6646.73,453.64,453.64,6646.73
MA010120220800594964,카페루이스,,3110537,1141010200,190,36,1141010200101900036030071,190-36,1.1410102001019e+18,225.98,0.0,0.0,225.98
MA0101202409A0219864,댓댓,,3120181,1165010200,108,6,1165010200101080006005685,108-6,1.16501020010108e+18,1608.74,273.31,273.31,1608.74
MA010120220803638997,길음로12,,3110307,1129013400,531,24,1129013400105310024026110,531-24,1.1290134001053101e+18,29.75,29.75,29.75,29.75
MA0101202411A0130666,카페마레,,3110572,1144011100,81,63,1144011100100810063007760,81-63,1.1440111001008101e+18,119.53,56.09,56.09,119.53
MA0101202409A0153015,가이아카페,,3110714,1153010200,317,91,1153010200103170091024950,317-91,1.15301020010317e+18,627.11,132.56,132.56,627.11
MA010120220808638397,디저트39등촌역점,,3120112,1150010100,274,18,1150010100102740018028251,274-18,1.15001010010274e+18,1100.7,512.86,512.86,1100.7
MA010120220807133123,나우커피,,3110422,1135010500,581,214,1135010500105810214007777,581-214,1.1350105001058102e+18,757.68,155.4,155.4,757.68
MA0101202305A0159365,나눔카페나눔cafe,,3110570,1144011100,448,8,1144011100104480008008307,448-8,1.14401110010448e+18,576.32,109.44,109.44,576.32
MA010120220813725458,드디어커피원남점,,3120010,1111015900,96,9,1111015900100960009016516,96-9,1.11101590010096e+18,56.36,56.36,56.36,56.36
MA010120220803993077,아키비스트한남,,3110096,1117013100,726,354,1117013100107260354004451,726-354,1.1170131001072604e+18,217.92,103.96,103.96,217.92
