상가업소번호,상호명,TRDAR_CD,est_총_유동인구_수,est_시간대_00_06_유동인구_수,est_시간대_06_11_유동인구_수,est_시간대_11_14_유동인구_수,est_시간대_14_17_유동인구_수,est_시간대_17_21_유동인구_수,est_시간대_21_24_유동인구_수
MA010120220804108947,이디야커피길동역점,3120246,176625.5,42895.0,36091.7,23018.8,22414.3,29787.5,22418.1
MA0101202212A0090513,메가엠지씨커피양재삼호물산점,3120184,35220.6,7555.0,7459.7,5216.6,5088.9,5906.7,3993.7
MA010120220813366640,나하무,3120002,22612.0,2957.4,4102.6,4082.6,4360.0,4787.2,2322.1
MA010120220800624337,즐거운반딧불이,3110486,83103.3,20007.1,15698.3,9744.4,10417.4,15799.9,11435.9
MA0101202406A0127020,달리는커피공릉숲길점,3110433,66566.9,20417.7,13754.3,6486.2,6134.5,10125.2,9649.0
MA010120220808126733,카와블러썸,3110729,116922.8,31311.8,24907.3,13266.3,12941.3,18996.3,15499.8
MA010120220808599179,넥스트페이지,3110569,32495.5,7664.3,6469.4,4204.7,4285.6,5900.9,3970.7
MA0101202308A0068827,공차홍대창전점,3110569,32495.5,7664.3,6469.4,4204.7,4285.6,5900.9,3970.7
MA010120220808836788,메가커피고투몰점,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220800797561,터미널에스프레소하우스,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220813651301,카페연,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220800779808,쥬스식스,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220800798117,공차고투몰점,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220808500790,엑스엑스커피메이커고투몰,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220809990721,쥬씨강남고속,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220808811435,이디야커피,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220800784558,빽다방반포고투몰점,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220800784998,빽다방반포고투몰,3120167,16237.2,1691.6,2922.3,2854.0,3283.1,3955.9,1530.4
MA010120220804336253,슈퍼내추럴,3110206,110653.1,34371.3,22474.6,10629.5,10678.1,16957.1,15542.5
MA010120220809597234,뜨락,3130010,80055.8,6973.5,16451.3,19398.5,18897.1,13338.3,4997.3
MA010120220800753589,핸드드립드로우커피콩,3110698,230028.0,72330.0,48284.7,22957.3,21559.3,32802.3,32094.7
MA010120220803622646,호호커피집,3110423,48068.5,9557.7,9148.8,6006.8,6844.5,10249.0,6261.8
MA0106202407A1090893,엘리스스푼케익&커피,3130320,66110.0,12445.3,12159.3,9016.3,9997.3,14276.7,8215.3
MA0106202201A1087855,엘리스스푼케익＆커피,3130320,66110.0,12445.3,12159.3,9016.3,9997.3,14276.7,8215.3
MA010120220808524237,토란주인,3110840,87831.2,22993.8,18090.8,11038.3,10857.8,13957.9,10892.6
MA010120220805241800,커피레오,3110671,58847.9,16895.4,12630.8,6832.8,6459.4,8640.0,7389.3
MA0101202303A0026418,퍼스트커피랩홍대,3110566,20860.4,3348.6,3553.0,3201.9,3691.2,4741.4,2324.2
MA0101202210A0014901,프레임바이로찌,3120187,41207.8,6169.9,7816.2,6679.9,7086.3,8979.3,4476.2
MA0101202406A0357883,유커피아,3110177,28594.0,9028.5,5983.8,2786.2,2721.2,4249.8,3825.0
MA010120220805801569,카페라움,3110863,109172.5,31398.0,21627.7,11242.3,11164.8,18000.2,15740.0
MA010120220807071205,해브어나이스데이,3120055,51186.3,11509.3,10279.7,6229.6,6499.0,9901.3,6767.5
MA010120220813755482,옥이커피,3120139,45837.6,11798.1,9393.3,5546.5,5526.8,7692.4,5880.6
MA010120220801043778,스위스워터커피,3120207,39084.5,7943.6,8454.9,6187.5,6042.1,6438.7,4017.7
MA0101202210A0047027,프리레인강남,3120203,39570.4,5936.8,7886.7,7076.7,7219.4,7662.0,3789.0
MA010120220804069216,엘제이와이,3120191,50387.1,9350.8,10727.7,8354.8,8358.0,8622.5,4973.3
MA0101202307A0098826,카페더육삼공,3110997,69431.0,18392.5,14539.3,8095.1,7813.1,11322.8,9268.0
MA010120220803114277,데쎄르룸,3110970,332585.0,66845.0,69908.0,52550.0,52047.0,56516.0,34720.0
MA010120220805403269,카페아이미마인,3110544,47614.9,13779.1,9147.6,4991.1,5261.3,7817.8,6618.0
MA010120220809703852,웨이프,3110763,44721.4,8431.3,9271.3,7175.8,6972.4,8119.2,4751.7
MA0106202406A2465536,스타벅스,3120191,50387.1,9350.8,10727.7,8354.8,8358.0,8622.5,4973.3
MA010120220808780555,커피나인대치사거리,3120217,57818.2,9026.7,11665.6,9338.3,9900.2,12007.9,5879.4
MA010120220808145750,성북동연우재,3110286,49106.6,12304.0,10368.3,6058.9,5935.1,8186.5,6253.9
MA0106202406A2465613,스타벅스,3120204,57588.7,6949.8,12951.1,11493.1,11231.1,10466.8,4496.8
MA010120220807328980,써니데이커피,3110477,39905.9,9753.7,8070.6,4996.8,5047.0,7051.5,4986.6
MA0101202409A0230401,랑주317,3110272,55484.5,13143.3,10237.0,6694.5,7226.8,11107.8,7075.0
MA0101202309A0079602,커피데이,3120113,73040.2,13240.6,13896.0,10700.9,11164.1,15294.0,8744.5
MA010120220805967112,카페미뇽오목교역점,3120113,73040.2,13240.6,13896.0,10700.9,11164.1,15294.0,8744.5
MA010120220809631582,카페이십센치,3110888,75194.4,20371.6,15224.1,7974.2,8253.5,12912.2,10458.6
MA010120220813099183,금옥당,3120093,15665.3,3134.4,3089.6,2265.8,2271.1,3032.0,1872.4
MA010120220806852710,몽에덴,3110027,34251.7,5789.3,5339.9,4932.8,6243.7,8337.4,3608.6
MA010120220810184768,스몰커피,3110259,159067.3,48002.7,30711.1,16532.0,16780.7,24916.6,22124.3
MA010120220800268807,본솔카페,3110069,53795.8,11564.0,11021.9,7851.7,7552.3,9623.0,6182.9
MA010120220809796050,디어파인,3110069,53795.8,11564.0,11021.9,7851.7,7552.3,9623.0,6182.9
MA0101202409A0110460,스탠다드브레드cafe,3120200,37137.9,4014.6,6797.7,7546.9,7574.5,7900.9,3303.3
MA0106202201A0153098,커피빈신논현역2번출구점,3120187,41207.8,6169.9,7816.2,6679.9,7086.3,8979.3,4476.2
MA010120220806438003,소잉카페;이어지다,3110575,178249.6,59472.2,40474.8,18195.2,15889.6,21669.6,22548.4
MA010120220803189334,효자카페,3110008,44646.6,11094.6,8941.0,6038.4,5685.1,7368.8,5518.7
MA010120220812396374,삼삼공데이,3120197,34262.2,4137.9,7571.3,6901.8,6762.0,6158.2,2731.0
MA010120220807580091,제네베라스페이스,3120197,34262.2,4137.9,7571.3,6901.8,6762.0,6158.2,2731.0
MA0101202409A0215583,카페보스서울,3110665,1047452.0,274377.3,210249.3,127672.3,132867.7,173649.7,128636.0
MA010120220813258334,시시비비,3110088,84261.5,26541.2,17882.2,8667.8,8269.0,11678.0,11223.0
MA0106202406A2466367,스타벅스,3110410,65210.1,11956.3,12787.3,9314.9,10122.6,13255.6,7773.6
MA0101202406A0583364,아펠로,3120064,27923.7,5241.2,5779.3,4180.6,4003.3,5187.7,3531.6
MA010120220805435782,더웨이유통할리스커피,3130042,48104.6,9054.9,9627.8,6966.9,7237.8,9548.9,5668.4
MA010120220806459230,프루코&드루와,3130274,93039.1,15621.3,16867.0,11265.0,12128.2,23202.9,13954.4
MA010120220804689573,파스쿠찌,3120072,28257.1,5222.1,5176.7,3786.7,4169.7,6254.4,3647.4
MA010120220801546665,성공커피숍,3110707,284860.3,45944.7,59730.0,47503.3,47857.7,55628.0,28197.3
MA010120220810210374,카페보니,3110559,31235.6,7205.6,5987.5,4175.7,4285.1,5692.6,3889.3
MA010120220813423844,가비당,3130110,121157.3,30701.0,23414.3,14267.0,14909.7,21143.0,16722.3
MA010120220806924028,빽다방압구정역지점,3120188,38935.8,4690.5,7355.5,7407.9,7668.8,8445.8,3367.3
MA010120220812696413,콩코드커피,3130024,56368.3,2897.9,11430.8,15243.5,14844.5,9667.6,2284.1
MA0101202308A0087431,카페베르떼,3120207,39084.5,7943.6,8454.9,6187.5,6042.1,6438.7,4017.7
MA010120220811828880,로제티,3110079,66654.6,21705.1,14530.5,6804.5,6248.4,8724.1,8642.1
MA0101202301A0104964,떠기다방,3120203,39570.4,5936.8,7886.7,7076.7,7219.4,7662.0,3789.0
MA010120220804891079,컴포즈커피중랑동부,3130106,88668.2,21514.3,17000.3,10391.0,11116.1,16430.5,12216.2
MA010120220813976419,드립팩토리,3110961,202277.0,51804.0,43784.6,27120.7,26407.4,29529.7,23630.9
MA0101202209A0060230,스윗바이브,3120051,43932.6,5898.6,8843.1,7970.6,8303.2,8990.7,3926.4
MA0101202406A0425018,컴포즈커피,3110396,93989.6,23270.5,20163.5,11647.0,11513.0,15756.0,11639.8
MA010120220812974713,할리스고덕그라시움,3111087,72947.0,20570.7,17025.0,8700.0,7539.0,9485.3,9626.0
MA010120220800910551,로얄커피숍,3110709,595675.0,170944.5,125212.0,65855.0,62709.0,90898.0,80057.0
MA010120220800212427,카페스콘,3110562,19744.6,4451.0,3534.4,2386.2,2782.9,4007.6,2582.4
MA0101202410A0048721,홈런카페,3120122,60912.9,16541.5,12442.9,6970.5,6741.7,9803.4,8412.8
MA010120220807067480,공차약수점,3120038,45711.5,8950.2,9078.4,6695.1,6760.0,8823.1,5404.7
MA010120220800020110,커피로스팅하우스,3110326,205204.0,71300.5,45403.0,20136.0,17941.0,24443.5,25980.0
MA0101202409A0176013,강또커피,3120072,28257.1,5222.1,5176.7,3786.7,4169.7,6254.4,3647.4
MA010120220808021088,커피나무카페,3110270,69315.7,18753.0,15320.3,7922.0,7777.7,10726.7,8816.3
MA010120220813147367,페이브베이커리,3110886,167519.9,52555.6,36732.1,17087.6,15905.6,23184.6,22054.6
MA0101202306A0092189,시애틀커피하우스,3120009,50480.5,4901.1,9112.3,10057.6,10692.0,11310.7,4406.8
MA010120220805982228,블루도트,3120009,50480.5,4901.1,9112.3,10057.6,10692.0,11310.7,4406.8
MA010120220812681434,페블스,3120104,27632.9,5336.5,4646.9,3817.2,4385.3,6076.0,3371.0
MA010120220802991908,쎄콩데haus,3110120,18602.0,3502.3,3348.5,3116.0,3373.6,3534.0,1727.6
MA010120220800280317,배재란의커피클래스,3120047,26392.1,5878.2,5688.0,3519.7,3507.4,4614.8,3183.9
MA010120220800719509,카페느림,3110541,91302.6,24552.2,17987.4,9994.7,10496.5,15916.0,12355.6
MA010120220813981238,포포앤미루,3120245,60595.2,11834.5,12140.7,8907.6,9211.1,11761.4,6739.8
MA010120220800156740,커피정원,3120213,51212.9,9439.0,10447.3,8624.0,8527.3,9002.0,5173.3
MA010120220804240531,카페,3111028,79803.6,17158.5,17510.4,11136.8,10934.9,13879.0,9184.0
MA010120220804265422,브라운칩,3111028,79803.6,17158.5,17510.4,11136.8,10934.9,13879.0,9184.0
MA010120220801059298,아름다운커피세정점재,3120217,57818.2,9026.7,11665.6,9338.3,9900.2,12007.9,5879.4
MA0101202211A0030186,서촌쌍화,3130002,61883.8,5525.7,11887.6,12456.2,13160.7,13656.0,5197.7
MA010120220800887872,커피인동,3130208,57584.2,12503.8,10706.0,7497.0,7850.5,11310.0,7717.0
MA0106202310A2030851,페이브커피방배,3120164,31403.6,5822.6,6384.0,4469.6,4684.9,6336.5,3705.9
MA0101202308A0052236,백억커피구로고대,3110709,595675.0,170944.5,125212.0,65855.0,62709.0,90898.0,80057.0
MA010120220810591819,메가엠지씨커피둔촌동역점,3120245,60595.2,11834.5,12140.7,8907.6,9211.1,11761.4,6739.8
MA0101202303A0030638,카페제이,3110273,181144.2,52017.2,36513.2,19138.8,19899.5,28915.0,24660.2
MA0101202406A0397522,커피무카24목3동점,3110617,81685.0,19991.0,15488.5,9098.2,9526.5,15463.0,12118.0
MA010120220804461954,아마폴라,3120199,29764.0,5416.8,6425.7,5059.2,4960.2,5046.0,2856.2
MA0106202304A1178217,투썸플레이스돌곶이역점,3110330,189374.2,43022.0,43507.2,23335.5,23365.0,32912.2,23232.2
MA010120220811828291,카페앙상블,3110441,62870.4,15163.5,12949.0,8213.5,8139.1,11092.9,7312.3
MA010120220805896836,카페미뇽,3120053,27031.1,4893.1,4349.5,3411.2,3939.8,6551.3,3886.2
MA0101202411A0052097,브이,3120113,73040.2,13240.6,13896.0,10700.9,11164.1,15294.0,8744.5
MA0106202406A2465079,스타벅스,3120201,53637.7,11086.4,11511.3,8097.1,8194.3,9039.8,5708.8
MA010120220805105505,요커트아이스크림의정석,3110847,748608.0,239751.0,153606.0,69901.0,69313.0,110178.0,105859.0
MA010120220806466772,스톤,3110358,112196.1,29847.0,22848.5,13271.4,13125.2,18378.4,14725.8
MA0101202409A0005774,스톤샌드,3110358,112196.1,29847.0,22848.5,13271.4,13125.2,18378.4,14725.8
MA010120220806981667,카페두,3111033,44235.3,12286.3,9465.3,5160.3,4745.0,6666.7,5911.3
MA0101202309A0074238,카페바이브,3110403,240169.2,61492.2,47065.8,28217.3,30241.2,42339.8,30812.7
MA010120220806995459,이디야,3130318,29710.5,4820.1,5183.2,4394.9,4882.2,6660.6,3769.6
MA0101202307A0012680,광속아레밀,3120053,27031.1,4893.1,4349.5,3411.2,3939.8,6551.3,3886.2
MA010120220813661202,매머드익스프레스서울숲코오롱1차점,3110131,37569.4,4554.8,6748.8,7217.4,8135.8,7908.9,3003.8
MA010120220802910916,라스베이글,3110131,37569.4,4554.8,6748.8,7217.4,8135.8,7908.9,3003.8
MA0101202406A0053348,오층카페,3120012,33753.9,4866.8,5290.2,4983.7,5902.7,8741.0,3969.3
MA0101202310A0007399,카페462,3110141,205051.2,55344.0,38731.3,21272.2,22530.9,37516.4,29656.3
MA0101202209A0063458,쿤스트40,3110018,27128.3,5282.4,6110.5,4594.9,4631.5,3950.0,2559.1
MA010120220812880708,모리커피서울중계은행,3120085,14786.4,1101.2,2150.2,2325.8,3192.4,4611.0,1405.8
MA010120220804957819,목이,3110622,113469.0,31659.2,22895.2,11953.2,12289.5,18900.2,15771.5
MA010120220803398303,베러댄커피,3120178,51708.2,7878.3,10398.9,8927.7,9176.8,10347.9,4978.7
MA010120220813448103,커피하나,3110577,83537.7,18373.8,15455.0,10253.8,11830.8,17450.8,10173.2
MA010120220805281258,만랩커피,3120221,17942.7,2087.2,4083.1,3629.7,3566.5,3206.7,1369.5
MA010120220813372189,달빛마루,3120081,61658.9,9782.5,11049.7,9436.4,10349.4,13830.9,7210.0
MA010120220810492861,공차노원역점,3120081,61658.9,9782.5,11049.7,9436.4,10349.4,13830.9,7210.0
MA010120220800023292,지하철다방,3120014,27324.0,3391.5,5987.6,5627.3,5435.3,4763.7,2118.7
MA010120220813183029,해머스미스커피선릉세웅타워소망점,3120210,58310.4,8746.0,12405.2,10568.1,10258.7,10874.2,5458.2
MA0101202301A0081370,네이밋,3120237,82676.6,20452.7,17270.0,10387.7,10339.5,13729.7,10497.0
MA010120220806410289,용커피,3110378,179997.2,50289.6,36356.6,18672.0,19195.0,30313.6,25170.2
MA010120220814159193,시그널커피,3110195,319438.0,78980.4,65401.2,40164.2,39379.6,53933.6,41579.0
MA0101202211A0042380,마크커피,3110996,190740.8,55849.6,35454.2,19374.0,21958.8,33440.4,24663.2
MA0101202409A0201302,베데스다카페,3110356,285146.3,92470.3,59173.7,29071.3,26717.3,38729.3,38984.7
MA010120220814383023,보현커피,3110045,100516.5,19540.8,22317.5,17223.8,16284.2,15001.2,10148.8
MA0101202303A0114698,카페디콤마,3111039,100127.7,31730.6,21154.6,10726.6,9799.7,13654.4,13061.8
MA010120220801043316,커피둘세,3110759,67270.3,10323.1,13299.2,10712.2,11247.0,14337.5,7351.4
MA010120220809886493,봄날과자점,3130129,295790.0,76368.0,58952.0,33264.0,35469.0,53484.0,38252.0
MA010120220812059697,메머드커피,3120159,75408.4,16639.1,14460.8,9246.9,9714.7,15060.0,10287.0
MA010120220810030362,코퍼,3110586,131908.1,40749.1,26964.2,13855.5,13315.9,19079.0,17944.3
MA010120220813738488,커피락펍,3130024,56368.3,2897.9,11430.8,15243.5,14844.5,9667.6,2284.1
MA010120220813217942,리빈에프엔비,3120204,57588.7,6949.8,12951.1,11493.1,11231.1,10466.8,4496.8
MA0101202411A0022786,카페리빈,3120204,57588.7,6949.8,12951.1,11493.1,11231.1,10466.8,4496.8
MA0101202306A0032944,컴포즈커피경복궁점,3130002,61883.8,5525.7,11887.6,12456.2,13160.7,13656.0,5197.7
MA0101202406A0357780,공간다반사양평,3120135,86279.0,14138.4,19944.2,16279.6,14944.4,13474.0,7498.4
MA010120220811503617,오슬랑커피,3110181,311470.5,61630.2,67844.2,50619.5,49767.0,50344.2,31264.8
MA010120220802969028,오픈마켓팝잇,3110647,215049.2,60203.0,43302.0,23367.7,22890.1,35347.3,29939.2
MA0101202303A0007939,메가엠지씨커피불광,3130171,31997.4,6832.6,5947.9,4042.7,4380.1,6711.7,4082.1
MA010120220800699367,카페세븐스프링스,3120014,27324.0,3391.5,5987.6,5627.3,5435.3,4763.7,2118.7
MA010120220806808320,롤더다이스,3110304,121111.9,27491.0,26433.7,15737.1,15654.3,21412.6,14383.0
MA010120220800042852,누아흐,3130070,19729.0,3980.3,3895.1,3046.7,3159.9,3599.3,2047.9
MA0101202411A0183157,우주라이크커피망우점,3110275,93011.6,17666.4,17643.0,12679.2,13454.6,19407.2,12161.4
MA010120220802896873,이디야커피도림점,3110768,128882.0,37745.5,26241.0,13137.5,12795.0,20445.0,18518.0
MA010120220805490826,클러스터,3111008,123995.8,39673.6,27110.6,12688.0,11896.2,16519.0,16108.2
MA010120220810579923,디저트하우스,3110464,51452.8,14466.5,9636.4,5206.3,5330.7,8984.9,7828.2
MA010120220813832434,진혁,3120052,22877.9,2435.5,4510.6,4507.7,4843.6,4767.3,1813.2
MA010120220806659570,컴어크로스,3110365,630394.3,177939.7,129064.0,67365.3,66284.3,103588.7,86151.7
MA0101202409A0033029,베르제,3120012,33753.9,4866.8,5290.2,4983.7,5902.7,8741.0,3969.3
MA010120220810595547,벨라벨로카페,3110856,112927.1,31917.3,23104.6,12267.6,12335.1,18078.0,15224.6
MA010120220802243250,이태리다방,3120198,41086.2,8591.8,8926.3,6400.8,6284.1,6623.5,4259.8
MA0106202201A0153633,커피빈강서그랜드아이파크,3110663,30675.1,7711.1,6210.0,3768.7,3933.9,5291.4,3760.0
MA010120220813568759,커피엉클,3120086,22470.7,4252.2,4610.4,2941.0,3243.4,4684.1,2739.7
MA010120220812308742,골드윤네일앤뷰티,3120086,22470.7,4252.2,4610.4,2941.0,3243.4,4684.1,2739.7
MA010120220809885791,매머드익스프레스,3120086,22470.7,4252.2,4610.4,2941.0,3243.4,4684.1,2739.7
MA0101202406A0128817,빽다방,3120086,22470.7,4252.2,4610.4,2941.0,3243.4,4684.1,2739.7
MA0101202306A0063797,메가엠지씨커피,3120086,22470.7,4252.2,4610.4,2941.0,3243.4,4684.1,2739.7
MA0101202411A0119482,커피bar은평,3130169,123765.8,31691.7,24616.8,14337.3,14663.7,21090.2,17366.3
MA0101202311A0088786,까사넬로,3120194,41621.5,7412.1,9005.1,7179.3,7031.5,7014.5,3978.9
MA0106202406A2464893,스타벅스,3120215,38301.1,5669.3,8413.2,7297.2,7101.9,6576.1,3243.4
MA010120220810251033,달콤한위로,3110286,49106.6,12304.0,10368.3,6058.9,5935.1,8186.5,6253.9
MA010120220803775158,커피바이커피,3110147,133027.0,39158.6,28144.6,14015.4,13540.9,20160.3,18007.1
MA010120220804147003,행복이가득한집,3110077,113196.0,33530.4,23504.0,11924.2,11779.6,16930.6,15527.2
MA010120220801022061,니드,3110136,35329.6,6584.6,7158.1,5519.2,5887.4,6456.1,3724.3
MA0106202201A0153163,커피빈종로센트로폴리스점,3120006,27043.5,2269.8,5140.8,5667.6,5716.5,6044.2,2204.6
MA010120220812939845,어반밀커피,3120006,27043.5,2269.8,5140.8,5667.6,5716.5,6044.2,2204.6
MA010120220809571938,슬로우캘리종각역,3120006,27043.5,2269.8,5140.8,5667.6,5716.5,6044.2,2204.6
MA010120220810961515,고라니커피클럽,3120045,10490.3,1313.5,2322.1,1808.8,1812.5,2152.2,1081.2
MA0101202406A0335639,나츠네코,3110821,165288.2,48551.8,34840.7,17780.8,17021.3,24761.7,22332.0
MA0101202406A0171766,카페리브로,3110204,127662.2,34022.7,26315.9,14409.0,14514.5,21189.6,17210.3
MA010120220801043314,파스쿠찌커피숍,3110981,55995.2,15402.6,11750.6,6818.0,6594.9,8592.4,6836.7
MA0101202305A0198442,베트남쌍둥이커피,3120116,48006.0,9291.7,9778.8,6671.0,6776.8,9681.3,5806.2
MA010120220805007987,카페비,3110465,100792.8,22713.0,20451.8,12829.6,13169.8,19000.2,12628.5
MA010120220813757736,공차방이역점,3120238,18887.8,3700.4,3435.5,2243.6,2573.5,4267.7,2667.2
MA0106202206A1706544,피크니크시흥은행나무점,3110754,209772.5,63003.2,43471.8,21566.0,21040.0,31699.7,28992.0
MA0101202309A0013998,커피집;이공,3120110,49763.6,11026.7,9451.8,6270.8,6868.1,9651.2,6495.0
MA0101202409A0206412,투썸플레이스청담역,3120209,52671.1,9429.1,10775.4,8505.4,8794.8,9859.9,5306.5
MA0101202409A0040205,건축다방,3130024,56368.3,2897.9,11430.8,15243.5,14844.5,9667.6,2284.1
MA010120220805690833,포포아카이브,3110885,143685.6,47428.6,30892.1,13124.8,12565.0,19843.4,19831.7
MA010120220810233902,이지스터커피&베이커리,3120196,49569.4,9657.3,10488.5,8052.8,7887.6,8273.2,5209.8
MA0101202406A0021541,카페플레르브아,3110866,284103.5,87834.2,60063.2,29427.8,27186.2,40559.5,39033.2
MA0101202409A0059796,커피청년,3111058,127326.8,38971.0,27171.8,13959.8,13048.5,17656.0,16519.8
MA0101202411A0141164,커피박스,3110040,51905.3,7835.7,11871.0,9385.7,9394.3,8939.7,4479.0
MA010120220814278267,블랙모티브,3110850,94466.8,27401.1,19432.9,9647.5,9494.3,15599.4,12891.6
MA0101202311A0085733,툭툭,3120149,10004.4,875.5,2182.4,2167.1,2204.2,1929.1,646.1
MA010120220800902242,하나자유여행,3120149,10004.4,875.5,2182.4,2167.1,2204.2,1929.1,646.1
MA010120220806714640,늘깨어있는,3110286,49106.6,12304.0,10368.3,6058.9,5935.1,8186.5,6253.9
MA0101202406A0318408,메가엠지씨커피,3110420,38843.7,8912.3,8214.2,5202.2,5018.1,6763.2,4733.7
MA010120220813594286,투썸플레이스잠실역,3120227,17077.1,2037.6,3530.2,3211.0,3420.6,3427.4,1450.3
MA010120220805095077,담쟁이집,3120008,20766.3,1996.3,3979.8,4584.2,4588.7,4134.6,1482.7
MA010120220814320343,메가엠지씨커피함지박,3110912,17455.2,3187.9,3613.0,2623.6,2787.9,3367.8,1875.0
MA0101202307A0104881,스페셜티스튜디오,3120143,44738.9,6607.5,9113.8,6742.8,7121.1,10005.9,5147.8
MA010120220800458310,컴포즈커피중구저동점,3120030,39106.0,3713.3,7948.3,8129.5,7925.6,8204.6,3184.8
MA0101202212A0053853,이공커피충정로점,3120097,44497.4,6336.6,10172.9,8172.2,8405.8,7658.7,3751.4
MA0101202303A0083077,애몽,3120104,27632.9,5336.5,4646.9,3817.2,4385.3,6076.0,3371.0
MA010120220800851214,오테라오테라부띠끄,3120104,27632.9,5336.5,4646.9,3817.2,4385.3,6076.0,3371.0
MA010120220813795122,에슬로우,3110657,50683.5,11050.7,11310.6,7425.6,7154.4,8263.6,5478.6
MA010120220811961814,어퍼콜라보,3120047,26392.1,5878.2,5688.0,3519.7,3507.4,4614.8,3183.9
MA010120220809763954,반달커피서울북,3110495,95575.8,27804.2,19638.2,9779.5,9842.6,15251.0,13260.5
MA0101202309A0055250,카페언저리,3110883,166667.4,44795.0,34541.4,17892.4,18397.6,27669.4,23371.4
MA010120220805836232,하루,3130229,238714.3,52482.3,45391.0,32163.3,34158.0,44048.3,30471.3
MA010120220800593154,더파이홀,3120094,55064.1,9586.2,9339.7,7939.9,8473.8,12623.3,7101.2
MA010120220800586350,커피생각,3110463,149163.2,36669.0,30120.8,16628.6,17145.6,27208.2,21391.0
MA010120220812994741,림잇,3110464,51452.8,14466.5,9636.4,5206.3,5330.7,8984.9,7828.2
MA010120220808003151,크렘브,3120007,12215.8,1528.8,2615.6,2503.6,2577.8,2106.4,883.6
MA010120220808039723,쿤스트138,3110981,55995.2,15402.6,11750.6,6818.0,6594.9,8592.4,6836.7
MA010120220802474883,작은식당,3110335,143286.0,39050.5,28547.9,15136.1,15854.5,24997.8,19699.1
MA010120220803658530,요거프레소,3110736,119795.3,35245.9,23889.7,12510.6,12492.0,19149.9,16507.3
MA0101202406A0204614,레어레빗,3120122,60912.9,16541.5,12442.9,6970.5,6741.7,9803.4,8412.8
MA010120220812720000,카페더블링,3120194,41621.5,7412.1,9005.1,7179.3,7031.5,7014.5,3978.9
MA010120220804586182,마포시니어클럽노고산점,3110575,178249.6,59472.2,40474.8,18195.2,15889.6,21669.6,22548.4
MA010120220800601888,더에스프레소룸,3110539,27085.6,2957.2,6745.1,5531.5,5433.1,4523.2,1895.4
MA010120220812070139,수유커피집,3110351,130076.8,38079.0,27737.2,14215.0,13429.5,19187.2,17429.0
MA010120220810319023,카페데베르,3120164,31403.6,5822.6,6384.0,4469.6,4684.9,6336.5,3705.9
MA0101202306A0068983,디어마이슈페너Dearmyxpanner,3120184,35220.6,7555.0,7459.7,5216.6,5088.9,5906.7,3993.7
MA010120220808691269,카페이루다,3120136,31281.7,5898.4,6288.5,4755.1,4770.0,5998.4,3571.3
MA010120220808984265,커피집,3111033,44235.3,12286.3,9465.3,5160.3,4745.0,6666.7,5911.3
MA010120220800569661,벨라지오,3130171,31997.4,6832.6,5947.9,4042.7,4380.1,6711.7,4082.1
MA010120220802907212,소울,3120002,22612.0,2957.4,4102.6,4082.6,4360.0,4787.2,2322.1
MA010120220812382585,클럽포틀락,3110382,288098.5,60528.0,63373.0,44381.0,41877.5,46409.0,31531.0
MA010120220803047638,송화의카페,3111089,37253.3,9391.9,8195.1,4724.8,4300.9,6036.7,4604.0
MA0106202406A2465174,스타벅스,3120238,18887.8,3700.4,3435.5,2243.6,2573.5,4267.7,2667.2
MA010120220803728195,김종욱커피,3130070,19729.0,3980.3,3895.1,3046.7,3159.9,3599.3,2047.9
MA010120220808339586,요거프레소노원,3110424,228092.9,63845.8,47566.5,25832.6,25584.2,35827.1,29436.9
MA0101202406A0489527,라르고,3120045,10490.3,1313.5,2322.1,1808.8,1812.5,2152.2,1081.2
MA0101202406A0505468,플러스82,3110142,113015.5,35664.2,24783.8,11558.4,10613.8,15545.0,14850.2
MA0101202406A0055465,커피올레,3110409,41408.5,9144.1,7965.0,5202.7,5724.1,8308.7,5063.9
MA010120220805496752,간삼기획,3110049,45395.6,8084.6,9127.4,7216.6,7339.8,8839.0,4788.3
MA010120220807879488,디오리진,3130106,88668.2,21514.3,17000.3,10391.0,11116.1,16430.5,12216.2
MA010120220813419599,충무로피플스카페,3120032,28478.4,3754.7,5993.4,5380.3,5260.9,5549.7,2539.4
MA0101202309A0006733,리뮤카페,3111021,100924.4,20392.0,17855.4,12281.2,14254.0,23343.8,12798.0
MA010120220800438700,플로아,3120154,42917.2,7171.3,8639.8,6314.1,6845.8,8914.7,5031.2
MA010120220805160400,퓨처인텔리전스,3110012,71826.6,12669.8,15508.9,12293.0,11970.0,12579.5,6805.5
MA0106202312A0751123,커피기술,3110619,123558.3,35440.0,23988.0,12401.7,13246.7,21324.3,17158.0
