상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,위도,경도,지번주소,신우편번호,카카오맵ID
MA010120220800031710,미니찻집,,3130012,"동대문종합시장(동대문종합시장 신관, 동대문종합시장D동상가)",서울특별시 종로구 종로 266,37.570700186669,127.007323809304,서울특별시 종로구 종로6가 262-1,3198,
MA010120220800022528,구스토,,3120011,종로4가,서울특별시 종로구 종로 183,37.5714392190078,126.998392594748,서울특별시 종로구 인의동 48-2,3130,
MA010120220812782836,에스지푸드양재커피온리,,3120179,양재역,서울특별시 서초구 남부순환로 2585,37.4839288771295,127.03454147717,서울특별시 서초구 서초동 1366-9,6735,
MA0106202201A0663769,파스쿠찌신분당양재역점,,3120179,양재역,서울특별시 서초구 남부순환로 2585,37.4839288771295,127.03454147717,서울특별시 서초구 서초동 1366-9,6735,
MA010120220811465022,정스디저트,,3120005,삼청동,서울특별시 종로구 팔판길 22-1,37.5827992723741,126.981206351391,서울특별시 종로구 팔판동 41-2,3054,
MA0101202306A0034651,크레마,,3130042,약수시장,서울특별시 중구 동호로7길 37,37.5521574002876,127.010875481683,서울특별시 중구 신당동 372-95,4596,
MA010120220804422323,사일삼프로젝트신사,,3110951,신사은행나무공원,서울특별시 강남구 도산대로23길 19,37.5202506245812,127.025927144465,서울특별시 강남구 신사동 559-9,6037,
MA0101202406A0580149,각각,,3120053,건대입구역(건대),서울특별시 광진구 아차산로 242,37.5399376834175,127.069904011603,서울특별시 광진구 자양동 1-3,5073,
MA010120220811908830,me;人심리상담카페,,3130001,통인시장,서울특별시 종로구 자하문로 53-1,37.5807519188897,126.970870642539,서울특별시 종로구 통인동 109-2,3036,
MA010120220807096457,애스퍼,,3110172,광진초등학교,서울특별시 광진구 자양로38길 43,37.5467714236903,127.090324494811,서울특별시 광진구 구의동 61-33,4979,
MA0101202406A0237575,메가엠지씨커피신림역점,,3130285,서원동상점가,서울특별시 관악구 신림로 321,37.4828947828735,126.929549928917,서울특별시 관악구 신림동 1638-19,8776,
MA0101202409A0040429,아이브러리,,3110435,서울과학기술대,서울특별시 노원구 공릉로51길 14-2,37.6288706943858,127.076376470904,서울특별시 노원구 공릉동 439-2,1833,
MA010120220814242779,이디야커피강동신명초교점,,3111084,길동신동아아파트,서울특별시 강동구 명일로 260,37.5415060534208,127.147516588809,서울특별시 강동구 길동 92,5300,
MA010120220811706386,키프디벨롭먼트,,3110571,신수동주민센터,서울특별시 마포구 대흥로9길 33,37.5453476402379,126.93714068482,서울특별시 마포구 신수동 254,4090,
MA010120220811699015,일상컴퍼니,,3110903,방배아이파크아파트,서울특별시 서초구 동광로1길 6,37.4920418882204,126.983807284615,서울특별시 서초구 방배동 784-11,6559,
MA0106202405A1303694,써드웨이브커피,,3110985,청담근린공원,서울특별시 강남구 도산대로94길 20,37.5238191710087,127.051619193632,서울특별시 강남구 청담동 57-2,6071,
MA0101202211A0070229,보험CAFE,대리점,3110713,구로보건소,서울특별시 구로구 구로중앙로34길 77,37.5019269875381,126.886930109987,서울특별시 구로구 구로동 554-23,8290,
MA010120220808059472,설빙가로수길,,3120186,가로수길,서울특별시 강남구 압구정로10길 36,37.5212605568689,127.021934297925,서울특별시 강남구 신사동 524-14,6028,
MA010120220812693380,피노키우수,,3120186,가로수길,서울특별시 강남구 압구정로10길 36,37.5212605568689,127.021934297925,서울특별시 강남구 신사동 524-14,6028,
MA010120220803047438,스토리STORY1954,,3120039,신당역,서울특별시 중구 퇴계로 390,37.5649510997473,127.015065287457,서울특별시 중구 무학동 50-1,4611,
MA0106202403A0808293,워커스커피로스터스,,3120246,길동역,서울특별시 강동구 천호대로175길 52,37.536949909607,127.137641342449,서울특별시 강동구 길동 414-2,5353,
MA0101202303A0086835,두월,,3110377,미아사거리역 3번,서울특별시 강북구 월계로 39-1,37.6112851756877,127.034135936336,서울특별시 강북구 미아동 48-3,1222,
MA010120220804154411,상도중앙작은도서관북카페,,3110826,장승배기역 4번,서울특별시 동작구 상도로15길 47,37.5027647150802,126.934281201663,서울특별시 동작구 상도동 356-209,6951,
MA010120220804581933,소아베커피,,3120182,"양재시민의숲역(양재동꽃시장, aT센터)",서울특별시 서초구 동산로 14,37.4694024463541,127.041260880552,서울특별시 서초구 양재동 327-5,6787,
MA010120220802928313,현명커피,,3110918,방배역 3번,서울특별시 서초구 방배중앙로 20,37.4818794019822,126.992718787548,서울특별시 서초구 방배동 919-6,6684,
MA010120220813359145,커피숍강남고려병원,,3110896,관악우성아파트,서울특별시 관악구 관악로 242,37.4855298553384,126.956887246566,서울특별시 관악구 봉천동 36-83,8735,
MA0101202303A0081002,여원,,3120008,인사동,서울특별시 종로구 인사동8길 12-3,37.5740512983219,126.986110175178,서울특별시 종로구 경운동 64-47,3148,
MA010120220805896258,설탕한스푼설렘두스푼,,3110432,대진고등학교,서울특별시 노원구 공릉로58나길 20-5,37.6366297342966,127.073937211105,서울특별시 노원구 하계동 166-6,1809,
MA0101202308A0009395,메가엠지씨커피이태원점,,3120046,이태원(이태원역),서울특별시 용산구 이태원로 195,37.5348135817338,126.995666654868,서울특별시 용산구 이태원동 124-5,4349,
MA0101202301A0015125,달공이디저트,,3110912,방배동사이길,서울특별시 서초구 방배로42길 23-4,37.4948807436019,126.989958327133,서울특별시 서초구 방배동 17-15,6584,
MA0101202210A0037077,세베르,,3110468,응암역 3번,서울특별시 은평구 진흥로1길 23,37.6025583475088,126.918407209441,서울특별시 은평구 역촌동 37-1,3407,
MA010120220800269043,이디야화곡중앙,시장점,3130216,화곡중앙시장,서울특별시 강서구 가로공원로76길 61,37.5344235992295,126.838264165292,서울특별시 강서구 화곡동 362-83,7767,
MA0101202406A0098406,커피스미스강남삼성로점,,3120213,삼성중앙역,서울특별시 강남구 삼성로 553,37.5108796736865,127.054053371515,서울특별시 강남구 삼성동 120-12,6155,
MA0101202210A0041742,담소커피,,3130024,남대문시장(자유상가),서울특별시 중구 남대문시장4길 28-4,37.5590032564745,126.977069988043,서울특별시 중구 남창동 50-42,4528,
MA010120220805486040,슬로우포레스트,,3120005,삼청동,서울특별시 종로구 삼청로5길 20,37.5828082130295,126.980776133044,서울특별시 종로구 팔판동 100-2,3054,
MA010120220808128940,성북동테이블,,3110288,동구여중,서울특별시 성북구 성북로8길 11,37.5911438802162,127.004393222748,서울특별시 성북구 성북동 177-17,2835,
MA010120220808586380,카페이든,,3110805,신길새마을금고신길4동지점,서울특별시 영등포구 신길로40길 10,37.5063543295139,126.912121925834,서울특별시 영등포구 신길동 4903-20,7362,
MA0101202307A0086757,카페트리,,3130018,동대문문구완구거리(동대문문구완구시장),서울특별시 종로구 종로52길 39,37.5714112772821,127.014760955349,서울특별시 종로구 창신동 330-32,3121,
MA010120220812307046,몽듀,,3110575,대흥동주민센터,서울특별시 마포구 고산길 68,37.5544675894496,126.940709256232,서울특별시 마포구 노고산동 12-35,4108,
MA010120220806523765,제이오케이컴퍼니커피온리,잠실점,3120227,잠실역,서울특별시 송파구 올림픽로 265,37.5134530458983,127.100667812849,서울특별시 송파구 신천동 8,5510,
MA010120220806788572,샐러드하임,,3110544,망리단길,서울특별시 마포구 월드컵로13길 73,37.5550307509122,126.906055328642,서울특별시 마포구 망원동 400-1,4014,
MA0101202406A0494627,대박천억커피,,3130020,동묘시장(동묘벼룩시장),서울특별시 종로구 종로58길 44,37.5714918636423,127.018349336169,서울특별시 종로구 숭인동 240-1,3114,
MA0101202302A0067476,망우로스팅랩,,3110278,망우본동주민센터,서울특별시 중랑구 용마산로118길 67,37.6012429719307,127.104375776286,서울특별시 중랑구 망우동 342-25,2066,
MA010120220805226488,도비네,,3110079,후암동주민센터,서울특별시 용산구 후암로28길 15,37.5499034166717,126.978328907223,서울특별시 용산구 후암동 55-48,4330,
MA010120220803808521,무등산닭한마리,,3120053,건대입구역(건대),서울특별시 광진구 아차산로31길 6,37.5412444260002,127.069407363379,서울특별시 광진구 화양동 8-97,5017,
MA010120220814285958,나인센스,,3120215,포스코사거리,서울특별시 강남구 테헤란로79길 6,37.5072659537397,127.055543693282,서울특별시 강남구 삼성동 144-19,6158,
MA010120220807405472,이에스티디2017,,3120013,이화사거리,서울특별시 종로구 대학로3길 16,37.5742413169221,127.001324460992,서울특별시 종로구 효제동 61-1,3128,
MA0101202308A0096614,매일그개와,,3120110,목동역 8번출구,서울특별시 양천구 신정중앙로 88,37.5264610278493,126.861303201387,서울특별시 양천구 신정동 904-8,7945,
MA0101202301A0053061,배고픈형제들,,3120224,수서역,서울특별시 강남구 광평로51길 8,37.488367483961,127.102488521688,서울특별시 강남구 수서동 714,6349,
MA010120220808573534,다리치2,,3120009,종로3가역,서울특별시 종로구 돈화문로5가길 22,37.5717722993709,126.991600704173,서울특별시 종로구 묘동 189-1,3139,
MA010120220800046987,다리치,,3120009,종로3가역,서울특별시 종로구 돈화문로5가길 22,37.5717722993709,126.991600704173,서울특별시 종로구 묘동 189-1,3139,
MA0101202409A0012726,빙빙빙,,3110373,수유역 2번,서울특별시 강북구 오패산로 396-1,37.6366586245556,127.027848260248,서울특별시 강북구 번동 415-19,1064,
MA010120220811086373,커피맥아더,,3110477,은평세무서,서울특별시 은평구 은평로13길 11,37.6023016197054,126.925292741541,서울특별시 은평구 녹번동 156-8,3459,
MA010120220806500162,세시당,,3110223,군자초등학교,서울특별시 동대문구 천호대로77가길 32,37.5633220929002,127.063700666667,서울특별시 동대문구 장안동 419-2,2634,
MA010120220806024161,히읗히읗,,3120054,어린이대공원역,서울특별시 광진구 군자로10길 14-15,37.5483700209106,127.071598008759,서울특별시 광진구 군자동 361-31,5005,
MA0101202305A0186558,후라이드커피항아리카노,,3110783,영등포시장역 1번,서울특별시 영등포구 국회대로46길 3,37.5252427445739,126.904859603184,서울특별시 영등포구 영등포동7가 66-4,7245,
MA0101202310A0001871,카페어썸,,3120131,가산디지털단지,서울특별시 금천구 가산디지털1로 131,37.4770363165761,126.881970592906,서울특별시 금천구 가산동 371-17,8506,
MA010120220804466200,강다짐원유로스페셜티강남역지하,상가점,3120189,강남역,서울특별시 강남구 강남대로 396,37.4981574435241,127.028305636423,서울특별시 강남구 역삼동 858,6232,
MA0106202404A0309365,플로리안커피,,3120189,강남역,서울특별시 강남구 강남대로 396,37.4981574435241,127.028305636423,서울특별시 강남구 역삼동 858,6232,
MA010120220812427726,더벤티강남역지하,상가점,3120189,강남역,서울특별시 강남구 강남대로 396,37.4981574435241,127.028305636423,서울특별시 강남구 역삼동 858,6232,
MA0101202409A0006046,카페요아정경희외대점,,3110214,경희대후문,서울특별시 동대문구 천장산로7길 29,37.5982303850404,127.05622272832,서울특별시 동대문구 이문동 264-313,2449,
MA0106202401A1599369,레스피레,,3110015,청와대사랑채,서울특별시 종로구 효자로13길 40-7,37.5827614405039,126.972137864117,서울특별시 종로구 효자동 104-1,3042,
MA010120220805510832,바그,,3110063,효창공원앞역 5번,서울특별시 용산구 원효로63길 18,37.5373759033873,126.963600918978,서울특별시 용산구 원효로2가 76-12,4364,
MA010120220800252042,라이언킹,,3130190,홍대소상공인상점가,서울특별시 마포구 양화로16길 24,37.5529872974469,126.920815210244,서울특별시 마포구 서교동 369-1,4039,
MA0106202201A0153456,커피빈시청역7번출구,코리아,3120022,북창동(시청역_6번),서울특별시 중구 세종대로 84,37.563661431202,126.977181746185,서울특별시 중구 태평로2가 58-2,4526,
MA010120220805375741,알티드,,3111013,송파나루역 1번(송리단길),서울특별시 송파구 백제고분로45길 21-7,37.5096974340193,127.109043790253,서울특별시 송파구 송파동 40-12,5622,
MA010120220810298595,올드프렌드,,3110513,연희파출소,서울특별시 서대문구 연희로25길 37,37.5717451549283,126.934028200055,서울특별시 서대문구 연희동 81-27,3699,
MA0101202306A0091826,매머드익스프레스뚝섬역5번점,,3120051,뚝섬역,서울특별시 성동구 상원길 24,37.5461470564428,127.049065869796,서울특별시 성동구 성수동1가 14-39,4779,
MA010120220806450433,서울테라리움-피어나,,3110951,신사은행나무공원,서울특별시 강남구 도산대로19길 20,37.5200074935624,127.025282277435,서울특별시 강남구 신사동 559-30,6037,
MA0101202409A0154860,뿌찌샌드위치,,3110415,수락산역 4번,서울특별시 노원구 동일로241가길 21,37.6764190611172,127.053651796895,서울특별시 노원구 상계동 1105-70,1608,
MA0101202307A0022374,티1680,,3130147,쌍문역동측상점가,서울특별시 도봉구 도봉로110길 11,37.6463425180922,127.034265285053,서울특별시 도봉구 창동 655-26,1455,
MA0101202310A0055799,메가엠지씨커피대림역점,,3120142,대림역,서울특별시 영등포구 도림로 144,37.4933595370452,126.898058747209,서울특별시 영등포구 대림동 706-1,7417,
MA010120220809340956,카페J제이,,3110312,안암역 2번,서울특별시 성북구 개운사길 36,37.5880048346917,127.029449207088,서울특별시 성북구 안암동5가 15-51,2842,
MA010120220813960606,클라우드핑크,,3110120,서울숲카페거리,서울특별시 성동구 서울숲2길 28-7,37.5466454489838,127.041665529744,서울특별시 성동구 성수동1가 685-477,4768,
MA0101202305A0145476,쥬시&차얌홈플러스,시흥점,3120133,서울시흥동우체국(홈플러스시흥점),서울특별시 금천구 시흥대로 201,37.4519063971608,126.900793536104,서울특별시 금천구 시흥동 992-47,8632,
MA0101202303A0020505,키른,,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),서울특별시 송파구 마천로 167,37.5037927386726,127.137885806086,서울특별시 송파구 오금동 121-8,5722,
MA010120220808113665,로스태쉬,,3110093,우사단길,서울특별시 용산구 우사단로10길 74,37.5320475866041,126.999400368642,서울특별시 용산구 보광동 265-955,4407,
MA0101202302A0066507,스필드컵,,3110497,가좌역 3번,서울특별시 서대문구 수색로 56,37.570659111062,126.912680327172,서울특별시 서대문구 북가좌동 487,3791,
MA010120220805451907,공차DDP,,3001493,동대문패션타운 관광특구,서울특별시 중구 을지로 281,37.5680149429348,127.010911744526,서울특별시 중구 을지로7가 143,4566,
MA0101202406A0520522,커피붕붕커피볶는집디자인플라자점,동대문,3001493,동대문패션타운 관광특구,서울특별시 중구 을지로 281,37.5680149429348,127.010911744526,서울특별시 중구 을지로7가 143,4566,
MA0106202201A0563236,카페베네방,이동점,3001495,잠실 관광특구,서울특별시 송파구 백제고분로51길 7,37.5158279371262,127.114674447886,서울특별시 송파구 방이동 50,5545,
MA010120220805178713,팔공커피,,3110726,금천철쭉어린이공원(금하마을),서울특별시 금천구 금하로1마길 21-6,37.4532661399945,126.889738465218,서울특별시 금천구 독산동 1110-6,8600,
MA010120220810179428,추억의다방,,3130202,신영시장,서울특별시 양천구 월정로27길 1,37.5324930188478,126.836492059153,서울특별시 양천구 신월동 115-28,7923,
MA010120220814032286,플럼,,3110975,매봉역 1번,서울특별시 강남구 남부순환로375길 7,37.4865655838214,127.044277963015,서울특별시 강남구 도곡동 200-9,6274,
MA010120220804370583,커피이레,,3110439,당고개역 5번,서울특별시 노원구 상계로35길 15,37.6707292679363,127.078051563367,서울특별시 노원구 상계동 1388-23,1635,
MA010120220813448368,레벨커피바,,3110115,상왕십리역 3번,서울특별시 성동구 무학로6길 22,37.5650196652857,127.032507546778,서울특별시 성동구 도선동 330,4707,
MA010120220806701648,엠제이에이치백그라운드,,3110340,인수중학교,서울특별시 강북구 인수봉로77길 14,37.6445361038191,127.009869160365,서울특별시 강북구 수유동 542-4,1014,
MA0101202302A0056834,뽀프POFF,,3110213,청량초등학교,서울특별시 동대문구 회기로23길 59,37.5927075084812,127.055799623146,서울특별시 동대문구 회기동 54-61,2453,
MA010120220809596363,제이카페,,3110723,가산디지털단지역 1번 출입구,서울특별시 금천구 벚꽃로 316,37.4827135738635,126.882877477316,서울특별시 금천구 가산동 777,8509,
MA0101202308A0006507,퐁치커피화양점,,3110141,건대입구역 1번,서울특별시 광진구 아차산로25길 36,37.5429304867066,127.067349516057,서울특별시 광진구 화양동 46-42,5019,
MA010120220800595871,에이치컴퍼니,,3110763,영등포구청역 2번,서울특별시 영등포구 국회대로28길 17,37.5271168414304,126.894279521373,서울특별시 영등포구 당산동3가 395-25,7256,
MA010120220800207870,디케이1744,,3110507,명지대학교,서울특별시 서대문구 증가로6길 43,37.5783359766298,126.9264827346,서울특별시 서대문구 홍은동 412-19,3664,
MA010120220807056568,해례커피,,3110465,연신내역 7번,서울특별시 은평구 통일로83길 19,37.6206676737744,126.917617171887,서울특별시 은평구 갈현동 430-1,3330,
MA010120220808667191,도나파스텔,,3120096,"이화여대(이대역, 이대)",서울특별시 서대문구 신촌역로 16,37.5580637808859,126.943173672045,서울특별시 서대문구 대현동 27-20,3766,
MA010120220814191441,핫곰,,3120096,"이화여대(이대역, 이대)",서울특별시 서대문구 신촌역로 16,37.5580637808859,126.943173672045,서울특별시 서대문구 대현동 27-20,3766,
MA010120220805278893,뜨개쟁이카페,,3120102,서교동(홍대),서울특별시 마포구 동교로 144-13,37.554679569686,126.91845943859,서울특별시 마포구 서교동 463-32,4030,
MA010120220811679498,크럼피,,3110873,당곡중학교,서울특별시 관악구 당곡2가길 35,37.4919679944191,126.929654485405,서울특별시 관악구 봉천동 712-28,8710,
MA010120220809726593,일이이로,,3130315,문정동 로데오거리 상점가(문정동 로데오거리),서울특별시 송파구 동남로 122,37.4903913794246,127.12473315417,서울특별시 송파구 문정동 29-17,5804,
MA010120220809272002,메가엠지씨커피석촌고분역,,3120226,석촌고분역,서울특별시 송파구 백제고분로 279,37.5027336105517,127.097667745255,서울특별시 송파구 석촌동 14-13,5613,
MA010120220805693535,도화당,,3130312,석촌시장,서울특별시 송파구 송파대로37길 38,37.5005802425588,127.107978789342,서울특별시 송파구 석촌동 275-4,5696,
MA010120220807483740,재신,,3120100,망원역,서울특별시 마포구 동교로9길 12,37.5546379729834,126.910775098165,서울특별시 마포구 망원동 386-12,4018,
MA010120220805323245,와이아이엠펫,,3110679,염창역 2번,서울특별시 강서구 공항대로81길 27,37.5485070168034,126.876188534525,서울특별시 강서구 염창동 262-1,7556,
MA010120220814227407,코스트,,3120019,경찰청앞교차로,서울특별시 중구 서소문로 89,37.5625968575384,126.970832438938,서울특별시 중구 순화동 5-2,4516,
MA010120220814097015,종로1번지,,3130010,종로신진시장,서울특별시 종로구 종로 252-7,37.5705921402331,127.006033361238,서울특별시 종로구 종로5가 265-1,3197,
MA010120220813057918,올리다,,3120242,강동구청역,서울특별시 강동구 올림픽로48길 27,37.5290475748776,127.121742893336,서울특별시 강동구 성내동 555-13,5398,
MA0101202209A0026450,스튜디오패뷸러스,,3120031,을지로3가역,서울특별시 중구 을지로12길 15,37.5655644065221,126.991148646582,서울특별시 중구 을지로3가 320-16,4550,
MA0106202201A0153585,커피빈서초역1번출구,코리아,3120169,서초역,서울특별시 서초구 서초대로 250,37.4920065937585,127.009272360614,서울특별시 서초구 서초동 1553-3,6647,
MA0101202303A0118016,과일에반하다프루타,개봉점,3130225,개봉중앙시장,서울특별시 구로구 개봉로15길 36-34,37.4911506173733,126.853781106213,서울특별시 구로구 개봉동 331-34,8347,
MA010120220810585702,카페무탈,,3130190,홍대소상공인상점가,서울특별시 마포구 와우산로21길 20-11,37.5528083429158,126.922694010639,서울특별시 마포구 서교동 358-121,4040,
MA0101202303A0067728,라보아트블루,,3110008,배화여자대학교(박노수미술관),서울특별시 종로구 옥인길 32-3,37.5810662255384,126.966919417007,서울특별시 종로구 옥인동 170,3034,
MA010120220800039454,통인길커피점,,3130001,통인시장,서울특별시 종로구 자하문로 55,37.5810041859248,126.970825259443,서울특별시 종로구 통인동 5-1,3036,
MA0101202309A0037477,컴포즈대치한티,,3120212,한티역,서울특별시 강남구 선릉로 312,37.4975364216198,127.052641487397,서울특별시 강남구 대치동 936,6206,
MA0101202406A0048401,클린컵,,3110163,성자초등학교,서울특별시 광진구 자양로5길 19,37.5313774267811,127.084807472028,서울특별시 광진구 자양동 678-16,5103,
MA0101202406A0122548,구동커피,,3110887,서울산업정보학교(서울삼성초등학교),서울특별시 관악구 신림로3가길 42,37.4689721001344,126.942325533909,서울특별시 관악구 신림동 231-20,8815,
MA010120220814102456,크로닉CHRONIC,,3120138,당산2동(영등포우체국),서울특별시 영등포구 당산로35길 7,37.5289211229527,126.896856412391,서울특별시 영등포구 당산동4가 37-7,7219,
MA0101202210B0025517,프랍,,3110544,망리단길,서울특별시 마포구 포은로5길 4,37.5556513866084,126.904741735448,서울특별시 마포구 망원동 410-28,4009,
MA010120220812161710,청집,,3120015,종로6가,서울특별시 종로구 종로 265,37.5713669231565,127.007323874592,서울특별시 종로구 종로6가 122-1,3124,
MA010120220800205093,후엠아이컨설팅,,3110557,홍대부속여중고앞,서울특별시 마포구 월드컵북로9길 24,37.5588224882894,126.916078177044,서울특별시 마포구 성산동 234-20,3999,
MA0101202409A0009641,카페넘버쓰리,,3110417,월계역 3번,서울특별시 노원구 초안산로2길 84,37.632377363659,127.057222737177,서울특별시 노원구 월계동 270-6,1867,
MA010120220800548144,광성,,3120120,화곡역,서울특별시 강서구 화곡로 161,37.5418310439474,126.839164701927,서울특별시 강서구 화곡동 1065-14,7714,
MA010120220804321580,그릭띠아요거트,,3110545,마포구청역 1번,서울특별시 마포구 모래내로1길 4,37.56444485757,126.904424934983,서울특별시 마포구 성산동 593-7,3938,
MA010120220804031102,머그포래빗,,3120186,가로수길,서울특별시 강남구 논현로159길 65,37.5213864618365,127.023167363384,서울특별시 강남구 신사동 545-1,6033,
MA010120220809543666,디플랜,,3110098,서울독일학교,서울특별시 용산구 독서당로 97,37.5353177283856,127.010793835717,서울특별시 용산구 한남동 33-4,4419,
MA010120220803399815,오쏘,,3120190,강남을지병원,서울특별시 강남구 논현로 805,37.5206376579208,127.027680650143,서울특별시 강남구 신사동 586-7,6032,
MA010120220805536391,조해산업디앤엠,,3110106,금북초등학교,서울특별시 성동구 행당로 35,37.5558856969352,127.023483609366,서울특별시 성동구 금호동1가 128-1,4721,
MA010120220800120586,샘터찻집,,3130024,남대문시장(자유상가),서울특별시 중구 남대문시장6길 33,37.5589133564958,126.978122576561,서울특별시 중구 남창동 46-28,4529,
MA0101202303A0106712,테이큰커피,,3110020,서울국제고등학교,서울특별시 종로구 명륜2길 4,37.5887742571734,126.995267245131,서울특별시 종로구 명륜3가 1-211,3070,
MA010120220800903368,엔젤디오주,,3110610,계남근린공원,서울특별시 양천구 중앙로29길 46,37.5162558850779,126.849218886845,서울특별시 양천구 신정동 1160-31,8075,
MA010120220803605695,자이데커피,,3120189,강남역,서울특별시 강남구 테헤란로2길 8,37.4976527789812,127.028723864427,서울특별시 강남구 역삼동 825-1,6232,
MA0101202409A0194263,타래퀸,홍대점,3110566,경의선책거리,서울특별시 마포구 와우산로29길 44,37.5557398148384,126.927795119769,서울특별시 마포구 서교동 328-26,4052,
MA0101202406A0192574,카페슈스,,3110062,한강로동땡땡거리(은행나무길),서울특별시 용산구 한강대로7길 17-8,37.5243017268954,126.96155968607,서울특별시 용산구 한강로3가 40-363,4380,
MA010120220812077175,심플이브닝,,3130035,방산종합시장(방산시장),서울특별시 중구 을지로33길 14,37.5672586106794,126.999875489651,서울특별시 중구 주교동 253-2,4546,
MA010120220810034909,돌커피,,3110211,전곡마을마당공원,서울특별시 동대문구 전농로17길 36,37.5792559029288,127.055336745533,서울특별시 동대문구 전농동 204-42,2545,
MA010120220804114506,아소프로아,,3111061,암사역 1번,서울특별시 강동구 암사길 26,37.5515974418284,127.132123069391,서울특별시 강동구 암사동 493-28,5262,
MA0106202201A0153575,커피빈논현2015번지,코리아,3120187,신논현역,서울특별시 강남구 강남대로112길 20,37.5055101707325,127.026046453655,서울특별시 강남구 논현동 201-5,6120,
MA010120220806568029,두더지손,,3110786,당산역 8번,서울특별시 영등포구 당산로52길 31-1,37.5332979430003,126.905166163098,서울특별시 영등포구 당산동6가 110-42,7223,
MA010120220806913713,온더바닐라,,3120225,잠실새내역(신천),서울특별시 송파구 백제고분로9길 37,37.5099166457236,127.083256274263,서울특별시 송파구 잠실동 187-4,5559,
MA010120220803649613,열두달봄,,3110242,면목5동주민센터,서울특별시 중랑구 겸재로10길 18,37.5854508300463,127.078177552221,서울특별시 중랑구 면목동 174-17,2230,
MA0101202303A0023878,데이스타,,3110291,한성대입구역 3번,서울특별시 성북구 삼선교로16길 66,37.5853680988448,127.01086898957,서울특별시 성북구 삼선동2가 234,2864,
MA0101202307A0076163,컵CUB,,3111039,벌말어린이공원,서울특별시 송파구 마천로 196,37.502014630688,127.140540211611,서울특별시 송파구 오금동 133-23,5738,
MA0106202201A0440947,블루노트커피신설동점,,3120062,신설동역,서울특별시 동대문구 천호대로 4,37.5747705652869,127.023534819402,서울특별시 동대문구 신설동 117-23,2586,
MA010120220809909651,분더바스토어,,3120008,인사동,서울특별시 종로구 인사동11길 11,37.5737987867517,126.984253723653,서울특별시 종로구 관훈동 195,3145,
MA010120220800321747,앤드커피랩주,,3120195,성수대교남단,서울특별시 강남구 압구정로42길 12,37.5281229636156,127.035274577102,서울특별시 강남구 신사동 637-11,6017,
MA010120220807147906,꽃한잔,,3110060,효창공원앞역 6번,서울특별시 용산구 효창원로37다길 1,37.5374643203104,126.958497983797,서울특별시 용산구 용문동 38-154,4356,
MA010120220808479567,마음마루,,3110579,마포역 4번,서울특별시 마포구 마포대로4다길 31,37.5356564546543,126.944254227448,서울특별시 마포구 마포동 388-5,4178,
MA010120220800944785,준희빈다방,,3130235,대명여울빛거리시장(대명시장),서울특별시 금천구 시흥대로52길 35,37.4528172875765,126.901832103289,서울특별시 금천구 시흥동 889-14,8628,
MA010120220810155625,이삐커피고대,안암역점,3120074,안암역,서울특별시 성북구 고려대로 100,37.5861935924662,127.030422184556,서울특별시 성북구 안암동5가 96,2856,
MA010120220810652559,은꼬시,,3110555,홍익지구대,서울특별시 마포구 동교로12길 36,37.5527202292444,126.912622042441,서울특별시 마포구 서교동 383-2,4035,
MA010120220811628167,카페희다,,3120176,논현역 4번,서울특별시 서초구 주흥15길 16-4,37.5089534918103,127.018119120952,서울특별시 서초구 반포동 701-52,6533,
MA010120220811196721,카페쉼터,,3130036,중부시장(신중부시장),서울특별시 중구 을지로32길 33,37.5652043346645,127.001109243556,서울특별시 중구 오장동 145-9,4547,
MA010120220804265952,딥오리진&무지개,,3111062,둔촌동역 3번(성내3동주민센터),서울특별시 강동구 양재대로85길 65,37.5250281740739,127.131035427073,서울특별시 강동구 성내동 444-5,5407,
MA0106202403A0134319,카페사랑채,,3120017,동묘앞역(동묘),서울특별시 종로구 지봉로5길 7-5,37.5735016345886,127.014365165564,서울특별시 종로구 창신동 222-8,3104,
MA010120220803977915,세컨드커피,,3110344,화계중학교,서울특별시 강북구 화계사길 15,37.6335978867834,127.012609374525,서울특별시 강북구 수유동 464-11,1095,
MA010120220802871129,알디프,,3110566,경의선책거리,서울특별시 마포구 와우산로35길 19,37.5558669262408,126.929402067507,서울특별시 마포구 서교동 329-10,4052,
MA010120220809776296,부부커피,,3110540,망원나들목체육관,서울특별시 마포구 희우정로21길 21,37.5546466088373,126.899118360794,서울특별시 마포구 망원동 461-17,4005,
MA010120220808990780,커피온리혜화역,2호점,3120012,대학로(혜화역),서울특별시 종로구 대명길 5,37.5835305674533,127.001154801758,서울특별시 종로구 명륜4가 7,3078,
MA0101202406A0579658,베리코퍼레이션,,3110027,혜화역 1번,서울특별시 종로구 동숭3길 30,37.5823231452076,127.004777632072,서울특별시 종로구 동숭동 25-25,3085,
MA010120220803796875,몬테규,코리아,3120171,서초3동사거리,서울특별시 서초구 반포대로 32,37.4834377498276,127.012120530823,서울특별시 서초구 서초동 1451-1,6716,
MA0101202306A0070528,샌트SANT,,3130098,회기시장,서울특별시 동대문구 회기로25길 3,37.5907619067954,127.054643257215,서울특별시 동대문구 회기동 57-15,2452,
