상가업소번호,상호명,도로명주소,위도,경도,검색어,카카오맵ID
MA010120220812783461,인케이,서울특별시 강남구 선릉로 514,37.5056019220296,127.049163729915,서울특별시 강남구 선릉로 514 인케이,
MA010120220801062466,에스앤에프네트웍스,서울특별시 강남구 선릉로 514,37.5056019220296,127.049163729915,서울특별시 강남구 선릉로 514 에스앤에프네트웍스,
MA0101202409A0186702,카페어거스트,서울특별시 강남구 선릉로 514,37.5056019220296,127.049163729915,서울특별시 강남구 선릉로 514 카페어거스트,
MA010120220812356145,꿈꾸는리틀피플,서울특별시 성북구 정릉로32길 17,37.6021348663121,127.016760118752,서울특별시 성북구 정릉로32길 17 꿈꾸는리틀피플,638043837
MA010120220812945729,토프레소,서울특별시 영등포구 영중로33길 5,37.5261256343197,126.904745352938,서울특별시 영등포구 영중로33길 5 토프레소,1376091125
MA010120220804363123,투썸플레이스중계은행,서울특별시 노원구 한글비석로 242,37.64923255819,127.076975226941,서울특별시 노원구 한글비석로 242 투썸플레이스중계은행,
MA0101202406A0446885,포트캔커피노원은행,서울특별시 노원구 한글비석로 242,37.64923255819,127.076975226941,서울특별시 노원구 한글비석로 242 포트캔커피노원은행,
MA010120220804038336,더리터,서울특별시 광진구 자양로 112,37.5376762309993,127.08367182577,서울특별시 광진구 자양로 112 더리터,249823571
MA010120220812721278,베스코,서울특별시 노원구 상계로 55,37.656044235254,127.06116196974,서울특별시 노원구 상계로 55 베스코,17688746
MA010120220808276314,이디야커피,서울특별시 동작구 흑석로 79,37.5070284244917,126.95842435894,서울특별시 동작구 흑석로 79 이디야커피,13061997
MA0106202406A2464881,스타벅스,서울특별시 강남구 봉은사로 407,37.5107845203077,127.044575030206,서울특별시 강남구 봉은사로 407 스타벅스,27114008
MA0106202301A1121231,와플.수플레그리고커피,서울특별시 관악구 관천로12길 27,37.4862264615135,126.926188656129,서울특별시 관악구 관천로12길 27 와플.수플레그리고커피,
MA010120220813666785,가비엔누리코람코점,서울특별시 강남구 삼성로 511,37.5076623797866,127.055577917353,서울특별시 강남구 삼성로 511 가비엔누리코람코점,781116142
MA010120220807365880,헤븐몰,서울특별시 강남구 도산대로53길 9,37.5237882180509,127.03824773709,서울특별시 강남구 도산대로53길 9 헤븐몰,1550028697
MA0106202406A2465072,스타벅스,서울특별시 중구 남대문로 109,37.5669869779084,126.982251680241,서울특별시 중구 남대문로 109 스타벅스,261003114
MA0101202307A0037469,지쓰리카페미뇽,서울특별시 중구 남대문로 68,37.5631126962378,126.982263917874,서울특별시 중구 남대문로 68 지쓰리카페미뇽,
MA0101202406A0385700,카페미뇽,서울특별시 중구 남대문로 68,37.5631126962378,126.982263917874,서울특별시 중구 남대문로 68 카페미뇽,2044709012
MA0106202406A2465064,스타벅스,서울특별시 동대문구 회기로 141,37.591564971372,127.052028277195,서울특별시 동대문구 회기로 141 스타벅스,1853475772
MA010120220803494526,미스터빈,서울특별시 중구 동호로11길 39,37.5535180479395,127.009223390965,서울특별시 중구 동호로11길 39 미스터빈,18430938
MA010120220813065736,민트모리,서울특별시 광진구 광장로1길 22,37.5478519734264,127.102173842559,서울특별시 광진구 광장로1길 22 민트모리,27325904
MA0101202305A0171784,오후,서울특별시 종로구 낙산1길 22-1,37.5811157647634,127.005864392054,서울특별시 종로구 낙산1길 22-1 오후,1582733609
MA0106202406A2466106,스타벅스,서울특별시 서초구 강남대로 399,37.4982659048127,127.026846855026,서울특별시 서초구 강남대로 399 스타벅스,7961654
MA0101202306A0053165,더블유블라썸,서울특별시 중구 남대문로 84,37.5646805151256,126.982840801534,서울특별시 중구 남대문로 84 더블유블라썸,
MA010120220803262509,카페비비씨,서울특별시 동대문구 왕산로19라길 3,37.5788225782182,127.03369091745,서울특별시 동대문구 왕산로19라길 3 카페비비씨,
MA010120220806940844,빼더,서울특별시 동대문구 약령중앙로 31-12,37.5812453004879,127.036873277376,서울특별시 동대문구 약령중앙로 31-12 빼더,
MA0101202305A0130504,페이브커피,서울특별시 서초구 사평대로26길 26-7,37.4990077716969,126.998552472,서울특별시 서초구 사평대로26길 26-7 페이브커피,
MA0106202201A0422204,달콤커피서래,서울특별시 서초구 사평대로26길 26-7,37.4990077716969,126.998552472,서울특별시 서초구 사평대로26길 26-7 달콤커피서래,
MA010120220811852872,그때거기,서울특별시 도봉구 삼양로146길 22,37.6524193059997,127.013870412319,서울특별시 도봉구 삼양로146길 22 그때거기,277928869
MA0101202406A0052985,코메카페,서울특별시 영등포구 도림로 152-4,37.4935764587877,126.898850011602,서울특별시 영등포구 도림로 152-4 코메카페,1283108621
MA010120220806570357,나따오비까,서울특별시 강남구 선릉로64길 26,37.4981843414866,127.054417406079,서울특별시 강남구 선릉로64길 26 나따오비까,
MA010120220803980278,카페블라썸,서울특별시 강북구 도봉로101길 53,37.6441457658095,127.02802101682,서울특별시 강북구 도봉로101길 53 카페블라썸,24580890
MA010120220801233602,커먼센스커피COMMONSENSECOFFEE,서울특별시 동대문구 제기로2길 15,37.5857783339786,127.033388360126,서울특별시 동대문구 제기로2길 15 커먼센스커피COMMONSENSECOFFEE,
MA010120220806582851,컴포즈커피목동사랑,서울특별시 양천구 목동중앙남로 61,37.539188445962,126.865884782214,서울특별시 양천구 목동중앙남로 61 컴포즈커피목동사랑,
MA0101202311A0057160,빽다방석계역문화공원점,서울특별시 노원구 석계로3길 3,37.6155612827699,127.064334178324,서울특별시 노원구 석계로3길 3 빽다방석계역문화공원점,1986971637
MA010120220808467390,버클리커피소셜,서울특별시 용산구 회나무로13가길 17,37.5409761246215,126.990540536113,서울특별시 용산구 회나무로13가길 17 버클리커피소셜,26476989
MA0101202307A0043366,이오디,서울특별시 마포구 와우산로 51-9,37.549213214498,126.922471395955,서울특별시 마포구 와우산로 51-9 이오디,1468075415
MA010120220806483762,스밍스튜디오,서울특별시 성동구 뚝섬로 317,37.5413728981904,127.046245254466,서울특별시 성동구 뚝섬로 317 스밍스튜디오,
MA0101202309A0087731,위드메가,서울특별시 영등포구 당산로 164,37.5290034980201,126.898338345813,서울특별시 영등포구 당산로 164 위드메가,
MA010120220808358602,제너럴포스트오피스,서울특별시 마포구 어울마당로2길 10,37.5461750446457,126.919770034959,서울특별시 마포구 어울마당로2길 10 제너럴포스트오피스,
MA010120220809804982,메가엠지씨커피외대앞역점,서울특별시 동대문구 휘경로 24,37.5952630002101,127.062437021181,서울특별시 동대문구 휘경로 24 메가엠지씨커피외대앞역점,
MA010120220800434332,배추공주와페키들의감성놀이터,서울특별시 동작구 상도로58길 4,37.4959170034861,126.95303643866,서울특별시 동작구 상도로58길 4 배추공주와페키들의감성놀이터,
MA010120220800041328,더커피,서울특별시 종로구 종로40가길 4,37.5703848922376,127.006395571583,서울특별시 종로구 종로40가길 4 더커피,
MA010120220801834845,보연희,서울특별시 서대문구 연희맛로 17-63,37.5670929628834,126.928768923791,서울특별시 서대문구 연희맛로 17-63 보연희,1701450327
MA010120220800101998,빅스트로우,서울특별시 종로구 북촌로5길 6,37.5795381641928,126.9845808235,서울특별시 종로구 북촌로5길 6 빅스트로우,
MA010120220802870316,카페아이갓에브리띵케이티엔지상상마당,서울특별시 마포구 어울마당로 65,37.5509602126189,126.921055004587,서울특별시 마포구 어울마당로 65 카페아이갓에브리띵케이티엔지상상마당,
MA0101202406A0229397,웰컴카페,서울특별시 성북구 고려대로1길 93,37.5890794496811,127.017108186079,서울특별시 성북구 고려대로1길 93 웰컴카페,1508072806
MA010120220810593280,디저트39방배,서울특별시 서초구 방배중앙로 117,37.4895465282938,126.987335727689,서울특별시 서초구 방배중앙로 117 디저트39방배,
MA010120220803961292,카페브러리,서울특별시 강북구 오패산로77길 8,37.6372176442425,127.026058372061,서울특별시 강북구 오패산로77길 8 카페브러리,21605492
MA010120220806874386,팬케이크샵가로수길점,서울특별시 강남구 강남대로162길 21,37.5202247161453,127.020180632589,서울특별시 강남구 강남대로162길 21 팬케이크샵가로수길점,880411321
MA010120220800502176,커피볶는제임스,서울특별시 강서구 공항대로42길 12,37.5574695377732,126.843771323882,서울특별시 강서구 공항대로42길 12 커피볶는제임스,8104351
MA0106202406A2466377,스타벅스,서울특별시 영등포구 여의나루로 50,37.521797817273,126.92565588965,서울특별시 영등포구 여의나루로 50 스타벅스,1945023864
MA010120220813585244,앤레커피,서울특별시 영등포구 여의나루로 50,37.521797817273,126.92565588965,서울특별시 영등포구 여의나루로 50 앤레커피,
MA010120220809151044,클로리스,서울특별시 영등포구 여의나루로 50,37.521797817273,126.92565588965,서울특별시 영등포구 여의나루로 50 클로리스,1604497034
MA010120220808907432,산옥커피,서울특별시 영등포구 63로 32,37.5190032303906,126.938780382069,서울특별시 영등포구 63로 32 산옥커피,1336846683
MA010120220800365149,슈퍼커피63빌딩점,서울특별시 영등포구 63로 32,37.5190032303906,126.938780382069,서울특별시 영등포구 63로 32 슈퍼커피63빌딩점,1482897682
MA0101202311A0094212,카페그린그린cafegreengreen,서울특별시 서초구 양재천로 73,37.475305288621,127.037589922644,서울특별시 서초구 양재천로 73 카페그린그린cafegreengreen,
MA010120220803707181,커피인더블랙,서울특별시 광진구 광나루로 486,37.5447494078808,127.083204470378,서울특별시 광진구 광나루로 486 커피인더블랙,1660718425
MA0101202406A0167541,커피는미스김,서울특별시 강북구 한천로144길 23-23,37.6427048590026,127.025051868835,서울특별시 강북구 한천로144길 23-23 커피는미스김,
MA010120220803871698,까치다방,서울특별시 종로구 종로 316,37.5719701228817,127.012802734091,서울특별시 종로구 종로 316 까치다방,21330677
MA0101202406A0410589,디저트39서울대벤처타운점,서울특별시 관악구 호암로22길 61,37.4687076639926,126.936210140629,서울특별시 관악구 호암로22길 61 디저트39서울대벤처타운점,
MA0101202409A0208663,카프,서울특별시 서대문구 통일로 107-39,37.5642083837636,126.966123247813,서울특별시 서대문구 통일로 107-39 카프,1295285914
MA0101202409A0029803,라이크어시네마,서울특별시 송파구 가락로 134,37.5020372513301,127.110808203538,서울특별시 송파구 가락로 134 라이크어시네마,492024805
MA010120220805900738,메가엠지씨커피경복궁역점,서울특별시 종로구 자하문로 11-1,37.5771392124861,126.972026752941,서울특별시 종로구 자하문로 11-1 메가엠지씨커피경복궁역점,
MA010120220800029586,마가리,서울특별시 종로구 대학로 52,37.5757549725603,127.002320683753,서울특별시 종로구 대학로 52 마가리,1717372570
MA010120220812528758,스트렝스커피,서울특별시 종로구 대학로 52,37.5757549725603,127.002320683753,서울특별시 종로구 대학로 52 스트렝스커피,1486101460
MA0101202409A0163778,브루다커피마곡사이언스파크뷰점,서울특별시 강서구 마곡중앙6로 85,37.5602443020844,126.836884155961,서울특별시 강서구 마곡중앙6로 85 브루다커피마곡사이언스파크뷰점,844219610
MA010120220802887457,디어마이요거트,서울특별시 강동구 성안로 37,37.5272364995029,127.13024737522,서울특별시 강동구 성안로 37 디어마이요거트,
MA010120220805494859,하윌라,서울특별시 강동구 성안로 37,37.5272364995029,127.13024737522,서울특별시 강동구 성안로 37 하윌라,
MA010120220814085384,플로리안커피,서울특별시 종로구 새문안로5길 7-1,37.5709680209442,126.974791063985,서울특별시 종로구 새문안로5길 7-1 플로리안커피,21434588
MA010120220811126751,카페리프,서울특별시 노원구 덕릉로83길 9-8,37.6598025880622,127.074628842632,서울특별시 노원구 덕릉로83길 9-8 카페리프,1889910210
MA010120220801052258,커피인왕,서울특별시 종로구 인왕산로1가길 3,37.5735149534613,126.963719177966,서울특별시 종로구 인왕산로1가길 3 커피인왕,
MA010120220811125643,카페딜쿠샤,서울특별시 종로구 인왕산로1가길 3,37.5735149534613,126.963719177966,서울특별시 종로구 인왕산로1가길 3 카페딜쿠샤,296807044
MA010120220811824332,제이.히든하우스,서울특별시 종로구 종로 269-4,37.5714299510287,127.007969106734,서울특별시 종로구 종로 269-4 제이.히든하우스,
MA0101202308A0029311,김용기미술관,서울특별시 종로구 종로65길 41-2,37.5764110855261,127.019652401576,서울특별시 종로구 종로65길 41-2 김용기미술관,
MA0106202406A2465177,스타벅스,서울특별시 영등포구 양평로 64,37.5351407076538,126.899970583297,서울특별시 영등포구 양평로 64 스타벅스,23326001
MA0101202411A0042605,커피포카포카,서울특별시 영등포구 국제금융로6길 30,37.5217173213898,126.926606197406,서울특별시 영등포구 국제금융로6길 30 커피포카포카,
MA010120220808666626,텐퍼센트스페셜티커피,서울특별시 영등포구 국제금융로6길 30,37.5217173213898,126.926606197406,서울특별시 영등포구 국제금융로6길 30 텐퍼센트스페셜티커피,
MA010120220806252213,브루다여의도백상빌딩,서울특별시 영등포구 국제금융로6길 30,37.5217173213898,126.926606197406,서울특별시 영등포구 국제금융로6길 30 브루다여의도백상빌딩,
MA010120220800346271,대주,서울특별시 영등포구 국제금융로6길 30,37.5217173213898,126.926606197406,서울특별시 영등포구 국제금융로6길 30 대주,
MA010120220800367090,아마스빈여의도,서울특별시 영등포구 국제금융로6길 30,37.5217173213898,126.926606197406,서울특별시 영등포구 국제금융로6길 30 아마스빈여의도,
MA010120220800346107,사랑방,서울특별시 영등포구 국제금융로6길 30,37.5217173213898,126.926606197406,서울특별시 영등포구 국제금융로6길 30 사랑방,8343896
MA0101202210A0088461,매머드익스프레스,서울특별시 서대문구 연세로5길 38,37.5561315688899,126.935252932939,서울특별시 서대문구 연세로5길 38 매머드익스프레스,1505825990
MA010120220812362451,브랑쿠시,서울특별시 용산구 새창로 104,37.5380684482132,126.95982146982,서울특별시 용산구 새창로 104 브랑쿠시,1451746246
MA0101202209A0096877,카페공공장소,서울특별시 강동구 암사길 7-1,37.5510497215528,127.13042460305,서울특별시 강동구 암사길 7-1 카페공공장소,2068185089
MA0101202302A0077716,커피나인암사힐스테이트리버뷰점,서울특별시 강동구 상암로4길 43,37.5485767379668,127.126040889934,서울특별시 강동구 상암로4길 43 커피나인암사힐스테이트리버뷰점,
MA0101202209A0012110,대림커피,서울특별시 은평구 연서로29길 19,37.6192174397019,126.918128486743,서울특별시 은평구 연서로29길 19 대림커피,2105431353
MA0101202406A0589173,카페타셴남부,서울특별시 서초구 효령로 317,37.4859957518504,127.018724144892,서울특별시 서초구 효령로 317 카페타셴남부,
MA0101202409A0120049,이포크,서울특별시 중랑구 면목로51길 23,37.5832105232283,127.086553144881,서울특별시 중랑구 면목로51길 23 이포크,
MA0101202209A0069201,메가엠지씨커피상계중앙,서울특별시 노원구 상계로27길 12,37.6592464565746,127.070605045552,서울특별시 노원구 상계로27길 12 메가엠지씨커피상계중앙,
MA010120220811792104,날쌘카페,서울특별시 노원구 상계로27길 12,37.6592464565746,127.070605045552,서울특별시 노원구 상계로27길 12 날쌘카페,1656273299
MA010120220807096332,어니스타컴퍼니,서울특별시 용산구 보광로55길 3,37.5329844833454,126.994128064759,서울특별시 용산구 보광로55길 3 어니스타컴퍼니,
MA010120220809746117,오늘도커피,서울특별시 중랑구 중랑역로 36,37.5971379470288,127.076264758511,서울특별시 중랑구 중랑역로 36 오늘도커피,442222535
MA010120220813252373,고로커피로스터스,서울특별시 관악구 남부순환로231길 33,37.4807278592633,126.957941468893,서울특별시 관악구 남부순환로231길 33 고로커피로스터스,508064654
MA010120220803152905,까페여름,서울특별시 서대문구 가재울로6길 53-3,37.5764962485052,126.923801580509,서울특별시 서대문구 가재울로6길 53-3 까페여름,1386841418
MA010120220813274924,여름커피로스터즈,서울특별시 서대문구 가재울로6길 53-3,37.5764962485052,126.923801580509,서울특별시 서대문구 가재울로6길 53-3 여름커피로스터즈,1386841418
MA010120220803756482,카페나루,서울특별시 광진구 광장로1길 18,37.547608635563,127.102252723442,서울특별시 광진구 광장로1길 18 카페나루,16089320
MA010120220804279756,커피플라잇,서울특별시 송파구 문정로13길 11-16,37.4938943607016,127.13470135742,서울특별시 송파구 문정로13길 11-16 커피플라잇,20807764
MA010120220803454459,사과나무,서울특별시 중구 마른내로 124,37.5644294697596,127.001777035046,서울특별시 중구 마른내로 124 사과나무,20104193
MA010120220812259788,앨리커피,서울특별시 금천구 금하로24나길 23,37.4488140625412,126.909714304723,서울특별시 금천구 금하로24나길 23 앨리커피,2120027382
MA0101202302A0105660,공차창동역점,서울특별시 도봉구 노해로65길 10,37.6518523048267,127.046608309349,서울특별시 도봉구 노해로65길 10 공차창동역점,
MA0106202406A2465554,스타벅스,서울특별시 금천구 시흥대로73길 67,37.4559385908598,126.895747375722,서울특별시 금천구 시흥대로73길 67 스타벅스,62238907
MA010120220804294331,마실다실깨비점,서울특별시 양천구 등촌로 208,37.5482680334147,126.863718430263,서울특별시 양천구 등촌로 208 마실다실깨비점,
MA010120220809579284,디저티스트,서울특별시 송파구 송파대로48길 37,37.510230435776,127.107506337601,서울특별시 송파구 송파대로48길 37 디저티스트,497798133
MA0106202401A0973850,차차,서울특별시 광진구 긴고랑로11길 30,37.5645451003751,127.082094611237,서울특별시 광진구 긴고랑로11길 30 차차,862830722
MA010120220805931634,리프노즈드아쉬지,서울특별시 노원구 동일로178길 11-13,37.6218079212105,127.074874029872,서울특별시 노원구 동일로178길 11-13 리프노즈드아쉬지,1238776408
MA010120220813395732,향기나무,서울특별시 영등포구 신풍로25가길 14,37.5009618692274,126.918483962445,서울특별시 영등포구 신풍로25가길 14 향기나무,613802275
MA0106202406A2465135,스타벅스,서울특별시 성북구 고려대로 102-2,37.5861034051555,127.030761807105,서울특별시 성북구 고려대로 102-2 스타벅스,18691197
MA0101202406A0403308,스트릿1988,서울특별시 광진구 면목로 128,37.5647981839673,127.080929057984,서울특별시 광진구 면목로 128 스트릿1988,452384970
MA0101202409A0101108,메가엠지씨커피국악고점,서울특별시 강남구 논현로12길 33,37.4757150705207,127.050195538447,서울특별시 강남구 논현로12길 33 메가엠지씨커피국악고점,
MA0101202406A0413558,더벤티중계은행,서울특별시 노원구 한글비석로 264,37.6511514133788,127.077339826381,서울특별시 노원구 한글비석로 264 더벤티중계은행,
MA0101202306A0106392,더카페중계은행,서울특별시 노원구 한글비석로 264,37.6511514133788,127.077339826381,서울특별시 노원구 한글비석로 264 더카페중계은행,
MA0106202406A2465093,스타벅스,서울특별시 양천구 신월로 341,37.5220161639321,126.858834041423,서울특별시 양천구 신월로 341 스타벅스,1737262840
MA010120220813292983,피터패트,서울특별시 동작구 상도로 294,37.5013483321051,126.948848646247,서울특별시 동작구 상도로 294 피터패트,
MA010120220807121357,어썸커뮤니티,서울특별시 동작구 상도로 294,37.5013483321051,126.948848646247,서울특별시 동작구 상도로 294 어썸커뮤니티,1807005332
MA010120220805028908,디저트카페'윰',서울특별시 강동구 명일로 165,37.5337522695848,127.144423894259,서울특별시 강동구 명일로 165 디저트카페'윰',
MA010120220803972691,데미타스,서울특별시 강북구 솔매로 113-1,37.6260456996321,127.024751747886,서울특별시 강북구 솔매로 113-1 데미타스,
MA010120220813934723,카페보다,서울특별시 성북구 서경로 97,37.611460545192,127.013353140001,서울특별시 성북구 서경로 97 카페보다,27512241
MA010120220807751024,카페더엘가,서울특별시 강동구 상암로51길 7,37.546986107965,127.145920508524,서울특별시 강동구 상암로51길 7 카페더엘가,
MA0101202305A0065260,월랑월랑,서울특별시 양천구 남부순환로58길 19,37.5302960323831,126.831122932036,서울특별시 양천구 남부순환로58길 19 월랑월랑,1604045686
MA0106202201A0793148,하프커피로스터스,서울특별시 성동구 서울숲4길 12,37.5474020544704,127.042322285749,서울특별시 성동구 서울숲4길 12 하프커피로스터스,
MA0101202305A0093553,우주커피,서울특별시 동작구 보라매로 73-1,37.4960391747241,126.927388994386,서울특별시 동작구 보라매로 73-1 우주커피,158896938
MA0101202406A0338742,대박커피호프,서울특별시 노원구 상계로27길 11,37.6591023944612,127.070446246426,서울특별시 노원구 상계로27길 11 대박커피호프,
MA010120220810375852,앤티크커피,서울특별시 영등포구 국회대로29길 6,37.5286777935813,126.896788867729,서울특별시 영등포구 국회대로29길 6 앤티크커피,1267905283
MA010120220803890996,카페아띠,서울특별시 성북구 북악산로29길 6,37.5926613956611,127.035180463962,서울특별시 성북구 북악산로29길 6 카페아띠,18482107
MA010120220806404392,개스타운커피,서울특별시 강서구 공항대로 261,37.5591535835773,126.836513043521,서울특별시 강서구 공항대로 261 개스타운커피,1189963313
MA0101202212A0000941,커프앤블랭크,서울특별시 강서구 공항대로 261,37.5591535835773,126.836513043521,서울특별시 강서구 공항대로 261 커프앤블랭크,551613251
MA010120220810424700,원데이브레드,서울특별시 중랑구 동일로160길 4,37.6106425634466,127.078135959929,서울특별시 중랑구 동일로160길 4 원데이브레드,2024022308
MA010120220808908148,모모,서울특별시 관악구 구암길 10,37.4886342720507,126.946912470238,서울특별시 관악구 구암길 10 모모,841736091
MA0101202310A0088471,지스페이스,서울특별시 강동구 천호대로221길 31,37.5482926012803,127.172606755605,서울특별시 강동구 천호대로221길 31 지스페이스,1595835916
MA010120220802374728,이디야혜화역점,서울특별시 종로구 창경궁로 258-15,37.5836026508055,127.000645331016,서울특별시 종로구 창경궁로 258-15 이디야혜화역점,
MA010120220803241464,소재,서울특별시 성동구 마조로3길 8,37.5586563370999,127.039974543731,서울특별시 성동구 마조로3길 8 소재,320019021
MA010120220813885873,메가엠지씨커피구로,서울특별시 구로구 부일로15길 29,37.4941415081095,126.833047587543,서울특별시 구로구 부일로15길 29 메가엠지씨커피구로,
MA010120220812814238,온순간라마티에,서울특별시 마포구 성미산로16길 3-3,37.5611214743127,126.918135509227,서울특별시 마포구 성미산로16길 3-3 온순간라마티에,
MA010120220811814928,더벤티,서울특별시 강동구 양재대로116길 41,37.538277369223,127.142712782178,서울특별시 강동구 양재대로116길 41 더벤티,1489702168
MA010120220805022678,쌍문빵곳간,서울특별시 도봉구 방학로5길 33,37.6614237812529,127.038125573196,서울특별시 도봉구 방학로5길 33 쌍문빵곳간,
MA010120220808598302,카페딜런,서울특별시 강서구 강서로74길 40,37.5668389819534,126.843083934104,서울특별시 강서구 강서로74길 40 카페딜런,1503687396
MA0103202406C0037827,숨과쉼,서울특별시 구로구 개봉로14길 13,37.4887586673589,126.85765285082,서울특별시 구로구 개봉로14길 13 숨과쉼,442598454
MA0101202409A0202293,얼반스퀘어,서울특별시 마포구 독막로8길 15,37.5472281958844,126.918286498421,서울특별시 마포구 독막로8길 15 얼반스퀘어,448648411
MA010120220812558754,카페두레브,서울특별시 강남구 헌릉로569길 23,37.4668001182401,127.099214837271,서울특별시 강남구 헌릉로569길 23 카페두레브,26313830
MA010120220810056790,벤티프레소&베이커리포스코,서울특별시 강남구 테헤란로 440,37.5058150581788,127.056130729898,서울특별시 강남구 테헤란로 440 벤티프레소&베이커리포스코,
MA010120220811899122,더카페440,서울특별시 강남구 테헤란로 440,37.5058150581788,127.056130729898,서울특별시 강남구 테헤란로 440 더카페440,663023093
MA0106202307A0704060,학산테라로사커피포스코센터지점,서울특별시 강남구 테헤란로 440,37.5058150581788,127.056130729898,서울특별시 강남구 테헤란로 440 학산테라로사커피포스코센터지점,
MA010120220801059329,카페오아시아사회적협동조합포레카포스코,서울특별시 강남구 테헤란로 440,37.5058150581788,127.056130729898,서울특별시 강남구 테헤란로 440 카페오아시아사회적협동조합포레카포스코,
MA0101202409A0219742,이문,서울특별시 종로구 창신1길 12,37.5722495686569,127.011467036338,서울특별시 종로구 창신1길 12 이문,429288826
MA0106202201A0153414,커피빈문정역스테이트점,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 커피빈문정역스테이트점,
MA010120220807110788,슈퍼커피문정엠스테이트점,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 슈퍼커피문정엠스테이트점,
MA0101202406A0134146,라라커피,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 라라커피,901336973
MA0101202406A0413171,매머드익스프레스문정역,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 매머드익스프레스문정역,1078374195
MA0101202310A0029343,오슬로우커피,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 오슬로우커피,1293480182
MA010120220803052740,커피나인문정엠스테이트,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 커피나인문정엠스테이트,1130935304
MA010120220812020314,카페마놀린,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 카페마놀린,791544261
MA010120220803012423,매머드익스프레스문정역,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 매머드익스프레스문정역,1078374195
MA010120220808294986,빽다방문정역점,서울특별시 송파구 법원로 114,37.4860523884533,127.121017292253,서울특별시 송파구 법원로 114 빽다방문정역점,354226032
MA010120220803244585,카페다반,서울특별시 송파구 백제고분로45길 26,37.5102833153925,127.10879581137,서울특별시 송파구 백제고분로45길 26 카페다반,945880291
MA010120220813764097,컷팅엣지+,서울특별시 영등포구 도림천로21길 23,37.4876057553622,126.902385874306,서울특별시 영등포구 도림천로21길 23 컷팅엣지+,
MA0101202310A0041188,뚜띠테이블,서울특별시 성북구 보국문로8길 15,37.6074603622262,127.011347862354,서울특별시 성북구 보국문로8길 15 뚜띠테이블,176025283
MA0101202308A0056597,치키차카초코강남,서울특별시 강남구 강남대로114길 13,37.5060419163055,127.025345426259,서울특별시 강남구 강남대로114길 13 치키차카초코강남,
MA010120220810108831,베르프레,서울특별시 양천구 신월로 194,37.5196823562184,126.844325242221,서울특별시 양천구 신월로 194 베르프레,1472378484
MA0101202311A0024296,유캔두잇,서울특별시 관악구 남부순환로218길 1,37.4809683060182,126.950637598499,서울특별시 관악구 남부순환로218길 1 유캔두잇,1469115403
MA010120220813703622,시드누아,서울특별시 광진구 천호대로127길 44,37.5543932867551,127.091080626459,서울특별시 광진구 천호대로127길 44 시드누아,27607185
MA010120220800584002,부에노커피로스팅Co,서울특별시 서대문구 이화여대2가길 18,37.5581643474866,126.94628597567,서울특별시 서대문구 이화여대2가길 18 부에노커피로스팅Co,
MA0101202409A0238342,블랑카,서울특별시 영등포구 국회대로56길 19,37.5235888157222,126.909850523875,서울특별시 영등포구 국회대로56길 19 블랑카,689533790
MA010120220809686489,33아파트먼트,서울특별시 용산구 한남대로27길 33,37.5382464352257,127.002998404965,서울특별시 용산구 한남대로27길 33 33아파트먼트,
MA010120220800210197,밥스바비연남점,서울특별시 마포구 동교로 225,37.5602512525607,126.92372758284,서울특별시 마포구 동교로 225 밥스바비연남점,18887817
MA0101202406A0000697,카페;꼬망,서울특별시 강서구 가로공원로84길 14,37.5369041129889,126.840295421937,서울특별시 강서구 가로공원로84길 14 카페;꼬망,1115698226
MA010120220806022846,이디야커피,서울특별시 중구 마른내로 109-1,37.5646096823066,127.000135824662,서울특별시 중구 마른내로 109-1 이디야커피,146241342
MA010120220806357351,커피온리,서울특별시 광진구 광나루로24길 29,37.5452402935815,127.076788963134,서울특별시 광진구 광나루로24길 29 커피온리,1803800027
MA010120220804194915,제너러스커피,서울특별시 서초구 강남대로30길 20,37.4818914224473,127.038350739328,서울특별시 서초구 강남대로30길 20 제너러스커피,2016879689
MA0101202310A0040638,이디야,서울특별시 관악구 신림로46길 1,37.4784548298485,126.933024950965,서울특별시 관악구 신림로46길 1 이디야,1618345974
MA010120220813573284,카페프렌즈,서울특별시 강남구 압구정로 172,37.5264309124901,127.028486010086,서울특별시 강남구 압구정로 172 카페프렌즈,805755201
MA010120220801624613,하우,서울특별시 강남구 압구정로 172,37.5264309124901,127.028486010086,서울특별시 강남구 압구정로 172 하우,
MA010120220803232989,휘드카페하계점,서울특별시 노원구 공릉로58길 108,37.6356743915376,127.074412103066,서울특별시 노원구 공릉로58길 108 휘드카페하계점,969790715
MA010120220810435359,갸또마마,서울특별시 강동구 상암로49길 33,37.5480236601806,127.144779594466,서울특별시 강동구 상암로49길 33 갸또마마,544211155
