,상가업소번호,법정동코드,고유번호,지번,상호명,지점명,TRDAR_CD,건축물면적(㎡),접한길이_m,도로2m이내접촉길이_m,교차로_존재_여부
4346,MA010120220800781024,1153010700,1.15301070010403e+18,403-54,토프레소,,3130225,422.77,0.0,0.0,False
4347,MA010120220800980142,1162010200,1.16201020011636e+18,1636-28,카페시벳,,3110871,0.0,9.121265366132937,24.892581692194923,False
4348,MA010120220803946706,1130510200,1.13051020010446e+18,446-1,정다방,,3120076,331.41,37.477488763138425,79.1769890769193,False
4349,MA010120220813267981,1130510200,1.13051020010446e+18,446-1,메가엠지씨커피수유역점,,3120076,331.41,37.477488763138425,79.1769890769193,False
4350,MA010120220809579404,1144012200,1.14401220010081e+18,81-2,카페루나토,,3110556,76.86,0.0,41.05908403174213,False
4351,MA010120220811933121,1168010700,1.16801070010663e+18,663-20,알피엠,,3120202,,,,
4352,MA010120220800033275,1111012800,1.11101280010192e+18,192-21,카페헐리우드,,3120008,365.14,0.0,0.0,False
4353,MA010120220803700981,1168010700,1.16801070010559e+18,559-21,야카모즈로스팅컴퍼니,,3110951,49.19,5.296447969586086,20.46392484298141,False
4354,MA010120220805334794,1174010900,,426-6,상담카페,6호점,3120243,,,,
4355,MA0106202406A2465142,1114011100,1.1140111001007e+18,70,스타벅스,소공로,3001492,616.94,27.634301242579816,104.38815303849256,False
4356,MA010120220813368909,1171010100,1.17101010010207e+18,207-1,트레스드,,3130311,0.0,0.0,25.59450580137028,False
4357,MA010120220806403310,1156011400,1.15601140010036e+18,36-3,모닝캄컴퍼니,,3120138,146.97,0.0,53.08487890593866,False
4358,MA010120220814292881,1150010300,1.15001030011096e+18,1096-31,커피마스,,3110663,108.1,0.0,20.758408290736885,False
4359,MA0106202201A0041400,1117010100,1.11701010010164e+18,164-29,라이언스커피로스터스,,3110075,,,,
4360,MA0101202307A0020276,1117010200,1.11701020010019e+18,19-11,쉘터해방,,3110081,68.58,0.0,26.390647918877427,False
4361,MA010120220808784945,1153010200,1.15301020010083e+18,83-4,투썸플레이스구로구청,사거리점,3110716,585.73,24.267414755259693,63.82798345966695,True
4362,MA010120220804432672,1144012000,1.14401200010366e+18,366-18,래핑포레스트,,3130190,47.8,0.0,17.63417462088392,False
4363,MA0101202406A0332817,1130510300,1.13051030010224e+18,224-16,구스르릉,,3120076,86.87,0.0,33.70835543421289,False
4364,MA010120220804531373,1129011700,1.12901170010038e+18,38-1,유정원카페,,3110300,55.78,0.2075591662679999,34.19795999223862,False
4365,MA010120220814053983,1165010300,1.16501030010686e+18,686-2,크레마도로,,3110931,197.79,0.0,0.0,False
4366,MA0101202305A0105499,1153010200,1.1530102001083e+18,830,커피사피엔스구로한영캐슬시티점,,3110722,0.0,0.0,81.61621126117987,False
4367,MA0101202303A0064755,1153010200,1.1530102001083e+18,830,컴포즈커피구로한영시티점,,3110722,0.0,0.0,81.61621126117987,False
4368,MA0101202306A0004239,1153010200,1.1530102001083e+18,830,와드커피구로한영시티점,,3110722,0.0,0.0,81.61621126117987,False
4369,MA010120220804066733,1168010700,1.16801070010501e+18,501,은탑플래닝,,3120178,571.14,0.0,0.0,False
4370,MA010120220802954787,1168010700,1.16801070010501e+18,501,하우신사역점,,3120178,571.14,0.0,0.0,False
4371,MA0101202209A0053228,1168010800,1.16801080010093e+18,93-4,카페컬렉터,,3120200,216.62,18.65209050308308,42.41876498332573,False
4372,MA010120220814275751,1111013500,1.11101350010045e+18,45-1,누구나,,3120006,488.93,25.801341068244685,84.54470244099038,False
4373,MA010120220811807019,1120011400,1.12001140010658e+18,658-5,언맷피플,,3110126,361.75,0.0,0.0,False
4374,MA0101202310A0085017,1150010500,,796-6,비엘씨티디마곡,,3120119,,,,
4375,MA0101202310A0002761,1150010500,,796-6,커스텀커피,마곡점,3120119,,,,
4376,MA0101202406A0090109,1150010500,,796-6,댕그르르,,3120119,,,,
4377,MA010120220805378471,1150010500,,796-6,블루트리,,3120119,,,,
4378,MA0101202307A0000750,1150010500,,796-6,스퍼터,,3120119,,,,
4379,MA010120220813747176,1150010500,,796-6,고망고,,3120119,,,,
4380,MA0101202308A0067846,1141011200,1.14101120010056e+18,56-122,디저트39,이대점,3130179,,,,
4381,MA0101202406A0170640,1162010200,1.16201020011639e+18,1639-57,작은따옴표,,3130285,,,,
4382,MA0106202401A0056832,1165010800,1.16501080011641e+18,1641-10,이디야삼성금융연,수원점,3110930,2389.88,4.013560805168996,40.73032648777713,False
4383,MA010120220808304626,1121510500,1.12151050010005e+18,5-71,공차건대,로데오점,3120053,65.18,8.551160208108605,29.2153493735641,False
4384,MA0101202301A0091850,1144012200,1.14401220010358e+18,358-26,네오피스트,,3110559,118.65,0.0,33.847192273280875,False
4385,MA010120220800588265,1138010700,1.13801070010097e+18,97-9,카프,,3110478,125.37,0.0,16.417148983802996,False
4386,MA0101202406A0481700,1121510300,1.12151030010199e+18,199-8,올림픽북단점빽다방,,3120061,563.6,0.0,0.0,False
4387,MA010120220803445340,1120010400,1.12001040010415e+18,415,카페27g,,3110115,36.72,7.647624005161487,22.3125169190778,True
4388,MA0101202409A0152680,1117013200,1.11701320010162e+18,162-2,어니언컴퍼니한남점,,3110089,133.88,0.2546342792338539,56.21521389629087,True
4389,MA010120220803327292,1162010100,1.16201010010955e+18,955-8,인마인드커피,,3110883,209.19,51.337706714780055,54.77413803571565,False
4390,MA010120220806798039,1129010100,1.12901010010122e+18,122-7,몰리고;몰리다,,3110283,123.6,0.0,0.0,True
4391,MA010120220800020809,1111012800,1.11101280010083e+18,83,귀천,,3120008,0.0,29.16539630399567,35.90795537703727,False
4392,MA010120220814314363,1117011200,1.11701120010012e+18,12-10,모임,,3110068,110.72,0.0,54.53189897802743,False
4393,MA010120220813924982,1111015900,1.1110159001023e+18,230-2,숨숨,,3120010,19.83,0.0,23.258714978406104,False
4394,MA010120220810182771,1111011200,1.11101120010122e+18,122,더트커피,,3110013,0.0,8.883161562961632,28.828364745445867,False
4395,MA010120220814240883,1138010200,1.13801020010109e+18,109-20,가비루,,3110489,189.7,0.0,50.75855194980233,True
4396,MA010120220809853259,1168010500,1.16801050010001e+18,1-4,파쪼카페,,3120203,414.54,0.0,44.785501266551904,False
4397,MA010120220812577270,1171010600,1.17101060010108e+18,108-2,퍼햅스,,3111006,0.0,26.82025704711493,40.45909811370735,False
4398,MA0101202409A0109874,1130510300,1.13051030010189e+18,189-35,봉,,3110367,136.54,10.297289969727558,27.89725542957783,True
4399,MA0101202406A0215229,1168010100,1.16801010010671e+18,671-6,씨티커피역삼,,3110967,76.23,0.0,30.059363885192525,False
4400,MA010120220806441180,1150010500,,798-3,공차마곡역점,,3120118,,,,
4401,MA0106202406A2465552,1150010500,,798-3,스타벅스,마곡역,3120118,,,,
4402,MA010120220812026825,1135010500,1.13501050010321e+18,321-22,우리행성,,3110426,170.06,0.0,37.423307528265234,False
4403,MA0101202303A0024008,1130510300,1.1305103001017202e+18,172-150,모도리,,3130139,57.6,0.6638443596483797,28.38044725188063,False
4404,MA010120220802782174,1141010500,1.14101050010244e+18,244,크로와플마침내카페,,3120001,0.0,14.77721111484921,25.397063036317853,False
4405,MA010120220808628224,1117011000,1.1170110001006e+18,60-1,을의커피,,3110069,162.97,0.0,25.803645808116364,False
4406,MA010120220800146267,1144011500,1.14401150010324e+18,324-9,투섬플레이스상수점,,3120105,,,,
4407,MA0101202311A0001299,1130510100,1.13051010010762e+18,762-74,컴포즈커피삼양솔매점,,3130132,,,,
4408,MA010120220813170583,1120010600,1.12001060010204e+18,204-2,화이트365커피,,3110125,0.0,0.0,39.60575535394299,True
4409,MA010120220806889907,1111016800,1.11101680010001e+18,1-28,만화카페콩툰대학로,,3120012,485.4,0.0,40.68020631144383,True
4410,MA010120220813982996,1111016800,1.11101680010001e+18,1-28,가비아노,,3120012,485.4,0.0,40.68020631144383,True
4411,MA010120220804817528,1171011200,1.17101120010131e+18,131,황제커피솝,,3111039,83.57,17.104759745299926,27.527555122553963,True
4412,MA010120220807488340,1171011100,1.17101110010062e+18,62-14,카페방이동,,3120229,125.9,0.0,0.0,False
4413,MA010120220803888516,1129013500,1.12901350010031e+18,31-48,모아,,3110317,119.55,0.0,37.7614960659569,False
4414,MA010120220807153939,1117013300,1.11701330010169e+18,169-1,제1보급소,,3110083,55.05,0.0,33.50658874025692,True
4415,MA010120220804045029,1111017200,1.11101720010112e+18,112-6,헤이커피,,3120012,0.0,0.0,0.0,False
4416,MA010120220812133035,1111011000,1.1110110001023e+18,230,어퍼스트로피,,3110013,0.0,9.734468396107053,30.16073923678082,False
4417,MA010120220812611896,1147010200,1.1470102001040604e+18,406-265,공차,오목교점,3120113,,,,
4418,MA0106202201A0153242,1111011800,1.11101180010001e+18,1,커피빈광화문역1번출구점,코리아,3120003,587.63,20.83111073166158,105.5753208083092,False
4419,MA0101202411A0053234,1174010800,1.17401080010455e+18,455-2,페이브,,3120242,124.1,0.0,24.29525475469762,False
4420,MA010120220807411155,1111012400,1.11101240010085e+18,85,더치앤빈,,3120004,2055.32,0.0,0.0,False
4421,MA0106202208A0603260,1111012400,1.11101240010085e+18,85,폴바셋서머셋,팰리스점,3120004,2055.32,0.0,0.0,False
4422,MA0101202211A0029867,1121510100,1.1215101001015002e+18,150-104,어센틱커피,,3110165,218.18,0.0,41.08731645735328,True
4423,MA0101202308A0086788,1111016200,1.11101620010175e+18,175-1,빈마마파파,,3120015,109.04,0.0,0.0,False
4424,MA0101202303A0048626,1165010100,1.1650101001045e+18,450-25,투썸플레이스사당역,로데오점,3120160,324.36,0.0,53.703786290827566,False
4425,MA010120220805238495,1123011000,1.12301100010349e+18,349-13,제제커피,,3110214,140.56,9.565001920461624,34.35567820827768,False
4426,MA010120220806855400,1153010200,1.15301020010222e+18,222-22,커피집단카페소프트구로지점,,3110722,1781.85,0.0,0.0,False
4427,MA010120220812915025,1141011700,1.1410117001013e+18,130-8,바늘카페,,3120093,218.3,0.0,0.0,False
4428,MA010120220806815309,1121510400,,237,커피데이즈,,3110179,,,,
4429,MA010120220813132164,1141012000,1.14101200010325e+18,325-7,발루토,명지대점,3110507,91.25,0.0,29.02681742246769,False
4430,MA0101202212A0004613,1168010100,1.16801010010788e+18,788-15,포코너스,,3120201,229.14,0.0,0.0,True
4431,MA010120220808539203,1168010800,1.16801080010219e+18,219-23,팔이커피,,3110961,123.25,5.088769927205788,30.86265520622849,False
4432,MA0101202409A0026968,1168011800,1.16801180010416e+18,416-6,언더스코어커피,,3120205,110.74,13.241165540322552,29.16632537449239,False
4433,MA0101202305A0202113,1123010600,1.12301060010307e+18,307-6,그린그레스,,3120067,0.0,0.0,64.97163416272494,False
4434,MA0101202406A0128532,1162010200,1.16201020010463e+18,463-74,아토커피,신림점,3110868,67.22,12.773457034352012,33.42352758207737,True
4435,MA0106202406A2466379,1150010100,1.1500101001026e+18,260,스타벅스,염창대로,3110679,438.74,0.0,0.0,True
4436,MA010120220812190177,1150010900,1.1500109002018e+18,180-5,외당,,3110641,,,,
4437,MA010120220813840267,1120011300,1.12001130010365e+18,365-6,커피다,,3110102,181.25,0.0,0.0,True
4438,MA010120220813034586,1156013200,1.156013200143e+18,4300-24,이넬,,3110812,108.45,0.0,32.42107503948888,False
4439,MA0101202311A0012208,1144012500,,515,와플샵홈플러스,월드컵점,3120099,,,,
4440,MA010120220804410439,1144012500,,515,이디야,,3120099,,,,
4441,MA0101202406A0304106,1144012500,,515,제주스홈플러스상암,월드컵점,3120099,,,,
4442,MA010120220804691824,1144012500,,515,팔공티홈플러스,월드컵점,3120099,,,,
4443,MA010120220812279896,1144012500,,515,쥬씨상암,월드컵점,3120099,,,,
4444,MA010120220800244016,1144012500,,515,올리브크리에이티브,,3120099,,,,
4445,MA010120220812115366,1144012500,,515,스템상암,,3120099,,,,
4446,MA010120220808229896,1159010700,1.15901070011026e+18,1026-3,그루타,,3110850,74.8,0.0,18.706331840943417,False
4447,MA010120220814087366,1174010100,1.17401010010152e+18,152,그림,,3111086,123.19,4.551280637197332,36.85701395719296,False
4448,MA0101202406A0587431,1135010500,1.1350105001016904e+18,169-408,썬월드,,3130157,199.13,9.035065190626035,41.85096423935929,False
4449,MA010120220811665698,1132010600,1.13201060010697e+18,697-15,산돌사회적협동조합,,3110395,95.88,9.33611432055783,44.68248919420837,False
4450,MA0101202409A0226703,1132010600,1.13201060010697e+18,697-15,카페휴,,3110395,95.88,9.33611432055783,44.68248919420837,False
4451,MA0101202305A0085118,1117011900,1.11701190010003e+18,3-57,우물커피앤바,,3110588,,,,
4452,MA0101202406A0129694,1123011000,1.12301100010305e+18,305-151,백억커피외대점,,3110220,,,,
4453,MA0101202406A0012971,1117010500,1.11701050010034e+18,34,라온까페,,3120045,174.11,0.0,39.422567447946506,False
4454,MA010120220803098237,1144012000,1.14401200010446e+18,446-53,뚜또페르뚜띠,,3120102,97.81,0.0,0.0,True
4455,MA010120220813710528,1165010200,1.16501020010275e+18,275-4,헤일리스커피,,3120184,971.46,0.0,0.0,False
4456,MA0101202409A0123875,1123010800,1.12301080010033e+18,33-1,마니달오경희대,본점,3120064,0.0,0.0,24.54549926444968,False
4457,MA0101202409A0250594,1123010800,1.12301080010033e+18,33-1,빽다방서울경희대점,,3120064,0.0,0.0,24.54549926444968,False
4458,MA010120220813734852,1144010200,1.14401020010117e+18,117-5,코너50,,3110587,14.07,0.0,16.275795250826608,False
4459,MA010120220808785798,1168010300,1.168010300112e+18,1200-4,블랑커피,,3110981,178.28,0.0,0.0,False
4460,MA010120220800799791,1165010700,1.16501070010732e+18,732-33,메리크리스마스,,3120177,118.99,0.0,34.21137822394575,False
4461,MA0101202306A0054593,1168010600,,916-73,브리앙리,,3110992,,,,
4462,MA010120220808143607,1150010300,1.1500103001034e+18,340-50,엘리펀트,,3130219,,,,
4463,MA0106202406A2466310,1135010300,1.13501030010597e+18,597-34,스타벅스,공릉DT,3110429,215.92,9.25551166543302,14.870348460778558,True
4464,MA0101202210A0024338,1141012000,1.14101200010325e+18,325-23,플러스82,서대문점,3110507,0.0,0.0,33.66191866701601,False
4465,MA010120220813178398,1156011000,1.15601100010035e+18,35,브루다한국노총,,3120149,1361.17,0.0,0.0,True
4466,MA010120220802967648,1156011000,1.15601100010035e+18,35,커피기업동,여의도점,3120149,1361.17,0.0,0.0,True
4467,MA0101202307A0035390,1123010300,1.12301030010928e+18,928-9,메가엠지씨커피제기약령,시장점,3130086,70.18,0.0,30.647862431740336,True
4468,MA010120220803909757,1129013400,1.12901340010531e+18,531-33,투썸플레이스,,3110307,,,,
4469,MA010120220809822442,1168010400,1.16801040010001e+18,1-18,어써드,,3120200,152.08,0.0,13.718656917505513,False
4470,MA010120220800018393,1111014000,1.11101400010063e+18,63-15,파툼,,3120005,74.79,0.0,23.18110885684267,False
4471,MA010120220803766479,1121510700,1.12151070010507e+18,507-2,요거프레소건국대점,,3110148,145.12,23.28293051624625,34.76459453625007,False
4472,MA010120220809973883,1165010200,1.16501020010205e+18,205-5,스타세일러커피,,3110936,74.49,9.420488793160988,34.80572772914279,False
4473,MA0101202306A0003001,1132010700,1.13201070010659e+18,659-1,미들리,,3110396,75.54,11.472622223772468,37.49589810100771,False
4474,MA010120220803978080,1132010700,1.13201070010659e+18,659-1,작약,,3110396,75.54,11.472622223772468,37.49589810100771,False
4475,MA010120220812357258,1120011500,1.1200115001028e+18,280-21,매머드익스프레스성수우림,,3110137,2536.81,0.0,0.0,False
4476,MA0101202302A0069364,1120011500,1.1200115001028e+18,280-21,커피사피엔스성수우림점,,3110137,2536.81,0.0,0.0,False
4477,MA010120220810539307,1120011500,1.1200115001028e+18,280-21,토프레스성수우림점,,3110137,2536.81,0.0,0.0,False
4478,MA0101202212A0014491,1120011500,1.1200115001028e+18,280-21,유니드,,3110137,2536.81,0.0,0.0,False
4479,MA0101202309A0089440,1162010100,1.16201010011527e+18,1527-3,이공커피,봉천점,3130290,85.79,10.825618545603945,29.16075682844049,False
4480,MA0101202406A0044713,1165010200,1.16501020010327e+18,327-7,매머드익스프레스매헌역점,,3120182,183.36,0.0,36.24397716831746,True
4481,MA0101202409A0117002,1121510500,1.12151050010013e+18,13-41,국민커피,,3110140,96.33,0.0,31.766812442879573,False
4482,MA010120220800129179,1114011800,1.11401180010084e+18,84-11,란생과일쥬스,,3120043,,,,
4483,MA010120220800139613,1114011800,1.11401180010084e+18,84-11,초이커피숍,,3120043,,,,
4484,MA0106202406A2465769,1114011800,1.11401180010084e+18,84-11,스타벅스,연세세브란스,3120043,,,,
4485,MA010120220812655827,1114011800,1.11401180010084e+18,84-11,고또,,3120043,,,,
4486,MA010120220800447437,1156013300,1.15601330010706e+18,706-17,할리스커피,,3120142,412.43,0.0,62.46548922613627,False
4487,MA0101202311A0064947,1129011500,1.12901150010364e+18,364,매머드익스프레스성북,구청점,3120071,115.6,3.914981269534037,46.711990092617,True
4488,MA010120220802602917,1111011700,1.11101170010145e+18,145,더블엠컴퍼니,,3120003,1236.4,0.0,0.0,False
4489,MA0101202411A0074460,1111011700,1.11101170010145e+18,145,새문안카페,,3120003,1236.4,0.0,0.0,False
4490,MA010120220810077233,1111011700,1.11101170010145e+18,145,디와이에이치,,3120003,1236.4,0.0,0.0,False
4491,MA010120220807804200,1111011700,1.11101170010145e+18,145,커피팟,,3120003,1236.4,0.0,0.0,False
4492,MA0106202406A2466096,1111013800,1.11101380010084e+18,84-10,스타벅스,종각,3120006,,,,
4493,MA010120220803381235,1144012700,1.14401270010034e+18,34-10,카페달토끼,,3130183,62.99,0.0,24.870486111883068,True
4494,MA010120220812526561,1111013000,1.11101300010025e+18,25,세컨드커피,,3110019,59.27,12.44182450815364,30.759711931761142,False
4495,MA010120220809278279,1120011400,1.12001140010072e+18,72-98,아후Ahoo,,3110127,,,,
4496,MA010120220806994539,1114016200,1.11401620010369e+18,369-39,메가엠지씨커피,약수역점,3120038,0.0,0.0,38.26352198575725,True
4497,MA0101202303A0093669,1168010300,1.16801030010168e+18,168-3,탐미안,,3110994,108.3,0.0,0.0,False
4498,MA010120220812152121,1138011000,1.13801100010187e+18,187-19,시루뫼북카페,,3110449,,,,
4499,MA010120220811763899,1162010100,1.16201010010969e+18,969-11,커피브라더,신림점,3110875,0.0,0.0,24.80015799327253,False
4500,MA010120220812008806,1150010100,,262,커피베이염창동투웨니,퍼스트점,3110679,,,,
4501,MA010120220801141451,1114016600,1.11401660010059e+18,59,팩토리커피,,3120021,0.0,0.0,31.836372523911265,True
4502,MA010120220811673918,1114016600,1.11401660010059e+18,59,그릭팩토리,,3120021,0.0,0.0,31.836372523911265,True
4503,MA010120220801048113,1168010300,1.1680103001017e+18,170,카페오로미아,,3110994,278.2,23.11405486944338,58.290515823280856,False
4504,MA010120220811766205,1174010700,1.17401070010488e+18,488-25,커피엔드붕붕,,3111066,80.8,19.74547720484033,34.85002287908853,True
4505,MA010120220809299010,1156011200,1.15601120010037e+18,37,커피집,,3130240,704.16,0.0,0.0,True
4506,MA010120220811480006,1144011000,1.14401100010054e+18,54-80,국민우유집,,3110569,26.39,0.0,15.906422622193482,False
4507,MA010120220812715307,1129010100,1.12901010010184e+18,184-37,스프레드,,3110288,67.27,8.846010438989754,24.77477660943773,True
4508,MA010120220804357493,1132010700,1.13201070010557e+18,557-99,뉴욕,,3130150,62.64,11.419794738403104,27.467085927208142,False
4509,MA0101202311A0016902,1162010100,1.16201010010933e+18,933-34,어트랙트커피,,3110884,0.0,0.0,33.709778847885616,False
4510,MA010120220804263889,1171011300,1.17101130010026e+18,26-2,이디야거여역점,,3120241,202.93,0.0,40.14846759432803,True
4511,MA010120220810122434,1174010700,1.17401070010502e+18,502-18,공차암사역점,,3120244,0.0,0.0,44.60208079584909,True
4512,MA010120220809974397,1171010700,1.17101070010174e+18,174-20,모이카페,,3120240,0.0,26.78138083761553,47.49228259741825,False
4513,MA0101202409A0103673,1153010300,1.1530103001011502e+18,115-121,요커,남구로점,3110717,104.36,7.5607375931387395,42.753033832697184,True
4514,MA0101202406A0149247,1150010800,1.15001080010022e+18,22,강서커피,,3110637,156.99,0.0,0.0,False
4515,MA010120220800800867,1165010100,1.16501010010017e+18,17-10,세렌디피티,,3110912,95.98,7.070530949502676,47.13210124942695,False
4516,MA0101202305A0040442,1150010300,1.15001030011105e+18,1105-5,컴포즈커피강서,구청점,3120122,257.44,0.0,59.27336273731181,True
4517,MA010120220804142302,1129013700,1.12901370010055e+18,55-76,이디야월곡동아점,,3110323,236.37,0.0,37.95927079336549,False
4518,MA010120220810247079,1168010700,1.16801070010643e+18,643-22,카페캠프통,,3120195,871.79,0.0,0.0,False
4519,MA0101202301A0056937,1114017100,1.11401710010464e+18,464,매머드익스프레스중림한국경제점,,3120018,0.0,16.988232835297808,27.11144242544916,True
4520,MA010120220810379098,1135010400,1.13501040010076e+18,76-4,림공방까페,,3110432,82.59,0.0,27.78752915847679,False
4521,MA0101202301A0066348,1111011000,1.11101100010104e+18,104,에이치커피로스터스서촌,,3110008,53.6,0.0,35.49199663759607,False
4522,MA010120220802330884,1111011000,1.11101100010104e+18,104,부어크,,3110008,53.6,0.0,35.49199663759607,False
4523,MA010120220800602225,1141011100,1.1410111001033004e+18,330-308,카페온더문,,3110521,0.0,10.605199614767107,23.424911539374545,False
4524,MA0101202406A0344839,1144012000,1.14401200010368e+18,368-34,오엘커피,,3120103,48.33,0.0,24.89119518056753,False
4525,MA010120220800013501,1111017200,1.1110172001007e+18,70-10,포석정,,3120012,123.79,0.0,0.0,False
4526,MA010120220812995995,1144012200,1.14401220010355e+18,355-2,퍼셉션,,3110559,124.47,12.09575466220297,48.34187745200419,False
4527,MA010120220809807508,1165010200,1.16501020010009e+18,9-23,코랄이앤씨,,3110939,87.49,6.6571447456411486,36.07167087859087,False
4528,MA010120220812762299,1114013800,1.11401380010004e+18,4-7,섹터,,3120032,,,,
4529,MA010120220807571391,1168010100,1.16801010010779e+18,779,이퍼스,,3120206,131.13,0.0,33.99650751566645,False
4530,MA010120220803103034,1130510400,1.13051040010056e+18,56-49,카페라움,,3110345,88.63,0.0,0.0,False
4531,MA010120220805378019,1120011400,1.12001140010014e+18,14-51,뚝섬역점빽다방,,3120051,0.0,22.061970696740204,40.17002444988928,False
4532,MA010120220804836463,1174010500,1.17401050010414e+18,414-1,눈사람,,3120246,492.46,0.0,112.45147055557932,False
4533,MA010120220813810533,1117010100,1.1170101001010502e+18,105-192,오페뜨후암점,,3110077,475.21,0.0,80.33171579169121,True
4534,MA010120220802984278,1138010600,1.13801060010038e+18,38-30,또또커피호프,,3130169,0.0,0.0,34.95340391159857,False
4535,MA010120220804936373,1117010400,,90-10,빽다방숙대입구역점,,3120042,,,,
4536,MA010120220808167459,1165010100,1.16501010010876e+18,876-31,파이브브루잉,,3120164,111.23,10.732384251599797,34.43310149983443,False
4537,MA010120220804339177,1168010800,,62-24,백미당,본점,3120193,,,,
4538,MA0106202201A0153526,1111011700,1.1110117001002e+18,20-1,커피빈세종문화회관옆점,코리아,3120003,,,,
4539,MA010120220813311064,1156013200,1.15601320010501e+18,501,이디야커피보라매역,,3120147,191.95,0.0,63.66286096293487,True
4540,MA0101202406A0488138,1117013300,1.11701330010195e+18,195-1,스탠딩커피,,3110083,39.18,0.0,8.3868566054686,False
4541,MA0101202305A0134657,1123010300,1.12301030010148e+18,148-51,펠어커피초코,,3110186,,,,
4542,MA010120220809767823,1129013300,1.12901330010404e+18,404-41,카페스윗정릉점,,3130117,,,,
4543,MA0101202212A0006537,1150010300,1.1500103001037e+18,370-56,요거티,화곡점,3130216,,,,
4544,MA010120220810031193,1150010300,1.1500103001037e+18,370-56,컴포즈커피화곡중앙,시장점,3130216,,,,
4545,MA010120220800079823,1117012000,1.11701200010001e+18,1-36,카페미우,,3110060,43.57,0.0,24.586336700626937,True
4546,MA0101202411A0039304,1123010300,1.12301030011156e+18,1156-15,겨울빙수,,3110189,,,,
4547,MA0101202406A0158952,1162010200,1.16201020010305e+18,305,카페바이올렛,,3110878,152.56,5.068500830571538,53.91322424142431,True
4548,MA010120220808829068,1138010400,1.13801040010477e+18,477-37,커피애인,,3110460,0.0,0.0,0.0,False
4549,MA010120220809228337,1144012100,1.14401210010147e+18,147-4,이너커피,,3110564,0.0,0.0,26.78134074485264,False
4550,MA010120220812801617,1114015500,1.11401550010321e+18,321-2,언오디너리,,3120031,0.0,3.859437733216293,0.0,False
4551,MA0101202406A0020202,1174010900,1.17401090010024e+18,24-2,파스쿠찌명일역점,,3120248,,,,
4552,MA010120220801968023,1111014800,1.1110148001005e+18,50-1,서이갤러리,,3110018,0.0,8.847767903698658,22.740869890618228,False
4553,MA0101202301A0084783,1135010300,1.13501030010113e+18,113,나를위한하루날위한커피서울여대점,,3110442,596.95,0.0,38.17340528257572,False
4554,MA010120220808521072,1135010300,1.13501030010113e+18,113,쥬씨&차얌서울여대점,,3110442,596.95,0.0,38.17340528257572,False
4555,MA0101202210A0012660,1153010200,1.1530102001042903e+18,429-259,카페잇지,,3110716,166.97,0.0,37.72551825897585,False
4556,MA0101202305A0176705,1174010100,1.17401010010312e+18,312-42,컴포즈커피명일역점,,3120248,,,,
4557,MA0101202406A0248516,1174010100,1.17401010010312e+18,312-42,메가엠지씨커피명일역점,,3120248,,,,
4558,MA010120220800223143,1114012700,1.1140127001005e+18,50-6,카페쌔미,명동점,3120028,0.0,21.419183358128123,33.692644726523,False
4559,MA010120220804208982,1114012700,1.1140127001005e+18,50-6,믹스엠,,3120028,0.0,21.419183358128123,33.692644726523,False
4560,MA010120220805397999,1150010300,1.15001030011066e+18,1066-10,쥬씨,,3120120,398.94,0.0,0.0,True
4561,MA010120220810148603,1117011300,1.11701130010088e+18,88-8,이디야,용문점,3130056,74.58,1.584549809580633,38.09044452722385,False
4562,MA0101202411A0028405,1121510100,1.12151010010126e+18,126-11,공존,,3110167,53.98,7.733273457727491,30.160529849628425,False
4563,MA010120220800388499,1168010600,1.16801060010912e+18,912-10,대학가,,3120217,194.02,0.0,43.80654848141718,False
4564,MA0101202406A0316401,1159010700,1.15901070010266e+18,266-13,매머드익스프레스남성점,,3130271,43.97,0.0,21.8496333803017,False
4565,MA010120220803741767,1162010100,1.16201010010857e+18,857-4,할리스커피,,3120159,254.83,0.0,33.16046006501614,False
4566,MA010120220800984299,1154510100,1.15451010010371e+18,371-16,빈트리커피,,3120131,897.32,0.0,0.0,False
4567,MA0101202310A0018052,1174010900,1.17401090010172e+18,172-11,오빠생각타코야끼&캔카페,,3111063,66.88,0.0,29.19725085101208,False
4568,MA010120220812028628,1130510300,1.13051030010054e+18,54-12,빽다방수유,시장점,3130137,179.59,0.0,28.656049692326103,False
4569,MA010120220803227226,1123010400,1.12301040010123e+18,123-1,카페시사,,3110207,175.46,1.1864155422703524,55.36621005578253,True
4570,MA010120220805691679,1165010700,1.16501070010106e+18,106-9,카페드리옹케이크부띠끄,,3120165,111.38,0.0,27.128963286875088,False
4571,MA0101202411A0105147,1111016200,1.11101620010065e+18,65-2,이디야커피종로5가점,,3120013,0.0,15.8023162263903,124.0855546454306,True
4572,MA010120220811288873,1111016200,1.11101620010065e+18,65-2,콩스킹,,3120013,0.0,15.8023162263903,124.0855546454306,True
4573,MA0101202211A0031408,1114016700,1.11401670010028e+18,28-5,케머스정동그집,,3110038,813.11,0.0,24.98958872925845,False
4574,MA0101202209A0095254,1111017400,1.11101740010562e+18,562,더벤티,동대문역점,3120016,0.0,0.0,60.68210908895678,True
4575,MA0101202210B0019345,1138010400,1.13801040010481e+18,481-6,이피코웍스,,3110464,89.64,0.0,23.312969929007764,False
4576,MA010120220812260261,1111016400,1.11101640010062e+18,62-2,이디야,동대문역점,3120015,0.0,0.0,35.64848679600879,False
