,상가업소번호,상호명,지점명,TRDAR_CD,estimated_총_유동인구_수_total,estimated_시간대_00_06_유동인구_수_total,estimated_시간대_06_11_유동인구_수_total,estimated_시간대_11_14_유동인구_수_total,estimated_시간대_14_17_유동인구_수_total,estimated_시간대_17_21_유동인구_수_total,estimated_시간대_21_24_유동인구_수_total,상권_코드,매출_최대_시간대,피크_유동인구_수_상권별,기준_년분기_코드,피크_유동인구_수_11~14
5334,MA010120220813836300,빽다방동양미래대점,,3110706,28287,5799,5165,3935,4110,5912,3365,3110706.0,17_21,5912.0,20244.0,3935
5335,MA0101202406A0487698,투썸플레이스,개봉역점,3110703,80457,15654,15845,10556,11396,16967,10039,3110703.0,17_21,16967.0,20244.0,10556
5336,MA0101202209A0053829,서울큐라스카페,,3120086,89884,17008,18440,11764,12972,18736,10960,3120086.0,11_14,11764.0,20244.0,11764
5337,MA010120220808521980,파란동그라미사회적협동조합,,3120086,89884,17008,18440,11764,12972,18736,10960,3120086.0,11_14,11764.0,20244.0,11764
5338,MA010120220813228729,나도셰프다협동조합,,3120086,89884,17008,18440,11764,12972,18736,10960,3120086.0,11_14,11764.0,20244.0,11764
5339,MA010120220804246219,거장SR,,3120086,89884,17008,18440,11764,12972,18736,10960,3120086.0,11_14,11764.0,20244.0,11764
5340,MA0101202302A0046210,왓더훅,,3110378,179999,50290,36357,18672,19195,30314,25171,3110378.0,14_17,19195.0,20244.0,18672
5341,MA010120220800884569,코나빈스,,3110600,220615,61628,43465,23139,23537,37896,30950,3110600.0,17_21,37896.0,20243.0,23139
5342,MA0101202406A0334997,카페요아정,오목교점,3110625,48385,11832,9806,5804,6111,8620,6212,3110625.0,11_14,5804.0,20244.0,5804
5343,MA010120220808623962,이디야고대개운점,,3110312,32414,6433,7113,5369,5025,5194,3280,3110312.0,11_14,5369.0,20244.0,5369
5344,MA010120220803413305,틴패낼리,,3110605,10996,2565,2395,1338,1323,1919,1455,,,,,1338
5345,MA0101202406A0175194,카페42,,3120174,107876,24254,23329,15508,16315,17225,11244,,,,,15508
5346,MA010120220808370362,샌드커피논탄토,,3120186,28431,4242,5043,4803,5145,6203,2995,3120186.0,11_14,4803.0,20244.0,4803
5347,MA010120220800101358,플,,3110958,101905,13690,21501,19985,19778,18608,8344,3110958.0,11_14,19985.0,20244.0,19985
5348,MA010120220808707874,제뉴어리퍼스트,,3110415,116654,28823,23072,13976,14501,21342,14941,3110415.0,14_17,14501.0,20244.0,13976
5349,MA0106202408A2122373,디키커피,신림점,3130285,46175,7963,7445,5932,6859,10968,7008,3130285.0,17_21,10968.0,20244.0,5932
5350,MA010120220812422104,꼼데푸생,,3110464,51452,14466,9636,5206,5331,8985,7828,3110464.0,17_21,8985.0,20244.0,5206
5351,MA010120220800216018,먼스스컬프쳐,,3110548,232521,55984,47535,28293,28507,41095,31107,3110548.0,11_14,28293.0,20244.0,28293
5352,MA010120220809278555,로스터리카페달공장,,3120176,126079,36987,27184,14013,13523,18230,16143,3120176.0,14_17,13523.0,20244.0,14013
5353,MA010120220812918350,카페하랑,,3110827,177399,50637,37164,20019,19399,27612,22568,3110827.0,11_14,20019.0,20244.0,20019
5354,MA010120220813856392,디저트라인업,,3120073,23180,5594,4586,3016,3144,4078,2761,3120073.0,11_14,3016.0,20244.0,3016
5355,MA010120220806939951,슬슬커피,,3110421,42140,8506,7974,5212,5844,8926,5679,3110421.0,17_21,8926.0,20244.0,5212
5356,MA010120220804227283,더플라잉팬주,,3110833,113796,30655,22953,11327,12247,19762,16852,3110833.0,11_14,11327.0,20244.0,11327
5357,MA010120220814052240,카페틈이있는곳,,3120105,17713,3492,3178,2571,2645,3602,2225,3120105.0,17_21,3602.0,20244.0,2571
5358,MA010120220809333599,텐퍼센트스페셜티커피,태평로점,3120022,46754,2034,9130,11558,11851,9860,2321,3120022.0,11_14,11558.0,20244.0,11558
5359,MA0101202210A0101804,심재,,3120221,17942,2087,4083,3630,3566,3207,1369,3120221.0,06_11,4083.0,20244.0,3630
5360,MA010120220813035140,이지에프에스,,3110123,270049,72631,58337,32444,30589,42240,33808,,,,,32444
5361,MA010120220813034118,테라코타,,3110144,43141,13081,9280,4422,4122,6463,5772,3110144.0,17_21,6463.0,20244.0,4422
5362,MA010120220814073263,코인커피,,3120215,38300,5669,8413,7297,7102,6576,3243,3120215.0,11_14,7297.0,20244.0,7297
5363,MA0101202308A0010964,델리마이크,,3110081,54465,14904,11589,6265,6234,8672,6800,3110081.0,17_21,8672.0,20244.0,6265
5364,MA0101202306A0000949,까페하복,,3130273,104548,20433,19569,13699,15059,22490,13298,3130273.0,17_21,22490.0,20244.0,13699
5365,MA010120220814264936,카페숲,,3110477,39907,9754,8071,4997,5047,7052,4987,3110477.0,11_14,4997.0,20244.0,4997
5366,MA0101202301A0096406,카페엠엠티,,3110569,32495,7664,6469,4205,4285,5901,3971,3110569.0,11_14,4205.0,20244.0,4205
5367,MA010120220806848498,카페와로또,,3130072,62360,18268,12927,6666,6433,9691,8376,3130072.0,11_14,6666.0,20244.0,6666
5368,MA010120220813493798,옥루몽신촌,본점,3110524,37152,3668,8685,8207,8004,6027,2562,3110524.0,11_14,8207.0,20244.0,8207
5369,MA0106202201A0636244,탐앤탐스홍대파크점,,3120103,20806,3857,2793,2808,3453,5008,2887,3120103.0,14_17,3453.0,20244.0,2808
5370,MA010120220803653785,커피애드립,,3110219,63893,20647,14122,6456,5896,8349,8423,3110219.0,11_14,6456.0,20244.0,6456
5371,MA010120220808477793,이니스,,3120247,55449,11808,10648,7195,7665,11090,7043,3120247.0,11_14,7195.0,20244.0,7195
5372,MA010120220814031124,펠롱,,3110049,45397,8085,9128,7217,7340,8839,4788,3110049.0,17_21,8839.0,20244.0,7217
5373,MA010120220806971660,더벤티혜화로점,,3110024,30727,6468,6673,4331,4250,5537,3468,3110024.0,11_14,4331.0,20244.0,4331
5374,MA0101202409A0088211,빽다방광진화양,삼거리점,3120054,58832,14713,12191,7566,7325,9661,7376,3120054.0,17_21,9661.0,20244.0,7566
5375,MA0101202406A0280763,투썸플레이스구로디지털역깔깔,거리점,3120130,69235,13748,13545,9274,9630,14011,9027,3120130.0,17_21,14011.0,20244.0,9274
5376,MA010120220804280353,커피앰비언스,,3120239,41703,7862,9245,6252,6176,7536,4631,3120239.0,11_14,6252.0,20244.0,6252
5377,MA0106202406A2464912,스타벅스,한남동R,3110099,120351,22699,25494,16597,18554,23402,13604,,,,,16597
5378,MA010120220807164921,니드스윗,송파점,3111013,41624,10727,7600,4951,5097,7800,5449,3111013.0,17_21,7800.0,20244.0,4951
5379,MA010120220806543290,로스터리노드,,3110136,35329,6584,7158,5519,5887,6456,3724,3110136.0,11_14,5519.0,20244.0,5519
5380,MA010120220806999036,릴리우드,,3110569,32496,7664,6470,4205,4286,5901,3971,3110569.0,11_14,4205.0,20244.0,4205
5381,MA0101202311A0084872,메가엠지씨커피중랑역점,,3110234,69422,14182,13267,8684,9396,14603,9289,,,,,8684
5382,MA010120220803500022,카페르뷰,,3120035,105796,18290,22833,18675,17968,17614,10416,3120035.0,11_14,18675.0,20244.0,18675
5383,MA0101202308A0015914,책씨시,,3110469,101582,26523,20802,12357,11918,16732,13251,3110469.0,11_14,12357.0,20244.0,12357
5384,MA0101202306A0096493,보케토,,3110156,117335,39026,24777,11033,10416,15627,16456,3110156.0,14_17,10416.0,20244.0,11033
5385,MA010120220804287346,페르마타,,3110539,27085,2957,6745,5531,5433,4523,1895,3110539.0,11_14,5531.0,20244.0,5531
5386,MA0106202406A2464787,스타벅스,불광역,3120092,64555,11328,12244,9254,10172,13863,7693,3120092.0,11_14,9254.0,20244.0,9254
5387,MA010120220810074917,메가커피사가정역점,,3120068,20231,3608,3861,2723,2875,4392,2773,3120068.0,17_21,4392.0,20244.0,2723
5388,MA0106202305A2268455,할리스커피KG,타워점,3120019,47950,5738,12164,9992,9652,7340,3064,3120019.0,11_14,9992.0,20244.0,9992
5389,MA010120220810073175,채피,,3120019,47950,5738,12164,9992,9652,7340,3064,3120019.0,11_14,9992.0,20244.0,9992
5390,MA010120220808243804,커피클리닉,,3120170,107296,22925,18707,13714,17086,22632,12232,3120170.0,11_14,13714.0,20244.0,13714
5391,MA010120220807124330,달콩커피,,3110877,110957,30272,23078,12468,12049,18242,14848,3110877.0,14_17,12049.0,20244.0,12468
5392,MA010120220804260877,할리스커피,,3130315,48381,11290,10009,6511,6529,8311,5730,3130315.0,17_21,8311.0,20244.0,6511
5393,MA010120220804817975,카페라모엘,,3111034,170151,48246,36122,19518,18293,25601,22370,3111034.0,11_14,19518.0,20244.0,19518
5394,MA010120220800021629,올림픽,,3120009,50481,4901,9112,10058,10692,11311,4407,3120009.0,17_21,11311.0,20244.0,10058
5395,MA0101202311A0041909,카페샬롬,,3110144,43143,13082,9281,4422,4122,6463,5772,3110144.0,17_21,6463.0,20244.0,4422
5396,MA010120220803423049,요거트가족,신림점,3110885,143687,47429,30893,13125,12565,19844,19832,3110885.0,14_17,12565.0,20244.0,13125
5397,MA010120220805056060,더벤티마천역점,,3111046,202377,59023,42363,21452,21030,31044,27466,3111046.0,11_14,21452.0,20244.0,21452
5398,MA0101202211A0073610,오베스트,,3110558,71131,19859,15553,8046,7742,10705,9225,3110558.0,11_14,8046.0,20244.0,8046
5399,MA0101202406A0210576,릴트리츠,,3120102,36961,5673,6564,5958,6625,8041,4100,3120102.0,11_14,5958.0,20244.0,5958
5400,MA010120220810056196,지현,,3120072,28257,5222,5177,3787,4170,6254,3647,3120072.0,17_21,6254.0,20244.0,3787
5401,MA010120220813405832,더미라클,,3110095,20470,3941,4074,3096,3394,3849,2116,3110095.0,14_17,3394.0,20244.0,3096
5402,MA0101202305A0117356,카페해화,,3120012,33754,4867,5290,4984,5903,8741,3969,3120012.0,17_21,8741.0,20244.0,4984
5403,MA010120220810552541,큐브,,3110840,87830,22994,18091,11038,10858,13958,10893,3110840.0,11_14,11038.0,20244.0,11038
5404,MA010120220810489895,에그마카슈,건대점,3110144,43143,13082,9281,4422,4122,6463,5772,3110144.0,17_21,6463.0,20244.0,4422
5405,MA0101202211A0102296,피우,,3120198,41085,8592,8926,6401,6284,6623,4260,3120198.0,11_14,6401.0,20244.0,6401
5406,MA010120220800120719,카페7그램,,3120192,35592,6511,7769,5951,5754,6058,3549,3120192.0,11_14,5951.0,20244.0,5951
5407,MA010120220814371492,은하철도990,,3120243,127905,26472,24207,17988,19110,24756,15372,3120243.0,11_14,17988.0,20244.0,17988
5408,MA010120220811723475,감성커피,,3120243,127905,26472,24207,17988,19110,24756,15372,3120243.0,11_14,17988.0,20244.0,17988
5409,MA0101202310A0051340,달리는커피,,3120243,127905,26472,24207,17988,19110,24756,15372,3120243.0,11_14,17988.0,20244.0,17988
5410,MA010120220808641439,알에스카페,,3120223,69628,5966,16050,15312,15066,12644,4592,3120223.0,11_14,15312.0,20244.0,15312
5411,MA010120220803724038,태범,,3120223,69628,5966,16050,15312,15066,12644,4592,3120223.0,11_14,15312.0,20244.0,15312
5412,MA010120220808009101,커피코트공덕롯데캐슬,,3110578,118744,26597,23798,15191,15496,21711,15951,3110578.0,14_17,15496.0,20244.0,15191
5413,MA0101202306A0092465,플러스82,중랑점,3110255,233545,71706,47990,24109,23797,34971,30971,3110255.0,14_17,23797.0,20244.0,24109
5414,MA010120220805533823,카페474-1,,3120136,31282,5898,6289,4755,4770,5998,3571,3120136.0,11_14,4755.0,20244.0,4755
5415,MA010120220800623224,투썸플레이스임광빌딩점,,3120019,23975,2869,6082,4996,4826,3670,1532,3120019.0,11_14,4996.0,20244.0,4996
5416,MA0101202409A0067764,오하이오커피하우스,,3110154,191746,55977,38901,19907,20188,30440,26333,3110154.0,11_14,19907.0,20244.0,19907
5417,MA0101202406A0518708,바나다커피신림,신원점,3110871,98372,26904,20678,10676,10777,16200,13137,3110871.0,11_14,10676.0,20244.0,10676
5418,MA010120220802958873,빠세,,3120034,222414,40053,46266,37887,36531,37779,23898,3120034.0,14_17,36531.0,20244.0,37887
5419,MA010120220806641906,문카페,,3120034,222414,40053,46266,37887,36531,37779,23898,3120034.0,14_17,36531.0,20244.0,37887
5420,MA010120220808703623,푸르시안블루,,3120034,222414,40053,46266,37887,36531,37779,23898,3120034.0,14_17,36531.0,20244.0,37887
5421,MA0101202406A0267903,더설연신내,직영점,3130167,40745,6648,7600,5651,6124,9271,5451,3130167.0,17_21,9271.0,20244.0,5651
5422,MA010120220806600385,메일빈,,3130117,61887,12869,11164,7638,8867,13235,8113,3130117.0,11_14,7638.0,20244.0,7638
5423,MA0101202311A0075522,빽다방서,여의도점,3120148,4533,401,1062,1000,1003,794,273,3120148.0,11_14,1000.0,20244.0,1000
5424,MA010120220805433645,매머드커피외대,후문점,3110214,97342,25859,20942,12510,11829,14009,12193,3110214.0,11_14,12510.0,20244.0,12510
5425,MA0101202411A0042201,빽다방장안동,사거리점,3120067,53408,12436,10550,6580,6920,10085,6837,3120067.0,11_14,6580.0,20244.0,6580
5426,MA010120220811902115,메건,,3120193,42449,5217,8337,8453,8382,8470,3591,3120193.0,11_14,8453.0,20244.0,8453
5427,MA010120220808570886,디졸브,,3110335,143287,39051,28548,15136,15855,24998,19699,3110335.0,17_21,24998.0,20244.0,15136
5428,MA0101202309A0066228,카페클로이,,3120014,27324,3391,5988,5627,5435,4764,2119,3120014.0,11_14,5627.0,20244.0,5627
5429,MA010120220803716035,뿌루밀리신대방삼거리역점,,3120152,39706,7855,7693,5123,5592,8205,5239,3120152.0,17_21,8205.0,20244.0,5123
5430,MA0101202209A0074450,무인카페차다방,,3110336,344750,93690,72698,39394,37925,55676,45366,,,,,39394
5431,MA010120220804283758,올리버브라운,문정점,3111031,87009,24233,18512,9484,9121,13830,11829,3111031.0,11_14,9484.0,20244.0,9484
5432,MA010120220812476282,싸인포스트커피,,3110843,146639,35047,32997,18360,17593,24525,18118,3110843.0,11_14,18360.0,20244.0,18360
5433,MA0101202301A0006807,청풍전,,3120031,30033,2109,6491,6413,6453,6318,2248,3120031.0,11_14,6413.0,20244.0,6413
5434,MA010120220800790997,서래수,,3110915,38058,9217,8183,4701,4853,6451,4654,3110915.0,14_17,4853.0,20244.0,4701
5435,MA010120220811082330,놀숲북카페,,3120053,54060,9786,8698,6822,7880,13102,7772,3120053.0,17_21,13102.0,20244.0,6822
5436,MA0101202406A0207708,메가엠지씨커피건대입구역점,,3120053,54060,9786,8698,6822,7880,13102,7772,3120053.0,17_21,13102.0,20244.0,6822
5437,MA0101202310A0042034,퐁치커피익스프레스사가정점,,3110266,472734,147228,95623,46462,46381,71641,65398,3110266.0,11_14,46462.0,20244.0,46462
5438,MA010120220801068271,더블유디자인바,,3120221,17942,2087,4083,3630,3566,3207,1369,3120221.0,06_11,4083.0,20244.0,3630
5439,MA010120220805301284,빈티지935,,3120212,40795,5434,6922,6332,7517,10092,4498,3120212.0,14_17,7517.0,20244.0,6332
5440,MA010120220808464738,민카인드,,3120070,41424,6555,7466,5674,6787,9765,5177,3120070.0,14_17,6787.0,20244.0,5674
5441,MA010120220812219182,원플러스원,,3130167,40746,6648,7600,5651,6124,9271,5451,3130167.0,17_21,9271.0,20244.0,5651
5442,MA0101202302A0015251,카페공간,,3110634,118571,37395,24555,11732,11448,17242,16199,3110634.0,11_14,11732.0,20244.0,11732
5443,MA0101202305A0172364,이공커피이수역점,,3130273,104549,20433,19569,13699,15059,22490,13298,3130273.0,17_21,22490.0,20244.0,13699
5444,MA010120220807433967,루이스프루타,,3110819,90136,23968,19237,10112,10068,14897,11853,3110819.0,14_17,10068.0,20244.0,10112
5445,MA0101202310A0000471,플로리다,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5446,MA010120220800368217,정우커피,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5447,MA0101202409A0004998,텐퍼센트서,여의도점,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5448,MA010120220813167674,밑업,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5449,MA0101202311A0045685,앱모어커피,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5450,MA0101202310A0053036,커피기업,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5451,MA0101202306A0084393,커피퀘이사,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5452,MA010120220800364730,카페스터닝,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5453,MA010120220810073481,브루클린커피,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5454,MA010120220812256350,밀키웨이,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5455,MA010120220812229756,33카페,,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5456,MA0101202406A0559460,이코복스커피스튜디오서,여의도점,3120148,54396,4812,12744,12000,12036,9528,3276,3120148.0,11_14,12000.0,20244.0,12000
5457,MA0101202411A0022623,다나,,3110223,214929,71733,46928,22422,20231,26548,27066,,,,,22422
5458,MA010120220812058364,이디야,갈현점,3110465,100790,22712,20451,12829,13169,19000,12628,3110465.0,14_17,13169.0,20244.0,12829
5459,MA0101202406A0405649,카페종로1971,,3110025,178002,38273,37932,28033,26969,28471,18322,,,,,28033
5460,MA0101202307A0096053,마이랜드,,3110763,44721,8431,9271,7176,6972,8119,4752,3110763.0,11_14,7176.0,20244.0,7176
5461,MA0101202211A0061468,쥬씨동대문,시장점,3120015,29119,2798,6367,6114,6007,5610,2222,3120015.0,11_14,6114.0,20244.0,6114
5462,MA010120220812646771,팜스프링스,,3110810,195277,51114,40299,23186,22945,32515,25217,3110810.0,11_14,23186.0,20244.0,23186
5463,MA010120220808136836,솔리Solely,,3130318,29710,4820,5183,4395,4882,6661,3770,3130318.0,17_21,6661.0,20244.0,4395
5464,MA010120220812776206,콩유소,,3110809,207395,52716,39180,24196,24251,37324,29728,,,,,24196
5465,MA010120220808340458,더쌍화커피,,3130153,24923,2452,4631,4536,5225,5838,2242,3130153.0,11_14,4536.0,20244.0,4536
5466,MA010120220811753124,좋은날,,3130191,11955,1254,1514,1959,2589,3300,1339,3130191.0,17_21,3300.0,20244.0,1959
5467,MA0101202307A0081285,더벤티성북천점,,3110183,142327,27982,31616,21979,20584,24475,15691,3110183.0,14_17,20584.0,20244.0,21979
5468,MA010120220808610814,몬스터푸드,,3110869,172321,51744,35871,17068,16708,26760,24170,3110869.0,17_21,26760.0,20244.0,17068
5469,MA010120220808613391,아라프레소,,3110190,115999,29035,24251,14879,14800,19045,13989,3110190.0,11_14,14879.0,20244.0,14879
5470,MA0106202406A2465106,스타벅스,건대입구,3120053,27031,4893,4349,3411,3940,6551,3886,3120053.0,17_21,6551.0,20244.0,3411
5471,MA0106202306A0536714,무냐무냐플래그십스토어,,3120202,40139,5067,6583,7400,7800,8990,4299,3120202.0,14_17,7800.0,20244.0,7400
5472,MA010120220807085290,카페수,,3110907,71378,18741,15412,8860,8477,11153,8735,3110907.0,14_17,8477.0,20244.0,8860
5473,MA010120220808498773,카페523,,3110178,51534,13986,11279,6652,5959,7615,6043,3110178.0,11_14,6652.0,20244.0,6652
5474,MA0101202211A0031043,파스쿠찌신림역점,,3130285,46175,7963,7445,5932,6859,10968,7008,3130285.0,17_21,10968.0,20244.0,5932
5475,MA010120220802486934,스트라다,을지로점,3120031,30031,2109,6491,6413,6453,6318,2248,3120031.0,11_14,6413.0,20244.0,6413
5476,MA010120220813216141,할리스신림역점,,3130285,46176,7963,7445,5932,6859,10969,7008,3130285.0,17_21,10969.0,20244.0,5932
5477,MA0101202212A0077732,카페플랫,,3110242,103175,32329,21634,9891,9543,15257,14521,,,,,9891
5478,MA010120220810443199,컴포즈커피구로,구청점,3120127,75710,20014,16042,9382,8792,11850,9630,3120127.0,11_14,9382.0,20244.0,9382
5479,MA0101202305A0111206,공들인,,3120127,75710,20014,16042,9382,8792,11850,9630,3120127.0,11_14,9382.0,20244.0,9382
5480,MA010120220805074220,성수정원,,3110131,37570,4555,6749,7218,8136,7909,3004,3110131.0,14_17,8136.0,20244.0,7218
5481,MA0101202307A0071318,카페카운티,홍대점,3120102,36961,5673,6564,5958,6625,8041,4100,3120102.0,11_14,5958.0,20244.0,5958
5482,MA0101202406A0393316,더치앤빈장안동,사거리점,3120067,53409,12437,10551,6580,6921,10085,6837,3120067.0,11_14,6580.0,20244.0,6580
5483,MA010120220812777972,메이븐커피스토어,,3110317,151349,39780,33975,19356,17590,22391,18257,3110317.0,11_14,19356.0,20244.0,19356
5484,MA010120220814038596,오솜도솜,,3110102,35436,5484,7047,5393,6060,7825,3628,3110102.0,11_14,5393.0,20244.0,5393
5485,MA010120220805491379,카페메이,,3110132,56240,14664,11872,7643,7553,8139,6368,3110132.0,17_21,8139.0,20244.0,7643
5486,MA0101202308A0001303,찰스상점명일역점,,3120248,60173,13586,12071,7895,7803,11338,7479,3120248.0,17_21,11338.0,20244.0,7895
5487,MA0101202409A0074276,피아커피앤알싸파김치류,,3110762,138040,35846,29829,17690,17340,21111,16224,3110762.0,11_14,17690.0,20244.0,17690
5488,MA010120220807014497,에솔로지,,3110762,138040,35846,29829,17690,17340,21111,16224,3110762.0,11_14,17690.0,20244.0,17690
5489,MA010120220805177870,더카페가산노블루체점,,3110725,50429,10567,10536,7402,7371,8853,5699,3110725.0,11_14,7402.0,20244.0,7402
5490,MA0101202311A0032273,제이앤제이카페,,3130148,31964,8002,6050,3743,3958,5793,4417,3130148.0,11_14,3743.0,20244.0,3743
5491,MA0101202411A0174695,아맘픽.서소문,,3120021,57324,2412,14740,13472,13700,10360,2640,3120021.0,11_14,13472.0,20244.0,13472
5492,MA0106202406A2465530,스타벅스,퍼시픽타워,3120021,57324,2412,14740,13472,13700,10360,2640,3120021.0,11_14,13472.0,20244.0,13472
5493,MA010120220812617644,콜렉티보퍼시픽,타워점,3120021,57324,2412,14740,13472,13700,10360,2640,3120021.0,11_14,13472.0,20244.0,13472
5494,MA010120220809575760,엠엠티에이치050,,3120021,57324,2412,14740,13472,13700,10360,2640,3120021.0,11_14,13472.0,20244.0,13472
5495,MA0101202409A0115659,수잔라메종,,3120213,51216,9440,10448,8625,8528,9003,5174,3120213.0,11_14,8625.0,20244.0,8625
5496,MA0101202406A0448861,매머드익스프레스현대,미아점,3120073,23180,5594,4586,3016,3144,4078,2761,3120073.0,11_14,3016.0,20244.0,3016
5497,MA0101202307A0004876,셀프리커피송파삼전,,3111005,189858,64736,40845,17004,16186,25067,26021,3111005.0,11_14,17004.0,20244.0,17004
5498,MA010120220813607630,더공일이삼,,3120007,12216,1529,2616,2504,2578,2106,884,3120007.0,11_14,2504.0,20244.0,2504
5499,MA010120220805843985,청자다방,공릉점,3110438,89896,23657,17859,9983,10354,15861,12181,3110438.0,11_14,9983.0,20244.0,9983
5500,MA0101202212A0099874,빽다방난곡세이브점,,3130278,55861,14728,10800,6283,6777,9806,7467,3130278.0,14_17,6777.0,20244.0,6283
5501,MA010120220813332959,이디야,,3120032,28479,3755,5993,5380,5261,5550,2539,3120032.0,11_14,5380.0,20244.0,5380
5502,MA010120220813480610,원두잇,,3111040,219124,59272,50988,25558,24497,31940,26869,3111040.0,11_14,25558.0,20244.0,25558
5503,MA010120220808697314,빽다방홍대,거리점,3130190,22693,3522,2756,3091,4190,6114,3019,3130190.0,17_21,6114.0,20244.0,3091
5504,MA010120220802273136,자여느향,,3110720,212147,60438,43092,22657,22879,34513,28569,3110720.0,17_21,34513.0,20244.0,22657
5505,MA010120220814067839,케익다방,,3120053,27030,4893,4349,3411,3940,6551,3886,3120053.0,17_21,6551.0,20244.0,3411
5506,MA010120220813611367,무슈카페,,3111046,202377,59023,42362,21452,21030,31044,27465,3111046.0,11_14,21452.0,20244.0,21452
5507,MA0101202305A0196708,메이,,3110618,228681,74276,48228,22257,21349,31576,30996,3110618.0,14_17,21349.0,20244.0,22257
5508,MA010120220804984031,도즈렛커피,,3110785,169768,47748,33549,18660,19210,28159,22442,3110785.0,06_11,33549.0,20244.0,18660
5509,MA010120220800394674,삼원글로벌주,,3120051,43931,5898,8843,7970,8303,8990,3926,3120051.0,11_14,7970.0,20244.0,7970
5510,MA010120220804472436,카페소금다방,,3110677,88128,21102,17899,11361,11847,15379,10541,,,,,11361
5511,MA0101202411A0080143,이디야커피,,3130149,117966,36530,23610,11928,11925,17904,16068,3130149.0,11_14,11928.0,20244.0,11928
5512,MA0106202201A0744191,카페맞닿은,삼성점,3120222,18792,1459,4453,4271,4111,3381,1116,3120222.0,11_14,4271.0,20244.0,4271
5513,MA0101202406A0101926,하우스오브바이닐연희,,3120093,15665,3134,3090,2266,2271,3032,1872,3120093.0,14_17,2271.0,20244.0,2266
5514,MA010120220806627269,어번던트,,3110162,74206,23980,14917,6833,6783,10908,10785,3110162.0,14_17,6783.0,20244.0,6833
5515,MA0101202406A0385129,힐링사랑방,,3130148,31964,8002,6050,3743,3958,5792,4417,3130148.0,11_14,3743.0,20244.0,3743
5516,MA010120220808759591,시애틀에스프레소,,3110062,25013,4183,4946,3987,4162,5131,2605,3110062.0,11_14,3987.0,20244.0,3987
5517,MA010120220814026747,카페나리나무,,3110069,53796,11564,11022,7852,7552,9623,6183,3110069.0,11_14,7852.0,20244.0,7852
5518,MA010120220808017718,카페천국,노원점,3110426,174232,42266,34131,20532,21705,32865,22733,3110426.0,11_14,20532.0,20244.0,20532
5519,MA0101202307A0011647,오브민,,3120043,138922,8008,34573,34202,34426,21567,6153,3120043.0,11_14,34202.0,20244.0,34202
5520,MA0106202306A0996006,콜렉티보서울,스퀘어점,3120043,138922,8008,34573,34202,34426,21567,6153,3120043.0,11_14,34202.0,20244.0,34202
5521,MA0106202311A1069329,바나프레소서울,스퀘어점,3120043,138922,8008,34573,34202,34426,21567,6153,3120043.0,11_14,34202.0,20244.0,34202
5522,MA010120220813809489,숏스트리트,,3120043,138922,8008,34573,34202,34426,21567,6153,3120043.0,11_14,34202.0,20244.0,34202
5523,MA010120220813615587,더아맘,,3120043,138922,8008,34573,34202,34426,21567,6153,3120043.0,11_14,34202.0,20244.0,34202
5524,MA0106202201A0153324,커피빈서울스퀘어점,코리아,3120043,138922,8008,34573,34202,34426,21567,6153,3120043.0,11_14,34202.0,20244.0,34202
5525,MA0101202209A0088199,파스쿠찌센트로서울점,,3120043,138922,8008,34573,34202,34426,21567,6153,3120043.0,11_14,34202.0,20244.0,34202
5526,MA0101202406A0041729,카페씨미트,,3110156,117333,39025,24777,11033,10416,15627,16456,3110156.0,14_17,10416.0,20244.0,11033
5527,MA010120220800785598,링크,,3110913,121882,36617,28771,13825,12186,15095,15389,3110913.0,11_14,13825.0,20244.0,13825
5528,MA010120220803482194,커피앤틱,,3110041,27501,4094,6351,5507,4946,4438,2163,3110041.0,11_14,5507.0,20244.0,5507
5529,MA010120220812184138,코테슬로,,3130183,25290,4592,4835,3826,3601,5291,3145,3130183.0,11_14,3826.0,20244.0,3826
5530,MA010120220812441548,어퍼룸,,3110132,56240,14664,11872,7643,7553,8139,6368,3110132.0,17_21,8139.0,20244.0,7643
5531,MA010120220802889087,프루프인더커피,,3110084,55631,15524,11455,6118,6170,8906,7460,3110084.0,17_21,8906.0,20244.0,6118
5532,MA0101202309A0040731,더바움,코리아,3130002,61884,5526,11888,12456,13161,13656,5198,3130002.0,11_14,12456.0,20244.0,12456
