상가업소번호,TRDAR_CD,도로명주소,est_총_유동인구_수,est_시간대_00_06_유동인구_수,est_시간대_06_11_유동인구_수,est_시간대_11_14_유동인구_수,est_시간대_14_17_유동인구_수,est_시간대_17_21_유동인구_수,est_시간대_21_24_유동인구_수,상권_코드,매출_최대_시간대,기준_년분기_코드,피크_유동인구_수_상권별,피크_유동인구_수_11_14
MA010120220813354086,3130258,서울특별시 영등포구 신풍로17길 7,,,,,,,,3130258,14_17,20244,,
MA010120220800798148,3120165,서울특별시 서초구 서래로 32,51294.625,13097.375,10808.0,6684.8125,6392.3125,8168.9375,6143.25,3120165,11_14,20244,6684.8125,6684.8125
MA0106202406A2465768,3120219,서울특별시 강남구 도곡로 457,48400.6,7453.68,7867.68,6582.2,8295.24,12621.56,5580.24,3120219,14_17,20244,8295.24,
MA010120220808685566,3110561,서울특별시 마포구 와우산로3안길 41,65014.27272727273,17318.0,13091.90909090909,7497.545454545455,7635.090909090909,10830.454545454546,8641.363636363636,3110561,14_17,20244,7635.090909090909,
MA010120220812916219,3130132,서울특별시 강북구 삼양로 244,34968.6,9737.0,6825.6,3703.6,3932.8,5886.0,4883.6,3130132,11_14,20244,3703.6,3703.6
MA010120220800984087,3130285,서울특별시 관악구 신림로59길 14,48273.31818181818,8324.636363636364,7783.681818181818,6201.590909090909,7170.318181818182,11466.818181818182,7326.227272727273,3130285,17_21,20244,11466.818181818182,
MA010120220800606743,3130185,서울특별시 마포구 망원로7길 3-6,44180.2,10569.6,8032.2,5414.6,5805.0,8529.0,5829.8,3130185,14_17,20244,5805.0,
MA010120220807122304,3120085,서울특별시 노원구 한글비석로 253,23822.61111111111,1774.1666666666667,3464.277777777778,3747.1111111111113,5143.277777777777,7428.777777777777,2264.8888888888887,3120085,14_17,20244,5143.277777777777,
MA010120220809776407,3110094,서울특별시 용산구 보광로 5,52585.0,8793.0,11216.0,7727.0,8977.0,10248.0,5625.0,3110094,21_24,20241,5625.0,
MA0106202201A0422210,3120050,서울특별시 성동구 뚝섬로1길 10,11040.555555555557,1599.7222222222222,2163.1666666666665,2013.1666666666667,2150.4444444444443,2161.555555555556,952.5,3120050,11_14,20244,2013.1666666666667,2013.1666666666667
MA0101202406A0139734,3120050,서울특별시 성동구 뚝섬로1길 10,11040.555555555557,1599.7222222222222,2163.1666666666665,2013.1666666666667,2150.4444444444443,2161.555555555556,952.5,3120050,11_14,20244,2013.1666666666667,2013.1666666666667
MA0106202301A1173375,3120097,서울특별시 서대문구 충정로 13,53396.9,7603.9,12207.5,9806.6,10086.9,9190.4,4501.7,3120097,11_14,20244,9806.6,9806.6
MA010120220803114243,3111080,서울특별시 강동구 양재대로134길 51,29934.0,7362.952380952381,6052.238095238095,3523.0,3503.2380952380954,5520.666666666667,3971.904761904762,3111080,06_11,20244,6052.238095238095,
MA0101202211A0091887,3110697,서울특별시 구로구 개봉로1나길 16,86006.6,21412.2,16710.2,9839.8,10952.6,16003.6,11088.2,3110697,11_14,20244,9839.8,9839.8
MA0101202406A0345357,3110789,서울특별시 영등포구 시흥대로183길 7-8,86912.16666666667,17862.833333333332,18427.5,12700.166666666666,12392.833333333334,15310.833333333334,10218.0,3110789,17_21,20244,15310.833333333334,
MA010120220812481801,3120024,서울특별시 중구 퇴계로6길 17,,,,,,,,3120024,11_14,20244,,
MA0101202303A0066682,3120044,서울특별시 용산구 한강대로 178,29393.571428571428,7181.678571428572,6163.714285714285,3865.428571428572,3727.357142857143,4882.0,3573.3214285714284,3120044,11_14,20244,3865.428571428572,3865.428571428572
MA010120220808658938,3110757,서울특별시 영등포구 영등포로5길 31,27970.625,6130.625,5936.25,3767.875,3832.625,4853.5,3449.625,3110757,11_14,20244,3767.875,3767.875
MA010120220814097329,3110449,서울특별시 은평구 증산서길 78,,,,,,,,3110449,14_17,20244,,
MA010120220809900055,3110774,서울특별시 영등포구 당산로36길 13-5,73288.625,16894.75,15608.625,9522.0,9497.75,13041.875,8723.625,3110774,11_14,20244,9522.0,9522.0
MA010120220806502763,3110746,서울특별시 금천구 독산로11길 20,193939.0,50432.0,36572.0,21506.0,21962.0,36000.0,27468.0,,nan,,,
MA010120220803993606,3110435,서울특별시 노원구 동일로198길 78,15729.25,4778.5,3300.125,1679.375,1571.5,2195.125,2204.5,3110435,11_14,20244,1679.375,1679.375
MA0101202409A0092946,3111017,서울특별시 송파구 가락로33길 11,58441.333333333336,15509.666666666666,11799.0,6813.666666666667,6897.666666666667,9774.666666666666,7647.0,3111017,11_14,20244,6813.666666666667,6813.666666666667
MA010120220809337727,3110827,서울특별시 동작구 성대로1길 24,177392.25,50634.75,37162.5,20018.25,19398.0,27611.25,22567.5,3110827,11_14,20244,20018.25,20018.25
MA010120220812519187,3120005,서울특별시 종로구 팔판길 29,6395.5,1086.98,1266.06,1239.78,1228.82,1033.98,539.88,3120005,11_14,20244,1239.78,1239.78
MA0106202406A2465090,3120090,서울특별시 은평구 통일로 842,97526.95,20900.35,18497.45,12479.85,13356.95,19260.7,13031.55,3120090,11_14,20244,12479.85,12479.85
MA010120220803304971,3120169,서울특별시 서초구 서초대로42길 17,38040.66666666666,4722.48717948718,8085.025641025641,7447.282051282052,7137.4358974358975,7374.0,3274.435897435897,3120169,11_14,20244,7447.282051282052,7447.282051282052
MA010120220810269282,3111023,서울특별시 송파구 동남로2길 16-1,75050.3,18221.1,16529.2,10026.2,9687.4,11957.4,8628.8,3111023,11_14,20244,10026.2,10026.2
MA010120220810174526,3120072,서울특별시 성북구 동소문로 106,29792.78260869565,5505.923913043478,5458.04347826087,3992.532608695652,4396.326086956522,6594.271739130435,3845.6739130434794,3120072,17_21,20244,6594.271739130435,
MA010120220812665125,3110191,서울특별시 동대문구 안암로24길 20-4,,,,,,,,3110191,11_14,20244,,
MA0101202302A0025492,3130326,서울특별시 강동구 고덕로 399,,,,,,,,,nan,,,
MA010120220800002698,3110023,서울특별시 종로구 대학로5가길 5,154659.6,19203.2,34605.0,29126.2,29501.4,28524.6,13699.4,3110023,11_14,20244,29126.2,29126.2
MA010120220809807787,3120178,서울특별시 서초구 강남대로 605,52529.01587301587,8003.333333333333,10563.952380952382,9069.36507936508,9322.492063492064,10512.142857142857,5057.730158730159,3120178,11_14,20244,9069.36507936508,9069.36507936508
MA0101202305A0019174,3120137,서울특별시 영등포구 당산로 42,6233.166666666667,1169.6666666666667,1279.6666666666667,957.1666666666669,979.6666666666669,1177.6666666666667,669.5000000000001,3120137,11_14,20244,957.1666666666669,957.1666666666669
MA010120220800364333,3120137,서울특별시 영등포구 당산로 42,6233.166666666667,1169.6666666666667,1279.6666666666667,957.1666666666669,979.6666666666669,1177.6666666666667,669.5000000000001,3120137,11_14,20244,957.1666666666669,957.1666666666669
MA010120220809962723,3120137,서울특별시 영등포구 당산로 42,6233.166666666667,1169.6666666666667,1279.6666666666667,957.1666666666669,979.6666666666669,1177.6666666666667,669.5000000000001,3120137,11_14,20244,957.1666666666669,957.1666666666669
MA0101202305A0028937,3120017,서울특별시 종로구 종로 336,120577.28571428572,20701.714285714286,24801.571428571428,18337.14285714286,18778.85714285714,24069.0,13888.857142857143,3120017,11_14,20244,18337.14285714286,18337.14285714286
MA0101202302A0071119,3110949,서울특별시 강남구 압구정로2길 11,51236.0,8927.5,9318.333333333334,8383.333333333334,8707.0,10430.0,5469.833333333333,3110949,11_14,20244,8383.333333333334,8383.333333333334
MA0101202406A0558934,3130024,서울특별시 중구 남대문시장길 22-23,,,,,,,,3130024,11_14,20244,,
MA0106202408A1102875,3130024,서울특별시 중구 남대문시장길 22-23,,,,,,,,3130024,11_14,20244,,
MA010120220813922691,3130103,서울특별시 동대문구 휘경로 53,143498.0,43571.0,28819.0,14001.0,14114.0,22932.0,20059.0,,nan,,,
MA0101202409A0159781,3110136,서울특별시 성동구 뚝섬로17가길 48,41217.91666666666,7682.041666666667,8351.166666666666,6439.041666666667,6868.625,7532.083333333333,4345.0,3110136,11_14,20244,6439.041666666667,6439.041666666667
MA0106202308A0624809,3110420,서울특별시 노원구 광운로12길 5,42374.90909090909,9722.545454545454,8960.90909090909,5675.090909090909,5474.272727272727,7378.090909090909,5164.0,3110420,11_14,20244,5675.090909090909,5675.090909090909
MA010120220803972349,3130132,서울특별시 강북구 솔매로 60,34968.6,9737.0,6825.6,3703.6,3932.8,5886.0,4883.6,3130132,11_14,20244,3703.6,3703.6
MA010120220806024646,3110764,서울특별시 영등포구 당산로 67,23420.33333333333,4028.3333333333335,5278.666666666667,4148.666666666667,3957.0,3870.0,2138.0,,nan,,,
MA010120220811122976,3130064,서울특별시 성동구 금호산2길 22-10,444180.0,108501.0,85267.0,51550.0,55664.0,85037.0,58158.0,,nan,,,
MA0106202403A0648558,3110563,서울특별시 마포구 토정로9길 2,,,,,,,,,nan,,,
MA0101202409A0195808,3110671,서울특별시 강서구 화곡로66길 107,68263.56,19598.72,14651.72,7926.08,7492.96,10022.4,8571.64,3110671,11_14,20244,7926.08,7926.08
MA010120220807106532,3120026,서울특별시 중구 남대문로 112,,,,,,,,3120026,11_14,20244,,
MA0101202409A0068972,3120026,서울특별시 중구 남대문로 112,,,,,,,,3120026,11_14,20244,,
MA0106202406A2466318,3001491,서울특별시 용산구 이태원로 188,,,,,,,,3001491,14_17,20244,,
MA0101202409A0141564,3130156,서울특별시 노원구 동일로 1280,62052.0,16823.0,12300.0,7120.0,7755.0,10390.0,7664.0,,nan,,,
MA010120220803233349,3120006,서울특별시 종로구 종로 51,10439.60294117647,876.2205882352941,1984.514705882353,2187.8529411764707,2206.7242647058824,2333.25,851.0404411764706,3120006,11_14,20244,2187.8529411764707,2187.8529411764707
MA010120220804200793,3120006,서울특별시 종로구 종로 51,10439.60294117647,876.2205882352941,1984.514705882353,2187.8529411764707,2206.7242647058824,2333.25,851.0404411764706,3120006,11_14,20244,2187.8529411764707,2187.8529411764707
MA0106202406A2465092,3120006,서울특별시 종로구 종로 51,10439.60294117647,876.2205882352941,1984.514705882353,2187.8529411764707,2206.7242647058824,2333.25,851.0404411764706,3120006,11_14,20244,2187.8529411764707,2187.8529411764707
MA010120220806706279,3120006,서울특별시 종로구 종로 51,10439.60294117647,876.2205882352941,1984.514705882353,2187.8529411764707,2206.7242647058824,2333.25,851.0404411764706,3120006,11_14,20244,2187.8529411764707,2187.8529411764707
MA010120220804072253,3110120,서울특별시 성동구 서울숲2길 17,19447.545454545456,3661.5454545454554,3500.7272727272725,3257.590909090909,3526.954545454545,3694.590909090909,1806.136363636364,3110120,17_21,20244,3694.590909090909,
MA010120220812221862,3110670,서울특별시 강서구 곰달래로49길 95,344375.25,105685.5,72054.75,34180.25,33201.25,51231.5,48022.0,3110670,14_17,20244,33201.25,
MA010120220803437818,3110120,서울특별시 성동구 서울숲2길 24-1,19447.545454545456,3661.5454545454554,3500.7272727272725,3257.590909090909,3526.954545454545,3694.590909090909,1806.136363636364,3110120,17_21,20244,3694.590909090909,
MA010120220800561746,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA010120220805419228,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA0101202212A0019458,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA010120220803292876,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA010120220806119445,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA0101202411A0065113,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA010120220813799301,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA010120220800573812,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA010120220813751116,3130170,서울특별시 은평구 불광로 20,2403.527777777778,330.3611111111111,427.9444444444444,381.0833333333333,436.30555555555554,573.6111111111111,254.19444444444443,3130170,14_17,20244,436.30555555555554,
MA0101202409A0113817,3120037,서울특별시 중구 을지로 264,46761.27272727273,6664.625,9249.897727272728,7864.318181818182,8228.329545454546,9780.011363636364,4974.090909090909,3120037,11_14,20244,7864.318181818182,7864.318181818182
MA0106202409A2109560,3120037,서울특별시 중구 을지로 264,46761.27272727273,6664.625,9249.897727272728,7864.318181818182,8228.329545454546,9780.011363636364,4974.090909090909,3120037,11_14,20244,7864.318181818182,7864.318181818182
MA010120220804426291,3130197,서울특별시 마포구 마포대로6길 16,99867.0,10615.0,21131.0,18753.0,18177.0,21656.0,9533.0,,nan,,,
MA0106202201A0636248,3120195,서울특별시 강남구 언주로172길 11,32811.24,4137.6,5477.2,6058.24,6366.08,7352.0,3420.16,3120195,11_14,20244,6058.24,6058.24
MA010120220813124343,3110782,서울특별시 영등포구 영등포로35가길 1,,,,,,,,3110782,14_17,20244,,
MA010120220804606876,3120173,서울특별시 서초구 서초중앙로22길 17,56958.0,7447.51282051282,11954.564102564103,10415.205128205129,10225.76923076923,11630.23076923077,5284.705128205128,3120173,11_14,20244,10415.205128205129,10415.205128205129
MA0101202211A0096591,3110219,서울특별시 동대문구 망우로14가길 29-1,,,,,,,,3110219,11_14,20244,,
MA0101202209A0087919,3110221,서울특별시 동대문구 화랑로32길 173,,,,,,,,3110221,11_14,20244,,
MA010120220810811813,3120139,서울특별시 영등포구 가마산로 352,45837.64705882353,11798.117647058823,9393.29411764706,5546.529411764706,5526.823529411765,7692.35294117647,5880.588235294118,3120139,11_14,20244,5546.529411764706,5546.529411764706
MA0101202406A0001776,3120116,서울특별시 강서구 공항대로 23,48006.0,9291.666666666666,9778.833333333334,6671.0,6776.833333333333,9681.333333333334,5806.166666666667,3120116,11_14,20244,6671.0,6671.0
MA0101202406A0163263,3120249,서울특별시 강동구 동남로75길 13-21,27672.894736842107,3898.947368421053,4900.894736842105,4293.736842105263,4997.1578947368425,6748.052631578948,2834.157894736842,3120249,11_14,20244,4293.736842105263,4293.736842105263
MA010120220812614981,3110798,서울특별시 영등포구 신길로16길 7-24,75333.5,20814.0,15657.0,8636.5,8712.5,11896.0,9617.0,,nan,,,
MA0106202406A2465119,3120202,서울특별시 강남구 선릉로 836,44502.608695652176,5617.5,7299.065217391304,8204.695652173914,8648.347826086956,9966.91304347826,4766.065217391304,3120202,14_17,20244,8648.347826086956,
MA010120220800259925,3110060,서울특별시 용산구 새창로14길 16,85763.125,17921.125,16021.5,11518.625,12877.75,17572.0,9852.25,3110060,14_17,20244,12877.75,
MA0101202212A0082134,3110409,서울특별시 도봉구 해등로16길 52-19,41408.46153846154,9144.076923076924,7965.0,5202.692307692308,5724.076923076923,8308.692307692309,5063.923076923077,3110409,17_21,20244,8308.692307692309,
MA010120220813247179,3110382,서울특별시 도봉구 삼양로 594,,,,,,,,,nan,,,
MA010120220811952512,3110825,서울특별시 동작구 국사봉길 93,269456.875,87945.875,56075.625,24205.875,23700.75,38787.25,38741.375,3110825,11_14,20244,24205.875,24205.875
MA0101202411A0173404,3120028,서울특별시 중구 명동6길 6-1,43222.85106382979,2391.3829787234044,8784.063829787234,9943.212765957447,10190.744680851063,9349.702127659575,2563.744680851064,3120028,11_14,20244,9943.212765957447,9943.212765957447
MA010120220808044836,3120184,서울특별시 서초구 논현로19길 5,37621.954545454544,8070.113636363636,7968.272727272727,5572.25,5435.909090909091,6309.477272727273,4265.954545454545,3120184,11_14,20244,5572.25,5572.25
MA0101202305A0011305,3111086,서울특별시 강동구 상암로63길 38,30140.916666666668,6126.083333333333,6535.666666666667,4601.916666666667,4212.916666666667,5280.916666666667,3383.333333333333,3111086,11_14,20244,4601.916666666667,4601.916666666667
MA010120220809274842,3110503,서울특별시 서대문구 명지대길 50-7,79905.61904761905,21319.571428571428,17479.571428571428,10234.380952380952,9535.47619047619,11692.57142857143,9644.0,3110503,11_14,20244,10234.380952380952,10234.380952380952
MA0101202409A0072896,3120148,서울특별시 영등포구 국회대로70길 23,5218.232558139535,461.09302325581393,1222.860465116279,1151.6744186046512,1154.3488372093022,914.5581395348836,313.72093023255815,3120148,11_14,20244,1151.6744186046512,1151.6744186046512
MA010120220806398121,3120148,서울특별시 영등포구 국회대로70길 23,5218.232558139535,461.09302325581393,1222.860465116279,1151.6744186046512,1154.3488372093022,914.5581395348836,313.72093023255815,3120148,11_14,20244,1151.6744186046512,1151.6744186046512
MA0101202409A0039179,3120196,서울특별시 강남구 언주로 652,49569.35294117647,9657.29411764706,10488.529411764706,8052.764705882353,7887.64705882353,8273.176470588236,5209.823529411765,3120196,11_14,20244,8052.764705882353,8052.764705882353
MA0106202406A2465189,3120055,서울특별시 광진구 천호대로 548,52230.89795918368,11744.204081632652,10489.448979591836,6356.755102040816,6631.632653061224,10103.326530612245,6905.571428571428,3120055,17_21,20244,10103.326530612245,
MA0106202201A0150524,3120207,서울특별시 강남구 선릉로112길 21-4,39882.142857142855,8105.734693877551,8627.408163265307,6313.775510204082,6165.448979591837,6570.122448979592,4099.65306122449,3120207,11_14,20244,6313.775510204082,6313.775510204082
MA010120220800034416,3110015,서울특별시 종로구 자하문로24길 41-42,,,,,,,,3110015,11_14,20244,,
MA010120220804354360,3110383,서울특별시 도봉구 삼양로144길 9,5371.5,667.5714285714286,1101.2857142857142,988.0,986.0,1098.642857142857,529.8571428571429,3110383,11_14,20244,988.0,988.0
MA0101202306A0046946,3130160,서울특별시 은평구 수색로16길 15-15,,,,,,,,,nan,,,
MA010120220805064025,3111085,서울특별시 강동구 아리수로64길 22,66772.15384615384,15954.46153846154,15053.23076923077,8649.153846153846,8672.0,10614.923076923076,7828.307692307692,3111085,06_11,20244,15053.23076923077,
MA010120220805202587,3110817,서울특별시 영등포구 영등포로 397-1,180840.5,44467.5,39136.5,21015.0,21289.5,31745.5,23187.0,,nan,,,
MA010120220814246224,3130326,서울특별시 강동구 고덕로 399,,,,,,,,,nan,,,
MA010120220806538900,3130326,서울특별시 강동구 고덕로 399,,,,,,,,,nan,,,
MA010120220809569136,3130326,서울특별시 강동구 고덕로 399,,,,,,,,,nan,,,
MA0101202306A0089978,3130326,서울특별시 강동구 고덕로 399,,,,,,,,,nan,,,
MA010120220803210600,3130293,서울특별시 관악구 관악로 219,,,,,,,,3130293,11_14,20244,,
MA0106202201A0036714,3120228,서울특별시 송파구 송파대로 438,,,,,,,,3120228,11_14,20244,,
MA0101202406A0284438,3130318,서울특별시 강동구 올림픽로70길 56-2,29710.529411764703,4820.117647058823,5183.235294117647,4394.882352941177,4882.235294117647,6660.588235294118,3769.5882352941176,3130318,17_21,20244,6660.588235294118,
MA0101202212A0008356,3110248,서울특별시 중랑구 숙선옹주로5길 14,232492.5,70981.5,47452.0,23285.0,22395.0,34977.0,33401.5,,nan,,,
MA0101202306A0035861,3130325,서울특별시 강동구 상암로49길 54,,,,,,,,3130325,17_21,20244,,
MA0101202307A0073495,3130042,서울특별시 중구 동호로7길 14,,,,,,,,3130042,11_14,20244,,
MA010120220803872507,3120016,서울특별시 종로구 종로 302,104666.77777777778,19565.222222222223,21603.11111111111,16619.333333333332,16833.666666666668,18968.88888888889,11076.555555555557,3120016,14_17,20244,16833.666666666668,
MA010120220802859778,3110797,서울특별시 영등포구 신길로 40,166949.5,48334.5,34614.0,17767.0,18447.5,25809.5,21977.5,,nan,,,
MA0101202409A0085275,3110346,서울특별시 강북구 삼양로139가길 11,135915.14285714287,40931.857142857145,26145.42857142857,15065.714285714286,14525.857142857143,21139.714285714286,18106.714285714286,3110346,17_21,20244,21139.714285714286,
MA010120220812107311,3110824,서울특별시 동작구 여의대방로54길 12,29310.42857142857,5900.0,6647.0,3973.428571428572,3998.714285714286,5436.714285714285,3354.428571428572,3110824,11_14,20244,3973.428571428572,3973.428571428572
MA010120220800227556,3120122,서울특별시 강서구 화곡로 318-1,63013.31034482759,17111.931034482757,12872.0,7210.827586206897,6974.206896551724,10141.48275862069,8702.931034482759,3120122,17_21,20244,10141.48275862069,
MA010120220811658220,3110811,서울특별시 영등포구 대방천로 239,280661.5,85040.0,57840.5,30400.5,28521.0,41942.5,36917.0,,nan,,,
MA0101202311A0024103,3110366,서울특별시 강북구 한천로150길 31,109358.2,30103.8,21971.0,12443.8,12350.6,17464.4,15024.6,,nan,,,
MA010120220814026148,3110826,서울특별시 동작구 상도로15길 64,34438.0,7144.428571428572,6853.928571428572,4479.285714285715,4733.785714285715,6792.285714285715,4434.214285714285,3110826,17_21,20244,6792.285714285715,
MA0101202308A0081731,3110029,서울특별시 종로구 창신길 90,,,,,,,,3110029,11_14,20244,,
MA010120220814074840,3130294,서울특별시 관악구 관악로 224-1,62325.16666666666,12756.0,12742.333333333334,8913.5,9204.333333333334,11475.666666666666,7233.5,3130294,11_14,20244,8913.5,8913.5
MA010120220803149622,3110095,서울특별시 용산구 한남대로27가길 23,22623.78947368421,4355.421052631579,4502.684210526316,3422.0,3751.2631578947367,4253.8421052631575,2338.5263157894738,3110095,14_17,20244,3751.2631578947367,
MA010120220812535322,3110212,서울특별시 동대문구 전농로3길 56,,,,,,,,3110212,17_21,20244,,
MA0101202409A0111306,3110654,서울특별시 강서구 강서로17다길 5-23,191456.92857142855,59986.42857142857,38747.57142857143,18296.214285714286,18153.214285714286,28902.35714285714,27371.14285714286,3110654,11_14,20244,18296.214285714286,18296.214285714286
MA010120220800128200,3130024,서울특별시 중구 남대문시장4길 21,,,,,,,,3130024,11_14,20244,,
MA0101202212A0034475,3130024,서울특별시 중구 남대문시장4길 21,,,,,,,,3130024,11_14,20244,,
MA010120220812316329,3110568,서울특별시 마포구 서강로1길 16,64029.333333333336,15088.833333333334,13286.666666666666,7970.0,8778.166666666666,11319.333333333334,7586.0,3110568,11_14,20244,7970.0,7970.0
MA0106202409A2150697,3110612,서울특별시 양천구 중앙로48길 40-2,,,,,,,,3110612,11_14,20244,,
MA0101202210A0081046,3110764,서울특별시 영등포구 영등포로 118,23420.33333333333,4028.3333333333335,5278.666666666667,4148.666666666667,3957.0,3870.0,2138.0,,nan,,,
MA010120220812760390,3120056,서울특별시 광진구 자양로18길 31,54817.56,11495.12,10829.24,6970.6,7245.76,10894.64,7382.24,3120056,11_14,20244,6970.6,6970.6
MA010120220800215126,3130191,서울특별시 마포구 와우산로27길 74,11955.934782608696,1254.1739130434785,1514.1521739130435,1959.0,2589.0652173913045,3300.3478260869565,1339.1739130434785,3130191,17_21,20244,3300.3478260869565,
MA010120220800138934,3130024,서울특별시 중구 남대문시장2가길 12,,,,,,,,3130024,11_14,20244,,
MA0106202406A2466306,3130214,서울특별시 강서구 강서로 267,11809.333333333334,2807.5,2490.0,1557.1666666666667,1442.8333333333333,2034.6666666666667,1477.1666666666667,3130214,14_17,20244,1442.8333333333333,
MA0101202212A0022708,3110023,서울특별시 종로구 대학로 83,154659.6,19203.2,34605.0,29126.2,29501.4,28524.6,13699.4,3110023,11_14,20244,29126.2,29126.2
MA010120220805246758,3130001,서울특별시 종로구 자하문로15길 26-2,38206.16666666666,6058.833333333333,6951.916666666667,6474.916666666667,6695.583333333333,7749.083333333333,4276.0,3130001,17_21,20244,7749.083333333333,
MA010120220813026929,3130070,서울특별시 성동구 상원6길 3,22688.4,4577.3,4479.4,3503.75,3633.85,4139.15,2355.05,3130070,11_14,20244,3503.75,3503.75
MA010120220813947895,3120031,서울특별시 중구 을지로12길 6,38928.51851851852,2733.5185185185187,8414.055555555555,8312.777777777777,8364.425925925925,8189.277777777777,2914.4444444444443,3120031,11_14,20244,8312.777777777777,8312.777777777777
MA010120220813254650,3110008,서울특별시 종로구 옥인길 19,48081.0,11948.076923076924,9628.807692307691,6502.884615384615,6122.384615384615,7935.615384615385,5943.2307692307695,3110008,14_17,20244,6122.384615384615,
MA010120220810493239,3120078,서울특별시 강북구 도봉로 40,107698.7,16928.7,19266.4,17374.3,18684.3,23357.1,12087.8,3120078,17_21,20244,23357.1,
MA010120220813875570,3110544,서울특별시 마포구 포은로 93,49500.61386138614,14324.772277227725,9509.89108910891,5188.752475247525,5469.693069306931,8127.425742574257,6880.118811881188,3110544,14_17,20244,5469.693069306931,
MA0101202310A0090126,3110702,서울특별시 구로구 개봉로2길 75,193269.75,44199.25,35682.25,22952.0,25088.25,37724.5,27623.5,3110702,14_17,20244,25088.25,
MA010120220812212180,3130109,서울특별시 중랑구 공릉로12가길 6,31101.666666666668,5424.666666666667,5750.0,4336.666666666667,4829.666666666667,7077.333333333333,3683.0,3130109,11_14,20244,4336.666666666667,4336.666666666667
MA010120220806377217,3130238,서울특별시 금천구 금하로23가길 29,132412.0,31026.0,26024.33333333333,15992.0,17738.333333333332,24894.0,16737.666666666668,3130238,11_14,20244,15992.0,15992.0
MA0101202209A0086486,3110903,서울특별시 서초구 동광로3길 38,165915.14285714287,46787.857142857145,34554.857142857145,18938.85714285714,18748.14285714286,25598.14285714286,21287.42857142857,3110903,06_11,20244,34554.857142857145,
MA0101202409A0098931,3120175,서울특별시 서초구 효령로 314,40296.205882352944,7515.705882352941,8886.29411764706,6584.117647058823,6567.64705882353,6779.117647058823,3963.352941176471,3120175,11_14,20244,6584.117647058823,6584.117647058823
MA0101202409A0139823,3110824,서울특별시 동작구 여의대방로54길 18,29310.42857142857,5900.0,6647.0,3973.428571428572,3998.714285714286,5436.714285714285,3354.428571428572,3110824,11_14,20244,3973.428571428572,3973.428571428572
MA0101202305A0040579,3110717,서울특별시 구로구 디지털로27길 86,255014.36363636365,69866.63636363637,53904.181818181816,27739.545454545456,27780.636363636364,42410.90909090909,33312.454545454544,3110717,06_11,20244,53904.181818181816,
MA0101202308A0093139,3110826,서울특별시 동작구 상도로15길 55,34438.0,7144.428571428572,6853.928571428572,4479.285714285715,4733.785714285715,6792.285714285715,4434.214285714285,3110826,17_21,20244,6792.285714285715,
MA0101202311A0049075,3130219,서울특별시 강서구 강서로 52,102728.71428571428,18206.42857142857,21512.42857142857,12193.285714285714,13973.142857142857,22165.714285714286,14677.42857142857,3130219,11_14,20244,12193.285714285714,12193.285714285714
MA010120220812253136,3130100,서울특별시 동대문구 전농로 96,,,,,,,,3130100,11_14,20244,,
MA010120220812090086,3110815,서울특별시 영등포구 영등포로84길 16,179997.2857142857,47387.42857142857,38003.71428571428,21089.42857142857,20900.42857142857,29266.42857142857,23350.285714285717,3110815,11_14,20244,21089.42857142857,21089.42857142857
MA010120220809763653,3130070,서울특별시 성동구 상원6길 2,,,,,,,,3130070,11_14,20244,,
MA010120220803699998,3110542,서울특별시 마포구 월드컵로31길 38-8,71103.94444444444,20461.5,14994.944444444443,7686.222222222223,7367.777777777777,11017.555555555557,9575.944444444443,3110542,11_14,20244,7686.222222222223,7686.222222222223
MA0101202311A0017483,3110062,서울특별시 용산구 한강대로7길 30-4,25013.290322580644,4183.322580645161,4945.677419354839,3987.3548387096776,4161.580645161291,5130.870967741936,2604.483870967742,3110062,11_14,20244,3987.3548387096776,3987.3548387096776
