articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,tagList,latitude,longitude,구,동
2519813911,단지내상가,월세,8/10,160,"2,000",147,65,동향,20250414,"['10년이내', '역세권', '고층', '주차가능']",37.558278,126.829271,강서구,마곡동
2519819100,복합상가,매매,4/12,,"2억 7,000",66,32,남향,20250414,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559109,126.828042,강서구,마곡동
2519828002,복합상가,월세,1/15,450,"5,000",116,52,남향,20250414,"['10년이내', '역세권', '1층', '주차가능']",37.559884,126.829162,강서구,마곡동
2519874782,복합상가,매매,3/13,,"6억 5,000",163,83,동향,20250414,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.567651,126.825645,강서구,마곡동
2519893422,일반상가,월세,8/10,85,"1,000",73,33,서향,20250414,"['10년이내', '역세권', '고층', '주차가능']",37.560878,126.829628,강서구,마곡동
2519921537,일반상가,월세,2/5,180,"2,000",77,61,남동향,20250414,"['10년이내', '역세권', '중층', '주차가능']",37.567003,126.83974,강서구,마곡동
2519900450,복합상가,매매,3/12,,8억,250,122,서향,20250414,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.568631,126.826728,강서구,마곡동
2519925491,일반상가,월세,B1/13,300,"3,000",297,151,남향,20250414,"['10년이내', '역세권', '지하층', '주차가능']",37.568557,126.827707,강서구,마곡동
2519910670,일반상가,월세,2/5,130,"2,000",67,53,남동향,20250414,"['10년이내', '역세권', '중층', '주차가능']",37.567003,126.83974,강서구,마곡동
2519863944,복합상가,월세,1/14,390,"5,000",80,37,북향,20250414,"['10년이내', '역세권', '1층', '주차가능']",37.559638,126.837229,강서구,마곡동
2519845163,일반상가,월세,B1/10,100,"1,000",111,47,남향,20250414,"['10년이내', '역세권', '지하층', '주차가능']",37.557945,126.830705,강서구,마곡동
2519767024,단지내상가,월세,2/2,307,"5,000",160,112,남향,20250414,"['10년이내', '역세권', '고층', '주차가능']",37.55936,126.821115,강서구,마곡동
2519783795,단지내상가,매매,1/2,,6억,100,41,남서향,20250414,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.55936,126.821115,강서구,마곡동
2519858136,일반상가,월세,1/3,60,"1,000",38,26,동향,20250414,"['25년이상', '1층', '주차가능', '총3층']",37.571872,126.822602,강서구,마곡동
2519860126,복합상가,월세,2/12,550,"6,000",170,84,남서향,20250414,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.560197,126.837298,강서구,마곡동
2519860157,일반상가,월세,1/13,300,"3,000",102,50,북향,20250414,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.560127,126.832101,강서구,마곡동
2519891358,복합상가,월세,3/9,75,"1,000",62,33,동향,20250414,"['10년이내', '역세권', '지상층(1층제외)', '관리비20만원이하']",37.558599,126.827968,강서구,마곡동
2519814943,복합상가,월세,2/8,200,"3,000",158,67,남향,20250414,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.558489,126.825231,강서구,마곡동
2519743785,복합상가,월세,1/13,180,"2,000",101,49,남서향,20250414,"['10년이내', '역세권', '1층', '주차가능']",37.568929,126.827099,강서구,마곡동
2519615615,단지내상가,월세,6/10,140,"2,000",147,65,동향,20250413,"['10년이내', '역세권', '중층', '주차가능']",37.558278,126.829271,강서구,마곡동
2519616315,일반상가,월세,4/6,180,"2,000",88,88,남향,20250413,"['10년이내', '중층', '주차가능', '엘리베이터']",37.560615,126.832463,강서구,마곡동
2519436096,단지내상가,월세,1/1,170,"3,000",111,43,동향,20250412,"['15년이내', '융자금없는', '역세권', '1층']",37.557047,126.824773,강서구,마곡동
2519481615,일반상가,월세,2/14,175,"2,000",197,87,남서향,20250412,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.568283,126.840366,강서구,마곡동
2519513791,복합상가,매매,2/15,,"17억 4,400",351,119,,20250412,"['2년이내', '역세권', '지상층(1층제외)', '주차가능']",37.563625,126.826092,강서구,마곡동
2519531247,복합상가,월세,2/15,340,"4,000",193,65,동향,20250412,"['2년이내', '역세권', '지상층(1층제외)', '주차가능']",37.563782,126.826223,강서구,마곡동
2519510906,복합상가,매매,1/15,,"13억 3,700",125,42,,20250412,"['2년이내', '역세권', '1층', '주차가능']",37.56371,126.825352,강서구,마곡동
2519541744,일반상가,매매,6/10,,"2억 8,000",73,33,남향,20250412,"['10년이내', '역세권', '중층', '관리비20만원이하']",37.560878,126.829628,강서구,마곡동
2519565537,복합상가,매매,4/13,,2억,54,27,서향,20250412,"['10년이내', '테라스', '역세권', '지상층(1층제외)']",37.559684,126.831391,강서구,마곡동
2519564415,복합상가,월세,2/13,160,"2,000",71,35,동향,20250412,"['10년이내', '역세권', '지상층(1층제외)', '관리비20만원이하']",37.568929,126.827099,강서구,마곡동
2519538896,복합상가,월세,1/10,210,"3,000",123,46,남향,20250412,"['10년이내', '역세권', '1층', '주차가능']",37.558278,126.829271,강서구,마곡동
2519424744,복합상가,월세,B1/8,"1,500","1억 8,000",1245,622,북향,20250412,"['10년이내', '역세권', '지하층', '주차가능']",37.558784,126.824252,강서구,마곡동
2519546381,복합상가,월세,3/5,180,"3,000",77,61,남향,20250412,"['10년이내', '역세권', '중층', '주차가능']",37.567003,126.83974,강서구,마곡동
2519419741,복합상가,월세,2/13,360,"4,000",270,135,동향,20250412,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.568929,126.827099,강서구,마곡동
2519422402,일반상가,매매,1/1,,"9억 5,000",198,86,남향,20250412,"['15년이내', '역세권', '1층', '주차가능']",37.556751,126.828124,강서구,마곡동
2519549191,일반상가,매매,1/10,,"128억 7,000",761,330,동향,20250412,"['10년이내', '역세권', '1층', '주차가능']",37.558575,126.826263,강서구,마곡동
2519553343,복합상가,월세,5/5,85,"1,000",52,37,남향,20250412,"['10년이내', '역세권', '고층', '주차가능']",37.567003,126.83974,강서구,마곡동
2519575118,복합상가,월세,B2/12,430,"5,000",325,107,동향,20250412,"['2년이내', '역세권', '지하층', '주차가능']",37.562617,126.826381,강서구,마곡동
2519548824,복합상가,월세,B2/13,500,"5,000",213,93,동향,20250412,"['2년이내', '역세권', '지하층', '주차가능']",37.565648,126.825501,강서구,마곡동
2519569444,복합상가,월세,1/14,"1,100","1억 5,000",188,96,북향,20250412,"['10년이내', '융자금없는', '역세권', '1층']",37.559638,126.837229,강서구,마곡동
2519416551,일반상가,매매,1/12,,"18억 9,000",106,106,남향,20250412,"['10년이내', '역세권', '1층', '주차가능']",37.55988,126.834881,강서구,마곡동
2519386009,복합상가,월세,3/13,80,"1,000",68,36,남향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559059,126.828598,강서구,마곡동
2519380956,일반상가,월세,2/11,120,"2,000",89,44,북향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.560956,126.828823,강서구,마곡동
2519322258,복합상가,월세,2/9,70,"1,000",39,39,남동향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '관리비20만원이하']",37.558599,126.827968,강서구,마곡동
2519308617,일반상가,매매,2/6,,7억,180,88,남향,20250411,"['10년이내', '지상층(1층제외)', '주차가능', '엘리베이터']",37.560615,126.832463,강서구,마곡동
2519316597,일반상가,월세,2/14,200,"2,000",197,85,남향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.568963,126.825568,강서구,마곡동
2519313218,복합상가,월세,B2/2,250,"3,000",138,47,동향,20250411,"['2년이내', '역세권', '지하층', '주차가능']",37.563782,126.826223,강서구,마곡동
2519409644,복합상가,월세,1/9,350,"5,000",96,52,북향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.558533,126.828612,강서구,마곡동
2519417469,복합상가,월세,1/12,350,"5,000",163,75,남동향,20250411,"['10년이내', '테라스', '역세권', '1층']",37.55875,126.831743,강서구,마곡동
2519287259,일반상가,매매,6/11,,"5억 3,000",173,97,동향,20250411,"['10년이내', '역세권', '중층', '주차가능']",37.567047,126.817076,강서구,마곡동
2519353306,복합상가,월세,1/15,480,"5,000",167,56,남향,20250411,"['2년이내', '역세권', '1층', '주차가능']",37.563782,126.826223,강서구,마곡동
2519338119,일반상가,월세,7/13,380,"5,000",95,48,북서향,20250411,"['10년이내', '역세권', '중층', '관리비20만원이하']",37.560127,126.832101,강서구,마곡동
2519363469,복합상가,월세,B2/15,800,1억,340,105,북향,20250411,"['2년이내', '융자금적은', '역세권', '지하층']",37.563782,126.826223,강서구,마곡동
2519280912,단지내상가,매매,B1/B1,,"3억 3,000",86,86,남서향,20250411,"['25년이내', '지하층', '주차가능', '남서향']",37.574624,126.837612,강서구,마곡동
2519290628,복합상가,월세,4/13,185,"2,000",169,84,북향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559684,126.831391,강서구,마곡동
2519289430,일반상가,매매,5/6,,4억,154,80,동향,20250411,"['10년이내', '역세권', '고층', '주차가능']",37.560628,126.833174,강서구,마곡동
2519297238,복합상가,매매,4/13,,"4억 1,000",52,28,남향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559466,126.833894,강서구,마곡동
2519297681,일반상가,월세,1/14,250,"2,000",78,39,북서향,20250411,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.567426,126.84058,강서구,마곡동
2519282249,복합상가,매매,4/13,,3억,72,35,북동향,20250411,"['10년이내', '테라스', '역세권', '지상층(1층제외)']",37.559109,126.828042,강서구,마곡동
2519318733,복합상가,월세,1/15,600,"6,000",121,41,북향,20250411,"['2년이내', '역세권', '1층', '주차가능']",37.563782,126.826223,강서구,마곡동
2519255412,일반상가,월세,2/10,60,"1,000",40,17,동향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.557945,126.830705,강서구,마곡동
2519267646,복합상가,매매,5/12,,"5억 5,000",95,47,남향,20250411,"['10년이내', '역세권', '중층', '주차가능']",37.559466,126.833894,강서구,마곡동
2519261760,복합상가,월세,2/13,360,"4,000",271,135,북향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.568929,126.827099,강서구,마곡동
2519265700,복합상가,월세,1/12,"1,100",1억,297,142,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559569,126.832726,강서구,마곡동
2519301746,복합상가,월세,4/13,450,"5,000",429,160,,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559315,126.835227,강서구,마곡동
2519234600,단지내상가,월세,1/2,205,"3,000",99,43,남동향,20250411,"['10년이내', '융자금적은', '역세권', '1층']",37.55936,126.821115,강서구,마곡동
2519238359,일반상가,월세,1/6,300,"5,000",65,32,북향,20250411,"['10년이내', '1층', '주차가능', '엘리베이터']",37.560615,126.832463,강서구,마곡동
2519267059,복합상가,매매,4/12,,4억,107,53,북향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.55988,126.834881,강서구,마곡동
2519268212,일반상가,월세,11/12,200,"2,500",157,86,동향,20250411,"['10년이내', '융자금없는', '역세권', '고층']",37.560564,126.838445,강서구,마곡동
2519204604,일반상가,월세,1/14,320,"5,000",95,42,북동향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.568283,126.840366,강서구,마곡동
2519380196,일반상가,월세,1/12,700,1억,178,94,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559569,126.832726,강서구,마곡동
2519222055,일반상가,매매,1/11,,"12억 8,000",77,40,북동향,20250411,"['15년이내', '역세권', '1층', '주차가능']",37.567133,126.818593,강서구,마곡동
2519214139,일반상가,월세,1/14,350,"5,000",35,35,북향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.567313,126.827008,강서구,마곡동
2519207640,단지내상가,매매,1/1,,11억,347,143,서향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.55936,126.821115,강서구,마곡동
2519181376,복합상가,월세,3/7,"1,700","2억 1,000",1143,557,남향,20250411,"['2년이내', '역세권', '중층', '주차가능']",37.558235,126.827751,강서구,마곡동
2519205084,단지내상가,월세,2/2,307,"5,000",112,112,남향,20250411,"['10년이내', '융자금적은', '역세권', '고층']",37.55936,126.821115,강서구,마곡동
2519176144,복합상가,월세,1/9,590,1억,178,84,북향,20250411,"['10년이내', '융자금적은', '역세권', '1층']",37.55854,126.824727,강서구,마곡동
2519176167,복합상가,월세,2/13,750,"1억 3,000",469,234,북향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.560063,126.833036,강서구,마곡동
2519237492,일반상가,월세,2/14,175,"2,000",211,87,남서향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.568283,126.840366,강서구,마곡동
2519227080,복합상가,월세,2/14,260,"4,000",114,58,남서향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559638,126.837229,강서구,마곡동
2519214600,일반상가,월세,1/13,500,"5,000",168,86,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.567651,126.825645,강서구,마곡동
2519206750,복합상가,월세,1/14,"1,000",1억,290,141,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559638,126.837229,강서구,마곡동
2519210888,일반상가,월세,1/14,450,"5,000",150,77,남서향,20250411,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.568708,126.839373,강서구,마곡동
2519223214,복합상가,월세,1/13,300,"5,000",122,61,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559684,126.831391,강서구,마곡동
2519262860,복합상가,매매,8/8,,"3억 5,000",63,50,북서향,20250411,"['10년이내', '역세권', '고층', '주차가능']",37.562691,126.823617,강서구,마곡동
2519158667,복합상가,월세,2/13,300,"5,000",302,141,동향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.558499,126.834316,강서구,마곡동
2519175814,단지내상가,월세,1/2,240,"3,000",70,44,남향,20250411,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.559199,126.82294,강서구,마곡동
2519263962,복합상가,매매,1/8,,"4억 5,000",34,17,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.558203,126.828065,강서구,마곡동
2519259937,복합상가,매매,1/12,,15억,88,44,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559315,126.835227,강서구,마곡동
2519209327,단지내상가,매매,1/2,,"3억 3,000",91,32,남향,20250411,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.559199,126.82294,강서구,마곡동
2519216532,일반상가,월세,1/4,120,"2,000",64,50,서향,20250411,"['25년이내', '융자금없는', '역세권', '1층']",37.571668,126.816956,강서구,마곡동
2519232502,단지내상가,매매,1/2,,10억,119,93,동향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.55936,126.821115,강서구,마곡동
2519278934,복합상가,월세,B1/11,926,"9,260",1177,539,서향,20250411,"['2년이내', '역세권', '지하층', '주차가능']",37.568609,126.837818,강서구,마곡동
2519233445,일반상가,월세,1/14,820,"7,700",367,165,남서향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.568283,126.840366,강서구,마곡동
2519281582,일반상가,매매,1/10,,"5억 5,000",60,30,동향,20250411,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.565165,126.839928,강서구,마곡동
2519262146,복합상가,월세,1/6,840,"1억 5,000",72,54,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559169,126.836534,강서구,마곡동
2519277626,복합상가,월세,1/13,340,"5,000",107,44,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559315,126.835227,강서구,마곡동
2519274251,복합상가,매매,1/12,,15억,91,45,동향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.558638,126.832712,강서구,마곡동
2519234006,복합상가,매매,3/13,,"3억 2,000",80,39,남향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559684,126.831391,강서구,마곡동
2519177388,복합상가,월세,2/14,"1,200","1억 8,000",653,326,북동향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.560433,126.827527,강서구,마곡동
2519208823,단지내상가,월세,1/2,180,"2,000",82,35,남향,20250411,"['10년이내', '융자금적은', '역세권', '1층']",37.55936,126.821115,강서구,마곡동
2519239268,단지내상가,월세,1/1,200,"3,000",208,79,서향,20250411,"['10년이내', '1층', '주차가능', '서향']",37.561774,126.818643,강서구,마곡동
2519236018,일반상가,월세,1/14,130,"1,000",50,22,북서향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.568283,126.840366,강서구,마곡동
2519211952,일반상가,월세,1/14,130,"3,000",61,27,북동향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.568283,126.840366,강서구,마곡동
2519273038,일반상가,월세,1/4,125,"1,500",48,40,서향,20250411,"['10년이내', '1층', '관리비10만원이하', '주차가능']",37.570832,126.82152,강서구,마곡동
2519233717,복합상가,월세,1/13,510,"6,000",219,108,동향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.568929,126.827099,강서구,마곡동
2519159838,복합상가,월세,2/10,240,"4,000",211,77,북향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.558278,126.829271,강서구,마곡동
2518958920,복합상가,매매,1/12,,16억,109,55,남향,20250411,"['10년이내', '역세권', '1층', '급매']",37.559935,126.834337,강서구,마곡동
2519177082,일반상가,월세,B1/8,"1,500","1억 8,000",1506,622,동향,20250411,"['10년이내', '역세권', '지하층', '주차가능']",37.558784,126.824252,강서구,마곡동
2519146516,단지내상가,월세,1/12,700,1억,175,94,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559569,126.832726,강서구,마곡동
2519151908,일반상가,월세,1/2,200,"3,000",208,33,동향,20250411,"['10년이내', '1층', '주차가능', '총2층']",37.561774,126.818643,강서구,마곡동
2519391838,복합상가,월세,2/12,"9,734","9억 7,340",596,195,남향,20250411,"['2년이내', '역세권', '지상층(1층제외)', '주차가능']",37.562617,126.826381,강서구,마곡동
2519414014,복합상가,월세,1/12,"1,090","1억 4,000",228,112,북향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559935,126.834337,강서구,마곡동
2519410473,일반상가,매매,3/13,,"6억 5,000",162,83,동향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.567651,126.825645,강서구,마곡동
2519319328,복합상가,매매,1/13,,"9억 5,000",96,45,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559729,126.830893,강서구,마곡동
2519383602,일반상가,월세,1/8,830,1억,239,107,북향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.558533,126.828612,강서구,마곡동
2519408974,복합상가,월세,B2/2,"1,750","2억 5,000",1090,370,서향,20250411,"['2년이내', '역세권', '지하층', '주차가능']",37.563782,126.826223,강서구,마곡동
2519382382,복합상가,월세,1/8,180,"3,000",76,59,동향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.562691,126.823617,강서구,마곡동
2519401286,복합상가,월세,1/13,300,"4,000",92,44,북향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559729,126.830893,강서구,마곡동
2519397548,복합상가,월세,B2/2,390,1억,168,57,서향,20250411,"['2년이내', '역세권', '지하층', '주차가능']",37.563782,126.826223,강서구,마곡동
2519176084,복합상가,월세,1/14,350,"5,000",109,54,남서향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.56041,126.828189,강서구,마곡동
2519395199,단지내상가,월세,1/3,230,"3,000",114,43,동향,20250411,"['10년이내', '1층', '주차가능', '엘리베이터']",37.561774,126.818643,강서구,마곡동
2519348176,복합상가,월세,1/15,380,"5,000",131,45,남향,20250411,"['2년이내', '역세권', '1층', '주차가능']",37.563782,126.826223,강서구,마곡동
2519430476,일반상가,매매,2/5,,5억,76,60,동향,20250411,"['10년이내', '역세권', '중층', '주차가능']",37.568175,126.824605,강서구,마곡동
2519422463,단지내상가,월세,1/1,200,"3,000",72,49,남향,20250411,"['15년이내', '역세권', '1층', '주차가능']",37.568141,126.820144,강서구,마곡동
2519162498,복합상가,월세,3/14,135,"2,000",126,65,서향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.560259,126.836883,강서구,마곡동
2519381637,일반상가,월세,1/8,650,"9,000",232,104,북향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.558533,126.828612,강서구,마곡동
2519379468,일반상가,매매,3/14,,"2억 5,000",68,34,동향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '엘리베이터']",37.567651,126.825645,강서구,마곡동
2519319700,복합상가,매매,1/13,,"17억 8,000",165,77,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559729,126.830893,강서구,마곡동
2519379726,일반상가,매매,2/14,,"4억 5,000",79,40,서향,20250411,"['10년이내', '역세권', '지상층(1층제외)', '엘리베이터']",37.56041,126.828189,강서구,마곡동
2519318815,복합상가,매매,5/12,,"9,000",32,17,북향,20250411,"['10년이내', '역세권', '중층', '주차가능']",37.559785,126.835828,강서구,마곡동
2519316890,일반상가,매매,1/14,,"3억 5,000",74,32,남향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.568963,126.825568,강서구,마곡동
2519371179,일반상가,월세,1/14,615,"5,700",271,122,북동향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.568283,126.840366,강서구,마곡동
2519438024,복합상가,월세,1/13,360,"5,000",115,54,서향,20250411,"['10년이내', '역세권', '1층', '주차가능']",37.559466,126.833894,강서구,마곡동
2519010168,복합상가,월세,2/11,800,"8,000",330,165,북향,20250410,"['2년이내', '융자금적은', '역세권', '지상층(1층제외)']",37.562617,126.826381,강서구,마곡동
2519005602,일반상가,월세,1/4,160,"2,000",67,67,남향,20250410,"['10년이내', '융자금적은', '1층', '주차가능']",37.569596,126.822684,강서구,마곡동
2519037443,단지내상가,월세,B1/12,300,"3,000",319,162,북향,20250410,"['10년이내', '역세권', '지하층', '주차가능']",37.559025,126.829053,강서구,마곡동
2518913339,일반상가,월세,1/4,195,"2,000",39,38,북향,20250410,"['10년이내', '1층', '관리비20만원이하', '주차가능']",37.570832,126.82152,강서구,마곡동
2518915184,일반상가,월세,1/1,150,"2,000",59,59,북서향,20250410,"['25년이상', '마당', '1층', '주차가능']",37.572605,126.817548,강서구,마곡동
2518896983,일반상가,월세,B1/14,210,"3,000",164,65,남향,20250410,"['10년이내', '역세권', '지하층', '주차가능']",37.568283,126.840366,강서구,마곡동
2518927965,복합상가,월세,1/11,460,1억,42,42,동향,20250410,"['15년이내', '역세권', '1층', '주차가능']",37.567133,126.818593,강서구,마곡동
2518919182,일반상가,월세,2/5,150,"2,000",103,50,남동향,20250410,"['10년이내', '역세권', '중층', '주차가능']",37.566612,126.838419,강서구,마곡동
2518856048,복합상가,월세,1/13,"1,090","1억 2,000",135,135,동향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.568557,126.827707,강서구,마곡동
2518895685,복합상가,월세,B1/5,900,"1억 6,000",1684,739,남향,20250410,"['10년이내', '역세권', '지하층', '주차가능']",37.561896,126.837114,강서구,마곡동
2518926082,일반상가,월세,1/5,250,"4,000",51,41,남동향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.567003,126.83974,강서구,마곡동
2518974377,일반상가,월세,3/13,150,"2,000",142,69,남향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '관리비20만원이하']",37.560127,126.832101,강서구,마곡동
2519168751,복합상가,매매,5/10,,2억,61,28,남향,20250410,"['10년이내', '역세권', '중층', '관리비20만원이하']",37.560878,126.829628,강서구,마곡동
2518990351,복합상가,월세,1/8,750,"9,000",230,184,북서향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.562691,126.823617,강서구,마곡동
2519118204,복합상가,월세,3/13,130,"2,000",98,48,동향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.568557,126.827707,강서구,마곡동
2519098464,일반상가,월세,3/13,150,"2,000",115,49,북동향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '엘리베이터']",37.558575,126.826263,강서구,마곡동
2519101532,복합상가,월세,1/15,450,"6,000",123,42,남향,20250410,"['2년이내', '융자금없는', '역세권', '1층']",37.563799,126.826602,강서구,마곡동
2519154883,일반상가,월세,1/14,490,"6,000",100,56,서향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.560259,126.836883,강서구,마곡동
2519131760,단지내상가,월세,2/10,530,"6,500",356,160,북향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.558278,126.829271,강서구,마곡동
2519148584,복합상가,매매,3/13,,"2억 7,000",69,36,동향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '관리비20만원이하']",37.559059,126.828598,강서구,마곡동
2519103471,일반상가,매매,7/12,,"3억 7,000",90,44,북향,20250410,"['10년이내', '역세권', '중층', '주차가능']",37.558694,126.832206,강서구,마곡동
2519100178,복합상가,월세,1/15,720,1억,179,60,동향,20250410,"['2년이내', '역세권', '1층', '급매']",37.563634,126.826643,강서구,마곡동
2519075863,복합상가,매매,3/13,,"2억 8,000",74,39,남향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.559684,126.831391,강서구,마곡동
2519085902,복합상가,월세,1/14,350,"5,000",110,52,남향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.56059,126.837599,강서구,마곡동
2519054957,복합상가,월세,1/14,900,"1억 3,000",220,99,북향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.559638,126.837229,강서구,마곡동
2519101965,일반상가,매매,5/5,,"4억 2,000",74,37,남향,20250410,"['10년이내', '역세권', '고층', '주차가능']",37.561131,126.836989,강서구,마곡동
2519124381,복합상가,월세,2/8,150,"2,000",81,65,남향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.562691,126.823617,강서구,마곡동
2518959459,일반상가,월세,1/9,200,"3,000",88,38,서향,20250410,"['10년이내', '역세권', '1층', '관리비20만원이하']",37.559014,126.823936,강서구,마곡동
2519060141,복합상가,월세,1/11,"1,988","1억 9,880",821,497,서향,20250410,"['2년이내', '역세권', '1층', '주차가능']",37.568609,126.837818,강서구,마곡동
2519081834,복합상가,월세,1/12,"1,370","1억 5,000",260,139,북향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.560564,126.838445,강서구,마곡동
2519041387,복합상가,월세,2/11,"1,850",3억,568,301,남동향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.560142,126.837703,강서구,마곡동
2519072049,일반상가,월세,1/4,260,"4,000",100,99,남서향,20250410,"['10년이내', '1층', '관리비20만원이하', '주차가능']",37.570832,126.82152,강서구,마곡동
2518865973,복합상가,월세,1/11,302,"3,022",124,75,남향,20250410,"['2년이내', '역세권', '1층', '주차가능']",37.568609,126.837818,강서구,마곡동
2518876978,복합상가,매매,3/10,,"10억 6,000",315,132,남향,20250410,"['10년이내', '역세권', '급매', '지상층(1층제외)']",37.558154,126.828552,강서구,마곡동
2518968687,단지내상가,월세,1/13,880,1억,89,89,남향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.559315,126.835227,강서구,마곡동
2518978497,일반상가,월세,2/14,270,"3,000",148,72,북향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '관리비20만원이하']",37.560433,126.827527,강서구,마곡동
2518877618,복합상가,월세,1/11,770,"9,000",187,93,북향,20250410,"['10년이내', '역세권', '1층', '주차가능']",37.560142,126.837703,강서구,마곡동
2518877416,복합상가,월세,2/14,310,"5,000",183,91,남향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.56059,126.837599,강서구,마곡동
2518850727,복합상가,월세,1/12,380,"5,000",99,46,서향,20250410,"['10년이내', '테라스', '역세권', '1층']",37.559466,126.833894,강서구,마곡동
2518876438,복합상가,월세,2/10,190,"2,000",117,58,동향,20250410,"['10년이내', '역세권', '지상층(1층제외)', '주차가능']",37.560878,126.829628,강서구,마곡동
