상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,상권업종소분류코드,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,신우편번호,동정보,층정보,호정보,경도,위도,가장가까운_지하철역,지하철역_거리(m),가장가까운_버스정류장,버스정류장_거리(m),반경500m내_카페수,밀집등급,총_유동인구_수,피크_유동인구_수_상권별,기준_년분기_코드,피크_유동인구_수_11~14,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율,전용면적,리뷰수,별점,카페_추정매출
MA010120220803644004,쎄븐,,3110200,동대문경찰서,I21201,카페,11,서울특별시,11230,동대문구,11230705,청량리동,1123010700,청량리동,1123010700103590000,1,대지,359.0,,서울특별시 동대문구 청량리동 359,112303105018,서울특별시 동대문구 홍릉로,48.0,1.0,1123010700103590000013067,,서울특별시 동대문구 홍릉로 48-1,2484,,,,127.044064238181,37.5845945305887,1호선 청량리(서울시립대입구),517,동대문경찰서,105,24,0,347856,,,41319,3110200,동대문경찰서,47507.4,55158.5,1.1610506994699772,191.3671691837716,0.0,,975018301.0
MA0101202406A0281010,런치백,,3110183,한국의류시험연구원,I21201,카페,11,서울특별시,11230,동대문구,11230536,용신동,1123010200,용두동,1123010200107820000,1,대지,782.0,,서울특별시 동대문구 용두동 782,112304115309,서울특별시 동대문구 왕산로9길,25.0,,1123010200107820000000260,,서울특별시 동대문구 왕산로9길 25,2579,,1,,127.027577424217,37.5782204986778,1호선 신설동,354,용두동사거리.한국의류시험연구원(중),132,46,1,142327,20584.0,20244.0,21979,3110183,한국의류시험연구원,106687.2,89102.0,0.8351704796826611,86.58071063678523,222.0,4.0,1379022402.650073
MA010120220806385522,니르코브,,3110089,서빙고동주민센터,I21201,카페,11,서울특별시,11170,용산구,11170690,서빙고동,1117013200,동빙고동,1117013200101950000,1,대지,195.0,,서울특별시 용산구 동빙고동 195,111704106158,서울특별시 용산구 서빙고로71길,25.0,,1117013200101950000003688,,서울특별시 용산구 서빙고로71길 25,4398,,1,,126.995475098603,37.5218121186433,경원선호선 서빙고,659,반포대교북단(경유),352,10,0,115535,,,13339,3110089,서빙고동주민센터,65312.6,67786.0,1.037870181251397,100.83178336691525,0.0,,892020480.8126537
MA0101202306A0003483,카페수,,3110325,장곡초등학교,I21201,카페,11,서울특별시,11290,성북구,11290760,장위1동,1129013800,장위동,1129013800102340020,1,대지,234.0,20.0,서울특별시 성북구 장위동 234-20,112904121561,서울특별시 성북구 장위로21다길,76.0,,1129013800102340020012402,,서울특별시 성북구 장위로21다길 76,2755,,1,,127.046847003794,37.6169119930707,6호선 돌곶이,1102,북서울꿈의숲,338,13,0,142785,14458.0,20244.0,14499,3110325,장곡초등학교,141261.4,146593.0,1.0377427945638371,114.71768397152944,48.0,4.4025,3096550154.1367803
MA010120220813385373,니토,,3110433,공릉역 2번,I21201,카페,11,서울특별시,11350,노원구,11350595,공릉1동,1135010300,공릉동,1135010300105130039,1,대지,513.0,39.0,서울특별시 노원구 공릉동 513-39,113504130180,서울특별시 노원구 동일로186길,46.0,,1135010300105130039015885,,서울특별시 노원구 동일로186길 46,1844,,,,127.07545500456,37.6250511044868,7호선 공릉(서울과학기술대),238,공릉시장,273,85,3,66569,9649.0,20244.0,6486,3110433,공릉역 2번,197451.2,205323.5,1.0398695981589374,87.30377576990567,59.0,4.3,91011822.53057754
MA010120220805295162,아카,,3120248,명일역,I21201,카페,11,서울특별시,11740,강동구,11740530,명일1동,1174010100,명일동,1174010100103120058,1,대지,312.0,58.0,서울특별시 강동구 명일동 312-58,117402000006,서울특별시 강동구 양재대로,1637.0,,1174010100103120058019235,,서울특별시 강동구 양재대로 1637,5257,,,,127.143824800047,37.551709907849,5호선 명일,40,명일역3번출구.래미안솔베뉴,42,51,1,60171,11338.0,20244.0,7895,3120248,명일역,212961.6,219748.5,1.0318691257015349,289.48857137935886,0.0,4.37,4090612005.9113297
MA010120220813246870,파브스커피,,3110452,새절역 3번,I21201,카페,11,서울특별시,11380,은평구,11380632,신사2동,1138010900,신사동,1138010900103410001,1,대지,341.0,1.0,서울특별시 은평구 신사동 341-1,113804133253,서울특별시 은평구 증산로15가길,15.0,,1138010900103410001013890,,서울특별시 은평구 증산로15가길 15,3448,,1,,126.911740190791,37.5903541306168,6호선 새절(신사),188,새절역,178,34,1,98837,11900.0,20244.0,11900,3110452,새절역 3번,97084.0,103224.0,1.0632442008981913,101.17633562787294,334.0,4.675,1638718731.9559803
MA0101202406A0096804,주캉틴파리공원점,,3120114,목동신시가지,I21201,카페,11,서울특별시,11470,양천구,11470550,목5동,1147010200,목동,1147010200109050034,1,대지,905.0,34.0,서울특별시 양천구 목동 905-34,114703114003,서울특별시 양천구 목동서로,133.0,2.0,1147010200109050034000001,목동하나프라자,서울특별시 양천구 목동서로 133-2,7988,,1,,126.875990206379,37.5316040589821,5호선 오목교(목동운동장앞),793,목동4단지상가.목동종합운동장,102,31,0,36694,5088.0,20244.0,5088,3120114,목동신시가지,170837.4,169152.0,0.9901344787499692,516.4650000688815,0.0,3.5,1454429512.6913297
MA0101202308A0041457,요거프레소,,3120114,목동신시가지,I21201,카페,11,서울특별시,11470,양천구,11470550,목5동,1147010200,목동,1147010200109050034,1,대지,905.0,34.0,서울특별시 양천구 목동 905-34,114703114003,서울특별시 양천구 목동서로,133.0,2.0,1147010200109050034000001,목동하나프라자,서울특별시 양천구 목동서로 133-2,7988,,1,,126.875990206379,37.5316040589821,5호선 오목교(목동운동장앞),793,목동4단지상가.목동종합운동장,102,31,0,36694,5088.0,20244.0,5088,3120114,목동신시가지,170837.4,169152.0,0.9901344787499692,516.4650000688815,11.166666666666666,4.025,1998499640.699767
MA010120220804200830,에버에버에프터,,3110839,숭실대입구역 4번,I21201,카페,11,서울특별시,11590,동작구,11590530,상도1동,1159010200,상도동,1159010200105070024,1,대지,507.0,24.0,서울특별시 동작구 상도동 507-24,115904157383,서울특별시 동작구 상도로61가길,6.0,,1159010200105070024019983,,서울특별시 동작구 상도로61가길 6,7027,,,,126.957696365413,37.4943420021489,7호선 숭실대입구(살피재),389,봉천고개.관악현대아파트,290,22,0,85402,10775.0,20244.0,10775,3110839,숭실대입구역 4번,134686.8,133002.0,0.9874909790714458,153.6649073966481,524.0,4.3,4031476828.89224
MA010120220810000787,로익스커피,,3110572,서강대역 1번,I21201,카페,11,서울특별시,11440,마포구,11440630,신수동,1144011100,신수동,1144011100100910389,1,대지,91.0,389.0,서울특별시 마포구 신수동 91-389,114403113001,서울특별시 마포구 광성로,31.0,1.0,1144011100100910389007916,,서울특별시 마포구 광성로 31-1,4094,,1,,126.936616251964,37.5499604732171,경의중앙선호선 서강대,227,서강대학교,173,37,1,92039,12624.0,20244.0,12624,3110572,서강대역 1번,305498.4,294702.0,0.9646597167121006,95.186859314805,0.0,,508571583.2424514
MA010120220800807828,카페로뎀,,3110425,계상초등학교,I21201,카페,11,서울특별시,11350,노원구,11350670,상계5동,1135010500,상계동,1135010500104360003,1,대지,436.0,3.0,서울특별시 노원구 상계동 436-3,113504130305,서울특별시 노원구 상계로9나길,34.0,,1135010500104360003002241,,서울특별시 노원구 상계로9나길 34,1680,,1,,127.067286197442,37.6611764966737,4호선 상계,554,보람1차후문,159,43,1,47581,6444.0,20244.0,6444,3110425,계상초등학교,85096.0,96539.0,1.134471655541976,527.7473309071579,31.0,4.583333333333333,1757051157.3121068
MA0106202406A2465588,스타벅스,현대신촌,3120094,"신촌역(신촌역, 신촌로터리)",I21201,카페,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300033,1,대지,30.0,33.0,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83.0,,,,서울특별시 서대문구 신촌로 83,3789,,,,126.935841485762,37.5560778303241,2호선 신촌,140,신촌오거리.현대백화점(중),67,155,4,330384,75738.0,20244.0,47640,3120094,"신촌역(신촌역, 신촌로터리)",894651.0,929560.5,1.0390202436480818,3547.310775536807,126.05636743215032,4.132901878914405,12137709220.423292
MA0101202411A0168814,매트블랙커피,신촌점,3120094,"신촌역(신촌역, 신촌로터리)",I21201,카페,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300033,1,대지,30.0,33.0,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83.0,,1141011600100300033022842,현대백화점,서울특별시 서대문구 신촌로 83,3789,,2,,126.935841485762,37.5560778303241,2호선 신촌,140,신촌오거리.현대백화점(중),67,155,4,330384,75738.0,20244.0,47640,3120094,"신촌역(신촌역, 신촌로터리)",894651.0,929560.5,1.0390202436480818,3547.310775536807,27.5,4.0,11050472877.736656
MA010120220805237669,통인동커피공방신촌로스팅라이브러리,,3120094,"신촌역(신촌역, 신촌로터리)",I21201,카페,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300033,1,대지,30.0,33.0,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83.0,,1141011600100300033022842,현대백화점,서울특별시 서대문구 신촌로 83,3789,,12,,126.935841485762,37.5560778303241,2호선 신촌,140,신촌오거리.현대백화점(중),67,155,4,330384,75738.0,20244.0,47640,3120094,"신촌역(신촌역, 신촌로터리)",894651.0,929560.5,1.0390202436480818,3547.310775536807,0.0,,10747103342.08016
MA0101202411A0021811,카페아페쎄,신촌점,3120094,"신촌역(신촌역, 신촌로터리)",I21201,카페,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300033,1,대지,30.0,33.0,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83.0,,1141011600100300033022842,현대백화점,서울특별시 서대문구 신촌로 83,3789,,4,,126.935841485762,37.5560778303241,2호선 신촌,140,신촌오거리.현대백화점(중),67,155,4,330384,75738.0,20244.0,47640,3120094,"신촌역(신촌역, 신촌로터리)",894651.0,929560.5,1.0390202436480818,3547.310775536807,20.0,5.0,10967735731.64852
MA0101202406A0541753,디비더블유디,,3120094,"신촌역(신촌역, 신촌로터리)",I21201,카페,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300033,1,대지,30.0,33.0,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83.0,,1141011600100300033022842,현대백화점,서울특별시 서대문구 신촌로 83,3789,,6,,126.935841485762,37.5560778303241,2호선 신촌,140,신촌오거리.현대백화점(중),67,155,4,330384,75738.0,20244.0,47640,3120094,"신촌역(신촌역, 신촌로터리)",894651.0,929560.5,1.0390202436480818,3547.310775536807,0.0,,10747103342.08016
MA0101202305A0135919,대원미디어팝퍼블,신촌점,3120094,"신촌역(신촌역, 신촌로터리)",I21201,카페,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100300033,1,대지,30.0,33.0,서울특별시 서대문구 창천동 30-33,114103005057,서울특별시 서대문구 신촌로,83.0,,1141011600100300033022842,현대백화점,서울특별시 서대문구 신촌로 83,3789,,B1,,126.935841485762,37.5560778303241,2호선 신촌,140,신촌오거리.현대백화점(중),67,155,4,330384,75738.0,20244.0,47640,3120094,"신촌역(신촌역, 신촌로터리)",894651.0,929560.5,1.0390202436480818,3547.310775536807,0.0,,10747103342.08016
MA0101202305A0026994,테이큰커피,,3110840,중앙대학교,I21201,카페,11,서울특별시,11590,동작구,11590605,흑석동,1159010500,흑석동,1159010500101900020,1,대지,190.0,20.0,서울특별시 동작구 흑석동 190-20,115904157665,서울특별시 동작구 흑석로9길,15.0,,1159010500101900020017870,,서울특별시 동작구 흑석로9길 15,6910,,1,,126.959238317806,37.5076954518265,9호선 흑석(중앙대입구),411,중앙대학교,187,17,0,87831,11038.0,20244.0,11038,3110840,중앙대학교,206424.4,186588.0,0.9039047709476206,78.76746639047754,15.333333333333334,4.0,1557013242.1500866
MA010120220812166796,컴스고스,,3120188,압구정역,I21201,카페,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105780001,1,대지,578.0,1.0,서울특별시 강남구 신사동 578-1,116804166161,서울특별시 강남구 논현로175길,11.0,,1168010700105780001010065,,서울특별시 강남구 논현로175길 11,6030,,,,127.027558172556,37.5259536015252,3호선 압구정,147,압구정역3번출구,101,74,2,38936,7408.0,20244.0,7408,3120188,압구정역,321883.2,266027.5,0.8264721489037017,208.91102600363308,12.0,4.565,4826696142.704651
MA010120220803096271,알디파트너스투자3호,,3110120,서울숲카페거리,I21201,카페,11,서울특별시,11200,성동구,11200660,성수1가2동,1120011400,성수동1가,1120011400106850271,1,대지,685.0,271.0,서울특별시 성동구 성수동1가 685-271,112004109319,서울특별시 성동구 서울숲4길,12.0,22.0,1120011400106850271027697,,서울특별시 성동구 서울숲4길 12-22,4768,,,,127.041869489908,37.5471319162415,분당선호선 서울숲,464,상원,595,74,2,18602,3534.0,20244.0,3116,3110120,서울숲카페거리,59600.4,64922.5,1.0892963805612044,177.09854434668122,0.0,,60092687.73187212
MA010120220806686608,엠커피,,3110057,황학코아루아파트,I21201,카페,11,서울특별시,11140,중구,11140670,황학동,1114016500,황학동,1114016500109500001,1,대지,950.0,1.0,서울특별시 중구 황학동 950-1,111403100018,서울특별시 중구 난계로,169.0,3.0,1114016500109500001003322,,서울특별시 중구 난계로 169-3,4575,,1,,127.023181439419,37.5668598966935,2호선 신당,342,왕십리교회,65,28,0,207050,25248.0,20244.0,25248,3110057,황학코아루아파트,117995.2,119107.5,1.0094266546435788,42.62183891919003,21.0,4.815,1402102560.1780453
MA0101202406A0105367,더벤티거여역점,,3120241,거여역,I21201,카페,11,서울특별시,11710,송파구,11710532,거여2동,1171011300,거여동,1171011300100270004,1,대지,27.0,4.0,서울특별시 송파구 거여동 27-4,117103123014,서울특별시 송파구 오금로,508.0,,1171011300100270004022486,스타빌딩,서울특별시 송파구 오금로 508,5773,,1,,127.145046214662,37.4928639754465,5호선 거여,83,거여역5번출구,55,17,0,47354,8910.0,20244.0,5909,3120241,거여역,86880.4,90599.5,1.0428071233557856,189.1850442394748,9.0,5.0,3982856244.363375
MA010120220808802471,로진,,3130261,성대전통시장(성대시장),I21201,카페,11,서울특별시,11590,동작구,11590550,상도3동,1159010200,상도동,1159010200103220019,1,대지,322.0,19.0,서울특별시 동작구 상도동 322-19,115904157013,서울특별시 동작구 국사봉1길,32.0,,1159010200103220019026011,,서울특별시 동작구 국사봉1길 32,7042,,1,,126.930349197991,37.4988250666808,7호선 신대방삼거리,207,성대시장,142,44,1,24808,3100.0,20244.0,3100,3130261,성대전통시장(성대시장),38635.6,39855.0,1.0315615649815195,346.899398086237,0.0,,3647933736.106295
MA010120220805125884,커피에그리다,,3110579,마포역 4번,I21201,카페,11,서울특별시,11440,마포구,11440585,도화동,1144010700,마포동,1144010700103470000,1,대지,347.0,,서울특별시 마포구 마포동 347,114404139166,서울특별시 마포구 마포대로4다길,13.0,4.0,1144010700103470000022120,,서울특별시 마포구 마포대로4다길 13-4,4178,,1,,126.944355520923,37.5363773028317,5호선 마포,381,마포대교북단(경유),312,36,1,94449,10704.0,20244.0,10704,3110579,마포역 4번,53024.4,56337.0,1.0624731255799216,75.6418583114374,3.0,5.0,569469145.1211429
MA010120220812729304,베이크베이크,,3110102,옥수역 6번,I21201,카페,11,서울특별시,11200,성동구,11200645,옥수동,1120011300,옥수동,1120011300102910005,1,대지,291.0,5.0,서울특별시 성동구 옥수동 291-5,112004109532,서울특별시 성동구 한림말3길,21.0,,1120011300102910005010297,,서울특별시 성동구 한림말3길 21,4735,,1,,127.015456862413,37.5427684813332,3호선 옥수,200,한남1고가차도(경유),1061,14,0,35435,5392.0,20244.0,5392,3110102,옥수역 6번,55883.8,55187.5,0.9875402173796342,90.5816649624699,252.0,4.5,2629449812.3794894
MA0101202406A0244567,홍콩티,,3130032,인현시장,I21201,카페,11,서울특별시,11140,중구,11140590,광희동,1114013400,인현동2가,1114013400101970000,1,대지,197.0,,서울특별시 중구 인현동2가 197,111404103125,서울특별시 중구 마른내로6길,8.0,,1114013400101970026015081,,서울특별시 중구 마른내로6길 8,4556,,,,126.995234864605,37.5638797792198,3호선 충무로,291,을지로4가.베스트웨스턴국도,316,182,4,51788,10178.0,20244.0,10178,3130032,인현시장,29296.2,17385.5,0.5934387394952246,163.31691663243777,112.0,4.3,10641555450.86725
MA010120220803495898,계화커피숍,,3130032,인현시장,I21201,카페,11,서울특별시,11140,중구,11140590,광희동,1114013400,인현동2가,1114013400101970000,1,대지,197.0,,서울특별시 중구 인현동2가 197,111404103125,서울특별시 중구 마른내로6길,8.0,,1114013400101970026015081,째점포,서울특별시 중구 마른내로6길 8,4556,,,,126.995234864605,37.5638797792198,3호선 충무로,291,을지로4가.베스트웨스턴국도,316,182,4,51788,10178.0,20244.0,10178,3130032,인현시장,29296.2,17385.5,0.5934387394952246,163.31691663243777,0.0,3.0,3007348631.5807624
MA0101202411A0031939,빽다방대림,성모점,3130260,신대방1동골목상권,I21201,카페,11,서울특별시,11590,동작구,11590670,신대방1동,1159010900,신대방동,1159010900106070005,1,대지,607.0,5.0,서울특별시 동작구 신대방동 607-5,115902005010,서울특별시 동작구 시흥대로,658.0,,1159010900106070005003070,,서울특별시 동작구 시흥대로 658,7069,,1,,126.908081252488,37.4903764167306,2호선 신대방,552,신대방경남아파트(중),45,24,0,34323,3975.0,20244.0,3975,3130260,신대방1동골목상권,18875.8,21455.5,1.1366670551711715,509.8982791885935,5.0,4.265000000000001,6717643188.07296
MA010120220800925698,달리는커피경희대점,,3130098,회기시장,I21201,카페,11,서울특별시,11230,동대문구,11230710,회기동,1123010800,회기동,1123010800103460015,1,대지,346.0,15.0,서울특별시 동대문구 회기동 346-15,112304115022,서울특별시 동대문구 경희대로4길,74.0,,1123010800103460015010759,전체,서울특별시 동대문구 경희대로4길 74,2452,,1,,127.056364602906,37.5911575338814,중앙선호선 회기,217,시조사삼거리(중),286,96,3,25771,3643.0,20244.0,3643,3130098,회기시장,41470.8,38062.0,0.917802405548,273.3350791697886,50.0,4.15,935038446.7582476
MA0101202211A0087493,빽다방보라매타운점,,3120151,보라매공원,I21201,카페,11,서울특별시,11620,관악구,11620525,보라매동,1162010100,봉천동,1162010100107290024,1,대지,729.0,24.0,서울특별시 관악구 봉천동 729-24,116204157219,서울특별시 관악구 보라매로5가길,7.0,,1162010100107290024000002,캐릭터그린빌,서울특별시 관악구 보라매로5가길 7,8708,,1,,126.925380311395,37.4918122008944,신림선호선 보라매병원,209,롯데관악점,232,62,2,33198,4890.0,20244.0,4890,3120151,보라매공원,192673.0,165686.0,0.8599336700004672,1339.6574595392162,39.0,4.279999999999999,2124266255.7888968
MA010120220806782515,커피볶는중카페김쌤,,3110021,성균관대학교,I21201,카페,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1111017100101290001,1,대지,129.0,1.0,서울특별시 종로구 명륜2가 129-1,111103100008,서울특별시 종로구 성균관로,28.0,,1111017100101290001007656,,서울특별시 종로구 성균관로 28,3074,,3,,126.997226150286,37.5851793581073,4호선 혜화,515,명륜3가.성대입구(중),292,99,3,109835,14463.0,20244.0,14174,3110021,성균관대학교,215877.2,229166.0,1.061557218640968,88.26773875007393,0.0,3.3,372196587.7893776
MA0101202303A0046840,커튼콜,,3120202,압구정로데오역(압구정로데오),I21201,카페,11,서울특별시,11680,강남구,11680565,청담동,1168010400,청담동,1168010400100780001,1,대지,78.0,1.0,서울특별시 강남구 청담동 78-1,116803122006,서울특별시 강남구 선릉로,844.0,,1168010400100780001017250,신한빌딩,서울특별시 강남구 선릉로 844,6014,,1,,127.040749667818,37.5272021795409,분당선호선 압구정로데오,27,한양아파트.압구정로데오역,150,83,2,40140,7801.0,20244.0,7400,3120202,압구정로데오역(압구정로데오),298613.4,277026.0,0.927707865755522,354.88087217630624,0.0,,5065881524.475308
MA010120220812233842,감연,,3111010,석촌역 7번,I21201,카페,11,서울특별시,11710,송파구,11710600,석촌동,1171010500,석촌동,1171010500101560006,1,대지,156.0,6.0,서울특별시 송파구 석촌동 156-6,117104169244,서울특별시 송파구 석촌호수로18길,11.0,,1171010500101560006009560,,서울특별시 송파구 석촌호수로18길 11,5610,,1,,127.101245894391,37.5059832263864,8호선 석촌,495,석촌호수서호사거리,210,62,2,91991,10188.0,20244.0,10188,3111010,석촌역 7번,245294.6,260665.5,1.0626630182645684,129.295992894828,0.0,4.5,1126873922.2361302
MA010120220811858271,메가커피상계역점,,3110431,상계역,I21201,카페,11,서울특별시,11350,노원구,11350624,중계4동,1135010600,중계동,1135010600101540022,1,대지,154.0,22.0,서울특별시 노원구 중계동 154-22,113504130155,서울특별시 노원구 덕릉로83길,18.0,,1135010600101540022010063,,서울특별시 노원구 덕릉로83길 18,1662,,1,,127.074413845546,37.6601360870238,4호선 상계,110,상계벽산아파트,146,38,1,46573,11111.0,20244.0,6629,3110431,상계역,70099.6,80905.5,1.15415066562434,108.95234934695702,37.0,4.175,5104531811.264043
MA010120220804603915,카페플로리,,3110464,연신내역 5번,I21201,카페,11,서울특별시,11380,은평구,11380552,갈현2동,1138010400,갈현동,1138010400104850002,1,대지,485.0,2.0,서울특별시 은평구 갈현동 485-2,113804133156,서울특별시 은평구 연서로25길,17.0,16.0,1138010400104850002030711,,서울특별시 은평구 연서로25길 17-16,3332,,1,,126.916364353697,37.6166483872192,6호선 연신내,435,갈현동미미아파트,205,76,2,51454,8985.0,20244.0,5206,3110464,연신내역 5번,79499.6,84242.5,1.059659419670036,100.0871080240918,20.0,4.665,768810988.5858316
MA010120220811871626,카페별미당,,3110109,금호삼성래미안아파트,I21201,카페,11,서울특별시,11200,성동구,11200590,금호1가동,1120010900,금호동1가,1120010900117630000,1,대지,1763.0,,서울특별시 성동구 금호동1가 1763,112003103001,서울특별시 성동구 금호로,84.0,,1120010900117630000016174,성광한의원,서울특별시 성동구 금호로 84,4718,,1,,127.025824567204,37.5508306096801,5호선 신금호,636,동부간선도로입구(경유),936,20,0,53461,7047.0,20244.0,6415,3110109,금호삼성래미안아파트,51689.6,57885.0,1.1198577663591902,89.33180970079644,0.0,,408387871.9803377
MA010120220803925565,피.알.오,,3130228,구로시장,I21201,카페,11,서울특별시,11530,구로구,11530550,구로4동,1153010200,구로동,1153010200107360102,1,대지,736.0,102.0,서울특별시 구로구 구로동 736-102,115304148207,서울특별시 구로구 구로동로20길,10.0,22.0,1153010200107360102000001,,서울특별시 구로구 구로동로20길 10-22,8315,,1,,126.88516404385,37.4883471175397,7호선 남구로,314,구로시장,57,19,0,225975,35754.0,20244.0,35754,3130228,구로시장,130455.8,125813.0,0.9644109345847406,566.4871849364515,0.0,,1183543637.131157
MA010120220809716549,번트시에나,,3110150,중곡1동 마을마당,I21201,카페,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1121510100106150001,1,대지,615.0,1.0,서울특별시 광진구 중곡동 615-1,112154112226,서울특별시 광진구 동일로66길,14.0,,1121510100106150001005219,,서울특별시 광진구 동일로66길 14,4917,,1,,127.07593415574,37.5615128658478,5호선 군자(능동),587,군자교,70,30,0,175665,17318.0,20244.0,17318,3110150,중곡1동 마을마당,247885.2,258617.5,1.0432954448268794,121.95595504190796,0.0,4.6,591403336.6212023
MA010120220814164042,레이먼드,,3110554,망원역 1번,I21201,카페,11,서울특별시,11440,마포구,11440660,서교동,1144012000,서교동,1144012000104740026,1,대지,474.0,26.0,서울특별시 마포구 서교동 474-26,114404139486,서울특별시 마포구 월드컵로14길,50.0,3.0,1144012000104740026011401,,서울특별시 마포구 월드컵로14길 50-3,4003,,1,,126.913364525747,37.5565500157453,6호선 망원,296,기업은행서교동지점(최규하대통령가옥),253,134,4,57007,8917.0,20244.0,8562,3110554,망원역 1번,195928.2,165761.0,0.8460293107373007,101.37994403838964,336.0,4.6,626222425.1925817
MA010120220805284168,카페1211,,3120076,수유역,I21201,카페,11,서울특별시,11305,강북구,11305595,번1동,1130510200,번동,1130510200104460013,1,대지,446.0,13.0,서울특별시 강북구 번동 446-13,113053005039,서울특별시 강북구 도봉로,328.0,,1130510200104460013016363,가든타워,서울특별시 강북구 도봉로 328,1062,,1,,127.02518595275,37.6371277351902,4호선 수유(강북구청),113,수유역.강북구청(중),43,104,3,63578,13036.0,20244.0,8276,3120076,수유역,648099.0,668637.0,1.0316896029773228,1183.083507421174,0.0,4.27,8178567683.06929
MA0101202302A0061832,카페유노이아,,3110450,시립서북병원,I21201,카페,11,서울특별시,11380,은평구,11380625,역촌동,1138010800,역촌동,1138010800100710012,1,대지,71.0,12.0,서울특별시 은평구 역촌동 71-12,113804133059,서울특별시 은평구 갈현로9길,18.0,,1138010800100710012015859,,서울특별시 은평구 갈현로9길 18,3431,,1,,126.908551856209,37.605064884607,6호선 응암,948,시립서북병원세현교회앞,201,20,0,332584,34066.0,20244.0,34066,3110450,시립서북병원,257303.8,271328.5,1.054506385059218,233.29751326159464,24.0,5.0,2086915828.6967936
MA010120220813162571,메가샵크로플,역촌점,3110450,시립서북병원,I21201,카페,11,서울특별시,11380,은평구,11380625,역촌동,1138010800,역촌동,1138010800100710012,1,대지,71.0,12.0,서울특별시 은평구 역촌동 71-12,113804133059,서울특별시 은평구 갈현로9길,18.0,,1138010800100710012015859,좌측호,서울특별시 은평구 갈현로9길 18,3431,,1,,126.908551856209,37.605064884607,6호선 응암,948,시립서북병원세현교회앞,201,20,0,332584,34066.0,20244.0,34066,3110450,시립서북병원,257303.8,271328.5,1.054506385059218,233.29751326159464,0.0,,1315287738.0087938
MA010120220800447798,카페커피상상,,3130265,노량진중앙시장,I21201,카페,11,서울특별시,11590,동작구,11590510,노량진1동,1159010100,노량진동,1159010100101180027,1,대지,118.0,27.0,서울특별시 동작구 노량진동 118-27,115904157191,서울특별시 동작구 만양로14가길,7.0,,1159010100101180027032756,,서울특별시 동작구 만양로14가길 7,6913,,,,126.945108859031,37.5119514824274,경부선호선 노량진,323,사육신공원,188,59,2,38160,5202.0,20244.0,5202,3130265,노량진중앙시장,27342.0,27043.5,0.98908272986614,65.04275366914963,56.0,3.67,2423991786.3889303
MA0101202209A0089424,늘,,3110285,홍대부중,I21201,카페,11,서울특별시,11290,성북구,11290525,성북동,1129010100,성북동,1129010100100580014,1,대지,58.0,14.0,서울특별시 성북구 성북동 58-14,112904121323,서울특별시 성북구 성북로14길,3.0,,1129010100100580014000374,,서울특별시 성북구 성북로14길 3,2836,,,,127.001053049263,37.5935946555052,4호선 한성대입구(삼선교),730,삼선교.한성대학교.조소앙활동터(중),798,23,0,22519,2685.0,20244.0,2685,3110285,홍대부중,19343.6,19197.5,0.9924471142910316,71.20970348992361,369.0,4.800000000000001,1482291826.1760097
MA010120220813468220,방그레커피,,3110582,이대역 5번,I21201,카페,11,서울특별시,11440,마포구,11440600,대흥동,1144010800,대흥동,1144010800100030035,1,대지,3.0,35.0,서울특별시 마포구 대흥동 3-35,114403113004,서울특별시 마포구 대흥로,180.0,,1144010800100030035004332,좌측웅지빌딩,서울특별시 마포구 대흥로 180,4112,,1,,126.946186331954,37.5550828911342,2호선 이대,184,이화여대입구,105,90,3,60391,6409.0,20244.0,6409,3110582,이대역 5번,68601.6,70057.5,1.0212225370836832,251.8099041071654,0.0,,1621164619.813607
