상가업소번호,상호명,지점명,상권_코드,상권_코드_명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,도로명주소,신우편번호,층정보,호정보,경도,위도,가장가까운_지하철역,지하철역_거리(m),가장가까운_버스정류장,버스정류장_거리(m),반경500m내_카페수,밀집등급,est_총_유동인구_수,피크_유동인구_수_상권별,피크_유동인구_수_11_14,매출_최대_시간대,est_시간대_00_06_유동인구_수,est_시간대_06_11_유동인구_수,est_시간대_11_14_유동인구_수,est_시간대_14_17_유동인구_수,est_시간대_17_21_유동인구_수,est_시간대_21_24_유동인구_수,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율,총점,성공_여부,접한길이_m,도로2m이내접촉길이_m,교차로_존재_여부,집객시설_수,관공서_수,은행_수,종합병원_수,일반_병원_수,약국_수,유치원_수,초등학교_수,중학교_수,고등학교_수,대학교_수,백화점_수,슈퍼마켓_수,극장_수,숙박_시설_수,지하철_역_수,버스_정거장_수
MA010120220802953108,마켓728,,3110959,신구중학교,11680,강남구,11680545,압구정동,1168010700,신사동,1168010700106240024,624.0,24.0,서울특별시 강남구 신사동 624-24,116804166592,서울특별시 강남구 언주로159길,10.0,,서울특별시 강남구 언주로159길 10,6023,1,,127.032082698363,37.5244928355034,3호선 압구정,429,신구중학교,179,110,3,,,,,,,,,,,18694.8,13739.5,0.7349369878254917,,,4.824480919831461,31.71515009353586,False,3.0,,,,,,,,,,,,,,,,
MA010120220813177290,킹스커피,,3120053,건대입구역(건대),11215,광진구,11215710,화양동,1121510700,화양동,1121510700100050087,5.0,87.0,서울특별시 광진구 화양동 5-87,112154112197,서울특별시 광진구 동일로22길,119.0,,서울특별시 광진구 동일로22길 119,5017,4,,127.070594922117,37.5406760922282,2호선 건대입구,32,건대입구역사거리.건대병원,56,125,3,34942.68292682927,8468.80487804878,,17_21,6325.268292682927,5622.487804878048,4409.609756097561,5092.914634146341,8468.80487804878,5023.609756097561,397638.2,438555.5,1.1029008279385633,3.966,1.0,0.0,34.52075969985069,False,92.0,1.0,5.0,,,14.0,,,,,,1.0,,1.0,,2.0,7.0
MA010120220800038167,첫만남,,3120012,대학로(혜화역),11110,종로구,11110650,혜화동,1111017200,명륜4가,1111017200101070000,107.0,,서울특별시 종로구 명륜4가 107,111104100046,서울특별시 종로구 대학로9길,12.0,,서울특별시 종로구 대학로9길 12,3079,1,,127.00109816855,37.5818096704468,4호선 혜화,88,혜화역2번출구.마로니에공원,126,143,4,,,,17_21,,,,,,,532976.2,591529.5,1.1098610031742506,5.055000000000001,1.0,0.0,33.0629256278148,False,63.0,1.0,5.0,,,10.0,,,,,4.0,,,1.0,,1.0,11.0
MA010120220804264376,더빈스11,,3110509,연희대우아파트앞,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600104610000,461.0,,서울특별시 서대문구 창천동 461,114104136281,서울특별시 서대문구 연희로2안길,7.0,3.0,서울특별시 서대문구 연희로2안길 7-3,3784,,,126.927620635762,37.5606231119665,경의중앙선호선 홍대입구,341,연남동,207,215,4,56419.0,9409.8125,,17_21,15192.75,11223.0,6407.5,6999.875,9409.8125,7186.1875,125146.6,138486.0,1.106590191023967,2.7,0.0,0.0,0.0,False,16.0,,,,,1.0,,,,,,,,,,,2.0
MA0106202406A2465166,스타벅스,이수역,3120156,"총신대입구역(이수, 총신대)",11650,서초구,11650621,방배4동,1165010100,방배동,1165010100130000001,3000.0,1.0,서울특별시 서초구 방배동 3000-1,116502005009,서울특별시 서초구 동작대로,112.0,,서울특별시 서초구 동작대로 112,6568,,,126.982711706747,37.4865095453634,4호선 총신대입구(이수),69,총신대입구역.남성사계시장입구앞(중),125,82,2,82861.13043478261,18200.369565217392,,17_21,14355.695652173914,15440.847826086956,11655.326086956522,12778.04347826087,18200.369565217392,10430.847826086956,544054.6,545670.0,1.0029691872837765,4.042,1.0,,,,149.0,2.0,7.0,,2.0,18.0,,,,,,,,1.0,2.0,2.0,18.0
MA010120220809677449,검프,,3120032,충무로역,11140,중구,11140570,필동,1114013800,필동2가,1114013800100180007,18.0,7.0,서울특별시 중구 필동2가 18-7,111404103343,서울특별시 중구 퇴계로36길,35.0,,서울특별시 중구 퇴계로36길 35,4625,1,,126.995235081514,37.5604740120239,4호선 충무로,119,남산1호터널,434,113,3,30851.6,5828.683333333333,5828.683333333333,11_14,4067.616666666667,6492.866666666667,5828.683333333333,5699.283333333334,6012.15,2751.0,295059.6,187899.0,0.6368171040698218,4.300000000000001,1.0,0.0,7.972689728016368,False,71.0,2.0,5.0,,,7.0,,,,,,,,3.0,1.0,2.0,8.0
MA0101202210A0068364,이디야,광화문점,3120003,광화문역,11110,종로구,11110530,사직동,1111011600,도렴동,1111011600101500001,150.0,1.0,서울특별시 종로구 도렴동 150-1,111104100190,서울특별시 종로구 세종대로23길,15.0,,서울특별시 종로구 세종대로23길 15,3183,2,,126.975651183897,37.5715087986009,5호선 광화문(세종문화회관),133,광화문,131,156,4,,,,11_14,,,,,,,199796.6,134089.0,0.6711275367048288,3.4365,0.0,9.300425887209672,56.95136180119157,False,112.0,6.0,20.0,,,12.0,,,,,,,,1.0,,2.0,11.0
MA010120220800068015,아주신씨화곡파우암재단,,3120003,광화문역,11110,종로구,11110530,사직동,1111011600,도렴동,1111011600101500001,150.0,1.0,서울특별시 종로구 도렴동 150-1,111104100190,서울특별시 종로구 세종대로23길,15.0,,서울특별시 종로구 세종대로23길 15,3183,,,126.975651183897,37.5715087986009,5호선 광화문(세종문화회관),133,광화문,131,156,4,,,,11_14,,,,,,,199796.6,134089.0,0.6711275367048288,2.2,0.0,9.300425887209672,56.95136180119157,False,112.0,6.0,20.0,,,12.0,,,,,,,,1.0,,2.0,11.0
MA010120220806901006,청담커피,,3120216,경기고교사거리(경기고교앞사거리),11680,강남구,11680565,청담동,1168010400,청담동,1168010400100710025,71.0,25.0,서울특별시 강남구 청담동 71-25,116804166828,서울특별시 강남구 학동로97길,20.0,,서울특별시 강남구 학동로97길 20,6072,1,,127.055520040921,37.5211414240479,7호선 청담,275,청담역.경기고교,69,28,0,50842.75,10110.0,10110.0,11_14,5697.0,12073.0,10110.0,9737.75,8970.75,4254.25,31575.2,22748.0,0.7204388254072817,4.2,1.0,,,,31.0,,4.0,,1.0,4.0,,,,,,,,,,,6.0
MA0101202310A0034861,빔더랜드,,3111013,송파나루역 1번(송리단길),11710,송파구,11710580,송파1동,1171010400,송파동,1171010400100370011,37.0,11.0,서울특별시 송파구 송파동 37-11,117104169197,서울특별시 송파구 백제고분로45길,31.0,,서울특별시 송파구 백제고분로45길 31,5622,1,,127.10813988076,37.5103379779643,9호선(연장)호선 송파나루,359,호수임광아파트,132,129,4,45550.75471698113,8536.018867924528,,17_21,11738.471698113208,8317.471698113208,5417.679245283019,5578.11320754717,8536.018867924528,5962.981132075472,336415.8,366055.5,1.088104363707055,4.525,1.0,2.287807131603472,37.94680235120421,False,12.0,,,,,2.0,1.0,,,,,,,,,,2.0
MA0101202406A0517939,캐롤,,3110848,양지어린이공원,11590,동작구,11590650,사당4동,1159010700,사당동,1159010700103180088,318.0,88.0,서울특별시 동작구 사당동 318-88,115904157251,서울특별시 동작구 사당로20가길,15.0,,서울특별시 동작구 사당로20가길 15,7011,1,,126.974707878334,37.4821292017598,7호선 남성,410,사당동우체국앞(중),647,43,1,166212.0,24469.28571428572,,17_21,52571.71428571428,34645.57142857143,16007.57142857143,15945.285714285714,24469.28571428572,22572.714285714286,161238.6,178647.0,1.1079667027622415,4.025,1.0,0.0,21.636906075594748,False,13.0,,,,,,,,,,,,,,,,1.0
MA010120220800194596,빈즈메이드,,3110554,망원역 1번,11440,마포구,11440660,서교동,1144012000,서교동,1144012000104770001,477.0,1.0,서울특별시 마포구 서교동 477-1,114404139101,서울특별시 마포구 동교로13길,20.0,,서울특별시 마포구 동교로13길 20,4003,1,,126.913082833825,37.5554776219415,6호선 망원,275,기업은행서교동지점(최규하대통령가옥),159,155,4,57007.04347826087,8916.521739130434,,14_17,10042.521739130434,11940.0,8562.173913043478,8916.521739130434,11058.08695652174,6487.782608695652,195928.2,165761.0,0.8460293107373007,3.8965,0.0,7.578844970090088,42.46395919966619,False,8.0,1.0,,,,,,,,,,,,,,,4.0
MA010120220804151047,그루브커피로스터스,,3110433,공릉역 2번,11350,노원구,11350595,공릉1동,1135010300,공릉동,1135010300105090012,509.0,12.0,서울특별시 노원구 공릉동 509-12,113504130180,서울특별시 노원구 동일로186길,64.0,,서울특별시 노원구 동일로186길 64,1843,1,,127.076497380981,37.6252576602793,7호선 공릉(서울과학기술대),321,공릉시장,347,83,2,69895.25,10131.45,,21_24,21438.6,14442.05,6810.5,6441.2,10631.45,10131.45,197451.2,205323.5,1.0398695981589374,5.3025,1.0,19.159220375699817,43.92871037386101,False,7.0,,,,,2.0,,,,,,,,,,,
MA010120220805425137,와우커피,,3110872,신림초등학교,11620,관악구,11620655,신원동,1162010200,신림동,1162010200116270017,1627.0,17.0,서울특별시 관악구 신림동 1627-17,116203117009,서울특별시 관악구 문성로,212.0,,서울특별시 관악구 문성로 212,8842,1,,126.927326203335,37.4791452392423,신림선호선 서원,513,서원동승리교앞,357,37,1,,,,,,,,,,,120933.6,125086.0,1.0343361977151098,,,13.66620501501906,49.30536589898236,True,2.0,,,,,,,,,,,,,,,,1.0
MA0101202309A0039308,헬카페뮤직,,3130035,방산종합시장(방산시장),11140,중구,11140605,을지로동,1114015200,주교동,1114015200102270001,227.0,1.0,서울특별시 중구 주교동 227-1,111404103246,서울특별시 중구 을지로27길,27.0,,서울특별시 중구 을지로27길 27,4546,1,,126.998969949791,37.5679884128354,5호선 을지로4가,108,방산시장.을지로4가역6번출구,128,112,3,80386.08333333333,18389.25,18389.25,11_14,8020.166666666667,18891.416666666668,18389.25,17719.083333333332,12606.25,4759.833333333333,161881.0,77614.0,0.4794509547136477,4.505,1.0,1.9189725832073097,36.505613783592885,False,19.0,,3.0,,,,,,,,,,1.0,,1.0,,4.0
MA0101202409A0045750,안녕소담,,3120077,미아역,11305,강북구,11305535,미아동,1130510100,미아동,1130510100103040031,304.0,31.0,서울특별시 강북구 미아동 304-31,113054124340,서울특별시 강북구 솔매로46길,33.0,,서울특별시 강북구 솔매로46길 33,1170,1,,127.026155962675,37.624729955819,4호선 미아(서울사이버대학),216,미아역.신일중고(중),46,28,0,79987.40909090909,10191.454545454546,10191.454545454546,11_14,19523.272727272728,17196.863636363636,10191.454545454546,9941.045454545454,13297.0,9837.818181818182,253709.0,245589.0,0.967994828721094,2.8,0.0,0.0,9.23515894073381,False,55.0,,3.0,,1.0,9.0,,,,,,,,,,1.0,6.0
MA010120220811999682,재해석,,3120032,충무로역,11140,중구,11140590,광희동,1114013200,충무로4가,1114013200101350000,135.0,,서울특별시 중구 충무로4가 135,111404103314,서울특별시 중구 충무로2길,28.0,,서울특별시 중구 충무로2길 28,4557,2,,126.994623771604,37.562321029075,3호선 충무로,110,을지로4가.베스트웨스턴국도,497,164,4,,,,11_14,,,,,,,295059.6,187899.0,0.6368171040698218,4.475,1.0,6.383288007288372,28.7861343300696,False,71.0,2.0,5.0,,,7.0,,,,,,,,3.0,1.0,2.0,8.0
MA010120220813619014,미스터빈커피,,3120075,월곡역,11290,성북구,11290725,월곡2동,1129013600,하월곡동,1129013600100170001,17.0,1.0,서울특별시 성북구 하월곡동 17-1,112903005046,서울특별시 성북구 화랑로,103.0,,서울특별시 성북구 화랑로 103,2752,1,,127.043056290136,37.603704935606,6호선 월곡(동덕여대),237,종암사거리입구,867,33,1,17547.14285714286,2303.285714285714,2303.285714285714,11_14,4036.904761904762,3571.6666666666665,2303.285714285714,2356.285714285714,3149.6666666666665,2129.285714285714,52900.0,51995.0,0.9828922495274102,4.319,1.0,0.0,0.0,True,33.0,1.0,1.0,,,8.0,,,,,,,,,,1.0,6.0
MA010120220803660347,카페비케이,,3110264,면목역 2번,11260,중랑구,11260565,면목본동,1126010100,면목동,1126010100100700067,70.0,67.0,서울특별시 중랑구 면목동 70-67,112604118033,서울특별시 중랑구 겸재로54길,21.0,,서울특별시 중랑구 겸재로54길 21,2202,1,,127.091925662699,37.5881799414375,7호선 면목,392,농협앞,145,34,1,259273.63636363635,24709.090909090908,24709.090909090908,11_14,85254.72727272728,54046.81818181818,24709.090909090908,23105.36363636364,36270.454545454544,35887.181818181816,399392.4,427524.5,1.0704372441739,3.2,0.0,0.0,35.41978837140662,False,36.0,2.0,,,,3.0,,,,,,,2.0,,,,8.0
MA010120220806527944,체리시,,3110363,송천동주민센터,11305,강북구,11305555,송천동,1130510100,미아동,1130510100106820011,682.0,11.0,서울특별시 강북구 미아동 682-11,113053005041,서울특별시 강북구 삼양로,162.0,,서울특별시 강북구 삼양로 162,1201,,,127.02162299324,37.6183879214681,우이신설선호선 삼양사거리,343,삼양동사거리,25,9,0,,,,,,,,,,,42012.4,46007.5,1.0950933533909035,,,0.0,61.36089311213868,False,5.0,2.0,,,,1.0,,,,,,,,,,,1.0
MA010120220804148639,알롱달롱,,3110819,신대방역 4번,11590,동작구,11590670,신대방1동,1159010900,신대방동,1159010900106010018,601.0,18.0,서울특별시 동작구 신대방동 601-18,115904157479,서울특별시 동작구 신대방14길,6.0,,서울특별시 동작구 신대방14길 6,7067,1,,126.910196876226,37.4894409961288,2호선 신대방,340,신대방경남아파트(중),248,37,1,90136.0,10068.2,,14_17,23968.6,19237.1,10111.9,10068.2,14897.2,11853.2,126064.2,135519.0,1.0749998810130077,,,13.382276269383524,45.51188811433278,False,31.0,1.0,1.0,,,3.0,,,,,,,,,,1.0,6.0
MA0101202310A0002602,첩첩,,3110902,사당역 4번,11620,관악구,11620630,남현동,1162010300,남현동,1162010300110810017,1081.0,17.0,서울특별시 관악구 남현동 1081-17,116204160294,서울특별시 관악구 남현4길,1.0,,서울특별시 관악구 남현4길 1,8805,1,,126.976575668074,37.4749034915084,2호선 사당,474,남서울농협남현동지점,183,42,1,161560.7142857143,17427.214285714286,17427.214285714286,11_14,45098.92857142857,33805.642857142855,17427.214285714286,17425.071428571428,26456.5,21347.5,316034.2,340838.5,1.078486125868656,3.2999999999999994,0.0,0.0,28.72395500577321,False,29.0,3.0,,,,3.0,,,,,,,,,,,2.0
MA0101202406A0140055,카페공감,,3120121,까치산역,11500,강서구,11500540,화곡1동,1150010300,화곡동,1150010300109030004,903.0,4.0,서울특별시 강서구 화곡동 903-4,115004145072,서울특별시 강서구 강서로5길,4.0,,서울특별시 강서구 강서로5길 4,7778,1,,126.847801179255,37.529255522999,5호선 까치산,296,까치산역2번출구,267,41,1,93268.61111111112,18069.11111111111,,17_21,18169.36111111111,18555.0,13009.722222222224,13499.777777777776,18069.11111111111,11965.611111111111,486626.6,462267.0,0.9499419061761112,3.3885000000000005,0.0,27.480374084444705,43.795424920072925,True,42.0,,1.0,,,5.0,1.0,,,,,,,,,1.0,8.0
MA010120220813791615,공감,,3120121,까치산역,11500,강서구,11500540,화곡1동,1150010300,화곡동,1150010300109030004,903.0,4.0,서울특별시 강서구 화곡동 903-4,115004145072,서울특별시 강서구 강서로5길,4.0,,서울특별시 강서구 강서로5길 4,7778,1,,126.847801179255,37.529255522999,5호선 까치산,296,까치산역2번출구,267,41,1,93268.61111111112,18069.11111111111,,17_21,18169.36111111111,18555.0,13009.722222222224,13499.777777777776,18069.11111111111,11965.611111111111,486626.6,462267.0,0.9499419061761112,3.0800000000000005,0.0,27.480374084444705,43.795424920072925,True,42.0,,1.0,,,5.0,1.0,,,,,,,,,1.0,8.0
MA0101202210A0098346,코페아커피옥수점,,3110101,옥정중학교,11200,성동구,11200645,옥수동,1120011300,옥수동,1120011300104490005,449.0,5.0,서울특별시 성동구 옥수동 449-5,112003005014,서울특별시 성동구 독서당로,168.0,,서울특별시 성동구 독서당로 168,4736,2,,127.011383019871,37.5408498148874,3호선 옥수,527,한남1고가차도(경유),677,11,0,62153.66666666666,9419.0,9419.0,11_14,11773.666666666666,12522.333333333334,9419.0,9535.666666666666,12168.333333333334,6734.666666666667,26879.0,26032.5,0.9685070129097064,,,1.131361603653029,50.237464499332354,True,7.0,,,,,,,,,,,,,,,,4.0
MA010120220812138755,저스트단비,,3130190,홍대소상공인상점가,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103660008,366.0,8.0,서울특별시 마포구 서교동 366-8,114404139572,서울특별시 마포구 잔다리로6길,30.0,,서울특별시 마포구 잔다리로6길 30,4042,1,,126.920849971025,37.5522214725749,6호선 상수,531,서교동(중),196,295,4,24852.14285714286,6695.666666666667,,17_21,3857.5238095238096,3018.619047619048,3384.7619047619046,4589.095238095239,6695.666666666667,3306.3809523809523,68400.6,89944.5,1.3149665353812685,4.1000000000000005,1.0,0.0,34.87652980981905,False,2.0,1.0,,,,1.0,,,,,,,,,,,
MA0101202406A0215346,샌드김,,3130204,경창시장,11470,양천구,11470590,신월4동,1147010300,신월동,1147010300104280005,428.0,5.0,서울특별시 양천구 신월동 428-5,114703005067,서울특별시 양천구 월정로,43.0,,서울특별시 양천구 월정로 43,7930,1,,126.841975472296,37.5235715640777,5호선 까치산,1001,동방아파트,426,15,0,31565.83333333333,3501.833333333333,3501.833333333333,11_14,8296.166666666666,5974.166666666667,3501.833333333333,3786.0,5669.833333333333,4337.833333333333,26803.8,27688.5,1.033006514001746,2.5,0.0,45.80699153954032,80.58765782432252,True,12.0,,,,,5.0,,,,,,,,,,,
MA010120220800067034,나눔문화연구소,,3120002,서촌(경복궁역),11110,종로구,11110530,사직동,1111010600,통의동,1111010600100100000,10.0,,서울특별시 종로구 통의동 10,111104100262,서울특별시 종로구 자하문로10길,28.0,,서울특별시 종로구 자하문로10길 28,3044,,,126.973022190311,37.5792928201554,3호선 경복궁(정부서울청사),395,경복궁역1번출구,375,127,3,23781.58620689655,4585.551724137931,,14_17,3110.362068965517,4314.810344827586,4293.810344827586,4585.551724137931,5034.810344827586,2442.2241379310344,197944.6,194804.5,0.9841364705074046,1.6999999999999995,0.0,17.977944228078986,46.785688148308566,False,43.0,3.0,2.0,,,5.0,,,,,,,,,,,11.0
MA010120220809682708,카페2.7,,3111010,석촌역 7번,11710,송파구,11710600,석촌동,1171010500,석촌동,1171010500100580024,58.0,24.0,서울특별시 송파구 석촌동 58-24,117104169185,서울특별시 송파구 백제고분로36가길,15.0,,서울특별시 송파구 백제고분로36가길 15,5614,,,127.101662281697,37.5044511603393,9호선(연장)호선 석촌고분,459,석촌역.잠실한솔아파트,320,60,2,91989.57894736844,10187.421052631578,10187.421052631578,11_14,26586.21052631579,18598.68421052632,10187.421052631578,9920.947368421052,14518.21052631579,12178.052631578948,245294.6,260665.5,1.0626630182645684,5.04,1.0,0.0,21.661338894041343,False,13.0,,,,,2.0,,,,,,,,,,,
MA010120220808279572,스윗랜드,,3110983,국립국악고등학교,11680,강남구,11680690,개포4동,1168010300,개포동,1168010300112160004,1216.0,4.0,서울특별시 강남구 개포동 1216-4,116804166058,서울특별시 강남구 개포로26길,16.0,,서울특별시 강남구 개포로26길 16,6308,,,127.049100445418,37.4780401353567,3호선 매봉,1011,삼호물산,351,56,2,113120.5,13428.25,13428.25,11_14,29870.5,23361.5,13428.25,13673.5,18399.5,14387.25,65076.2,63551.5,0.976570543455211,1.9,0.0,0.0,22.367900213854853,False,6.0,1.0,,,,,,,,,,,,,,,1.0
MA0101202406A0278780,오동커피,,3110252,장안제일시장,11260,중랑구,11260550,면목5동,1126010100,면목동,1126010100101510023,151.0,23.0,서울특별시 중랑구 면목동 151-23,112604118140,서울특별시 중랑구 동일로96길,9.0,,서울특별시 중랑구 동일로96길 9,2215,1,,127.08054320086,37.5848726041437,7호선 면목,738,장안시장,72,24,0,,,,,,,,,,,153032.2,162721.0,1.0633121656749362,,,54.64357862141056,49.01550412740315,False,15.0,,1.0,,,1.0,,,,,,,2.0,,,,3.0
MA010120220812488900,타메니,,3110997,대청초등학교,11680,강남구,11680730,일원1동,1168011400,일원동,1168011400106560000,656.0,,서울특별시 강남구 일원동 656,116804166706,서울특별시 강남구 일원로3길,56.0,,서울특별시 강남구 일원로3길 56,6342,1,,127.08446949064,37.4924993444828,3호선 대청,449,일원주유소.삼성서울병원후문,343,25,0,69430.96153846153,8095.115384615385,8095.115384615385,11_14,18392.53846153846,14539.346153846154,8095.115384615385,7813.115384615385,11322.846153846154,9268.0,257640.6,258501.0,1.003339535771924,3.885,0.0,0.0,37.99221653418607,False,49.0,1.0,,,,9.0,,,,,,,,,,,12.0
MA010120220811926684,하우미아사거리역점,,3120078,미아사거리역,11305,강북구,11305545,송중동,1130510100,미아동,1130510100100660001,66.0,1.0,서울특별시 강북구 미아동 66-1,113053005039,서울특별시 강북구 도봉로,50.0,,서울특별시 강북구 도봉로 50,1215,,,127.030093435208,37.6132864711655,4호선 미아사거리,3,미아사거리역(중),42,43,1,,,,17_21,,,,,,,152148.4,158122.5,1.039264954478654,,,63.74069466643688,17.659468992775928,True,58.0,1.0,1.0,,1.0,5.0,,,,,,1.0,,1.0,,,11.0
MA010120220812829983,본깔리떼,,3110883,은천초등학교(은천교앞),11620,관악구,11620525,보라매동,1162010100,봉천동,1162010100106470134,647.0,134.0,서울특별시 관악구 봉천동 647-134,116204160415,서울특별시 관악구 봉천로23길,32.0,,서울특별시 관악구 봉천로23길 32,8718,1,,126.936024349035,37.4877458902189,신림선호선 신림,646,은천교,146,27,0,166667.42857142858,27669.42857142857,,17_21,44795.0,34541.42857142857,17892.428571428572,18397.571428571428,27669.42857142857,23371.42857142857,163086.4,175621.0,1.0768586467050594,3.965,1.0,,,,20.0,,,,,2.0,,,,,,,,,,,6.0
MA0101202406A0421124,담연당,,3110677,등촌역 1번,11500,강서구,11500520,등촌1동,1150010200,등촌동,1150010200106330029,633.0,29.0,서울특별시 강서구 등촌동 633-29,115004145210,서울특별시 강서구 공항대로61길,39.0,,서울특별시 강서구 공항대로61길 39,7553,2,,126.866109458718,37.5527487276761,9호선 등촌,238,태영송화아파트,171,32,0,,,,,,,,,,,38191.0,36715.5,0.9613652431201068,,,0.0,36.28608571470655,False,1.0,,,,,,,,,,,,,,,,
MA0101202210A0053255,메가엠지씨커피동양미래대학점,,3110706,그라운드 고척,11530,구로구,11530720,고척1동,1153010600,고척동,1153010600100520197,52.0,197.0,서울특별시 구로구 고척동 52-197,115304148103,서울특별시 구로구 경인로47길,26.0,,서울특별시 구로구 경인로47길 26,8222,1,,126.866598367761,37.5006443697118,경인선호선 구일,569,동양미래대학.구로성심병원(중),138,13,0,35358.375,7390.0,,17_21,7249.25,6456.375,4919.375,5137.0,7390.0,4206.25,39200.6,43432.0,1.1079422253741014,3.2,0.0,0.0,0.0,False,10.0,,,1.0,,3.0,,,,,,,,,1.0,,2.0
MA0101202409A0061657,카페640,,3110603,지향초등학교,11470,양천구,11470640,신정3동,1147010100,신정동,1147010100112870003,1287.0,3.0,서울특별시 양천구 신정동 1287-3,114702000003,서울특별시 양천구 남부순환로,640.0,,서울특별시 양천구 남부순환로 640,8054,1,,126.841128978235,37.5119835362539,2호선 신정네거리,1374,서부트럭터미널.신정동일하이빌아파트,155,5,0,30721.666666666668,3288.6666666666665,,14_17,7882.0,7261.666666666667,3826.6666666666665,3288.6666666666665,4476.666666666667,3985.6666666666665,13281.0,12880.5,0.9698441382426022,3.66,0.0,0.0,88.17639410287904,True,9.0,,,,,1.0,,,,,,,,,,,
MA0106202301A0718429,코너커피,,3110555,홍익지구대,11440,마포구,11440660,서교동,1144012000,서교동,1144012000103830003,383.0,3.0,서울특별시 마포구 서교동 383-3,114404139099,서울특별시 마포구 동교로12길,38.0,,서울특별시 마포구 동교로12길 38,4035,1,,126.912565657879,37.5525489979227,2호선 합정,358,성산초등학교입구,76,162,4,76575.0,12298.666666666666,12298.666666666666,11_14,13985.333333333334,14226.0,12298.666666666666,12678.0,15092.333333333334,8294.333333333334,34290.6,29135.5,0.8496643394982882,2.7,0.0,0.0,0.0,True,6.0,,,,,,,,,,,,,,,,2.0
MA010120220806742062,서현카페,,3120004,종로구청,11110,종로구,11110615,종로1.2.3.4가동,1111012400,수송동,1111012400101040000,104.0,,서울특별시 종로구 수송동 104,111104100360,서울특별시 종로구 종로5길,86.0,,서울특별시 종로구 종로5길 86,3151,1,,126.979895386135,37.5741495129403,5호선 광화문(세종문화회관),377,경복궁,192,135,4,32208.69230769231,7821.2307692307695,7821.2307692307695,11_14,2214.230769230769,6803.615384615385,7821.2307692307695,7749.384615384615,5990.461538461538,1629.6153846153843,67653.2,40223.0,0.5945468950470931,4.501,1.0,0.0,0.0,True,33.0,3.0,2.0,,,2.0,,,,,1.0,,,,2.0,,2.0
MA010120220808415273,오감공간,,3110299,정릉역 1번,11290,성북구,11290620,정릉1동,1129013300,정릉동,1129013300100160290,16.0,290.0,서울특별시 성북구 정릉동 16-290,112904121629,서울특별시 성북구 정릉로38다길,34.0,,서울특별시 성북구 정릉로38다길 34,2816,1,,127.016793996773,37.6017113959501,우이신설선호선 정릉,338,길음뉴타운10단지.라온유아파트,171,11,0,,,,11_14,,,,,,,266669.4,296066.0,1.110236120079769,4.655000000000001,1.0,,,,26.0,,,,,4.0,1.0,,,,,,,,,,5.0
MA010120220810424805,브루밸류,,3110331,돌곶이역 8번,11290,성북구,11290810,석관동,1129013900,석관동,1129013900102610157,261.0,157.0,서울특별시 성북구 석관동 261-157,112904121773,서울특별시 성북구 화랑로32길,68.0,1.0,서울특별시 성북구 화랑로32길 68-1,2789,1,,127.057894526229,37.6075187865047,6호선 돌곶이,359,석계역굴다리앞,1021,24,0,119854.72727272728,15163.09090909091,15163.09090909091,11_14,28188.36363636364,26416.727272727272,15163.09090909091,14801.545454545454,20521.18181818182,14763.727272727272,193381.4,175746.0,0.9088050867353324,2.5,0.0,0.0,22.422460993526176,False,23.0,1.0,,,,4.0,,,,,,,,,,,2.0
MA010120220813153787,랑데자뷰약수,,3110049,장충단 고개,11140,중구,11140625,다산동,1114016200,신당동,1114016200103770059,377.0,59.0,서울특별시 중구 신당동 377-59,111403005001,서울특별시 중구 동호로,222.0,,서울특별시 중구 동호로 222,4607,2,,127.008974918443,37.5577077060073,3호선 동대입구,332,동대문역사문화공원,864,51,1,45395.61538461538,8839.0,,17_21,8084.615384615385,9127.384615384615,7216.615384615385,7339.7692307692305,8839.0,4788.307692307692,88740.8,73218.5,0.8250827127995239,2.4000000000000004,0.0,,,,6.0,,,,1.0,,,,,,,,,,,,1.0
MA010120220806723418,투썸플레이스공덕헤링턴,스퀘어점,3120107,공덕역(공덕오거리),11440,마포구,11440585,도화동,1144010400,도화동,1144010400100250013,25.0,13.0,서울특별시 마포구 도화동 25-13,114402113001,서울특별시 마포구 마포대로,92.0,,서울특별시 마포구 마포대로 92,4168,1,,126.951332331358,37.5428495640295,공항철도1호선 공덕,70,공덕역(중),93,78,2,,,,11_14,,,,,,,210663.8,153244.5,0.7274363227094547,,,0.0,0.0,False,93.0,2.0,10.0,,,14.0,,,,,,,,,,1.0,17.0
MA0101202411A0106600,바이러닉에스프레소바,공덕점,3120107,공덕역(공덕오거리),11440,마포구,11440585,도화동,1144010400,도화동,1144010400100250013,25.0,13.0,서울특별시 마포구 도화동 25-13,114402113001,서울특별시 마포구 마포대로,92.0,,서울특별시 마포구 마포대로 92,4168,1,,126.951332331358,37.5428495640295,공항철도1호선 공덕,70,공덕역(중),93,78,2,,,,11_14,,,,,,,210663.8,153244.5,0.7274363227094547,,,0.0,0.0,False,93.0,2.0,10.0,,,14.0,,,,,,,,,,1.0,17.0
